"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
4231					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5069					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5135					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5210					CONF							-8000	0	0	0	false		0	0												0	0	0	0														Dividend to holding company									
5461					CONF							0	0	0	0	false		0	0												0	0	0	0																							
5751					CONF							0	0	0	0	false		0	0												0	0	0	0																							
6039	262				CONF				237			0	0	0	0	false		0	0					729		505					0	0	0	0											Misc Expense												
6329	1690	1	53	382	CONF				276	1926	211	0	0	0	0	false	733	0	0		250	33	289		1162	4024	291	768	147	669	0	0	0	0					73	99	156				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7045	41	0	78	0	CONF	0	0	0	0	0	0	0	0	0	0	false	19	0	0	5	0	13	51	0	33	440	45	0	229	42	0	0	0	0					0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
7634					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8462					CONF							0	0	0	0	false		0	0												0	0	0	0																							
8631					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9357					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9553					CONF							0	0	0	0	false		0	0												0	0	0	0																							
9807					CONF	995	773	677	1494			0	0	0	0	false		0	0		-16259										0	0	0	0						3032		LOAN EXIT FEES	PREPAYMENT PENALTY FEES	PROCEEDS FROM VILLAGE AT MANALAPAN	Computer Equipment Supplies												
9955					CONF							0	0	0	0	false		0	0												0	0	0	0																							
10250					CONF							0	0	0	0	false		0	0												0	0	0	0														Downstream from Holding Company									
10849					CONF							0	0	0	0	false		0	0												0	0	0	0																							
11145	101	33	96	6	CONF	64	176		108			0	0	0	0	false	72	0	0	35		12	735	409	92		158	65	273	102	0	0	0	0					26	5	46	Other Misc Income	Other Misc Asset Income		Credit & Collections												
11640					CONF							0	0	0	0	false		0	0												0	0	0	0																							
11837					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12030					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12142					CONF							476	0	0	0	false		0	0												0	0	0	0														CDFI FA Grant									
12311	91042	0	0	0	CONF	90552	78856	52255	0	0	0	0	0	0	0	false	0	0	0	0	46844	0	0	414752	0	279800	0	0	0	0	0	0	0	0		0			0	0	0	Overhead Charges	Commitments/Letter of Crecit Fees	Operating and Other Lease Income													
12647					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12656					CONF							0	0	0	0	false		0	0												0	0	0	0																							
12946					CONF							0	0	0	0	false		0	0												0	0	0	0																							
13103					CONF				1586			0	0	0	0	false		0	0				238	2239		1262		2248			0	0	0	0											Other Computer Service Expenses												
13251					CONF							0	0	0	0	false		0	0												0	0	0	0																							
13457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14155					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14650					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14753					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14865					CONF							0	0	0	0	false		0	0												0	0	0	0																							
14977	0	0	115	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	31	0	32	0	0	0	0	0	0	0					0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
17110	827	0	0	0	CONF	0	0	0	2608	0	0	0	0	0	0	false	0	0	0	0	0	0	0	2026	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0				REFERRAL FEES												
17147	0	0	0	0	CONF	3062	0	0	11672	0	0	0	0	0	0	false	0	0	0	0	3810	0	0	8530	0	14823	0	0	0	0	0	0	0	0		13799			0	0	0	OTHER INC - DERIVATIVE HEDGE			Other noninterest expense												
17259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
17950					CONF							0	0	0	0	false		0	0												0	0	0	0														Capital Injection Acquisition of Malta and Glasgow									
17978					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18050					CONF							27000	0	0	0	false		0	0												0	0	0	0														CAPITAL CONTRIBUTION FROM TOP TIER HOLDING COMPANY									
18827					CONF							0	0	0	0	false		0	0												0	0	0	0				-215																			
18836					CONF							0	0	0	0	false		0	0												0	0	0	0																							
18854					CONF	395	113		1878			0	0	0	0	false		0	0					1498		665	409				0	0	0	0					207			Secondary Market Income	BSA Monitoring Fee Income		Bonus Accrual												
19356					CONF							1000	0	0	0	false		0	0												0	0	0	0														Bank Stock Loan									
19936					CONF							0	0	0	0	false		0	0												0	0	0	0																							
19972					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20633					CONF							0	0	0	0	false		0	0												0	0	0	0																							
20857					CONF							-4009	220	0	0	false		0	0												0	0	0	0														Capital Retirement from Surplus Account	Reversal of Sub S Tax Distribution								
21256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
21359					CONF							0	0	0	0	false		0	0												0	0	0	0															`								
21658					CONF							0	0	0	0	false		0	0				116	306							0	0	0	0											Maintenance Agreements	Education	Insurance Expense										
22048					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22543					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22552					CONF							0	0	0	0	false		0	0												0	0	0	0																							
22730					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23504	4336	0	0	0	CONF	1578	0	0	0	0	0	0	0	0	0	false	0	0	0	0	8160	0	0	9853	0	2378	0	3455	0	0	0	0	0	0					0	0	0	TITLE FEE INCOME															
23643					CONF							0	0	0	0	false		0	0												0	0	0	0																							
23755					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24006					CONF							725	0	0	0	false		0	0												0	0	0	0														Unearned ESOP Shares Expense									
24378					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24659					CONF							0	0	0	0	false		0	0												0	0	0	0																							
24668					CONF							0	0	0	0	false		0	0												0	0	0	0																			0				
24949					CONF							0	0	0	0	false		0	0												0	0	0	0																							
25357					CONF							0	0	0	0	false		0	0												0	0	0	0																							
25647					CONF							0	0	0	0	false		0	0					521							0	0	0	0														Holding Company capital infusion									
26457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
26765					CONF							0	8905	0	0	false		0	0												0	0	0	0															Capital Injection								
27070					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27548					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27614					CONF							0	0	0	0	false		0	0												0	0	0	0																							
27847					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
28013	1257		1025		CONF					980		1858	714	0	0	false		0	0		2548			2643		1111	992	1480			0	0	0	0		0										Misc. Expense		capital contribution	change in unallocated ESOP								
28152					CONF							0	0	0	0	false		0	0					163							0	0	0	0																							
28675					CONF				103			0	0	0	0	false		0	0					345							0	0	0	0											CORRESPONDANT BANK CHARGES	CONTRIBUTIONS							ASU 2016-01				
28732					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29476					CONF							0	0	0	0	false		0	0												0	0	0	0																							
29636					CONF							-38	0	0	0	false		0	0												0	0	0	0														Transfer Other Real Estate to Holding Co									
29878	1497		1266	236	CONF	44	573		3665	314		0	0	0	0	false	41	0	0	3		132	149	1021	130		762	979		422	0	0	0	0					13	374	604	MISC OPERATING INCOME	OTHER OPERATING INCOME		OUTSIDE SERVICE FEES EXP	MTG LOAN EXPENSE											
30052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30502					CONF							0	0	0	0	false		0	0												0	0	0	0																							
30650					CONF							0	0	0	0	false		0	0												0	0	0	0																Push down accounting adjustment due to bank sale / change of control 12/31/21							
30810	689938				CONF	187588			990152			0	0	0	0	false		0	0							478111					0	0	0	0		0						Net Credit Card Fee Income			Servicing Fees Paid To Affiliates												
31134					CONF		54					0	0	0	0	false		0	0				56	645		444	108			157	0	0	0	0								Promotional Fee	OTHER MISC INCOME		Misc Servicing												
31255	81	0	412	194	CONF	746	0	0	518	1106	0	0	0	0	0	false	0	0	0	0	255	0	0	730	98	165	216	199	0	247	0	0	0	0				-35	0	0	0	Other mortgage loan income			Item processing	Computer support contracts											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0																							
31826	105		148	9	CONF	294	642		337			0	0	0	0	false	34	0	0					525	86	717	95		430	70	0	0	0	0						3		PPP SBA Lender Fees	BOLI Proceeds (Tax Exempt)		Other Taxes (Franchise & Excise, R/E. PP Taxes)												
31835					CONF							4000	0	0	0	false		0	0												0	0	0	0														Emergency Capital Investment Program (CDFI's)									
32234					CONF							0	0	0	0	false		0	0												0	0	0	0																							
32766					CONF							150	0	0	0	false		0	0												0	0	0	0														Stocks transaction									
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33147					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33259					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33268					CONF							0	0	0	0	false		0	0												0	0	0	0																							
33370					CONF							0	0	0	0	false		15	0												0	0	0	0																			2021 y/e accounting adjustments				
33839					CONF							-5	0	0	0	false		0	0												0	0	0	0														Holding Company Expenses									
33857	212		9		CONF				189			1250	0	0	0	false		0	0				442	904							0	0	0	0											OTHER PROFESSIONAL FEES			CAPITAL INJECTION FROM HOLDING COMPANY									
34434					CONF							10000	0	0	0	false		0	0												0	0	0	0														Amount contributed to the subsidiary institution from parent holding company as a result of ECIP									
34537	4141				CONF	1895		5578			5818	0	0	0	0	false		0	0		4046			17649		12582		5656			0	0	0	0		52						Loan Swap Fees/Gains		Other	Employee Relations		Other	Dividends Paid to Holding Company as Return of Capital									
34555	69	5	140	20	CONF	0	0	0	310	0	0	0	0	0	0	false	25	0	0	15	155	23	11	767	66	462	12	101	321	24	0	0	0	0					8	0	33				Bank Owned Life Insurance Expense												
34742					CONF							0	0	0	0	false		0	0												0	0	0	0																							
35057	0	0	0	0	CONF	0	0	0	133	0	0	0	0	0	0	false	0	0	0	0	51	0	227	542	0	0	0	134	0	0	0	0	0	0					0	0	0				Software Expense												
35301	0	0	0	0	CONF	555000	380000	310000	658000	201000	0	0	-14000	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	Fee Revenue received from Affiliates	Software Service Fees	Fees for securities lending transactions	Fees for transaction processing services	Fees for professional services			Other Adjustments with stockholders								
35646					CONF							0	0	0	0	false		0	0												0	0	0	0																							
35879					CONF							0	0	0	0	false		0	0												0	0	0	0																							
36456					CONF							0	0	0	0	false		0	0												0	0	0	0																							
36933					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37051					CONF							0	0	39	0	false		0	0												0	0	0	0																MARK TO MARKET LOAN ADJUSTMENT AMORTIZATION							
37341					CONF							0	0	0	0	false		0	0												0	0	0	0																			0				
37435					CONF							0	0	0	0	false		0	0												0	0	0	0																							
37640	3380	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1764	0	0	12833	0	11847	0	0	6856	0	0	0	0	0		3117			0	0	0																
37659	7	0	11	2	CONF	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	0	0	12	162	12	0	24	42	0	18	0	0	0	0					0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0																							
38740					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39327					CONF							0	0	0	0	false		0	0												0	0	0	0																							
39756	689				CONF							0	0	0	0	false		0	0					755		619					0	0	0	0				0			808	Other Operating Income -	Lease Rental Income		Other Insurance Expense	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0																							
40499	3054				CONF					2292		3614	0	0	0	false		0	0		1569			7010		8096		2426			0	0	0	0	-1885	0	-1311									Software licenses and amortization		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41553					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41629					CONF							0	0	0	0	false		0	0												0	0	0	0																							
41825	440				CONF							0	0	0	0	false		0	0	-24				1892		660			358		0	0	0	0																							
42037					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42354					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42372					CONF							0	0	0	0	false		0	0												0	0	0	0																							
42420	3573	19		638	CONF	4329	1317	1109	3116	2734	3487	0	0	0	0	false	1989	0	0	984	4310	336	675	5795	1000	20607	227		5880	2457	0	0	0	0						80	860	SWAP FEE INCOME	INTERCOMPANY INCOME	MERCHANT ALLIANCE	OPERATIONAL LOSSES	OTHER PROFESSIONAL FEES	PENNSYLVANIA SHARES TAX										
42448	1165	2	336	71	CONF	1009	702	0	0	0	0	0	0	0	0	false	203	0	0	106	0	81	164	3487	416	4695	197	0	2277	528	0	0	0	0					50	0	0	LOAN DISCOUNT	LOAN DOC PREP FEES														
42457					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43351					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43856					CONF							0	0	0	0	false		0	0												0	0	0	0																							
43959					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44040					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44433					CONF							0	0	0	0	false		0	0					777			265	311			0	0	0	0					163																		
44741					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44750					CONF							0	0	0	0	false		0	0												0	0	0	0																							
44929	31		62	7	CONF				107			0	0	0	0	false	11	0	0	2	42	13	107	58	20		49		262	92	0	0	0	0											(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	326	0	153	276	0	110	0	0	0	0	0					0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45056					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45430					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45458					CONF							406	5000	0	0	false		0	0												0	0	0	0														Injection from holding company after sale of stock	injection from holding company after sub deb trans								
45551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
45560	1622				CONF	1248			2882			0	0	0	0	false		0	0		546			1173		255		872			0	0	0	0								Debit card fee income			Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46053					CONF							0	0	0	0	false		0	0												0	0	0	0																							
46941					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
47247	313		175	147	CONF	11760	-5639	-907	1187	502		0	0	0	0	false	76	0	0	52	366	21	358	1503	96	136	252	830	258	93	0	0	0	0					59	1	68	Derivative Gain (Loss) Hedging Act	Gain (Loss) on Held for Sale	Derivative Gain (Loss) IRLC	New Loan Expense	Credit Report and Filing Fees											
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47452					CONF							0	0	0	0	false		0	0												0	0	0	0																							
47500					CONF							0	0	0	0	true		0	0												0	0	0	0				0														We adopted lease accounting ASC Topic 842 on 7/1/22.  One that date, there was no difference between the Right of Use Asset and the Lease Liability so there was Zero capital effect as of that date.   Our leases are minimal and very simple.					
48057					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48150					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48374					CONF							0	0	0	0	false		0	0												0	0	0	0																							
48440					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49054					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49148					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49241					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49652					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49858					CONF							0	0	0	0	false		0	0												0	0	0	0																							
49951					CONF							0	0	0	0	false		0	0												0	0	0	0															0								
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																							
50461		393	23		CONF	16	12		26	36	24	0	0	0	0	false		46	0					89	9			43		19	0	0	0	0					30	217	8	Commissions -International Department	Other Income		Auto and Travel & Parking	Business Development and business meals	Membership						CPA true up the tax account for tax return filing				
51253	0	0	0	0	CONF	126	0	0	642	0	0	0	0	0	0	false	0	0	0	0	0	0	780	575	0	0	0	0	0	375	0	0	0	0					0	1059	0	Cash Surrender Value of Life Insurance			Loan Expenses												
51356	23		27		CONF							0	0	0	0	false	13	0	0			4	26	6	17		51	40	23		0	0	0	0					1	4																	
51459					CONF							0	0	0	0	false		0	0												0	0	0	0																							
51842			102		CONF							0	0	0	0	false		0	0				438	495							0	0	0	0						237																	
52719	0	0	0	0	CONF	0	0	0	20035	9546	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	47262	0	0	0	0	0	0					0	0	0				Management fee	Allocated depreciation expense											
52951					CONF							0	0	0	0	false		0	0												0	0	0	0																							
53051					CONF							0	0	0	0	false		0	0												0	0	0	0																							
54058	176				CONF	548			276			0	0	0	0	false		0	0					795							0	0	0	0								Star Income			Star Charges												
54656	502	0	117	41	CONF	241	0	0	938	491	0	0	0	0	0	false	175	0	0	40	253	46	105	1478	169	864	126	26	0	177	0	0	0	0					0	1	46	Valesco Income			Holding Company Fees	Debit Card Expense											
54973	3215				CONF				3628			1398	0	0	0	false		0	0				1439	9516		6008					0	0	0	0											Software Maintenance			Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0																							
55635					CONF							0	0	0	0	false		0	0												0	0	0	0																							
55653					CONF							0	0	0	0	false		0	0												0	0	0	0																							
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																							
56258					CONF							0	0	0	0	false		0	0												0	0	0	0																							
56351					CONF				2418			0	0	0	0	false		0	0		1071			2056		7011				3676	0	0	0	0				0							software expense												
56548					CONF							7000	10000	0	0	false		0	0												0	0	0	0														Capital injection from DMB Corp 3/2022	Capital injection from DMB Corp 8/2022								
56717					CONF							0	0	0	0	false		0	0												0	0	0	0																							
57040	0	0	0	0	CONF	129	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	244	0	0	0	155	0	0	0	0	0	0					0	0	0	Farmer Mac Fee Income															
57451					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58225					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58243	2246		538	241	CONF	1324	1075		6597			0	0	0	0	false	685	0	0	71	1776	168	226	7151	346	3796	668	6678	640	637	0	0	0	0					413	4	1582	Management fee revenue - JWI	Management fee revenue - JFG		Software expense												
58355					CONF							100	0	0	0	false		0	0												0	0	0	0														Capital injection									
58551					CONF							0	0	0	0	false		0	0												0	0	0	0																							
58636					CONF							-447	0	0	0	false		0	0												0	0	0	0														Old stock was on the books for $1.  We recognized the MV of $447,000, then transferred to our HC.									
58757					CONF							1500	0	0	0	false		0	0												0	0	0	0														Capital Contribution									
58971	4434				CONF	3383			8924	6610		0	0	0	0	false		0	0		1615			8963		11933		5136			0	0	0	0								Rent Income			Software Expense	Unfunded Commitments Reserve Adjustment											
59316					CONF							0	0	0	0	false		0	0												0	0	0	0																							
59352					CONF							0	0	0	0	false		0	0												0	0	0	0				0																			
59370					CONF							0	0	0	0	false		0	0												0	0	0	0																							
59754					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60143					CONF	43000	40000	30000	186000	120000	74000	0	0	0	0	true		0	0		37000					202000					0	0	0	0		0						Intercompany income	Commercial loan commitment fees	Syndication agent fees	Outside processing fee expense	Software expense	Intercompany fee expense					Line 2 above includes an additional item that exceeded 7 percent of Schedule RI 7.d. - Other defined benefit costs of $(95,000)					
60330	0	0	0	0	CONF	0	0	0	692	0	0	1000	0	0	0	false	0	0	0	0	0	0	437	0	0	3594	0	538	446	556	0	0	0	0					0	0	0				Internet Banking			Capital injection by the holding company into bank									
60545					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60554					CONF							0	0	0	0	false		0	0												0	0	0	0																							
60648					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61122	409	3	129	232	CONF	0	0	0	0	0	0	0	0	0	0	false	245	0	0	134	891	83	334	2040	151	2922	614	434	476	365	0	0	0	0					73	378	353																
61355					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61476					CONF							0	0	0	0	false		0	0												0	0	0	0																Abington's LLR reduced to $0 due to merger on 5/17							
61757		115			CONF	159						0	0	0	0	false		0	0		207			499		224					0	0	0	0								Wealth Management Fee Income															
61832					CONF							0	0	0	0	false		0	0												0	0	0	0																							
61953					CONF							0	0	0	0	false		0	0												0	0	0	0																			Adjustment to Depreciation of Bank Building &  Fixtures				
62044					CONF							15000	0	0	0	false		0	0												0	0	0	0														Capital Injection									
62110					CONF							0	0	0	0	false		0	0												0	0	0	0																							
62147					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63050					CONF							0	0	0	0	true		0	0												0	0	0	0																							
63069	55676	0	0	0	CONF	33384	32194	23771	0	0	0	0	0	-312	0	false	0	0	0	0	0	0	0	110214	0	30812	0	98617	0	0	0	0	0	0					0	0	0	Lease residual and operating income	Customer swap fees	All other loan fees						ASC 310-30 Adjustment for credit purchased impaired loans							
63201					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63573					CONF							0	0	0	0	false		0	0												0	0	0	0																							
63733					CONF				569			0	0	0	0	false		0	0		355			1126		2722			1156		0	0	0	0											Loan Department Direct Expense												
63742					CONF							0	0	0	0	false		0	0												0	0	0	0																							
64150					CONF							0	0	0	0	false		0	0												0	0	0	0																							
64552	442				CONF				595			0	0	0	0	false		-13	0				163	597			267				0	0	0	0								Other Gain (Loss)			Other Outside Services								Audit AOCI Adjusting Entry				
64730					CONF							0	0	0	0	false		0	0												0	0	0	0																			Recognition of incorrectly deferred gain on ORE				
65205					CONF							0	0	0	0	false		0	0												0	0	0	0																							
65513				750	CONF	1092						0	0	0	0	false		0	0					903			221				0	0	0	0					112			Other Service fees			0												
65559	582		378		CONF							0	0	0	0	false		0	0					553		790			379		0	0	0	0										BOLI													
65858					CONF							0	0	0	0	false		0	0												0	0	0	0																							
66154					CONF							28	0	0	0	false		0	0												0	0	0	0														Holding Company Increased Investment in the Bank									
66275					CONF							5900	0	0	0	false		4	0												0	0	0	0	0	0	0											Stock offering by parent holding company, capital infusion to bank					Correcting g/l entry for 2021 effected retained earnings				
