"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	
311144																																																																																																								0	0	0							1	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	218	0	0	0	0	0	0	0	0	0	0	0		0	0	9	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
311256																																																																																																								0	0	0							711	1572	0				1080	0	174	0	0	317	0	0	0	0	0	0				34	0	73	0	0	0	0	0	0	0	0	0	0	0	0		121	7	108	0	0	0								344	0	0	0	0	0	0	0	0	0	0	0				0	0	0	1056	0	174	1033	0	174	0	0	0																																																				
311265																																																																																																								0	0	0							16	376	10				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	0	235	0	0	0								0	0	0	0	0	0	99	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
311603																																																																																																								0	0	0							2070	1419	0	0	0	0	0	0	0	0	0	0	444	0	408	0	0	0				21	0	252	0	0	0	0	0	0	0	0	0	0	0	0		849	0	751	0	41	0								0	0	0	0	0	0	162	0	0	0	561	0				167	0	990	0	0	0	0	0	0	0	0	0																																																				
311658																																																																																																								0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
311845																																																																																																								99	0	0	0	0	0	0	0	0	91190	73573	457	349	668	0	21214	79	15412	823	0	2728	85	0	41	0	0	0	0	0	0	3992	14	6328	1731	0	371	0	0	0	2839	53	2449	0	0	0	0	36210	2908	19124	308	1291	3	0	0			0	0	0	1463	3561	0	0	424	6484	1256	275	0	0	3128	5052	214	103	7446	1205	103	16146	625	0	1107	625	0	788	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	1	0	4914	0	0	0	255	0	1150	0	0	4	115	0	572	
311939																																																																																																								0	0	0							2799	802	86				104	7	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		920	0	683	76	0	0								0	0	0	0	0	0	0	0	0	0	0	1879				0	0	2513	0	0	0	0	0	0	0	0	0																																																				
312244																																																																																																								0	0	0							3391	2323	0	0	0	0	0	0	0	1044	0	450	0	0	0	0	0	0				326	0	201	0	0	34	0	0	0	0	0	0	0	0	0		2133	67	871	0	19	0								0	0	0	0	445	0	0	0	0	0	0	38				0	0	158	0	0	0	0	0	0	0	0	0																																																				
312356																																																																																																								0	0	0							1522	2848	368				215	0	46	194	292	287	0	0	0	0	0	0				0	0	0	48	0	27	0	0	0	0	0	0	0	0	0		478	0	1184	23	0	0								0	0	0	0	0	0	298	589	0	0	603	22				0	0	0	0	0	0	0	0	0	0	0	0																																																				
313009																																																																																																								0	0	0							0	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
313157																																																																																																								0	0	0							1860	256	0	0	0	0	20	0	0	51	0	1836	0	0	0	0	0	0				0	0	0	3	0	6	0	0	0	0	0	0	0	0	0		14	0	174	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
313223																																																																																																								0	0	0							36	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	0	22	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
313577																																																																																																								0	0	0							2175	527	0	0	0	0	0	0	86	0	0	659	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		940	40	403	0	0	0								0	0	0	0	0	0	0	83	0	0	358	0				0	0	745	0	0	0	0	0	0	0	0	0																																																				
314257																																																																																																								0	0	0							1380	1131	201	0	0	0	10	102	61	0	0	0	0	0	0	0	0	0				70	0	81	240	99	0	0	0	0	0	0	0	0	0	0		419	156	535	0	0	0								0	52	0	0	0	0	0	204	0	0	37	626				0	0	219	0	0	0	0	0	0	0	0	0																																																				
314444																																																																																																								0	7	0							416	661	688				228	0	18	21	0	0	0	0	291	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35	0	93	307	0	0								0	0	0	0	0	23	89	0	364	0	0	0				0	0	0	0	0	291	0	0	0	0	0	0																																																				
315656																																																																																																								0	0	0							2799	91	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	91	0	0	0								0	0	0	0	0	0	0	0	0	0	0	2799				0	0	0	0	0	0	0	0	0	0	0	0																																																				
316840																																																																																																								0	0	0	0	0	0	0	0	0	16322	8659	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	159	0	0	0	0	0	33	0	0	0	0	0	0	13156	573	907	0	27	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	808	243	0	0	3356	0	0	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
316859																																																																																																								0	0	0							2553	4	0				0	0	2445	0	0	0	0	0	0	0	0	0				0	0	0	4	0	0	0	0	0	0	0	0	0	0	0		108	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	2553	0	0	0	0	0	0	0	0	0																																																				
316934																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
317258																																																																																																								0	0	0							1339	1848	57	6	77	0	200	0	53	972	0	455	0	0	0	0	0	0				0	0	13	77	0	6	0	0	0	0	0	0	0	0	0		482	0	205	57	0	0								0	0	0	0	197	0	118	0	0	0	0	0				0	0	399	0	0	0	0	0	0	0	0	0																																																				
317342																																																																																																								0	0	0	0	0	0	0	0	0	10580	8097	31	0	0	0	3039	0	3147	1275	0	439	0	0	0	0	0	0	0	0	0	338	0	524	113	0	0	0	0	0	4	31	0	0	0	0	0	1512	1183	1740	0	234	0	0	0			0	0	0	0	43	0	0	0	0	532	511	0	0	3227	182	0	0	0	0	0	0	2670	0	1687	2613	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
317379																																																																																																								0	0	0							847	1160	220	0	0	0	492	0	77	0	0	0	0	0	0	0	0	0				26	0	0	0	0	0	0	0	0	0	0	0	0	0	0		256	0	228	12	0	0								0	0	0	0	0	0	0	0	0	0	514	0				0	0	256	0	0	0	0	0	0	0	0	0																																																				
317650																																																																																																								0	0	0							182	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		142	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	182	0	0	0	0	0	0	0	0	0																																																				
318639																																																																																																								0	0	0							79	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	20	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
318974																																																																																																								0	0	0							3008	2838	0	0	0	0	878	0	54	0	0	0	0	0	0	0	0	0				304	0	118	0	0	0	0	0	0	0	0	0	0	0	0		2732	98	1257	0	0	0								258	0	0	0	0	0	0	139	0	0	0	0				0	0	1834	0	0	0	0	0	0	0	0	0																																																				
319047																																																																																																								0	0	0							895	1555	202				77	0	174	0	0	44	0	0	0	0	0	0				0	8	24	80	0	121	0	0	0	2	5	0	0	0	0		172	0	1029	189	0	0								0	0	0	0	0	0	298	42	0	0	303	0				178	0	845	0	0	0	0	0	0	0	0	0																																																				
319458																																																																																																								0	0	0							0	108	308	0	0	0	106	0	0	0	308	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
319551																																																																																																								0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
320034																																																																																																								0	0	0							583	312	2	0	0	0	57	0	16	55	0	29	0	0	0	0	0	0				0	0	0	16	0	25	0	0	0	4	0	0	0	0	0		342	0	0	0	0	0								0	11	0	0	0	7	0	0	0	2	0	96				0	0	14	0	0	0	0	0	0	0	0	0																																																				
320052																																																																																																								0	0	0	0	0	0	0	0	0	5475	50580	0	0	0	0	48033	0	1017	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	356	0	1	0	0	0	0	0	0	0	0	0	0	150	0	339	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	1852	0	0	259	3658	0	0	0	0	0	205	48080	0	706	48080	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	
320070																																																																																																								0	0	0							128	0	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		128	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
320119																																																																																																								0	0	0	0	0	0	0	0	0	22988	187	946	0	0	0	0	0	11563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	11425	0	0	0	0	0	14872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3887	0	0	10985	
321152																																																																																																								0	0	0							273	122	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	93	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
321255																																																																																																								0	0	0							6	136	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
321273																																																																																																								0	0	0							7017	1845	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3302	0	1420	0	14	0								0	0	0	0	0	0	0	0	0	0	89	3354				0	0	963	0	0	0	0	0	0	0	0	0																																																				
321330																																																																																																								0	0	0							0	99	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	91	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
321947																																																																																																								0	0	0	0	0	0	0	0	0	633	5243	0	0	0	0	5187	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	163	0	0	0	0	0	0	0	0	0	0	54	0	56	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	147	0	0	147	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	
322449																																																																																																								0	0	0							1223	112	16	0	0	0	0	0	290	0	0	636	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		293	0	104	0	7	0								0	0	0	0	0	0	0	0	0	15	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
322476																																																																																																								0	0	0							0	291	5				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	280	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
322551																																																																																																								0	0	0							644	153	0	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	116	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	33	0	0	0	0	0	0	0	0	0																																																				
323204																																																																																																								0	0	0							4070	518	23	143	0	1	85	1	1066	0	0	918	0	0	0	0	0	0				0	0	37	0	1	143	0	0	0	7	20	0	0	0	0		631	0	350	0	9	0								0	0	0	0	0	0	53	0	0	0	1233	0				0	0	1204	0	0	464	0	0	400	0	0	0																																																				
323651																																																																																																								0	0	0							864	3288	548	0	0	0	350	1	59	88	6	29	0	0	0	0	0	0				0	0	0	1072	0	216	0	0	0	0	0	0	0	0	0		438	10	1054	439	0	0								0	50	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
324153																																																																																																								0	0	0							601	543	21				106	0	164	66	0	16	0	0	0	0	0	0				0	0	0	51	0	25	0	0	0	0	0	0	0	0	0		193	0	113	0	0	0								0	91	0	0	0	24	0	0	0	0	166	6				0	0	150	0	0	0	0	0	0	0	0	0																																																				
324229																																																																																																								0	0	0							0	96	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	71	0	13	0								0	0	0	0	0	0	0	2	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
324256																																																																																																								0	0	0							733	165	60	0	45	0	53	0	733	0	0	0	0	0	0	0	0	0				0	0	0	45	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	34	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
324340																																																																																																								0	0	0	0	0	0	0	0	0	1197	1719	0	54	0	0	1064	0	46	0	0	253	0	0	0	0	0	0	0	0	0	49	0	51	0	0	54	0	0	0	0	0	0	0	0	0	0	786	0	588	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	46	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324854																																																																																																								0	0	0							173	78	0	0	1	0	39	0	43	0	0	0	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		61	0	17	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
324863																																																																																																								0	0	0	0	0	0	0	0	0	966	710	0	0	0	0	14	0	186	0	0	0	0	0	0	0	0	0	0	0	0	468	0	129	7	0	17	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	197	0	0	0	587	0	0	0	0	0	0	0	0	0	75	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324975																																																																																																								0	0	0							541	191	0				0	0	0	0	0	0	0	0	0	0	0	0				10	0	8	0	0	0	0	0	0	0	0	0	0	0	0		403	26	73	0	0	0								0	0	0	0	0	0	0	0	0	0	0	50				0	0	0	0	0	0	0	0	0	0	0	0																																																				
325141																																																																																																								0	0	0							101	284	283				108	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	76	283	0	0	0	0						0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
325459																																																																																																								0	0	0							6	23	844	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0				0	0	0	0	844	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
325534																																																																																																								0	0	0							2292	1832	0	0	1664	0	0	0	0	0	0	1247	0	0	0	0	0	0				37	0	56	1664	0	0	0	0	0	0	0	0	0	0	0		636	63	44	0	0	0								0	0	0	0	230	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
326054																																																																																																								0	0	0							0	206	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0				0	0	0	3	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
326344																																																																																																								0	0	0							1198	499	37	0	0	0	212	0	66	0	0	0	0	0	0	0	0	0				0	0	42	57	0	0	0	0	0	0	0	0	0	0	0		85	0	91	7	0	0								0	0	0	0	0	0	79	0	30	0	984	0				0	0	984	0	0	984	0	0	885	0	0	0																																																				
326858																																																																																																								0	0	0							12804	8953	279	1788	218	0	1195	144	635	256	47	10358	0	0	0	0	0	0				0	0	0	218	0	1788	0	0	0	0	0	0	0	0	0		0	23	301	61	0	0								0	6979	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
326979																																																																																																								0	0	0							1913	241	0	469	0	0	0	0	298	0	0	0	0	0	0	0	0	0				0	0	0	0	0	469	0	0	0	0	0	0	0	0	0		830	55	241	0	0	0								0	0	0	0	0	0	0	0	0	0	0	259				0	0	469	0	0	442	0	0	327	0	0	0																																																				
327220																																																																																																								0	0	0							6	280	0				271	0	1	0	0	0	0	0	0	0	0	0				0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				1	0	0	0	0	0	0	0	0	0	0	0																																																				
327305																																																																																																								0	0	0	0	0	0	0	0	0	577	774	41	0	0	0	471	41	112	0	0	0	0	0	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	276	0	0	0	0	0			0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	357	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	70	
327435																																																																																																								0	0	0							1015	5001	0	0	0	0	177	0	117	257	0	0	0	0	0	0	0	0				0	0	37	8	0	0	0	0	0	0	0	0	0	0	0		681	0	873	0	0	0								0	150	0	0	0	0	0	3499	0	0	153	5				0	0	143	0	0	0	0	0	0	0	0	0																																																				
327556																																																																																																								0	0	0							36	46	0	0	34	0	0	0	36	0	0	0	0	0	0	0	0	0				0	0	0	34	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
327855																																																																																																								0	0	0							16475	30	0	0	0	0	17	0	2856	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1200	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	12412				0	0	1132	0	0	0	0	0	0	0	0	0																																																				
328058																																																																																																								0	0	0							180	50	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0				0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
328357																																																																																																								0	0	0	0	0	0	0	0	0	219	2	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328656																																																																																																								0	0	0							32	129	0	0	50	0	14	0	32	0	0	0	0	0	0	0	0	0				0	0	0	59	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	46	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
328777																																																																																																								0	0	0	0	0	0	0	0	0	1029	863	9	0	0	0	107	0	140	449	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	307	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	
329149																																																																																																								0	0	0							24	294	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
329345																																																																																																								0	0	0							703	2227	0	0	0	0	229	0	29	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		572	14	434	0	0	0								0	516	0	0	0	41	973	0	0	0	0	0				0	0	88	0	0	0	0	0	0	0	0	0																																																				
329550																																																																																																								0	0	0							1355	1302	171	7	0	0	122	132	180	0	0	691	0	0	0	0	0	0				73	0	0	0	0	7	0	0	0	0	0	0	0	0	0		229	74	593	0	0	0								0	0	0	0	0	0	387	48	0	0	0	0				55	0	74	0	0	0	0	0	0	0	0	0																																																				
329952																																																																																																								0	0	0	0	0	0	0	0	0	2638	950	0	0	0	0	0	0	92	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	22	406	0	0	0	0	0			0	0	0	340	0	0	0	0	182	0	0	0	0	532	189	0	0	153	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	
330239																																																																																																								0	0	0							87	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	136	0	0	0	0	0	0	0	0	0	0	0		23	0	346	0	0	0								0	0	0	0	0	21	499	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0																																																				
