"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																																																																																																																																																																																											52482	0																					
3252																																																																																																																																																																																																																											141456	0																					
3458																																																																																																																																																																																																																											56026	0																					
3720																																																																																																																																																																																																																																																	
3971																																																																																																																																																																																																																											1011024	0																					
4156																																																																																																																																																																																																																											193902	0																					
4231																																																																																																																																																																																																																																																	
5069																																																																																																																																																																																																																											510375	0																					
5135																																																																																																																																																																																																																																																	
5210																																																																																																																																																																																																																											1638821	0																					
5461																																																																																																																																																																																																																											517402	0																					
5751																																																																																																																																																																																																																																																	
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35623				0	0	0	0	0	-1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63478	0	0	63478	0	0	0	0	246	0	0	0	0	0	246	225220	0	0	0	0	225220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5622	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17227	3445	0	0	0	3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	296651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2842	2842	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153451				0	0	0	0	0	-25595	0	0	0	0	0	1264	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261383	0	0	245154	16229	7660	0	7660	4148	0	0	0	0	0	4148	905039	0	17977	0	0	887062	0	0	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-44150	11835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92098	18420	0	0	3135	15285	0	0	8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11835	0	0	0	0	0	0	0	0	0	0	17753	0	0	0	0	0	0	0	1202537	0	13536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																																																																																											415733	0																					
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144305				0	0	0	0	0	-21297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59224	0	0	58547	677	0	0	0	738	0	0	0	0	0	738	44736	0	0	0	0	44736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22455	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	129012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																																																																																																											297969	0																					
7456																																																																																																																																																																																																																											88391	0																					
7634																																																																																																																																																																																																																																																	
8033																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																																																																																																																																																																																											168014	0																					
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90862	157231	0	0	90862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722233				0	0	0	0	0	-10545	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564463	0	0	183096	1381368	18454	0	18454	10223	0	1	0	1200	9022	0	2617	0	2617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-43954	18454	0	1084	0	0	0	0	0	0	0	45691	45691	45691	0	0	0	0	0	0	0	167977	33595	0	0	0	33595	0	0	76431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18454	0	1084	0	0	0	0	0	0	0	0	27681	0	3252	0	0	0	0	0	2069319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																																																																	
10250																																																																																																																																																																																																																											365958	0																					
10849																																																																																																																																																																																																																																																	
11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2747	2747	0	0	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126032				0	0	0	0	0	-21896	11398	0	0	0	0	90	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59940	0	0	58789	1151	0	0	0	369	0	0	0	0	0	369	162802	0	470	1248	0	161084	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24394	11767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13220	2644	0	0	0	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11767	0	0	0	0	0	0	0	0	0	0	17651	0	0	0	0	0	0	0	281012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																																																																	
11837																																																																																																																																																																																																																											76950	0																					
12030																																																																																																																																																																																																																											339413	0																					
12142																																																																																																																																																																																																																											176978	0																					
12311																																																																											0	0																																																																																																																																																																					
12647																																																																																																																																																																																																																											147917	0																					
12656																																																																																																																																																																																																																											10738	0																					
12946																																																																																																																																																																																																																											1941379	0																					
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640739				0	0	0	0	0	-60478	0	186218	3530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822277	0	0	772931	49346	18051	0	18051	186	0	0	0	0	0	186	1387587	0	2224	15277	0	1370086	0	0	0	15662	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66262	18237	0	186218	40	3530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106448	21290	0	0	54	21236	0	0	0	0	17811	0	0	0	0	17811	0	0	0	0	0	0	0	0	0	0	0	0	18237	0	186218	40	3530	0	0	0	0	0	0	27356	0	558654	160	21180	0	0	0	2834787	0	0	28269	194844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																																											45031	0																					
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																											34261	0																					
14865																																																																																																																																																																																																																											587795	0																					
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137683	0	0	95597	38076	0	0	95597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979233	13699	0	0	0	0	0	0	0	-392242	0	0	0	0	0	23640	0	0	23640	0	0	0	0	0	0	0	0	0	0	0	1755	0	0	0	0	1755	0	3313887	0	721	2069933	1243233	13239	0	13239	28453	0	0	223	0	0	28230	8294423	0	11219	34842	0	8248362	0	0	0	752079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133135	41522	137683	0	0	0	0	0	0	0	0	194482	194482	0	0	0	194482	0	0	0	0	1596528	319306	0	0	1355	317951	0	0	1508873	0	28810	0	0	14405	0	14405	0	0	0	0	0	0	0	0	0	0	0	0	41522	137683	0	0	0	0	0	0	0	0	0	62283	344208	0	0	0	0	0	0	14296453	0	91517	656232	1701863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																											376537	0																					
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																											560777	0																					
18827																																																																																																																																																																																																																											1471466	0																					
18836																																																																																																																																																																																																																																																	
