"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
56258			2717	180	21	0	2516	0	0																						
56351			28770	1800	404	0	27708	1142	0				0																		
56548			8303	750	10	0	7544	1	0																						
56717			11736	275	230	0	11532	301	0																						
57040			1701	0	58	0	1645	2	0			0	0																		
57451			4889	0	110	0	4782	3	0																						
58225			2664	100	27	0	2657	120	0																						
58243			77583	0	2426	0	75470	313	0				0																		
58355			484	21	0	0	463	0	0																						
58551			3029	390	267	0	2844	472	0																						
58636			4243	225	233	0	4061	276	0																						
58757			1827	180	11	0	1670	34	0																						
58971			118231	-23000	2456	0	140603	1828	0				0																		
59316			16931	600	275	0	16442	386	0																						
59352			5865	450	1	0	5414	0	0																						
59370			2501	0	50	0	2598	147	0																						
59754			406	98	30	0	345	67	0																						
60143	0		576000	9000	36000	0	588000	57000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	
60330			13328	270	452	0	13670	1064	0			0	0																		
60545			2337	0	168	0	2176	7	0																						
60554			853	45	10	0	808	10	0																						
60648			4633	0	13	0	4944	324	0																						
61122			15541	97	404	0	15954	914	0			0	0																		
61355			21398	5776	452	0	20014	4844	0																						
61476			4451	955	0	0	3496	0	0																						
61757			5223	450	14	0	4760	1	0				0																		
61832			2405	-270	10	0	2726	61	0																						
61953			672	0	1	0	674	3	0																						
62044			176	0	1	0	175	0	0																						
62110			0	0	0	0	0	0	0																						
62147			723	1	2	0	749	29	0																						
63050			3159	50	48	0	3066	5	0																						
63069			567013	48759	13636	0	516491	11561	-312			0	3511																		
63201			2161	625	1	0	1690	155	0																						
63573			6811	30	27	0	6754	0	0																						
63733			11397	925	288	0	10517	333	0				57																		
63742			7964	0	128	0	7837	1	0																						
64150			2242	0	0	0	2254	12	0																						
64552			4210	1584	16	0	2623	13	0				0																		
64730			2132	0	28	0	2114	10	0																						
65205			5608	161	0	0	5496	49	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4492	352	0	0	4140	0	0				0																		
65858			16417	0	280	0	16622	485	0																						
66154			1596	20	17	0	1583	24	0																						
66275		0	5566	1234	3	0	4329	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66677			1834	155	6	0	1673	0	0				0																		
67142			475	1	2	0	474	2	0																						
67151			14774	-1411	3457	0	12739	11	0																						
67209			12488	850	193	0	12472	1027	0																						
67254			15	0	1	0	14	0	0																						
67656			53061	29599	1901	0	48245	26684	0				0																		
67870			4337	98	100	0	4183	44	0																						
68671			701	101	4	0	621	25	0																						
68756			7461	808	36	0	6671	54	0				0																		
68831			1917	157	89	0	1754	83	0																						
69333			15149	540	92	0	14905	388	0			0	0																		
69678			3401	-3885	864	0	6532	110	0																						
70218			1072	45	0	0	1027	0	0			0	0																		
70414			3682	200	12	0	3481	11	0																						
70638			5024	822	179	0	4668	645	0																						
70955			193	0	4	0	189	0	0																						
71073			660	3	103	0	577	23	0																						
71457			5697	0	7	0	5690	0	0																						
71859			173	0	0	0	197	24	0																						
72258			2958	68	5	0	3055	170	0																						
72351			1367	0	61	0	1311	5	0																						
72454			806	0	11	0	795	0	0																						
72678			1778	0	73	0	1766	61	0																						
73116			4890	279	30	0	4620	39	0																						
73152			975	0	14	0	977	16	0																						
73554			3491	90	223	0	3206	28	0																						
73956			464	0	56	0	434	26	0																						
74056			1151	0	1	0	1152	2	0																						
74140			9677	540	404	0	9103	370	0				0																		
74403			10410	1086	16	0	9337	29	0				209																		
74449			85	0	0	0	85	0	0																						
75259			6572	1450	23	0	9576	4477	0																						
75446			3641	180	10	0	3488	37	0																						
75455			629	0	1	0	651	23	0																						
75633			836553	-32730	64925	0	884991	80633	0	0	0	0	34429																		
75651			568	-200	88	0	748	68	0																						
76153			528	15	109	0	569	165	0			0	0																		
76443			1416	120	222	0	1076	2	0																						
76854			8449	131	214	0	8104	0	0																						
77150			1031	-180	9	0	1202	0	0			0	0																		
77253			4042	417	58	0	3368	201	400																						
77422			1940	-40	22	0	1958	0	0																						
77851			38282	1200	373	0	37129	420	0			0	0																		
78157			352	50	1	0	310	9	0																						
78241			1136	0	0	0	1139	3	0																						
78559			1095	0	0	0	1095	0	0																						
79042			1408	260	47	0	1108	7	0				0																		
79127			948	112	101	0	879	144	0																						
79145			2390	0	3	0	2398	11	0																						
79257			97	18	0	0	79	0	0																						
79855			2133	261	4	0	1869	1	0																						
80150			711	65	10	0	700	64	0																						
80374			443	7	0	0	436	0	0																						
80431			1288	344	14	0	1021	91	0																						
81175			5982	561	1	0	5457	37	0																						
82033			2649	135	6	0	2511	3	0																						
82257			1531	670	31	0	1410	580	0																						
82350			346	0	10	0	344	8	0																						
83151			2461	75	11	0	2381	6	0																						
83375			10650	58	587	0	10275	270	0																						
83638			53711	-7000	2465	0	69899	11653	0			41	0																		
83834			1427	0	5	0	1484	62	0																						
83852			473	0	2	0	471	0	0																						
83955			740	-150	108	0	794	12	0																						
84046			149	0	0	0	149	0	0																						
84541			16381	1403	1038	0	14417	477	0																						
85052			1290	75	0	0	1215	0	0																						
85472		0	53521	4335	770	0	48850	434	0					1467	0	-233	0	0	1234	0	0	0	0	0	0	0	0	0	17	0	
85931			2560	120	55	0	2445	60	0																						
86349			3358	180	53	0	3281	156	0																						
86675			6995	383	60	0	6556	4	0																						
87047			1133	15	2	0	1118	2	0																						
87159			1162	0	16	0	1154	8	0																						
87234			5761	525	223	0	5023	10	0																						
87476			6950	0	4	0	6967	21	0																						
87579			5108	510	5	0	4593	0	0				0																		
88231			13290	360	861	0	12073	4	0																						
88259			763	0	0	0	763	0	0																						
88352			1698	250	177	0	1423	152	0				0																		
88455			5949	300	8	0	5643	2	0																						
88950			119	122	0	0	0	3	0																						
89032			1266	0	77	0	1259	70	0																						
89135			777	35	22	0	720	0	0																						
89854			1762	0	170	0	1596	4	0																						
89957			1560	234	0	0	1338	12	0																						
90047			228	30	0	0	198	0	0																						
90177			1147	-30	36	0	1179	38	0																						
90328			6168	502	81	0	5677	92	0																						
90337			17041	0	3812	0	13296	67	0			0	0																		
90579			4223	0	0	0	4223	0	0																						
91615			793	85	4	0	712	8	0																						
91754			3962	0	38	0	4066	142	0			0	0																		
91950			279	0	11	0	269	1	0																						
92144			244	0	0	0	244	0	0																						
92676			4112	363	34	0	3866	151	0				0																		
92706			2274	117	124	0	2267	234	0																						
92902			135	10	0	0	125	0	0																						
93244			2126	0	14	0	2115	3	0																						
93543			6530	611	47	0	7267	1395	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3567	93	446	0	3610	582	0																						
94522			6398	559	63	0	5901	125	0																						
94755			2779	270	81	0	2479	51	0																						
94858			1244	10	50	0	1228	44	0																						
95051			2234	1574	146	0	1466	952	0			0	0																		
95677			531	-20	8	0	544	1	0																						
96553			1148	130	85	0	933	0	0																						
97055		0	3247	0	134	0	3113	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
97279			635	183	16	0	458	22	0																						
97457			1338	85	7	0	1233	5	18																						
97804			13734	-1100	1358	0	13924	448	0																						
97943			1707	360	2	0	1629	284	0																						
98351			1214	105	1	0	1114	6	0																						
98463			5616	-2550	119	0	8047	0	0																						
98717			2234	0	0	0	2234	0	0			0	0																		
99143			1781	570	41	0	1330	160	0																						
99376			20414	-2299	274	0	22610	171	0				0																		
99442			5401	199	169	0	5554	521	0																						
99536			5092	600	344	0	4531	383	0																						
99853			168	20	4	0	152	8	0																						
100236			5425	581	69	0	4806	31	0																						
100357			9386	235	792	0	8690	331	0																						
100562		0	101488	13645	1841	0	85376	1411	2037			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	
100777			2422	0	889	0	1736	203	0																						
100843			9139	395	82	0	9091	429	0																						
101037			16411	0	294	0	17237	1120	0																						
101439			3389	0	64	0	3380	55	0				0																		
101671			4586	0	677	0	4121	212	0				0																		
101738			1485	150	78	0	1478	221	0																						
101952			1298	0	3	0	1295	0	0																						
102333			374	0	1	0	374	1	0																						
102342			3411	270	2	0	3139	0	0																						
102557			1516	525	0	0	1258	267	0																						
102874			1130	113	19	0	999	1	0				0																		
103134			538	0	1	0	538	1	0																						
104234			709	15	10	0	728	44	0																						
104542			206	114	11	0	118	37	0																						
104971		0	134	0	15	0	324	205	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3186	258	113	0	2926	111	0																						
105473			12288	450	61	0	12065	16	-272																						
105530			1037	0	0	0	1057	20	0																						
106359			23614	0	960	0	23193	539	0				0																		
106452			6638	956	31	0	5761	110	0																						
106676			841	57	0	0	784	0	0																						
107244		0	200098	-12942	8828	0	217380	13168	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63928	0	
107459			203	2	0	0	270	69	0																						
107570			4024	0	105	0	3998	79	0																						
107758			468	35	274	0	436	277	0																						
108072			2494	156	18	0	2323	3	0																						
108269			877	0	12	0	885	20	0																						
108652			188	0	0	0	190	2	0																						
108746			145	0	4	0	141	0	0																						
108951			3778	600	29	0	3298	149	0																						
109136			1848	0	115	0	1733	0	0																						
109154			779	33	2	0	761	17	0																						
109453			2084	150	60	0	1893	19	0																						
109574			3271	113	29	0	3131	2	0																						
109659			3487	495	23	0	3063	94	0																						
110413			5568	0	3	0	5571	6	0				0																		
110936			8511	1861	31	0	6683	64	0																						
110945			2317	38	7	0	2279	7	0																						
110972			317	68	0	0	249	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			7608	-259	78	0	8080	291	0																						
111942			5104	350	51	0	4760	57	0																						
111979			6982	0	100	0	6938	56	0																						
112163		0	29235	-650	198	0	30433	746	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			1021	47	263	0	863	152	0																						
112510			604	75	11	0	574	56	0																						
112556			600	27	0	0	578	5	0																						
112837	0		4173631	1155185	662301	141	3711409	1365596	10473	0	58350	0		0	0	0	0	0	0	656	9155	-4588	0	2084	3139	0	0	0	78231	777285	
113003			1250	0	0	0	1258	8	0				0																		
113030			2914	90	3	0	2874	53	0																						
113441			6721	160	57	0	6598	94	0																						
113601			13089	436	15	0	12638	0	0																						
113740			13448	0	318	0	13212	82	0				0																		
114149			2224	7	11	0	2218	12	0																						
114260			19000	-973	1518	0	22900	4445	0			0	0																		
114457			2850	-651	92	0	3550	141	0																						
114774			579	-51	0	0	630	0	0																						
114840			4286	135	18	0	4150	17	0																						
114859			767	0	0	0	769	2	0																						
115146			1000	0	0	0	1000	0	0																						
115575			6878	788	14	0	6078	2	0																						
116358			369	0	0	0	371	2	0																						
116554			153	6	0	0	147	0	0																						
116741			1543	56	0	0	1490	3	0																						
117038			1595	0	15	0	1582	2	0			0	0																		
117074			1747	1	0	0	1747	1	0																						
117458			9983	0	58	0	10090	165	0																						
117775			1057	0	196	0	896	35	0			0	0																		
118156			2649	0	54	0	2661	66	0																						
118660			2117	71	0	0	2046	0	0																						
118736			1621	90	18	0	1551	38	0																						
119153			3398	0	87	0	3495	184	0				0																		
119528			10589	435	129	0	10393	368	0																						
119779			10461	-30	271	0	10221	1	0				0																		
119872			3584	0	3	0	3590	9	0																						
120476			344	9	0	0	335	0	0																						
120542			6085	350	533	0	5278	76	0																						
120609			10373	-5	477	0	10124	223	0																						
120953			1296	0	1	0	1295	0	0																						
121642			42533	1109	2976	0	45000	6552	0				0																		
121651			9780	5722	125	0	6201	2268	0																						
121914			3685	360	60	0	3538	273	0																						
122153			217	0	13	0	232	28	0																						
122546			965	114	33	0	953	135	0																						
122854		0	146395	2068	522	0	148706	4901	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-411	0	
123075			720	-3	0	0	731	8	0																						
123374			980	0	13	0	978	11	0																						
124344			7289	540	36	0	6713	0	0																						
124830			928	10	4	0	946	32	0																						
125154			3196	1799	861	0	3285	2749	0				0																		
125855			9522	757	235	0	9227	697	0																						
125873			1247	0	20	0	1227	0	0																						
126012			4952	0	5	0	5066	119	0																						
126049			1412	90	18	0	1337	33	0																						
126375			470	0	0	0	483	13	0																						
126553			2984	37	4	0	2943	0	0				0																		
126834			3710	418	169	0	3351	228	0																						
127055			782	0	0	0	818	36	0																						
127224			1820	102	20	0	1771	73	0																						
128258			328	45	3	0	284	4	0																						
128904		56	131663	7045	3434	0	97787	3690	27087					0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	254	0	
129349			1123	50	90	0	1017	34	0																						
129358			1387	322	0	0	1065	0	0																						
129479			4229	0	27	0	4218	16	0																						
129732			64655	15079	1827	0	55012	7263	0			0	2354																		
129853			2400	264	108	0	2250	222	0																						
129910			4846	545	14	0	4353	66	0																						
130345			6404	0	14	0	7278	888	0																						
130541		0	51369	-1747	1370	0	54286	1928	-612					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4519	0	13	0	4532	26	0																						
131436			6895	315	115	0	6467	2	0			0	0																		
131717			708	23	19	0	702	36	0			0	0																		
131940			1101	22	5	0	1074	0	0																						
132107			12025	264	311	0	11470	20	0																						
132451			1174	0	3	0	1171	0	0																						
132778			361	0	52	0	310	1	0																						
132938			839	86	7	0	748	2	0																						
133579			5097	0	16	0	5303	222	0			0	0																		
133850			16178	2046	263	0	14370	501	0																						
133971			3401	-17	90	0	3410	82	0																						
134156			2072	60	72	0	1949	9	0																						
134437			11764	3591	274	0	9467	1568	0			0	43																		
134455			1200	50	2	0	1150	2	0																						
134848			1949	0	0	0	1950	1	0																						
135836			3109	0	347	0	2857	95	0																						
135854			945	0	1	0	946	2	0																						
136048			871	51	84	0	809	73	0																						
136338			2648	207	31	0	2466	56	0																						
136459			306	0	0	0	306	0	0																						
136655			796	0	14	0	782	0	0																						
137205			23549	-12	219	0	23654	312	0																						
137447			2852	15	5	0	2848	16	0																						
137456			1530	0	11	0	1535	16	0																						
137559			1471	316	19	0	1794	658	0																						
137643			1229	0	30	0	1219	20	0																						
137652			3789	96	16	0	3677	0	0			0	0																		
137915			70497	8840	5275	0	84845	28463	0				0																		
138051			1940	0	22	0	1918	0	0																						
138257			445	0	1	0	447	3	0																						
138556			450	57	4	0	415	26	0																						
139133			2486	127	3	0	2362	6	0				0																		
139478			5021	220	49	0	5199	447	0																						
139553			12255	2335	111	0	13465	3656	0																						
139656		0	46499	276	454	0	48365	2596	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-720	0	
139740			25418	-2500	36	0	28364	482	0				0																		
139843			21922	2900	215	0	19672	865	0				0																		
140157			3689	7	49	0	3687	54	0																						
140362			30678	5000	638	0	25915	875	0			0	0																		
140634			320	9	0	0	362	51	0																						
141211			4960	225	25	0	4738	28	0																						
141350			568	60	11	0	531	34	0																						
141556			53388	-1650	6491	0	57366	8819	0				426																		
141677			171	14	0	0	157	0	0																						
141958			746	90	6	0	676	26	0																						
142049			1470	0	1	0	1483	14	0																						
142179			299	9	0	0	353	63	0																						
142955			8814	0	271	0	8615	72	0																						
143372			1093	60	40	0	1065	72	0																						
143662		0	283065	53025	10809	0	248412	29181	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1957	0	
143859			3263	717	39	0	3302	795	0																						
143952			2327	0	4	0	2323	0	0																						
144034			2500	-664	709	0	2455	0	0																						
144052			4526	233	51	0	4319	77	0																						
144155			3397	0	3	0	3394	0	0				0																		
144678			1700	-529	540	0	1700	11	0																						
144856			2521	140	1	0	2392	12	0																						
144913			2244	0	5	0	2240	1	0																						
145059			800	70	0	0	730	0	0																						
145545			5982	576	172	0	5234	0	0																						
145554			2591	0	37	0	2559	5	0																						
145741			1298	0	2	0	1296	0	0																						
145844			4516	506	132	0	4026	148	0																						
146056			572	-40	44	0	589	21	0																						
146663			14969	0	209	0	14858	98	0																						
146672		0	126143	-6199	6574	0	154206	28438	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1936	0	
147651			579	185	32	0	652	290	0																						
147679			1385	-13	0	0	1398	0	0																						
147857			2572	-750	17	0	3307	2	0			0	0																		
147923			2461	44	12	0	2414	9	0																						
148171			2231	-100	9	0	2325	3	0																						
148238			3062	728	62	0	2823	551	0																						
148340			537	0	0	0	537	0	0																						
148470			1080	47	0	0	1033	0	0																						
148715			994	0	46	0	1020	72	0																						
148920			556	0	14	0	547	5	0																						
149150		0	1958	0	34	0	1929	5	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
150035			9383	-320	122	0	9605	24	0				0																		
