"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
273336																																																																																																																																																	139281	133413	43379	79317	74679	0	0	1000	890	1500	1391	0	0	444473	392944	804624	684763		31155	25329	174036	142842	5000	4813	3216	4600	3081	161501	76195	188671	144504	0	0	0	0	54133	289846	29832	176871																									0	3485	0	3486	0	0	3851	3060	87900	70090	308618	253019	0	0	0	0	12788	10300	124499	106669	0	0	0	0	0	0	0	0						
273550																																																																																																																																																	0	0	62644	31457	29950	0	0	5574	5473	0	0	0	0	0	0	256111	229478		0	0	112987	99158	0	0	24658	23637	17883	30732	20177	77881	6223	99	29	423	1851	25280	14201	46	11016																									0	0	0	0									0	0	0	0	0	0	12207	10235	0	0	0	0	0	0	0	0						
273653																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6475	5446		0	0	386	384	0	0	0	0	0	16	53	331	0	0	0	0	58	3256	1728	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
273662																																																																																																																																																	0	0	362792	0	0	0	0	2000	1742	0	0	0	0	0	0	1081209	925391		0	0	68510	66359	0	0	2680	3	2676	11226	5702	56053	896	0	0	232	253	158002	428501	29978	231870																									0	0	0	0									0	0	0	0	0	0	158667	135041	0	0	0	0	0	0	5289	5427						
273840																																																																																																																																																	0	0	17183	6775	6469	0	0	0	0	0	0	0	0	0	0	40115	37428		0	0	26981	25290	1000	923	272	250	23	5657	5614	19643	4234	0	0	26	137	589	0	143	1112																									0	0	0	0									0	0	0	0	0	0	1520	1255	0	0	0	0	0	0	0	0						
273859																																																																																																																																																	5411	5370	1700	0	0	0	0	0	0	0	0	0	0	9053	8807	0	0		2638	2445	0	0	0	0	5406	300	5106	2134	747	765	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
274025																																																																																																																																																	0	0	2363	295	287	0	0	0	0	0	0	0	0	0	0	5585	5037		0	0	2038	1846	0	0	0	0	135	2202	849	0	534	0	0	0	0	215	1101	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
274052																																																																																																																																																	0	0	5848	5973	5740	0	0	0	0	0	0	0	0	0	0	9671	9241		0	0	1270	1220	2000	1882	1034	547	487	4902	2582	259	258	0	0	0	25	180	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
274548																																																																																																																																																	0	0	0	8822	8093	0	0	0	0	0	0	0	0	4698	4481	25634	23293		4698	4481	2966	2567	0	0	427	100	301	3700	6018	5462	0	1	25	119	956	11263	0	46	0																									0	0	0	0									0	0	0	0	0	0	49	46	0	0	0	0	0	0	0	0						
274829																																																																																																																																																	0	0	166097	0	0	0	0	0	0	0	0	0	0	0	0	190946	168057		0	0	1226	1220	0	0	6	1716	1	520	503	10622	8	119	205	164	1366	46959	76397	7139	22336																									0	0	0	0	0	0	16852	15586	0	0	129124	109625	0	0	0	0	0	0	30612	29475	0	0	0	0	0	0	0	0						
274856																																																																																																																																																	0	0	13369	11063	10353	0	0	5588	5039	0	0	0	0	0	0	63534	57571		0	0	40590	36639	0	0	5139	647	4487	18904	16746	12876	307	0	4	0	0	3330	270	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
275255																																																																																																																																																	0	0	454	8211	7014	0	0	5250	4518	0	0	0	0	0	0	25138	21683		0	0	7607	6478	1250	1109	572	548	25	1004	4498	12158	1538	536	0	0	0	0	0	421	956																									0	0	0	0	0	0	537	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
275358																																																																																																																																																	0	0	107297	0	0	0	0	1000	951	0	0	0	0	0	0	285323	244092		0	0	55077	51192	0	0	4286	1279	3007	20984	16503	58025	16824	0	208	0	253	7467	107883	1723	9936																									0	0	0	0									0	0	0	0	0	0	11813	10258	0	0	0	0	0	0	524	476						
275479																																																																																																																																																	0	0	1000	0	0	0	0	0	0	0	0	0	0	10053	9495	59189	49347		0	0	2133	2069	0	0	0	0	0	0	0	15247	0	830	326	28	77	1091	41799	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
275657																																																																																																																																																	0	0	18746	0	0	0	0	0	0	0	0	0	0	1934	1905	52011	43584		1934	1905	33703	27903	0	0	1502	160	1402	4293	9165	29692	807	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
276074																																																																																																																																																	0	0	9744	2971	2653	0	0	11565	10733	0	0	0	0	0	0	44950	39655		0	0	21697	18690	0	0	1376	2453	210	1600	12007	14784	1831	0	0	0	0	661	1173	410	4524																									0	0	0	0									0	0	0	0	0	0	2491	2252	0	0	0	0	0	0	0	0						
276159																																																																																																																																																	0	0	25184	0	0	0	0	750	727	0	0	0	0	0	0	103855	89171		0	0	72880	62629	0	0	355	0	355	3115	6933	37404	15549	265	0	0	82	3742	8007	931	12788																									0	0	0	0									0	0	0	0	0	0	16513	13719	0	0	0	0	0	0	0	0						
276551																																																																																																																																																	0	0	33384	0	0	0	0	2500	2500	0	0	0	0	0	0	51237	45199		0	0	26292	23249	0	0	1451	772	678	715	1980	17314	9218	20	81	0	204	3681	5668	1095	3770																									0	0	0	0									0	0	0	0	0	0	4169	3576	0	0	0	0	0	0	0	0						
276579																																																																																																																																																	0	0	4641689	556988	394574	0	0	25000	23216	0	0	50000	50262	423282	379295	27217917	23233136		409547	366063	1762603	1609421	0	0	191585	894876	184411	607918	689354	1417413	641179	50413	196309	139017	240728	3665174	7436028	514993	6978603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	47	0	47	0	50	0	0	891359	818910	0	0	13029260	10893988	153	145	14801	14618	0	0	4816691	4144079	0	0	4	4	0	0	0	0	0	0	0	0	0	
276645																																																																																																																																																	0	0	31864	4599	4237	0	0	0	0	0	0	0	0	0	0	77630	67537		0	0	60583	52274	0	0	1626	0	1621	5728	7497	42001	1522	0	4	0	50	3679	4736	232	467																									0	0	0	0									0	0	0	0	0	0	752	699	0	0	0	0	0	0	0	0						
276654																																																																																																																																																	0	0	4437	4890	4140	0	0	0	0	0	0	0	0	77	77	24890	21911		77	77	0	0	2000	1752	35	0	35	7329	10525	4099	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
276850																																																																																																																																																	0	0	39082	60215	55708	250	250	86520	82071	0	0	7138	6959	2963	2963	320695	303998		2713	2713	110936	105759	2000	1905	21669	39096	13930	105596	69349	52163	5416	1144	867	0	673	4492	0	4479	9759																									0	0	0	0									0	0	0	0	0	0	5339	4857	0	0	0	0	0	0	125	113						
276953																																																																																																																																																	0	0	5368	8942	7835	0	0	0	0	0	0	0	0	0	0	32308	28959		0	0	11836	10865	0	0	0	0	0	6154	7379	9849	0	0	0	0	0	4818	760	0	0																									0	0	0	0									0	0	6530	5578	0	0	0	0	0	0	0	0	0	0	0	0						
277240																																																																																																																																																	0	0	8620	0	0	0	0	0	0	0	0	0	0	0	0	10004	9404		0	0	0	0	0	0	0	0	0	9400	0	0	0	0	0	0	0	1	0	0	3																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3						
277277																																																																																																																																																	0	0	0	0	0	0	0	3088	2802	0	0	0	0	1	1	6402	6014		0	0	285	280	0	0	481	481	0	773	940	889	0	0	0	6	0	262	137	2528	0																									0	0	0	0	1	1	150	137	0	0	313	267	0	0	0	0	0	0	2566	2528	0	0	0	0	0	0	0	0						
277679																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
277736																																																																																																																																																	0	0	12408	2037	1791	0	0	0	0	0	0	0	0	0	0	25737	22123		0	0	701	565	0	0	0	0	0	4572	9646	7905	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
277820																																																																																																																																																	0	0	127302	0	0	0	0	7450	6499	0	0	0	0	279949	230206	118069	100699		171910	136282	0	0	0	0	1028	0	1009	0	24868	35355	142281	1	23	48	469	54986	31610	2769	87229																									0	0	0	0									0	0	0	0	38609	32565	57072	48160	0	0	0	0	0	0	0	0						
278256																																																																																																																																																	0	0	34355	0	0	0	0	10161	9236	0	0	500	493	0	0	56405	51864		0	0	28079	25029	0	0	1402	5835	652	4537	4277	13154	13026	0	32	63	118	817	3816	697	4841																									0	0	0	0									0	0	0	0	0	0	5657	5537	0	0	0	0	0	0	0	0						
278555																																																																																																																																																	0	0	257750	245314	238324	0	0	0	0	0	0	0	0	0	0	315815	303355		0	0	8280	8159	0	0	4577	6150	3322	241787	160	1410	0	434	832	348	1283	38799	0	4288	4543																									0	0	0	0									0	0	0	0	0	0	9612	8824	0	0	0	0	0	0	0	0						
278733																																																																																																																																																	0	0	12659	496	488	0	0	0	0	0	0	0	0	0	0	17634	15753		0	0	0	0	6190	5498	0	0	0	1456	900	3630	0	0	0	0	0	7556	2211	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
278751																																																																																																																																																	4343	4343	10642	7504	7504	0	0	0	0	0	0	0	0	4343	4343	7543	7543		0	0	0	0	0	0	4465	0	4465	7382	0	0	0	0	0	10	29	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
278818																																																																																																																																																	0	0	165134	247812	224336	0	0	4000	3605	0	0	0	0	92771	78512	552171	477590		11247	9961	169991	140820	0	0	18655	3428	15180	106377	105990	134765	34390	0	45	163	0	8811	74841	13578	72793																									0	0	0	0	7	7	52	50	14578	11964	87727	69224	0	0	0	0	66939	56580	13370	11525	0	0	0	0	0	0	0	0						
278872																																																																																																																																																	10073	9836	0	0	0	0	0	0	0	0	0	0	0	10073	9836	0	0		0	0	0	0	0	0	2235	0	2235	7838	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
279105																																																																																																																																																	9578	8984	287739	9568	9129	0	0	0	0	0	0	0	0	327318	284319	375402	310437		21724	21724	0	0	0	0	24	4777	0	56697	75007	335502	50014	552	699	395	1988	4454	6289	22429	78952																									0	0	0	0	76	76	513	472	10182	8471	3871	3647	0	0	0	0	37198	30238	75240	64065	0	0	0	0	0	0	121	118						
279842																																																																																																																																																	0	0	43268	0	0	0	0	1250	1250	0	0	0	0	0	0	75336	66245		0	0	36327	32476	0	0	1320	615	653	7282	5650	22483	4544	0	0	9	39	7109	9902	5268	2693																									0	0	0	0									0	0	0	0	0	0	9068	7961	0	0	0	0	0	0	0	0						
279954																																																																																																																																																	0	0	90387	31354	29117	0	0	1000	1000	0	0	0	0	0	0	370223	333699		0	0	169799	154568	8941	8340	6400	4254	3113	23681	54565	90886	38727	174	219	91	668	28262	30689	10188	48182																									0	0	0	0	0	0	5513	5068	0	0	62663	55036	0	0	0	0	0	0	66674	58370	0	0	0	0	0	0	0	0						
280110	0	0	12626336	9019576	8423906	0	0	0	0	15000	14420	0	0	8163455	7595838	46290712	39999857		0	0	0	0	0	0	513872	433	513529	10443651	760710	5487863	8531	287174	558	2078	18294	1503069	2359289	1781761	24996372	0	0	0	0	0	0	0	0	1612172	1505124	0	0	8531	7507	0	0	0	0	0	0	0	0	0	0	1620703	0	1512631	0	123971	109771	109481	101430	61412	57126	4632213	3883649	0	0	0	0	3818239	3567262	20705646	17236768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3741283	3311869	0	0	1043299	962705	0	0	3741283	3311869	583016	544234	2842240	2297518	0	0	0	0	1941114	1790394	4196974	3782012	0	0	0	0		0				8423906									8163455			39999857		0			0																																																																											
280138																																																																																																																																																	0	0	7957	2445	2263	0	0	244	234	0	0	0	0	0	0	69539	62667		0	0	35073	31655	500	408	1622	505	1101	4994	6004	34655	2370	0	16	15	533	8419	4055	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
280352																																																																																																																																																	2189	2144	8427	0	0	0	0	0	0	0	0	0	0	8719	8223	0	0		3342	3238	0	0	0	0	2973	0	2973	3131	2427	0	0	0	0	0	0	188	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
280558																																																																																																																																																	0	0	3954	14927	13637	0	0	0	0	0	0	0	0	0	0	39217	34185		0	0	0	0	0	0	3913	0	3913	3442	5866	416	0	0	0	0	0	11841	6312	0	2396																									0	0	0	0									0	0	0	0	0	0	2774	2396	0	0	0	0	0	0	0	0						
282075																																																																																																																																																	65210	63861	396565	60960	57650	0	0	93364	84462	0	0	0	0	113781	111218	411846	361281		26719	26294	14071	11140	0	0	66546	5391	61155	144160	47132	80133	625	355	704	66	13	43028	46940	3067	42293																									0	0	0	0	0	0	1088	1060	7432	7038	99383	82614	0	0	0	0	175	163	52574	45185	0	0	0	0	0	0	0	0						
282226																																																																																																																																																	0	0	48832	4950	4810	0	0	0	0	0	0	0	0	0	0	169171	142058		0	0	13351	11499	0	0	0	0	0	1923	6575	131621	0	0	0	0	0	1939	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
282824																																																																																																																																																	0	0	15894	4542	4216	0	0	0	0	0	0	0	0	0	0	26502	23519		0	0	5128	4775	0	0	718	28	928	6163	6908	3360	0	99	0	0	0	654	517	596	4266																									0	0	0	0									0	0	0	0	0	0	5787	4862	0	0	0	0	0	0	0	0						
283157																																																																																																																																																	0	0	13396	1742	1613	0	0	0	0	0	0	0	0	0	0	32980	30137		0	0	20099	18616	0	0	2374	399	1975	5972	7336	7827	0	0	0	0	0	5596	951	0	81																									0	0	0	0									0	0	0	0	0	0	88	81	0	0	0	0	0	0	0	0						
283438																																																																																																																																																	0	0	265792	264625	252620	0	0	0	0	0	0	0	0	2000	2000	447762	411239		2000	2000	39306	35181	0	0	85279	9970	75270	132309	54768	53561	786	93	211	60	1148	24405	52884	1274	6500																									0	0	0	0	0	0	379	363	0	0	94005	78437	0	0	0	0	0	0	8770	7509	0	0	0	0	0	0	0	0						
283652																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
283737																																																																																																																																																	460545	444301	23211	0	0	0	0	0	0	0	0	0	0	539865	522397	0	0		0	0	0	0	0	0	93844	15000	78844	446021	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
283867																																																																																																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9161	8192		0	0	2883	2722	0	0	0	0	0	1782	549	1787	0	0	0	0	0	254	3820	0	0																									0	0	0	0									0	0	2956	2605	0	0	0	0	0	0	0	0	0	0	0	0						
284154																																																																																																																																																	0	0	5213	9458	9272	0	0	0	0	0	0	0	0	0	0	14367	13917		0	0	1258	1226	0	0	5691	0	5691	6272	0	96	0	0	0	0	0	983	109	765	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
284239																																																																																																																																																	0	0	5060	0	0	0	0	0	0	0	0	0	0	12659	10788	0	0		0	0	0	0	1500	1263	0	0	0	2700	2465	7285	200	0	0	3	0	0	6	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
284556																																																																																																																																																	0	0	1677	0	0	1378	1378	0	0	0	0	0	0	1378	1378	1844	1677		0	0	0	0	1378	1378	0	0	0	0	0	1378	0	0	0	0	0	272	875	349	181																									0	0	0	0									0	0	0	0	0	0	541	530	0	0	0	0	0	0	0	0						
284752																																																																																																																																																	0	0	19571	3939	3936	0	0	0	0	0	0	0	0	0	0	67006	60903		0	0	29217	26930	2500	2349	4921	152	4861	3825	4405	23752	0	0	0	0	0	5378	6356	4481	7694																									0	0	0	0									0	0	0	0	0	0	13519	12034	0	0	0	0	0	0	0	0						
284958																																																																																																																																																	0	0	800	3428	3297	0	0	2100	2003	0	0	0	0	0	0	9443	8858		0	0	0	0	1750	1615	981	0	981	4858	2519	500	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
285151																																																																																																																																																	0	0	22442	3972	3887	0	0	0	0	0	0	0	0	0	0	50681	48273		0	0	0	0	0	0	18308	3586	14722	27180	2785	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
285348																																																																																																																																																	0	0	12128	22918	22025	0	0	3030	2982	0	0	0	0	250	250	84098	76338		250	250	6153	6153	0	0	18965	6153	12812	21715	10284	1591	0	0	0	0	821	5282	11623	0	6306																									0	0	0	0									0	0	0	0	0	0	7209	6306	0	0	0	0	0	0	0	0						
285544																																																																																																																																																	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	3127	2819		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	1033	871	8	865																									0	0	0	0	0	0	971	882	0	0	1200	1064	0	0	0	0	0	0	956	873	0	0	0	0	0	0	0	0						
285553																																																																																																																																																	0	0	5728	17898	17271	0	0	0	0	0	0	0	0	0	0	19822	19116		0	0	1748	1683	0	0	1191	0	1191	17763	0	162	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
285740																																																																																																																																																	0	0	52299	21205	18938	9250	8477	750	699	0	0	0	0	9275	8502	153719	141823		0	0	60998	53786	0	0	7593	17094	932	13420	8144	57047	7227	1857	100	41	37	265	210	30894	13830																									0	13438	0	13640	0	0	1972	1909	25	25	589	576	0	0	0	0	0	0	8646	8275	0	0	0	0	0	0	14968	14415						
285777																																																																																																																																																	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	17741	13691		0	0	9979	7081	0	0	0	0	0	98	75	4055	6383	0	0	0	0	264	686	836	1294																									0	0	0	0									0	0	0	0	0	0	1689	1429	0	0	0	0	0	0	0	0						
285852																																																																																																																																																	0	0	145443	0	0	0	0	0	0	0	0	0	0	197492	186133	55828	55623		71712	67631	25146	25816	0	0	2097	5486	1807	895	2477	58668	38309	433	752	498	116	66173	9244	4549	63708																									0	0	0	0									0	0	0	0	50350	41748	9336	8988	0	0	0	0	0	0	0	0						
285928																																																																																																																																																	0	0	22745	15891	14958	0	0	2500	2187	0	0	0	0	2226	2226	174069	159218		2226	2226	86643	75627	0	0	1912	37789	2130	16941	4246	46478	31705	3382	3593	0	0	2555	4801	2938	4887																									0	22458	0	22859									0	0	0	0	0	0	7944	7631	0	0	0	0	0	0	205	194						
286251																																																																																																																																																	0	0	5167	1503	1459	0	0	0	0	0	0	0	0	0	0	11503	9784		0	0	7380	5861	0	0	0	0	0	1711	373	3904	1332	0	0	23	54	1062	577	223	525																									0	0	0	0									0	0	0	0	0	0	785	748	0	0	0	0	0	0	0	0						
286457																																																																																																																																																	0	0	86496	33160	29384	0	0	11116	9971	0	0	0	0	984	984	194642	172943		984	984	29125	24794	0	0	3620	53398	698	15915	13586	41507	2769	0	85	0	59	6	2380	5735	37789																									0	18644	0	19516									0	0	0	0	0	0	39667	32771	0	0	0	0	0	0	12112	10753						
286840																																																																																																																																																	0	0	0	4516	4378	0	0	0	0	0	0	0	0	0	0	11369	10941		0	0	357	338	0	0	4399	498	4372	5848	223	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
287007																																																																																																																																																	12324	12241	16420	0	0	0	0	0	0	0	0	0	0	31879	29135	0	0		0	0	0	0	0	0	12324	0	12324	0	0	0	0	0	0	0	0	0	2710	0	16845																									0	0	0	0									0	0	0	0	16845	14686	0	0	0	0	0	0	0	0	0	0						
287342																																																																																																																																																	0	0	959	3568	3297	0	0	6149	5468	0	0	0	0	0	0	36199	31150		0	0	21876	18728	1325	1135	1973	1070	1805	6189	5600	13361	3125	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
287922																																																																																																																																																	0	0	10871	4750	4436	0	0	0	0	0	0	0	0	0	0	37669	34128		0	0	12686	11572	0	0	748	721	0	7677	7487	11770	0	0	5	14	57	1535	3252	515	1095																									0	0	0	0									0	0	0	0	0	0	1656	1610	0	0	0	0	0	0	0	0						
287959																																																																																																																																																	0	0	81223	44483	40894	0	0	0	0	0	0	0	0	0	0	93567	85596		0	0	15519	14080	1000	866	10751	1423	9328	38269	25037	5669	0	0	0	28	31	1713	317	2978	801																									0	0	0	0									0	0	0	0	0	0	2022	1781	0	0	0	0	0	0	0	0						
288152																																																																																																																																																	0	0	2700	5429	5075	0	0	0	0	0	0	0	0	0	0	16398	14778		0	0	220	219	0	0	0	0	0	2588	2973	213	0	0	0	0	0	6467	2537	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
288376																																																																																																																																																	0	0	84128	15340	13223	0	0	1250	1250	0	0	0	0	0	0	212601	170890		0	0	161124	124653	0	0	3464	2274	1112	4477	18638	36876	76658	2	91	125	530	28791	1317	0	0																									0	0	0	0	0	0	10	10	0	0	33891	30845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
288853																																																																																																																																																	570657	547741	1682854	99474	94734	0	0	0	0	0	0	0	0	2194182	2043538	10405192	8915607		508954	497193	264643	245327	399998	338565	27978	9910	17826	772264	419570	1890367	181932	6	11	3	7671	2047920	2444494	348731	2969083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46532	42862	6508	6197	5232752	4450734	0	0	0	0	291699	279466	3484419	3026078	0	0	0	0	0	0	40	38	0	0	0	0	0	
289056																																																																																																																																																	0	0	2241	0	0	300	283	0	0	0	0	0	0	55729	45382	53837	41770		15196	12660	26061	19991	5736	4549	2098	155	1943	3940	4507	73656	13299	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
289225																																																																																																																																																	0	0	33737	0	0	0	0	0	0	0	0	0	0	410	460	48892	41717		390	439	19279	16432	0	0	361	352	0	964	206	7220	8082	0	11	19	79	2669	22525	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
289515																																																																																																																																																	0	0	184457	92305	79909	0	0	26311	24622	0	0	0	0	0	0	556994	492032		0	0	203371	169261	0	0	7596	52043	2939	14275	16822	188280	51584	13338	0	156	524	5488	16737	48975	80871																									0	40273	0	41293									0	0	4658	4426	0	0	44121	41731	0	0	0	0	0	0	50406	46631						
289702																																																																																																																																																	0	0	20070	5960	5817	8750	8295	0	0	0	0	0	0	8750	8295	447135	371121		0	0	4520	3692	0	0	0	0	0	16573	24372	47867	4434	0	146	0	531	9536	273893	2519	0																									0	0	0	0									0	0	0	0	0	0	2576	2519	0	0	0	0	0	0	0	0						
289739																																																																																																																																																	6999	6999	24532	0	0	0	0	0	0	0	0	0	0	6999	6999	44044	38736		0	0	1754	1676	3000	2921	7103	8001	93	2123	1958	2545	0	3503	2904	1816	235	10065	11695	100	697																									0	0	0	0									0	0	0	0	0	0	888	797	0	0	0	0	0	0	0	0						
289757																																																																																																																																																	0	0	26869	0	0	0	0	0	0	0	0	0	0	0	0	74155	63844		0	0	43045	36607	0	0	2200	2184	2200	3453	1611	11926	21230	2866	0	11	35	6372	5064	1980	4912																									0	0	0	0									0	0	0	0	0	0	8587	6892	0	0	0	0	0	0	0	0						
290249																																																																																																																																																	0	0	114364	17466	16222	0	0	86826	80731	0	0	0	0	0	0	500594	466832		0	0	204522	188754	2005	1998	29248	41548	17327	67278	80970	128040	987	0	110	9365	48412	48454	0	10909	13431																									0	0	0	0	0	0	34	34	0	0	115241	106308	0	0	0	0	0	0	12729	11990	0	0	0	0	0	0	12557	12349						
