"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
45458																					1897	4026	10689		993				1182					0		2506	85	0				
45551																					6382	11977	49233		5178				9002					0		13633	0	3061				
45560																					8742	0	57367	10014	12081				7036					0		25504	0	4004				
45775																					407	2108	7549		288				471					0		4275	0	0				
46053																					2340	0	10144		585				945					0		5950	0	324				
46941																					409	0	5827		139				699					0		1714	0	2866				
47247																					7672	77	39064	1556	9837	2555			2483	720	187			0		18995	0	0	Lender Reserve Acct Receivable			
47256																					160	67	343		41				75					0		0	0	0				
47452																					36	50	404		55				263					0		0	0	0				
47500																					2360	1754	23029		1895				1069					0		15951	0	0				
48057																					522	1118	4555		40				1083					0		1792	0	0				
48150																					277	244	1615		40				306					0		748	0	0				
48374																					11305	0	60432		10567				9769					0		27677	0	1114				
48440																					747	2544	7942		103				718					0		3830	0	0				
49054																					1022	0	2656		341				1293					0		0	0	0				
49148																					284	147	4423		158				807					0		3027	0	0				
49241																					12216	7789	59778		4084				4834					0		23944	0	6911				
49652																					699	919	8142		139				1201					0		5184	0	0				
49858																					1055	253	6153		297				426					0		4122	0	0				
49951																					317	0	4677		69				1419					0		2872	0	0				
50144																					302	443	4753		103				330					0		3575	0	0				
50461																					0	1664	1884	49	49				171					0		0	0	0				
51253																				0	2667	928	16079	1442	1517	0	0	0	5241	0	0	0	0	0	0	5726	0	0				
51356																					0	0	225		51				174					0		0	0	0				
51459																					2927	899	11207		262				2356					0		4763	0	0				
51842																					204	4132	13183		3226	2677			1758					0		3863	0	0	FASB 115 Sec G/L Def Tax			
52719																				0	6402	26047	84620	0	52171	0	0	0	0	0	0	47054	0	0	0	0	0	0				
52951																					1246	3119	7347		286				2696					0		0	0	0				
53051																					5	0	421		62				354					0		0	0	0				
54058																					2269	668	7049		128	62			3984					0		0	0	0	Accrued Income Tax Payable			
54656																				0	4836	0	30863	299	795	60	0	0	7427	0	0	0	0	0	0	13738	0	4067	Income Tax Receivable			
54973																					125700	120442	491458		41069	24139			23140					0		181107	0	0	Prepaid Pension Benefit			
55336																					2297	4171	12108		586				2117					0		2937	0	0				
55635																					279	329	2157		947				602					0		0	0	0				
55653																					305	174	834		13				342					0		0	0	0				
55970																					738	4451	25149		1083				1526					0		13217	0	4134				
56258																					8	0	6162		641				1377					0		4136	0	0				
56351																					10577	10340	104089	5762	14198	5694			10636		204			0		58338	0	0	Right of Use Asset			
56548																					3153	1928	15798		881				1792					0		8044	0	0				
56717																					3276	9381	51539		9292				3007					0		22259	0	4324				
57040																				0	272	1428	3090	109	109	0	0	0	1281	0	0	0	0	0	0	0	0	0				
57451																					737	12141	23915		679				2719					0		7639	0	0				
58225																					965	3156	13217		813				1136					0		5965	0	1182				
58243																					25985	20006	298879	4399	106771	20718			15404	68593	4959	7520		0		91806	38907	0	NMTC Receivable			
58355																					212	0	443		60				171					0		0	0	0				
58551																					0	0	8862		882				2373					0		5104	0	503				
58636																					1758	5359	21081		1520				2247					0		3471	0	6726				
58757																					1978	3595	10105		566				1748					0		2218	0	0				
58971																					10060	45607	197876	7722	29575	10065			27800					0		84834	0	0	Pension Asset			
59316																					2220	24405	84222		8125				6303					0		33056	1317	8796				
59352																					118	1951	11650		236				1733					0		7612	0	0				
59370																					271	1382	15875		515				746					0		10019	0	2942				
59754																					479	0	1314		144				113					0		578	0	0				
60143		570000	1077000	5399000		2100000	1321000			253000					0		1371000	28000	0		570000																		Pension plan assets			
60330																				0	960	2495	34979	3655	9251	0	0	0	2610	5474	0	0	0	0	0	11511	0	8152				
60545																					763	614	3419		16				2026					0		0	0	0				
60554																					242	0	1990		30				1114					0		604	0	0				
60648																					712	4279	13869		482				1337					0		5911	0	1148				
61122																				0	1027	15881	83119	3435	14675	0	0	0	5495	0	0	0	0	0	0	46041	0	0				
61355																					6425	14466	56251		7478				6598					0		21284	0	0				
61476																					4815	0	24419		96				2384					0		17124	0	0				
61757																					1529	782	13541	141	368			160	1198					0		9664	0	0			Debit Card Settlement	
61832																					1330	8077	23800	611	1252				2872					0		5288	0	4981				
61953																					255	0	831		74				502					0		0	0	0				
62044																					272	157	2505		1378				59					0		639	0	0				
62110																					126	264	563		151				22					0		0	0	0				
62147																					114	0	2471		210				402					0		1745	0	0				
63050																					25	4275	13950		303				1730					0		7617	0	0				
63069	0	218213	895039	2717566	0	1033318	524447	0	0	251641	0	0	0	0	0	0	103167	216188	0		218213																		Affordable Housing Investments commitment			
63201																					392	2935	7399		948				841					0		2283	0	0				
63573																					1691	2463	6025		876				995					0		0	0	0				
63733																					3263	15150	50131		6303	3678			5237					0		14996	0	5182	Insurance Annuity Asset			
63742																					812	3719	21109		1396				1598					0		13584	0	0				
64150																					980	0	7179		1022				1656					0		3521	0	0				
64552																					703	0	13592		7092	2730			1040				2034	0		4757	0	0	Escrow/Foreclosure Advance			
64730																					495	5264	6806		182				865					0		0	0	0				
65205																					906	3303	52867		2069				2607					0		30586	0	13396				
65513		375	26	4024	1169	2309				1314					0		0	0	0		375																					
65559																					0	14595	34024	651	882				5774		132			0		12773	0	0				
65858																					990	2956	36320		9463				7372					0		13987	0	1552				
66154																					1218	413	6886		432				975					0		3848	0	0				
66275																					1719	2000	9267		407				3676					0		1465	0	0				
66677																					4731	0	13410	312	3597	2232			763	399				0		3988	0	331	FHLB MPP - Lenders Risk account			
67142																					2395	0	4005		572				1038					0		0	0	0				
67151																					1301	0	9067		4949				2817					0		0	0	0				
67209																					2878	10848	39639		4297				3722					0		17894	0	0				
67254																					0	0	106		92				14					0		0	0	0				
67656																					2370	14770	27619	854	3339				4316					0		2824	0	0				
67870																					926	3004	18455		2148				1005					0		11372	0	0				
68671																					455	0	3949		2932				562	2101				0		0	0	0				
68756																					1748	0	17000	833	1580	568			3861					0		9811	0	0	Right of Use Assets Leases			
68831																					665	1406	5056		444				744					0		1797	0	0				
69333																				0	4195	0	45987	2090	2254	0	0	0	5403	0	0	0	0	0	0	34135	0	0				
69678																					1580	5217	13176		2759				3620					0		0	0	0				
70218																				0	454	427	9172	0	7892	7383	0	0	399	0	0	0	0	0	0	0	0	0	Right to Use Asset			
70414																					2364	6245	28794		3570				1944					0		12976	0	1695				
70638																					1870	0	10822		1058				3678					0		2946	180	1090				
70955																					0	0	399		52				347					0		0	0	0				
71073																					1394	764	6645		406				353					0		1260	0	2468				
71457																					5247	5829	22300		555				5018					0		5651	0	0				
71859																					133	136	469		154				46					0		0	0	0				
72258																					0	0	4502		788				3714					0		0	0	0				
72351																					38	0	509		65				406					0		0	0	0				
72454																					208	963	2089		249				669					0		0	0	0				
72678																					2877	8269	32917		1045				1749					0		18977	0	0				
73116																					823	7455	17038		1049				1500					0		6211	0	0				
73152																					271	0	5175		115				787					0		3266	0	736				
73554																					1556	1246	9337		519				2792					0		3224	0	0				
73956																					173	132	1746		40				396					0		1005	0	0				
74056																					585	152	5506		1398				1811					3		1557	0	0				
74140																					15373	11795	73491	2625	7153	2067			6406					0		29942	0	2822	Investment in Low Income Housing			
74403																					3906	8563	33638	867	2331				2433		741			0		16405	0	0		Rabbi Trust Asset		
74449																					25	0	113		56				32					0		0	0	0				
75259																					1142	1355	27166		1877				1972					0		20008	0	812				
75446																					4058	812	18679		2224				3489					0		8096	0	0				
75455																					0	0	128		0				128					0		0	0	0				
75633	0	1277892	1598844	7584840	0	949223	0	0	0	535103	0	287564	0	0	127	0	1307599	1809363	106689																							
75651																					500	571	3496		176				409					0		1840	0	0				
76153																				24	422	0	1241	38	196	0	0	0	493	0	0	0	0	0	0	130	0	0				
76443																					900	0	1600		182				518					0		0	0	0				
76854																					1319	4324	20481		1465				1800					0		8658	0	2915				
77150																				0	172	0	638	0	71	0	0	0	395	0	0	0	0	0	0	0	0	0				
77253																					1738	0	20731		3940				2781					0		12272	0	0				
77422																					657	1233	10065		3131				465					0		2366	0	2213				
77851																				0	21320	15677	144176	23867	28630	0	0	0	17354	0	0	0	0	0	0	61195	0	0				
78157																					100	0	377		116				161					0		0	0	0				
78241																					282	563	1583		90				648					0		0	0	0				
78559																					299	621	2586		769				897					0		0	0	0				
79042																					488	3725	15081		20				1958					0		8768	0	122				
79127																					249	0	3471		161				356					0		2705	0	0				
79145																					1578	849	3704		236				1041					0		0	0	0				
79257																					324	0	577		74				179					0		0	0	0				
79855																					315	271	1747		443				718					0		0	0	0				
80150																					603	888	17180		388				5612					0		7674	0	2015				
80374																					1233	1631	11088		303				632					0		7289	0	0				
80431																					368	222	1075		28				457					0		0	0	0				
81175																					2702	777	11623		1338				2945					0		3861	0	0				
82033																					1090	790	12534		4154				806					0		5694	0	0				
82257																					114	81	754		170				389					0		0	0	0				
82350																					152	1291	3060		148				355					0		1114	0	0				
83151																					516	0	3774		241				712					0		2305	0	0				
83375																					2472	0	36113		7009				5461					0		18528	0	2643				
83638		53792	45626	465900		106193				33255	78288				0		227034	0	0		53792																					
83834																					1320	0	5310		430				735					0		2825	0	0				
83852																					64	141	906		383				318					0		0	0	0				
83955																					249	522	3186		49				759					0		1607	0	0				
84046																					183	1547	3124		36				496					0		0	862	0				
84541																					8872	11635	53805		2916				8704					0		11925	0	9753				
85052																					776	5192	8655		261				827					0		1599	0	0				
85472																					84333	61549	553932		109660				37272	86157				0		107261	108430	45427				
85931																					1594	2904	8219		250				1028					0		2443	0	0				
86349																					699	0	6084		3888				1497					0		0	0	0				
86675																					2867	13321	36305		2646				3459					0		14012	0	0				
87047																					446	3050	9509		190				719					0		5104	0	0				
87159																					327	0	1256		341				588					0		0	0	0				
87234																					1499	3147	35798		11351				2033					0		15218	0	2550				
87476																					2392	828	8208		258				358					0		4372	0	0				
87579																					2932	5345	20262	606	730				1691					0		5153	0	4411				
88231																					617	6710	49689		14057				3072					0		25233	0	0				
88259																					327	0	2980		42				694					0		1917	0	0				
88352																					0	0	4708	123	145	10			1108		12			0		2235	0	1220	Bedias Mineral Interests, Inc - Subsidiary			
88455																					4169	4693	31621		3207				9976					0		7584	318	1674				
88950																					420	220	1342		74				628					0		0	0	0				
89032																					1014	758	4800		496				434					0		1938	0	160				
89135																					58	0	3406		183				298					0		1314	0	1553				
89854																					1078	0	5251		504				762					0		2907	0	0				
89957																					901	106	2942		263				421					0		1251	0	0				
90047																					0	0	398		32				366					0		0	0	0				
90177																					2800	0	9851		1123				981					0		1234	0	3713				
90328																					1950	5658	45455		12891				2588					0		22368	0	0				
90337																				0	3082	0	22286	646	1664	416	490	0	1142	0	0	0	0	0	0	16398	0	0	INVESTMENT IN COMMUNITY FINANCIAL INSURANCE	FISERV EFT SETTLEMENT DEPOSIT		
90579																					768	8938	20795		1754				1602					0		6730	0	1003				
91615																					389	1266	4918		167				596					0		2500	0	0				
91754																				0	3302	0	24050	1597	1766	0	0	0	4137	0	87	12	0	0	0	9970	0	4875				
91950																					81	596	3929		328				651					0		2273	0	0				
92144																					100	722	2414		14				448					0		1130	0	0				
92676																					2997	4790	28628	1128	1427				2325					0		13859	0	3230				
92706																					371	6705	21530		3152				919					0		4697	0	5686				
92902																					42	0	592		193				83					0		274	0	0				
93244																					2719	0	10740		943				1549					0		5529	0	0				
93543																					2517	2805	25156		7524				3015					0		5531	0	3764				
93619	0	81	0	8973	0	8892	0	0	0	0	0	0	8755	0	0	0	0	0	0																							
94139																					1820	4935	26652		2644				2307					0		14946	0	0				
94522																					870	4393	32910		3122				3101					0		15011	2209	4204				
94755																					623	2266	10733		45				2667					0		5132	0	0				
94858																					553	0	2018		65				1400					0		0	0	0				
95051																				0	2918	3904	12278	0	3997	0	0	0	1459	1579	0	2099	0	0	0	0	0	0				
95677																					223	615	1323		245				240					0		0	0	0				
96553																					343	0	1698		155				1200					0		0	0	0				
97055																					2611	1838	9021		595				3977					0		0	0	0				
97279																					238	245	1407		283				141					0		0	500	0				
97457																					995	0	4767		257				1478					0		1423	0	614				
97804																					1303	10465	60134		16722				3175					0		28469	0	0				
97943																					1798	1267	7384		182				4137					0		0	0	0				
98351																					0	973	4276		283				586					0		2434	0	0				
98463																					3864	20280	50244		1343				3939					0		15876	3961	981				
98717																				0	347	3405	9747	0	244	0	0	0	1050	0	0	0	0	0	0	4701	0	0				
99143																					2342	4544	18967		1689				2950					0		5621	0	1821				
99376																					9629	3606	50887	3703	27393			854	10161	15949		6887		98		0	0	0			Miscellaneous Assets	
99442																					826	14125	30892	2100	2997				5348					0		5993	158	1445				
99536																					1531	2875	24087		2964				3070					0		1999	0	11648				
99853																					0	557	1050		279				214					0		0	0	0				
100236																					248	0	7651		399				1155					0		5849	0	0				
100357																					5420	0	37009		2507				4264					0		21964	2854	0				
100562																				0	19978	141014	426170	0	105175	85553	0	0	27070	0	0	0	0	0	0	132933	0	0	Low income housing funds			
100777																					609	6220	29773		211				2360					0		20373	0	0				
100843																					5558	0	16638		1794				3466					0		3749	0	2071				
101037																					2370	19110	27908		2416				4012					0		0	0	0				
101439																				3	123	0	1653	203	207				1323					0		0	0	0				
101671																					1732	5822	33126	1586	3914				2374					0		19284	0	0				
101738																					689	0	5653		616				1411					0		2937	0	0				
101952																					1530	0	5946		74				495					0		3204	0	643				
102333																					0	830	1126		91				205					0		0	0	0				
102342																					1575	218	3931		99				2039					0		0	0	0				
102557																					657	83	2864		154				363					0		1607	0	0				
102874																					488	325	1415	152	155				447					0		0	0	0				
103134																					655	0	2860		115				287					0		1803	0	0				
104234																					72	2137	2895		46				640					0		0	0	0				
104542																					0	0	1053		67				336					0		650	0	0				
104971																					19	305	713		221				168					0		0	0	0				
105026																					249	1934	9093		511				1444					0		4955	0	0				
105473																					4349	6310	29218		11231				7328					0		0	0	0				
105530																					551	4355	11447		239				632					0		4080	0	1590				
106359																					9270	37555	96755		11875		39		6121	6030				0		18766	0	13168	SERP asset	Payroll settlement		
106452																					767	0	4743		1319				2657					0		0	0	0				
106676																					530	187	1191		298				176					0		0	0	0				
107244																				0	31841	0	1001554	0	87223	0	0	0	97564	0	0	32873	0	0	0	691799	57711	35416				
107459																					28	291	510		81				110					0		0	0	0				
107570																					2102	3676	20618		1541				1744					0		11555	0	0				
107758																					306	0	2649		76				541					0		1726	0	0				
108072																					611	1768	7307		167				902					0		3859	0	0				
108269																					112	0	3486		36				248					0		3090	0	0				
108652																					232	390	1058		67				109					0		260	0	0				
108746																					36	0	889		486				367					0		0	0	0				
108951																					2876	2329	12217		303				6268					0		441	0	0				
109136																					220	6665	16979		414				1700					0		7980	0	0				
109154																					569	0	1845		167				504					0		605	0	0				
109453																					932	229	5963		646				1871					0		2285	0	0				
109574																					393	4524	16704		403				1136					0		10248	0	0				
109659																					1091	0	10912		634				1085					0		7681	0	421				
110413																					10501	0	69063	262	31025	9685	2650		2956					0		22350	0	2231	Prepaid Custodial Broker Income	Accrued Program Revenue		
110936																					601	7754	16417		4793				3269					0		0	0	0				
110945																					1335	2214	8847		397				1143					0		0	0	3758				
110972																					582	156	3059		120				207					0		1994	0	0				
111157																				0	798	0	3803	186	271	85	0	0	1003	0	0	0	0	0	0	1731	0	0	DDA Suspense			
