"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
1669					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
1856					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
2161					CONF							0	0	0	0	false		0	0		170			801		548					0	0	0	0	0	0	0																			
2732					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
2750					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
3252					CONF							0	0	0	0	false		0	0												0	0	0	0	-29	0	29																			
3458					CONF							0	0	0	0	false		0	0												0	0	0	0	-175	0	175																			
3720					CONF							0	0	0	0	false		0	0												0	0	0	0	19	0	-74																			
3971					CONF							0	0	0	0	false		0	0												0	0	0	0	-715	1189	1000																	Exited and wound down the operations of the Bank's Consumer Banking Division.		
4156					CONF							0	0	0	0	false		0	0												0	0	0	0	288	0	-500																			
4231					CONF							0	0	-27	0	false		0	0												0	0	0	0	0	0	0												Adjusted ACL for off-balance sheet items on RC-G							
5069					CONF							0	0	0	0	false		0	0												0	0	0	0	-1616	0	1286																			
5135					CONF							0	0	0	0	false		0	0												0	0	0	0	-252	0	252																			
5210					CONF							0	0	0	0	false		0	0												0	0	0	0	-2368	158	1460																			
5461					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
5751					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
6039	221				CONF							0	0	0	0	false		0	0			37		736						235	0	0	0	0	0	0	0				SBA package fees															
6329	1927		57	214	CONF				358	2615	213	0	0	0	0	false	825	0	0		306	33	300		1072	4650	362	604	157	776	0	0	0	0	-1278	0	406	73	8	175				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
7045	54	0	78	0	CONF	0	0	0	0	0	0	0	0	0	0	false	20	0	0	5	0	13	46	0	51	458	45	0	245	45	0	0	0	0	0	0	0	0	0	34																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-31																			
7456					CONF							0	0	0	0	false		0	0												0	0	0	0		0																				
7634					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-45																			
8462					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
8631					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
9357					CONF							0	0	0	0	false		0	0												0	0	0	0	600	0	-640																			
9553					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
9807	522				CONF	1477			1906	616		0	0	0	0	false		0	0		4930										0	0	0	0	0	0	0		662		Absecon Success Fee			Computer Equipment Supplies	Consulting											
9955					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
10250					CONF							0	0	0	0	false		0	0												0	0	0	0	864	0	-864										Downstream from Holding Company									
10849					CONF							0	0	-268	0	false		0	0												0	0	0	0	0	0	0												Adjust - allowance for off-balance sheet exposures							
11145	88		103	5	CONF	55	149		132			0	0	0	0	false	75	0	0	32		12	798	438	96		180	68	321	80	0	0	0	0	-466	0	590	23	-22	57	Other Misc Income	Other Misc Asset Income		Credit & Collections								CECL Adoption initial entry				
11640					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
11837					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-26																			
12030					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12142					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12311	104961	0	0	0	CONF	92348	67642	58122	0	0	0	0	0	0	0	false	0	0	0	0	49718	0	0	412666	0	299939	0	0	0	0	0	0	0	0		0		0	0	0	~Overhead charges	~Commitments/Letter of credit fees	~Other Income - Non-recurring													
12647					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12946					CONF							0	0	-2833	600	false		0	0												0	0	0	0	-4000	0	4000												MOVE ALLOW FOR UNFUNDED LNS	ALLOW FOR AFS DEBT SECURITIES						
13103	1076				CONF						1916	0	0	0	0	false		20	0				223	4715				2366			0	0	0	0								Swap Fees	Prepayment Penalties	Other Computer Service Expenses		Other Computer Service Expenses	Capital Contribution from other partner of majority owned subsidiary.	Capital Contribution from other partner of majority owned subsidiary.				Misstatement found with aquisition entries from Nov 2022				
13251					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
13457					CONF							10312	0	-103	0	false		0	0												0	0	0	0	0	0	0										Capital Injection from Parent Holding Company		ACL at purchase							
14155					CONF							0	0	0	0	false		0	0												0	0	0	0	-169	0	169																			
14650					CONF							2840	0	-21	0	false		-503	0												0	0	0	0	0	0	0										Capital Injection		ACL Off Balance Sheet Items			Adjusting entries per CPA				
14753					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
14865					CONF							-2000	0	500	0	false		0	0												0	0	0	0	0	0	0										PAYOFF SUBDEBT		ALLOWANCE FOR PURCHASED CREDIT IMPAIRED LOANS FROM FARMINGTON STATE BK							
14977	26	0	119	8	CONF	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	30	0	0	40	17	0	15	0	0	0	0	0	0	0	0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0	-704	0	485																			
17110					CONF				2938	970		0	0	0	0	false		0	0					2199							0	0	0	0	0		0							Referral fees	Custodial costs											
17147	4649	0	0	0	CONF	2379	0	0	8053	0	0	0	0	0	0	false	0	0	0	0	3793	0	1954	10310	0	13660	0	0	0	0	0	0	0	0		0		0	0	0	OTHER INC - DERIVATIVE HEDGE			Other noninterest expense												
17259					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
17950					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0										Capital Injection Acquisition of Malta and Glasgow									
17978					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
18050					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-148																			
18827					CONF							0	0	0	0	false		0	0												0	0	0	0	-3346	0	2433																			
18836					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
18854					CONF	172						0	0	0	0	false		0	0					1322		507	384				0	0	0	0	-572	0	250	194			Secondary Market Income															
19356					CONF							1250	0	0	0	false		0	0												0	0	0	0	-95	0	95										SSB Holdings made Advance of Bank Stock Loan									
19936					CONF							0	0	-318	0	false		0	0												0	0	0	0	0	0	0												Adjustment to Allowance for Credit Lossses related to unfunded committments							
19972					CONF							0	0	0	0	false		0	0												0	0	0	0	-30	0	-9																			
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																						
20633					CONF							0	0	0	0	false		0	0												0	0	0	0	-3	0	-16																			
20857					CONF							0	0	100	0	false		0	0												0	0	0	0	0	0	0												ACL from non-surviving bank due to merger between entities under common control.							
21256					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
21359					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
21658					CONF							0	0	0	0	false		0	0				110	333							0	0	0	0	0	0	0							Maintenance Agreements	Education	Insurance Expense										
22048					CONF							0	0	-145	0	false		0	0												0	0	0	0	0	0	0												Unfunded Committment Liability							
22543					CONF							0	0	0	0	false		0	0												0	0	0	0	-151	0	151																			
22552					CONF							0	0	0	0	false		0	0												0	0	0	0	-27	0	27																			
22730					CONF							0	0	0	0	false		0	0												0	0	0	0																						
23456					CONF							0	0	0	0	false		0	0												0	0	0	0	-239	0	239																			
23504	5016	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	7332	0	0	12721	0	998	0	0	0	0	0	0	0	0				0	0	0																
23643					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
23755					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
24006					CONF							5000	0	-9296	0	false		0	0												0	0	0	0	0	0	0										Capital contribution		PCSB acquistion							
24378					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
24659					CONF							0	0	0	0	false		0	0												0	0	0	0	-11	0	11																			
24949					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-181																			
25357					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-350																			
25647					CONF							0	0	0	0	false		0	0					429							0	0	0	0	0		0				Loan fees						Holding Company capital infusion									
26765					CONF							0	0	0	0	false		0	0												0	0	0	0	-14148	0	6205																			
27070					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
27548					CONF							0	0	-7328	0	true		0	0												0	0	0	0	-1903	0	2408												Purchase accounting adjustments due to 8/15 acquisition		As of 8/15/2023, Blackhawk Bank was acquired by First Mid Bancshares.  They will be a subsidiary of this parent company until Blackhawk Bank is merged into FIrst Mid Bank and Trust in December.  The adjustments to the allowance have to do with the implementation of CECL and also purchase accounting adjustments made due to the acquisition.					
27614					CONF							0	0	0	0	false		0	0												0	0	0	0	-280	0	343																			
27847					CONF							0	0	-112	0	false		0	0												0	0	0	0	0	0	0												Transfer from ACL to ACL on OBS (liability)							
28013	1834				CONF							2110	692	0	0	false		0	0		2679			5535		1122	1132				0	0	0	0		0											capital contribution	change in unallocated ESOP								
28152					CONF							500	0	0	0	false		0	0					315							0	0	0	0	0	0	0					Contract Services					capital contribution from holding company									
28675					CONF				116			0	0	0	0	false		0	0					372					118		0	0	0	0	0	0	0							CORRESPONDANT BANK CHARGES	CONTRIBUTIONS							ASU 2016-01				
28732					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-132																			
29476					CONF							0	0	0	0	false		0	0												0	0	0	0	424	0	-668												0							
29636					CONF							0	0	0	0	false		0	0												0	0	0	0	-984	0	634																			
29878	256		1106	177	CONF	74			3533	195		0	0	0	0	false	65	0	0	3		132	167	1182	99		543	1045		607	0	0	0	0		0		12	716	801	MISC OPERATING INCOME			OUTSIDE SERVICE FEES EXP	MTG LOAN EXPENSE											
30052					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
30502					CONF							0	0	0	0	false		0	0												0	0	0	0	16	0	-242																			
30650					CONF							0	0	1115	0	false		0	0												0	0	0	0	-792	-792	792												Push down accounting adjustment due to bank sale / change of control 12/31/21							
30810	743642				CONF	171789			1154694			0	0	-68000	0	false		51577	0							565167					0	0	0	0		0					Net Credit Card Fee Income			Servicing Fees Paid To Affiliates					ASU 2022-02			ASU 2022-02				
31134					CONF	35	64		135			0	0	0	0	false		0	0				52	724		468				174	0	0	0	0	0	0	0				Promotional Fee	OTHER MISC INCOME		Misc Servicing												
31255	68		474	327	CONF	375	1969	1060	618	1149		0	0	0	0	false		0	0		264	13		887	101	166	225	383		290	0	0	0	0	-92	0	-464				Other mortgage loan income	PF ICS income	PF Lockbox/ PF Sweep Fee/CDARS Fee Income	Item processing	Computer support contracts											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
31826	161		151	16	CONF				369			0	0	0	0	false	34	0	0						84	758	150		471	66	0	0	0	0	17	0	-17							Other Taxes (Franchise, R/E, & Other)												
31835					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
32234					CONF							0	0	0	0	false		0	0												0	0	0	0	-58	0	341																			
32766					CONF							155	0	0	0	false		0	0												0	0	0	0	0	0	0										Stocks transaction									
32971					CONF							0	0	0	0	false		0	0												0	0	0	0	-294	0	265																			
33147					CONF							0	0	0	0	true		0	0												0	0	0	0	0	0	0														Farmers Bank & Trust received a CDFI ERP Grant on 9/16/2023 in the amount of $4,957,678.00. This will be reflected in Other Income on line RI 5 l.					
33259					CONF							0	0	0	0	false		0	0												0	0	0	0	-612	0	612																			
33370					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0															CECL adjustment				
33839					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
33857	216		9		CONF				229			0	0	0	0	false		0	0				535	941							0	0	0	0										OTHER PROFESSIONAL FEES			CAPITAL INJECTION FROM HOLDING COMPANY									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0	-352	0	352										Amount contributed to the subsidiary institution from parent holding company as a result of ECIP									
34537					CONF			8446			7921	0	0	0	0	false		0	0		6160			44507		11609		8867			0	0	0	0		18879					Loan Swap Fees/Gains		Other	Employee Relations		Other										
34555	84	5	174	78	CONF				160			0	0	0	0	false	26	0	0	10	155	23	9	811	61	503	13	104	351	23	0	0	0	0	140	0	-140	8		47				BANK OWNED LIFE INSURANCE EXPENSE												
34742					CONF							0	0	0	0	false		0	34												0	0	0	0	0	0	-78																CD Interest Correction			
35057	0	0	0	0	CONF	0	0	0	154	0	0	0	0	-96	0	false	0	0	0	0	53	0	252	619	0	0	147	146	0	0	0	0	0	0	0	0	0	0	0	0				Software Expense					Reclass Unfunded Lines Reserve to Liabilities							
35301	0	0	0	0	CONF	570000	394000	324000	643000	251000	0	0	0	0	0	false	0	-56000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	Fee Revenue received from Affiliates	Software service fees	Fees for securities lending transactions	Fees for transaction processing services	Fees for professional services						In March 2023, the Financial Accounting Standards Board (FASB) issued ASU 2023-02, Investments - Equity Method and Joint Ventures (Topic 323): Accounting for Investments in Tax Credit Structures Using the Proportional Amortization Method, which expands the use of the proportional amortization method to other types of tax credit investments, regardless of the tax credit program from which the income tax credits are received. We adopted the new standard in the second quarter of 2023, effective January 1, 2023, for renewable energy production tax credit investments under the modified retrospective approach	Effect of adoption of new accounting standard ASU-2023-02 effective Jan 1, 2023 (Accounting for Investments in Tax Credit Structures Using the Proportional Amortization Method)				
35646					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
35879					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36456					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36933					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
37051					CONF							500	0	0	0	false		0	0												0	0	0	0	65	0	-65										Capital injection									
37341					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
37435					CONF							0	0	0	0	false		0	0												0	0	0	0	-1793	0	0																			
37640	3706				CONF							0	0	0	0	false		0	0		1297			8208		13081		2594	3633		0	0	0	0																						
37659	5	0	12	0	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	1	0	0	13	154	12	0	28	43	0	21	0	0	0	0	0	0	0	0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
38740					CONF							0	0	0	0	false		0	0												0	0	0	0	-439	0	584																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0	-613	0	452																			
39756	706				CONF		226	105	600			0	0	0	0	false		0	0		141			756		641					0	0	0	0	0	0	0			769	Other Operating Income	Lease Rental Income	ICS Sweep Broker Fees	Other Operating Expense - Reserve for Security Losses	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
40499	2793				CONF					2632		1770	0	0	0	false		0	0		1633			7523		8374					0	0	0	0		0									Software licenses and amortization		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41553					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41629					CONF							0	0	0	0	false		0	0												0	0	0	0	-130	0	157																			
41825	465		87		CONF							0	0	0	0	false		0	0		102			2654		714			477		0	0	0	0	-686	0	1021																			
42037					CONF							0	0	0	0	false		0	0												0	0	0	0	-250	0	250																			
42354					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
42372					CONF							0	0	0	0	false		0	0												0	0	0	0	-996	0	924																			
42420	4394	8		363	CONF				4013			146649	0	0	0	false	2488	0	0	909	3664	325	699	6811	1339	21422	252		6236	2492	0	0	0	0		27205			48	957				Pennsylvania Shares Tax			Acquisition Activity									
42448	1345	0	315	74	CONF	690	0	0	0	0	0	0	0	0	0	false	267	0	0	100	0	85	169	3294	330	4874	187	0	2545	504	0	0	0	0	-935	0	786	65	0	0	LOAN DISCOUNT															
42457					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																						
43351					CONF							0	0	-300	0	false		0	0												0	0	0	0	0	0	0												Per FDIC Exam, Transfer off-balance sheet reserve to a liabilty account for RC-G Item 3							
43856					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43959					CONF							0	0	0	0	false		0	0												0	0	0	0	-200	0	80																			
44040					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44433					CONF							0	0	0	0	false		0	0					946			259	373			0	0	0	0	0	0	0																			
44741					CONF							0	0	0	0	false		0	0												0	0	0	0	-325	0	396																			
44750					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44929	38		63	9	CONF				92			0	0	0	0	false	11	0	0	2	55	12	102	352	23		52		280	112	0	0	0	0	0	0	0							(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	432	0	169	368	0	114	0	0	0	0	0	-327	0	416	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-96																			
45056					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
45430					CONF							0	0	0	0	false		0	0												0	0	0	0	-8	0	0																			
45458					CONF							0	0	0	0	false		0	0												0	0	0	0	271	0	-164																			
45551					CONF							0	0	-1540	0	true		0	0												0	0	0	0	0	0	0												Amount of ACL on off-balance sheet credit exposure which was included in Total ACL at 1/1/23



1540		Detailed explanation for RI-E, 6.c.(1).  This amount ($1,540) reflects the amount of allowance for credit losses on off-balance sheet credit exposures.  This amount was included in the total allowance for credit losses at 1/1/23					
45560	1894				CONF	1223	317		3343			0	0	0	0	false		0	0		572			1285		258		1009			0	0	0	0	-1338	0	121				Debit card fee income	Letter of Credit Fees		Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
46053					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
46941					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
47247	420		205	252	CONF	1392	519	427	1047			6500	0	0	0	false	58	0	0	55	399	19	428	1966	104	182	214	795	310	110	0	0	0	0	-5135	0	4850	59	-66	127	Sponsor Bank Fees	Merchant Processing Fees	Miscellaneous Income	New Loan Expense			Capital Contribution									
47500					CONF							0	0	0	0	false		0	0												0	0	0	0	192	0	-313																			
48057					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
48150					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
48374					CONF							0	0	0	0	false		0	0												0	0	0	0	-641	0	105																			
48440					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49054					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49148					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49241					CONF							1479	0	350	0	false		0	0												0	0	0	0	-3397	0	2619										Capital infusion from JBI, holding company		Reclass from Unfunded Commitment Liability Due to Loan Fundings							
49652					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49858					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49951					CONF							0	0	265	0	false		0	0												0	0	0	0	-273	0	273											0	Gain on sale of repo property							
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																						
50461			25	13	CONF	561			18	42	280	0	0	0	0	false		-3	0					150			57	4		34	0	0	0	0	0	0	0	24	22	18	Non-Interest Income from Subsidiary - Villa Tuscany Real Estate			FRB correspondent fee	Business meal and development	Non-Interest expense from Subsidiary-Villa Tuscany Real Estate						CPA true up the tax account when filing the tax return				
51253	0	0	0	0	CONF	135	0	0	479	0	0	764	0	0	0	false	0	0	0	0	0	0	809	678	0	0	0	0	0	422	0	0	0	0				0	1186	0	Cash Surrender Value of Life Insurance			Loan Expense			Loans from Holding Company									
51356	10		27		CONF							0	0	0	0	false	12	0	0			3	28	7	15		53		30		0	0	0	0	0	0	0	1	2													TAX ADJUSTMENT				
51459					CONF							0	0	-111	0	false		0	0												0	0	0	0	0	0	0												Transfer from ACL to ACL Unfunded Comittments							
51842			110		CONF							0	0	0	0	false		0	0				461	501					305		0	0	0	0	-437	0	600																			
52719	0	0	0	0	CONF	0	0	0	24200	8033	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	37841	0	0	0	0	0	0	0	0	0	0	0	0				Management Fee	Allocated Depreciation Expense											
52951					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
53051					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
54058	192				CONF	579			262			0	0	0	0	false		0	0					851							0	0	0	0	1913	0	-2300				Star Income			Star Charges												
54656	439		104	32	CONF	3			915	556		0	0	0	0	false	185	0	0	55	313	44	107	1606	174	876	137	28		189	0	0	0	0	0	0	0		3	62	Valesco Income			Holding Company Fees	Debit Card Expense				0							
54973					CONF				4764			1936	0	0	0	false		0	0		5683		1327	10476		5398					0	0	0	0										Software Maintenance			Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0	-110	0	140																			
55635					CONF							4000	0	0	0	false		0	0												0	0	0	0	-114	0	114										capital contribution through purchase of stock									
55653					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																						
56258					CONF							0	0	0	0	false		0	0												0	0	0	0	400	0	-400																			
56351					CONF				2692			8421	0	0	0	false		0	0		1138			2163		7245				2262	0	0	0	0	-2054	0	2500							software expense			Capital Contribution									
56548					CONF							0	0	0	0	true		0	0												0	0	0	0	0	0	0														Schedule RI item 9 includes a $243k tax expense reversal posted in Q2-2023 to adjust for overstated year end 2022 federal tax liability					
56717					CONF							0	0	0	0	false		0	0												0	0	0	0	50	0	-63																			
57040					CONF							0	0	0	0	false		0	0					260				135			0	0	0	0	0	0	0																			
57451					CONF							0	0	0	0	false		0	0												0	0	0	0	-783	0	1117																			
58225					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58243	2966		570	445	CONF	1390	1128		7418			0	0	0	0	false	678	0	0	70	1916	164	290	6957	429	3729	696	8077	673	586	0	0	0	0	-3768	0	5156	479		1419	Management fee revenue - JWI	Management fee revenue - JFG	ICS One-Way Sell Fee Income	Software expense												
58355					CONF							-200	0	0	0	false		0	0												0	0	0	0	0	0	0										Interest									
58551					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58636					CONF							0	0	0	0	false		0	0												0	0	0	0	-302	0	0																			
58757					CONF							0	0	0	0	false		0	0												1248	359	0	0	0	0	0																	Sale of Insurance Agency		
58971	5066				CONF	3120			9844			0	0	0	0	false		0	0		1732			9416		8363		5325			0	0	0	0	-16972	0	16254				Rent Income			Software Expense												
59316					CONF							0	0	0	0	false		0	0												0	0	0	0	-2011	250	2216																			
59352					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
59370					CONF							0	0	0	0	false		0	0												0	0	0	0	-1570	0	1860																			
59754					CONF							0	0	0	0	false		0	0												0	0	0	0	-67	0	67																			
