"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
236706																																																																																																																																		6517967	68592	0	2874	5316998	187869	183106	4763	0	108940	12789	96151	0	0	102335	548736	0	7794	0	0	0	0	0	0	0	0	0	262727	8143	27714	3528	104961	317139	737339	1614908	3871473	11529	11529	0	0	0	11529	6905	3453	0	0	0	3452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701885	350943	0	0	0	350943	317139	742342	1614908	4276795	0	148468	807454	4276795	5314124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236957																																																																																																																																		301179	2818																																																																																																														
237066																																																																																																																																		2231573	22893	0	7164	1566368	224329	220467	3862	0	0	0	0	0	0	225521	395147	490	155	0	0	0	0	0	0	0	0	0	104226	4130	13007	806	77441	462216	412142	294327	1113886	7399	7399	0	0	0	7399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369323	184662	0	0	0	184661	462216	412142	294327	1336761	0	82428	147164	1336761	1559204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237619																																																																																																																																		1963162	21070	0	8140	1150943	214171	151671	62501	0	23908	0	3908	0	20000	401099	28117	0	14	2373	0	2373	0	1	0	0	0	0	104436	1481	1806	1412	65409	554311	101515	582848	709502	0	0	0	0	0	0	23697	11849	0	0	0	11848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159026	79513	0	0	16637	60518	554311	126517	599485	784492	0	25303	299743	784492	1142803	22301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	2539	0	0	
237954																																																																																																																																		283919	4427	0	1725	218911																																																																												217186																															
238139																																																																																																																																		256130	1498	0	0	125842																																																																												125842																															
238250																																																																																																																																		75056	526																																																																																																														
238737																																																																																																																																		744986	6218	0	0	457294																																																																												457294																															
239556																																																																																																																																		587497	5756	0	0	461272																																																																												461272																															
239613																																																																																																																																		1811489	12149	0	0	1376706																																																																												1376706																															
239659																																																																																																																																		648723	11033	0	3912	617777																																																																												613865																															
240954																																																																																																																																		235388	1264																																																																																																														
241009																																																																																																																																		222320	1252																																																																																																														
241157																																																																																																																																		916979	9556	0	1525	685980	16835	8896	7939	0	0	0	0	0	0	14804	188961	36000	3000	0	0	0	0	0	0	0	0	0	44287	704	1476	1015	38503	24413	199571	290548	447817	0	0	0	0	0	0	4703	2352	0	0	0	2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26736	13368	0	0	0	13368	33494	245531	304377	469448	0	49106	152189	469448	684455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
241559																																																																																																																																		211487	2046																																																																																																														
241607																																																																																																																																		1637222	9877																																																																																																														
242257																																																																																																																																		626740	5123	0	0	498448																																																																												498448																															
242444																																																																																																																																		1988316	14570																																																																																																														
242949																																																																																																																																		112968	601	0	0	73191																																																																												73191																															
242958																																																																																																																																		151118	1492																																																																																																														
242976																																																																																																																																		922643	8153	0	0	672649	114459	104430	10029	0	10264	573	6497	0	3200	400	25047	0	13650	0	0	0	0	0	0	0	0	0	63431	0	2407	0	40338	109499	44471	245829	511664	0	0	0	0	0	0	1004	502	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32761	16381	0	0	0	16381	109499	44471	245829	532122	0	8894	122915	532122	672649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243375																																																																																																																																		3843451	11346	0	0	1365892																																																																												1365892																															
243414																																																																																																																																		302181	2515																																																																																																														
243955																																																																																																																																		44180	495	0	92	32260																																																																												32168																															
244037																																																																																																																																		180021	2299																																																																																																														
244149																																																																																																																																		433297	4690	0	38	360895	38931	3529	35402	0	15330	0	0	14665	665	20605	58042	0	0	825	0	825	0	0	0	0	0	0	67573	0	2546	0	25320	31822	142123	126170	98543	369	369	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24894	24894	0	0	0	24894	3754	1877	0	0	0	1877	31822	142123	126170	127411	0	28425	63085	127411	360857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244158																																																																																																																																		380461	6404	0	2578	306095																																																																												303517																															
244251																																																																																																																																		607372	5815	0	1815	375997																																																																												374182																															
245016	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47828	9566	0	0	0	9566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
245276																																																																																																																																		10140847	157529	0	28789	8000503	409051	83880	325171	0	519145	198896	320249	0	0	390365	1272630	0	739	0	0	0	0	0	0	0	0	0	569344	1681	25076	6872	373325	701781	2072427	1393567	5960413	4180	4180	0	0	0	4180	23936	11968	0	0	0	11968	396	79	0	0	0	79	0	0	0	0	0	0	101343	101343	0	0	83069	18274	935693	467847	0	0	0	467847	852482	2072427	1476636	6497763	0	414485	738318	6497763	7971714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245351																																																																																																																																		398905	3273	0	0	335182																																																																												335182																															
245557																																																																																																																																		1041495	9962	0	1168	703571																																																																												702403																															
246022																																																																																																																																		627363	3715																																																																																																														
246134																																																																																																																																		765940	5495																																																																																																														
246451																																																																																																																																		122458	1370																																																																																																														
246657																																																																																																																																		893331	3787	0	0	547521	113807	103077	10730	0	42348	0	42672	1	0	31632	308739	53349	78053	307	0	307	0	0	0	0	0	0	43975	54	2506	1123	40292	135908	364954	70143	411258	659	659	619	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40644	20322	0	0	0	20322	169882	364954	70143	439441	0	72991	35072	439441	547521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246947																																																																																																																																		102262	687	0	106	46691																																																																												46585																															
246956																																																																																																																																		467015	5562	0	833	378362																																																																												377529																															
247140																																																																																																																																		2136315	16224																																																																																																														
247355																																																																																																																																		1832220	13691																																																																																																														
247476																																																																																																																																		97368	365																																																																																																														
247551																																																																																																																																		388824	3536																																																																																																														
247908																																																																																																																																		1813189	16726																																																																																																														
248240																																																																																																																																		1526021	14559	0	0	1292567	61957	45372	16585	0	0	0	0	0	0	87392	36385	18050	0	0	0	0	0	0	0	0	0	0	74023	0	3463	962	56120	132998	97885	304669	966033	13366	13366	0	0	0	13366	4930	2465	0	0	0	2465	0	0	0	0	0	0	0	0	0	0	0	0	4117	4117	0	0	4109	8	61137	30569	0	1267	9590	19713	140527	99191	318368	1040045	0	19838	159184	1040045	1292567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248352																																																																																																																																		172592	1278																																																																																																														
248455																																																																																																																																		491861	2930	0	0	261063																																																																												261063																															
248633																																																																																																																																		405033	3248																																																																																																														
248745																																																																																																																																		342320	4167	0	1086	300128																																																																												299042																															
249416																																																																																																																																		159808	893																																																																																																														
249612																																																																																																																																		16866774	47168	0	0	11767407	863549	807452	56097	0	468167	0	468167	0	0	1433045	1615984	10	42000	0	0	0	0	174090	103285	67032	0	3773	1056887	6857	38251	3576	609935	3555318	2245915	1228863	9793649	909	909	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443980	721990	3061	0	3169	715760	3689678	2257966	1232032	10599944	0	451593	616016	10599944	11767407	113299	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249658																																																																																																																																		120359	770																																																																																																														
250430																																																																																																																																		119985	612																																																																																																														
250476																																																																																																																																		65794	800	0	219	46499																																																																												46280																															
250850																																																																																																																																		110792	905	0	0	74009																																																																												74009																															
251352																																																																																																																																		338087	8503	0	5440	260028	52104	49160	2944	0	0	0	0	0	0	10561	39066	51363	5300	0	0	0	0	0	0	0	0	0	33027	461	783	506	31227	61497	42793	69462	166198	380	380	27	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	468	0	0	1	121	61524	42793	69483	170338	0	8559	34742	170338	254588	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																		419433	3136	0	0	258821																																																																												258821																															
251745																																																																																																																																		536966	3186																																																																																																														
251978																																																																																																																																		543437	7943																																																																																																														
252041																																																																																																																																		687253	5254	0	0	538764																																																																												538764																															
252452																																																																																																																																		139167	408	0	0	50976																																																																												50976																															
252658																																																																																																																																		326783	2939	0	0	277883																																																																												277883																															
253356																																																																																																																																		1685602	16449																																																																																																														
253468																																																																																																																																		4923610	96031	0	54177	3411147	671129	639797	31333	0	0	0	0	0	0	391900	211246	997	37391	0	0	0	0	0	0	0	0	0	292728	0	15000	190003	86703	1031761	258298	1174284	2560370	25952	25952	0	2749	0	23203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269965	134983	0	0	0	134983	1031761	473546	1174284	2724365	0	94709	587142	2724365	3356970	190003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253646																																																																																																																																		425211	3401	0	0	307496	6565	4947	1618	0	0	0	0	0	0	69428	46357	7155	0	128	0	128	0	0	0	0	0	0	23446	353	0	276	17361	74728	48103	43893	271580	1031	1031	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6635	3318	0	0	0	3317	74728	48103	43893	275928	0	9621	21947	275928	307496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																		115863	799																																																																																																														
254317																																																																																																																																		1300808	1070																																																																																																														
254504																																																																																																																																		370479	2704	0	0	277268																																																																												277268																															
254849																																																																																																																																		601775	3961																																																																																																														
255350																																																																																																																																		138850	909																																																																																																														
255547																																																																																																																																		121849	1095	0	0	94801	6817	5317	1500	0	1710	1200	510	0	0	6104	10279	0	0	3977	0	3977	0	0	0	0	0	0	6713	0	0	0	6172	12621	16266	42022	52974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3072	1536	0	0	0	1536	12621	16266	42022	54510	0	3253	21011	54510	94801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																		315860	1720	0	0	192567																																																																												192567																															
255574																																																																																																																																		1099478	6075	0	0	735219																																																																												735219																															
255659																																																																																																																																		6959141	59233	0	1446	4623010	105921	57432	48489	0	0	0	0	0	0	836885	1352841	1985	0	285972	0	285972	0	0	0	0	0	0	252961	4492	16209	12	127579	928530	1715555	1275850	3202773	17507	17507	6179	0	0	11328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130410	130410	0	0	130410	0	615863	307932	0	0	151147	148235	1030510	1715574	1563328	3408334	0	343115	781664	3408334	4621564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256058																																																																																																																																		629296	7357																																																																																																														
256076																																																																																																																																		135264	1301																																																																																																														
256179																																																																																																																																		135085	1135																																																																																																														
256553																																																																																																																																		3926541	37824	0	0	3331001	144223	114549	29674	0	0	0	0	0	0	251958	367952	23626	403	0	0	0	0	0	0	0	0	0	217655	2853	9757	197	189872	369884	407383	220715	2860882	18167	18167	0	0	0	18167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369884	407383	220715	2879049	0	81477	110358	2879049	3331001	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																		963224	11179	0	1573	768429																																																																												766856																															
257345																																																																																																																																		261913	1829	0	0	160453																																																																												160453																															
257578																																																																																																																																		630305	5631	0	601	402414																																																																												401813																															
257653																																																																																																																																		65809	432																																																																																																														
257756																																																																																																																																		280840	2253	0	0	261386																																																																												261386																															
258146																																																																																																																																		46983	273																																																																																																														
258306																																																																																																																																		580794	4524	0	0	386267																																																																												386267																															
258379																																																																																																																																		151584	1198	0	0	95458																																																																												95458																															
258539																																																																																																																																		118987	2052																																																																																																														
258771																																																																																																																																		9453404	40000	0	0	6497985	226704	205356	21348	0	2389	0	2389	0	0	182383	906225	300896	47092	0	0	0	0	21591	21857	0	0	0	494830	592	63686	5059	276028	411148	1089359	5159843	2821076	9128	9128	0	0	0	9128	100	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	604581	604581	0	0	575221	29360	354078	177039	0	0	0	177039	414706	1089359	5735064	3119940	0	217872	2867532	3119940	6497985	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258874																																																																																																																																		100571	400	0	0	44743																																																																												44743																															
259059																																																																																																																																		128836	831																																																																																																														
259330																																																																																																																																		1064706	11380	0	740	891770	66129	64461	1668	0	1272	346	860	66	0	65117	56446	0	17772	1143	0	1143	0	0	0	0	0	0	65691	189	2272	0	47856	133042	65817	60359	812738	0	0	0	0	0	0	664	332	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133674	66504	60359	838247	0	13301	30180	838247	891030	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																		460123	5825	0	1529	363741																																																																												362212																															
259956																																																																																																																																		160213	940																																																																																																														
260055																																																																																																																																		6463341	44416	0	0	4500523	264932	209671	55261	0	1176662	27805	661298	410509	77050	16228	787445	0	17125	0	0	0	0	10481	0	0	0	0	321151	84	13125	7840	254837	254898	1521846	1798830	2997082	4932	4932	0	4932	0	0	6755	3378	0	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36740	36740	0	0	36740	0	415811	207906	0	7	103	207795	254898	1541635	1835702	3224045	0	308327	917851	3224045	4500523	10496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260831																																																																																																																																		192937	2308	0	591	142161																																																																												141570																															
261146																																																																																																																																		466303	5185																																																																																																														
261360																																																																																																																																		1021805	6816																																																																																																														
261940																																																																																																																																		1003020	8914	0	0	792158																																																																												792158																															
262059																																																																																																																																		460993	6868	0	2489	350284																																																																												347795																															
262237																																																																																																																																		468263	5158	0	708	363485																																																																												362777																															
262358																																																																																																																																		973981	9792	0	347	819987																																																																												819640																															
262741																																																																																																																																		662086	3916	0	0	523470																																																																												523470																															
262844																																																																																																																																		856354	10440	0	3383	564567																																																																												561184																															
262956																																																																																																																																		202757	2292																																																																																																														
263243																																																																																																																																		552652	4721	0	0	389037	19659	16287	3372	0	53523	0	17163	36360	0	27532	100159	0	14912	0	0	0	0	0	0	0	0	0	23332	123	1281	608	20559	45617	122428	136257	266649	167	167	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34169	17085	0	0	0	17085	45617	122428	136257	285478	0	24486	68129	285478	389037	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263627																																																																																																																																		227630	610	0	0	95371																																																																												95371																															
264455																																																																																																																																		698667	6355																																																																																																														
264772																																																																																																																																		8207342	350495	0	253809	6522387	1283549	1236167	47382	0	0	0	0	0	0	58159	364961	3262	26446	0	0	0	0	0	0	0	0	0	567058	0	33725	0	268842	1301886	608341	188905	5817326	1784	1784	0	0	0	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	543	0	0	0	543	56876	28438	0	2999	0	25439	1301886	612673	188905	5864953	0	122535	94453	5864953	6268578	8965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																		297099	1686	0	0	206848																																																																												206848																															
265407																																																																																																																																		2450354	24862	0	0	2145644																																																																												2145644																															
265452																																																																																																																																		105161	1022																																																																																																														
265676																																																																																																																																		135720	1149	0	296	76315																																																																												76019																															
266066																																																																																																																																		272328	3238	0	445	223390																																																																												222945																															
266244																																																																																																																																		315126	2732	0	0	244232																																																																												244232																															
266253																																																																																																																																		129304	1689																																																																																																														
266655																																																																																																																																		103767	969																																																																																																														
266851																																																																																																																																		337217	2642	0	0	218126																																																																												218126																															
266945																																																																																																																																		1178451	9847	0	0	984773																																																																												984773																															
267652																																																																																																																																		107041	1153																																																																																																														
268006																																																																																																																																		2857828	16248	0	0	2092721	34258	23520	10738	0	0	0	0	0	0	122349	290153	24992	0	0	0	0	0	10906	0	0	0	10906	111413	322	3667	143	100250	146336	307919	1190633	1265743	328	328	0	328	0	0	4827	2414	0	926	0	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234354	117177	0	0	735	87326	146336	309445	1191368	1354829	0	61889	595684	1354829	2092721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268136																																																																																																																																		325683	4877	0	2038	227124																																																																												225086																															
268677																																																																																																																																		744429	6007	0	0	601756	52184	51867	317	0	2162	326	1802	0	34	7787	39876	10028	5267	0	0	0	0	0	0	0	0	0	37343	118	2073	314	34687	61073	44068	149717	498040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	129	0	0	0	129	61073	44068	149717	498655	0	8814	74859	498655	601756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268828																																																																																																																																		315419	2945	0	405	203210	28923	17601	11322	0	0	0	0	0	0	40066	73048	13131	0	0	0	0	0	0	0	0	0	0	27678	600	224	1023	25831	58267	84594	41148	157153	0	0	0	0	0	0	0	0	0	0	0	0	735	147	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58267	84594	41148	164103	0	16919	20574	164103	202805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268976																																																																																																																																		769525	2125																																																																																																														
269049																																																																																																																																		793376	7161	0	0	711001																																																																												711001																															
269058																																																																																																																																		217058	1551	0	0	152959	5581	5553	28	0	0	0	0	0	0	8146	86354	4282	0	0	0	0	0	0	0	0	0	0	7432	0	2897	0	3363	13699	90226	37146	86559	609	609	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	420	0	0	0	420	16099	8050	0	0	0	8050	13699	90226	37146	98580	0	18045	18573	98580	152959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269571																																																																																																																																		92604	414	0	0	37689																																																																												37689																															
269759																																																																																																																																		61549	905																																																																																																														
270148																																																																																																																																		175782	1082	0	0	111280																																																																												111280																															
270353																																																																																																																																		60053	378	0	47	26433																																																																												26386																															
270504																																																																																																																																		1082666	9488	0	432	765726																																																																												765294																															
270531																																																																																																																																		153881	1814	0	541	110512																																																																												109971																															
270652																																																																																																																																		99225	666																																																																																																														
271136																																																																																																																																		88170	1800	0	1148	52152																																																																												51004																															
271275																																																																																																																																		450375	3220	0	0	279696	8620	5993	2627	0	2607	0	2607	0	0	13401	111483	0	0	0	0	0	0	0	0	0	0	0	23616	45	800	551	22172	19575	118521	181069	154052	0	0	0	0	0	0	320	160	0	0	0	160	894	179	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19575	118521	181070	165112	0	23704	90535	165112	279696	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
271341																																																																																																																																		106531	929	0	0	85181																																																																												85181																															
271529																																																																																																																																		710172	3705	0	0	436689																																																																												436689																															
272030																																																																																																																																		166614	1191																																																																																																														
272058																																																																																																																																		53150	295	0	0	40019																																																																												40019																															
272151																																																																																																																																		39707	126																																																																																																														
272272																																																																																																																																		4419729	49122	0	1750	3856656																																																																												3854906																															
272302																																																																																																																																		4985355	14051	0	0	3815799	176515	114669	61846	0	146185	19846	123688	2651	0	15869	63077	0	64743	11728	0	11728	0	0	0	0	0	0	296208	0	48916	0	241374	151829	309255	3129568	1029799	103	103	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60237	30119	0	0	0	23089	151829	323025	3129568	1060740	0	64605	1564784	1060740	3815799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273336																																																																																																																																		3086956	19455	0	0	1993756	248227	209559	38668	0	435263	148516	269890	16857	0	77626	563224	107596	2285	1	0	1	0	0	0	0	0	0	163202	0	2147	0	137931	439179	905128	354611	1507868	7201	7201	0	0	0	7201	585	293	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12162	6081	911	0	5170	0	440281	905128	362016	1601347	0	181026	181008	1601347	1993756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
273550																																																																																																																																		453125	3334																																																																																																														
