"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
1669																																																																																																																																																																																																																																																	
1856																																																																																																																																																																																																																																																	
2161																																																																																																																																																																																																																																																	
2732																																																																																																																																																																																																																																																	
2750																																																															0	0	0																																																																																																																																																										53799	0																					
3252																																																															0	0	0																																																																																																																																																										149276	0																					
3458																																																															0	0	0																																																																																																																																																										56778	0																					
3720																																																																																																																																																																																																																																																	
3971																																																															0	0	0																																																																																																																																																										950490	0																					
4156																																																															0	0	0																																																																																																																																																										202588	0																					
4231																																																																																																																																																																																																																																																	
5069																																																															0	0	0																																																																																																																																																										562601	0																					
5135																																																																																																																																																																																																																																																	
5210																																																															230	0	0																																																																																																																																																										1777333	0																					
5461																																																															0	0	0																																																																																																																																																										523929	0																					
5751																																																																																																																																																																																																																																																	
6039																																																																																																																																																																																																																																																	
6329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2877	2877	0	0	2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168308	0	0	0	0	0	0	0	0	-29073	0	0	0	0	0	2287	0	0	2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308424	0	0	288179	20245	7090	0	7090	7256	0	0	0	0	0	7256	1060379	0	17380	0	0	1042999	0	0	0	2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-49278	14367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95182	19036	0	0	4335	14701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14367	0	0	0	0	0	0	0	0	0	0	21551	0	0	0	0	0	0	0	1413757	0	14493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0																																																																																																																																																										285185	0																					
7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129992	0	0	0	0	0	0	0	0	-21895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62171	0	0	61667	504	0	0	0	0	0	0	0	0	0	0	49198	0	0	0	0	48831	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-23026	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	0	0	130070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																															0	0	0																																																																																																																																																										301896	0																					
7456																																																															0	0	0																																																																																																																																																										95334	0																					
7634																																																																																																																																																																																																																																																	
8462																																																																																																																																																																																																																																																	
8631																																																																																																																																																																																																																																																	
9357																																																																																																																																																																																																																																																	
9553																																																															0	0	0																																																																																																																																																										163431	0																					
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93420	168817	0	0	93420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393632	0	0	0	0	0	0	0	0	-12402	0	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701317	0	0	172864	1528453	5839	0	5839	4747	0	104	0	1415	3228	0	1243	0	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-41055	5839	0	1073	0	0	0	0	0	0	0	52593	52593	52593	0	0	0	0	0	0	0	141216	28243	0	0	0	28243	0	0	74345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5839	0	1073	0	0	0	0	0	0	0	0	8759	0	3219	0	0	0	0	0	2200509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																																																																																																																																	
10250																																																															0	0	0																																																																																																																																																										402434	0																					
10849																																																																																																																																																																																																																																																	
11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6313	0	0	1127	1127	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89612	0	0	0	0	0	0	0	0	-23428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68353	0	0	66365	1988	0	0	0	201	0	0	0	0	0	201	188183	0	409	1131	0	186643	0	0	0	-1235	0	0	0	0	0	0	0	34161	34161	0	8329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5662	201	6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37661	7532	0	0	0	7532	0	0	0	0	1921	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	6313	0	0	0	0	0	0	0	0	0	302	15783	0	0	0	0	0	0	317626	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																																																																																																																																	
11837																																																															0	0	0																																																																																																																																																										78130	0																					
12030																																																															0	0	0																																																																																																																																																										388149	0																					
12142																																																																																																																																																																																																																																																	
12311																																																																											0	0																																																																																																																																																																					
12647																																																																																																																																																																																																																																																	
12946																																																															0	0	0																																																																																																																																																										2279132	0																					
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603113				0	0	0	0	0	-61425	0	202705	3530	0	0	5862	0	0	5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931596	0	0	872008	59588	13811	0	13811	12081	0	0	0	0	0	12081	1416678	0	267	11182	0	1405229	0	0	0	18326	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65445	25892	0	202705	40	3530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81998	16400	0	0	0	16400	0	0	0	0	16061	0	0	0	0	16061	0	0	0	0	0	0	0	0	0	0	0	0	25892	0	202705	40	3530	0	0	0	0	0	0	38838	0	608115	160	21180	0	0	0	2945331	0	0	11610	101237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																															0	0	0																																																																																																																																																										36578	0																					
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																																																																																																	
16551																																																																																																																																																																																																																																																	
17110																																																																																																																																																																																																																																																	
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131285	0	0	93758	37869	0	0	93758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495361	7447	0	0	0	0	0	0	0	-382509	0	0	0	0	0	28422	0	0	28422	0	0	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	2550	0	3567566	0	124	2253233	1314209	20634	0	20634	29499	0	0	461	0	0	29038	8653723	0	3021	52020	0	8598682	0	0	0	738144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149853	49773	131285	0	0	0	0	0	0	0	0	152537	152537	0	0	0	152537	0	0	0	0	1579019	315804	0	0	209	315595	0	0	1679072	0	29218	0	0	14609	0	14609	0	0	0	0	0	0	0	0	0	0	0	0	49773	131285	0	0	0	0	0	0	0	0	0	74660	328213	0	0	0	0	0	0	14738619	0	159381	841030	1667571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																															0	0	0																																																																																																																																																										46452	0																					
17950																																																															0	0	0																																																																																																																																																										406640	0																					
17978																																																																																																																																																																																																																																																	
18050																																																															0	0	0																																																																																																																																																										611743	0																					
18827																																																															0	0	0																																																																																																																																																										1724961	0																					
18836																																																																																																																																																																																																																																																	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167138	0	0	0	0	0	0	0	0	-11858	0	0	0	0	0	1143	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134014	0	0	96521	37493	0	0	0	51099	0	0	0	0	51099	0	1207664	0	9916	13906	0	1183842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135679	27136	118	21	231	26766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																																																																																																																																	
19936																																																															0	0	0																																																																																																																																																										279583	0																					
19972																																																															0	0	0																																																																																																																																																										48114	0																					
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																															0	0	0																																																																																																																																																										387027	0																					
21256																																																																																																																																																																																																																																																	
21359																																																															0	0	0																																																																																																																																																										42074	0																					
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
