"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
171133	0	0	0	0	0	0		0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0						0		0	0	0	0	0																0		false	false								0	0	0	0	0	0																					www.enbfl.com	
171656																														289	0	19991	289	0	19991		0	0	0	0	0	2342	1	0	true	0	0	19991	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					1	4	0	0	0	0																					www.carsonbank.com	
171759																														557	0	0	0	557	11355		0	0	0	0	0	4613	1	664			5000	0	3591	2764	0	0	5000	0	0	0	8550	5000				0						0	0	0	0	0	0																					www.fmcommunity.com	
171768																														1033	0	53123	0	0	160298		0	0	0	0	0	25	0	0			20000	53123	11275	8520	67380	0	20000	0	0	0	0	20000			18	1033						2	189	0	0	0	0																						
172251																														0	0	0	0	0	0		0	0	0	0	0	30	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
172457																														0	0	19741	0	0	24741		0	0	0	0	0	2088	3	0			0	19741	0	5000	0	0	0	0	0	0	0	0				0						1	7	0	0	0	0																					http://www.citizensedmond.com	
172475																														209	0	18375	74	135	38714		0	0	0	0	0	1218	0	135			0	18375	16839	3500	0	0	0	0	0	0	0	0			0	0				1	true	3	67	0	0	0	0																						
172859																														5112	0	8800	4417	0	10790		0	0	0	0	0	3071	1	0			0	8800	500	1000	490	10790	0	0	0	0	0	0			60	695						0	0	0	0	0	0																						
173306																														543	0	0	0	543	45215		0	0	0	0	0	453	0	538	false	0	44000	0	0	250	965	0	44000	0	0	0	0	44000	true	false		0	0					0	0	0	0	0	0																					nbmvt.com	
173342																														0	0	15000	0	0	15000		0	0	0	0	0	123	0	0			0	15000	0	0	0	0	0	0	0	0	0	0			0	0						2	147	0	0	0	0																						
173557																														0	0	0	0	0	0		0	0	0	0	0	5068	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
173575																														0	0	93120	0	0	93120		0	0	0	0	0	7253	6	0	true	0	0	93120	0	0	0	0	0	0	0	0	0	0	false	false	9162	0	0					0	0	0	0	0	0																					www.village-bank.com	
173641																														0	0	0	0	0	0		0	0	0	0	0	3820	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
173959																														0	35	0	0	0	0		0	0	35	0	0	120	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
174321																														0	0	0	0	0	0		0	0	0	0	0	539	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
174367																														2575	0	2500	2575	0	7500		0	0	0	0	0	980	1	0	false	0	5000	2500	0	0	0	0	5000	0	0	0	0	5000	true	false		0	0					0	0	0	0	0	0																					www.commercebanktx.com	
174572																														117839	0	755461	104693	1447	1310204		0	0	0	0	0	3034	2	2919	false	0	0	755461	280443	236113	0	0	0	0	0	38187	0	38187	true	false	0	11699	0			1	true	4	866	0	0	0	0																					www.columbiabankonline.com	
175056																														2434	0	0	2434	0	0		0	0	0	0	0	1076	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					http://www.bankofwesternoklahoma.com	
175140																														7580	60	7000	6328	1019	18979		0	0	60	0	0	4660	3	1019	true	0	10000	7000	0	0	0	0	10000	0	0	1979	0	1979	false	false		233	0					4	39	0	0	0	0																					http://www.cfbank.com	
175458																														0	0	0	0	0	0		0	0	0	0	0	773	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					WWW.BANKOFMEAD.COM	
175609																														2380	0	0	2380	0	0		0	0	0	0	0	3895	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.bankofmillbrook.com	
176101																														0	0	146000	0	0	156000		0	0	0	0	0	16854	6	0	false	0	0	146000	0	10000	0	0	0	0	0	0	0	0	true	true		0	0					1	227	0	0	0	0																					www.orangebanktrust.com	
176325																														0	0	7000	0	0	17000		0	0	0	0	0	1434	1	0	false	0	0	7000	0	10000	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					http://www.bankwithfm.com	
176437																														0	0	0	0	0	0		0	0	0	0	0	147	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
176464																														19863	0	50000	18884	0	50000		0	0	0	0	0	14080	3	0			0	50000	0	0	0	0	0	0	0	0	0	0				979						0	0	0	0	0	0																						
176642																														747	27	1000	0	747	16000		0	0	27	0	0	1007	0	747			15000	1000	0	0	0	0	15000	0	0	0	0	15000				0						0	0	0	0	0	0																						
177135																														0	0	0	0	0	0		0	0	0	0	0	1224	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
177443																														29	0	6000	29	0	10000		0	0	0	0	0	1109	1	0			0	6000	4000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
177500																														0	0	0	0	0	0		0	0	0	0	0	395	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.fnborwell.com	
177555																														0	0	4717	0	0	5828		0	0	0	0	0	40	0	0			1111	4717	0	0	0	0	1111	0	0	0	0	1111				0						0	0	0	0	0	0																					http://www.corngrowersbank.com	
177751																														136	0	0	136	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
177920																														44875	5792	118000	36197	1772	121665		0	0	0	0	5792	16779	3	1772	true	0	201	118000	0	0	0	0	201	435	471	2558	0	3665	false	false		6906	0					9	505	0	0	0	0																					www.middlefieldbank.bank	
178150																														29	0	0	29	0	0		0	0	0	0	0	531	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						1	13	0	0	0	0																						
178244																														0	0	7	0	0	21		0	0	0	0	0	306	0	0			0	7	14	0	0	0	0	0	0	0	0	0			0	0						1	2	0	0	0	0																						
178356																														0	0	0	0	0	0		0	0	0	0	0	9	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
178851																														906	0	0	0	0	0		0	0	0	0	0	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0			42	906						0	0	0	0	0	0																						
179148																														0	0	5005	0	0	5005		0	0	0	0	0	289	0	0			0	5005	0	0	0	0	0	0	0	0	0	0			3	0						0	0	0	0	0	0																						
179335																														0	16	0	0	0	0		0	0	16	0	0	5655	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
179700																														330	0	17930	0	330	53247		0	0	0	0	0	4636	2	541	false	0	0	17930	35000	0	0	35000	0	0	0	317	0	0	false	false	6105	0	0					0	0	0	0	0	0																					www.clintonsavings.com	
180144																														38	0	0	0	0	0		0	0	0	0	0	2578	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	38						0	0	0	0	0	0																						
180537																														7041	0	0	6516	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				525						0	0	0	0	0	0																						
180845																														4362	0	6000	4341	21	15000		0	0	0	0	0	934	0	21			0	6000	9000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
181963																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
182951																														0	49	8000	0	0	26000		49	0	0	0	0	51	1	0			0	8000	18000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
183668																														207	0	0	0	207	0		0	0	0	0	0	6626	3	207			0	0	0	0	0	0	0	0	0	0	0	0			3000	0						0	0	0	0	0	0																					http://www.hcnbank.com	
183770																														121	0	42630	0	121	48624		0	0	0	0	0	3162	2	121			0	42630	0	5994	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
183958																														0	0	23975	0	0	23975		0	0	0	0	0	3164	2	0			0	23975	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
184656																														0	0	0	0	0	12695		0	0	0	0	0	1959	1	0	false	0	12695	0	0	0	0	0	12695	0	0	0	0	12695	true	false		0	0					0	0	0	0	0	0																					www.cnbhillsboro.com	
184759																														0	25	0	0	0	0		0	0	0	0	25	270	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
185251																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
185448																														0	3345	9385	0	0	9385		152	0	2652	0	541	3	0	0	false	0	0	9385	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					http://www.solonstatebank.com	
185859																														8579	167	600	6803	0	600		167	0	0	0	0	383	0	0			0	600	0	0	0	0	0	0	0	0	0	0				1776						6	116	0	0	0	0																					http://www.lindellbank.com	
186221																														1848	344	49450	1650	0	69450		0	0	0	0	344	2229	1	0	false	0	0	49450	20000	0	0	0	0	0	0	0	0	0	false	false		198	0					6	60	0	0	0	0																					http://www.oldpoint.com	
186548																														0	0	0	0	0	15		0	0	0	0	0	6005	3	0			0	0	0	0	0	0	0	15	0	0	0	15			0	0						0	0	0	0	0	0																						
186717																														0	2620	0	0	0	0		1096	0	260	1264	0	1381	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
186744																														2851	0	0	0	2840	0		0	0	0	0	0	43398	3	2840			0	0	0	0	0	0	0	0	0	0	0	0				11						2	97	0	0	0	0																						
187648																														0	92	0	0	0	1490		0	0	92	0	0	78	0	0			990	0	500	0	0	0	990	0	0	0	0	990				0						0	0	0	0	0	0																						
187947																														895	0	176000	0	895	266000		0	0	0	0	0	619	0	895	true	0	70000	176000	20000	0	0	0	70000	0	0	0	0	70000	true	true	0	0	0					0	0	0	0	0	0																					WWW.BANKIOWA.BANK	
188056																														0	0	0	0	0	68		0	0	0	0	0	1869	1	0			0	0	0	0	0	0	0	0	0	68	0	0			0	0						3	291	0	0	0	0																						
188177																														0	0	0	0	0	0		0	0	0	0	0	211	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0			2	true	0	0	0	0	0	0																					www.wfsavings.com	
188430																														113	0	85000	0	93	85350		0	0	0	0	0	5429	2	293	false	0	0	85000	0	0	0	0	0	0	350	0	0	350	true	false	0	20	0					0	0	0	0	0	0					www.floridacapitalbank.com/personal-checking-accounts/	FLCBank	www.floridacapitalbank.com/personal-savings-accounts/	Florida Capital Bank	www.floridacapitalbank.com/personal-banking/checking-and-savings		www.floridacapitalbank.com/personal-online-mobile-banking/		www.floridacapitalbank.com/treasury-management-services/		www.floridacapitalbank.com/deposit-rates/		www.floridacapitalbank.com/business-accounts/	www.floridacapitalbank.com/online-mobile-banking/			www.flcb.com	
188449																														0	0	0	0	0	0		0	0	0	0	0	262	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					1	13	0	0	0	0																					www.wearepcsb.com	
188720																														0	0	0	0	0	0		0	0	0	0	0	812	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
188739																														0	223	0	0	0	0		0	0	155	0	68	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.basilebank.com	
188917																														0	0	0	0	0	0		0	0	0	0	0	2542	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.fnbabsecon.com	
189129																														5329	0	41	4728	601	1808		0	0	0	0	0	757	0	601			0	41	0	0	1767	0	0	0	0	0	0	0			0	0						3	94	0	0	0	0																						
189950																														274	0	9000	274	0	9000		0	0	0	0	0	563	1	0			0	9000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
190563																														3734	0	0	3201	0	0		0	0	0	0	0	1168	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	533						0	0	0	0	0	0																						
190648																														176	0	0	176	0	0		0	0	0	0	0	9550	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.iowasavingsbank.com	
190947																														0	0	0	0	0	0		0	0	0	0	0	291	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.stuartbank.com	
190956																														155	0	0	0	0	0		0	0	0	0	0	1483	2	0			0	0	0	0	0	0	0	0	0	0	0	0				155						0	0	0	0	0	0																						
191355																														4	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		4	0					0	0	0	0	0	0																					http://www.frontierbankco.com	
191935																														0	0	70340	0	0	70340		0	0	0	0	0	1900	1	0			0	70340	0	0	0	0	0	0	0	0	0	0			0	0						6	3129	0	0	0	0																						
192147																														477	0	0	477	0	0		0	0	0	0	0	3948	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	3970	0	0					0	0	0	0	0	0																					http://www.cbankandtrust.com	
192558																														2388	0	0	0	2388	8000		0	0	0	0	0	7782	6	2388	false	0	0	0	4000	4000	0	0	0	0	0	0	0	0	true	false		0	0					1	2	0	0	0	0																					www.firstbankkansas.com	
192651																														839	0	0	839	0	0		0	0	0	0	0	204	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.peoplesstatebankwells.com	
192857																														0	0	0	0	0	0		0	0	0	0	0	269	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
193162																														81	88	0	0	0	500		0	0	0	0	88	1040	1	0			500	0	0	0	0	0	500	0	0	0	0	500			0	81						0	0	0	0	0	0																						
193537																														0	57	0	0	0	0		0	0	57	0	0	1708	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
193649																														0	0	0	0	0	0		0	0	0	0	0	1367	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0					0	0	0	0	0	0																					www.ftsbank.com	
193809																														2914	0	292101	0	2914	300101		0	0	0	0	0	21605	3	2914	true	0	6599	292101	800	601	0	0	6599	0	0	0	0	6599	false	false	32242	0	0					4	335	0	0	0	0																					www.dedhamsavings.com	
194440																														0	0	5650	0	0	19950		0	0	0	0	0	1083	0	0			0	5650	7300	7000	0	0	0	0	0	0	0	0			47	0						0	0	0	0	0	0																						
194570																														812	0	24707	0	812	25707		0	0	0	0	0	361	0	812			0	24707	1000	0	0	0	0	0	0	0	0	0			0	0				2	true	0	0	0	0	0	0																						
194936																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
195111																														4582	0	40000	2234	2080	87683		0	0	0	0	0	510	0	4786			0	40000	47683	0	0	0	0	0	0	0	0	0				268						6	314	0	0	0	0																					http://www.rhinebeckbank.com	
195157																														1026	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1026						0	0	0	0	0	0																						
195456																														0	0	0	0	0	0		0	0	0	0	0	61	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
196752																														4	0	0	0	0	46750		0	0	0	0	0	0	0	0	false	0	0	0	1750	27500	17500	0	0	0	0	0	0	0	true	false		4	0					0	0	0	0	0	0																					http://www.tricentury.bank	
196800																														1675	0	110500	0	1618	124000		0	0	0	0	0	7025	2	1618	true	0	0	110500	13000	500	0	0	0	0	0	0	0	0	true	true	0	57	0					4	172	0	0	0	0					http://www.vineyardbank.com	Vineyard Bank	http://www.advisersbank.com	Advisers Bank	http://www.windwardbank.com	Windward Bank	http://www.agilebanking.com	Agile Banking									http://www.mvbank.com	
197142																														0	0	84	0	0	28763		0	0	0	0	0	0	0	0			0	84	529	4308	23842	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
197254																														983	0	0	983	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					http://www.fnbspearville.com	
197302																														143	0	0	0	143	7500		0	0	0	0	0	13653	4	143			0	0	7500	0	0	0	0	0	0	0	0	0			4875	0						0	0	0	0	0	0																						
197478	471196	0	0	465547	4747	4504914		0	0	9142	true	0	4500020	0	0	0	0	0	4500020	37	342	4515	4504914	27518	902	0			0						4504857		0	0	0	0	0																0		true	true								112	67237	0	0	0	0					https://www.velobank.com																https://www.eastwestbank.com	
197759																														4929	0	3000	4520	0	13000		0	0	0	0	0	11405	5	0			10000	3000	0	0	0	0	10000	0	0	0	0	10000			84	409						2	16	0	0	0	0																						
198073																														0	0	71	0	0	4667		0	0	0	0	0	0	0	0			0	71	0	2833	1763	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
198149																														3801	1321	14000	718	2759	49000		0	1321	0	0	0	1148	1	2759			0	39000	5000	5000	0	25000	0	0	0	0	0	0			6	324						0	0	0	0	0	0																						
198251																														2122	0	8000	0	2122	35000		0	0	0	0	0	0	0	2122			0	8000	27000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
198961																														0	0	0	0	0	10282		0	0	0	0	0	89	0	0			10000	0	0	0	282	0	10000	0	0	0	0	10000			0	0						0	0	0	0	0	0																						
199137																														0	0	0	0	0	0		0	0	0	0	0	6600	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
199351																														3022	183	15200	2777	0	15650		0	0	0	0	183	4925	5	0			0	15200	350	0	100	0	0	0	0	0	0	0			0	245						0	0	0	0	0	0																						
199436																														0	0	0	0	0	0		0	0	0	0	0	4609	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
199463																														23	0	50000	0	0	50000		0	0	0	0	0	1512	1	0			0	50000	0	0	0	0	0	0	0	0	0	0				23						0	0	0	0	0	0																						
200378																														140897	882	0	114312	20443	1194143		0	0	882	0	0	2811	1	22863	false	0	385809	0	308329	500000	0	0	385809	5	0	0	0	200009	false	false	0	6142	0					14	3327	0	0	0	0																					www.bancofcal.com	
200435																														0	0	0	0	0	154		0	0	0	0	0	1438	0	0	false	0	154	0	0	0	0	0	154	0	0	0	0	154	true	true	0	0	0					0	0	0	0	0	0																					www.crews.bank	
201254																														0	0	0	0	0	5000		0	0	0	0	0	0	0	0			0	0	5000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.americanafinancial.com	
201834																														0	0	47000	0	0	177000		0	0	0	0	0	39247	6	0	false	0	20000	47000	68000	42000	0	0	20000	0	0	0	0	0	false	true	250	0	0					5	823	0	0	0	0																					http://WWW.LAKESIDEBANK.COM	
202514																														46	0	0	46	0	0		0	0	0	0	0	437	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
202541																														0	0	0	0	0	0		0	0	0	0	0	323	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
202907																														750024	578	2345	736036	1493	316836		0	0	578	0	0	10298	6	4431	true	0	0	2345	12125	301879	487	0	0	0	0	0	0	0	true	false	0	12495	0					17	489	0	0	0	0																					www.cbna.com	
203043																														3448	0	24000	1116	2332	62000		0	0	0	0	0	25112	17	2332	false	0	28000	24000	0	10000	0	0	28000	0	0	0	0	28000	false	false		0	0			1	true	0	0	0	0	0	0																					www.mhbank.com	
203052																														0	0	0	0	0	0		0	0	0	0	0	331	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.senathstatebank.com	
203575																														0	0	3050	0	0	5257		0	0	0	0	0	709	0	0			0	3050	708	619	880	0	0	0	0	0	0	0			0	0				1	true	1	24	0	0	0	0																						
204004																														458663	16489	1433477	443623	571	2017693		0	0	0	0	16489	3662	3	2213	true	0	2145	1433477	408805	100000	0	150000	2145	16804	14554	41908	0	0	true	false	696	14469	0					9	2594	0	0	0	0																					http://www.provident.Bank	
204237																														282	920	0	282	0	0		40	0	592	0	288	1072	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																						
204826																														0	0	0	0	0	0		0	0	0	0	0	6854	4	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.firstnbank.bank	
205243																														144	55	0	144	0	30000		5	0	28	0	22	7238	1	0			0	0	30000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
205346																														830	0	0	0	830	0		0	0	0	0	0	3803	3	830			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
205458																														0	0	0	0	0	2592		0	0	0	0	0	0	0	0			0	0	2000	592	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					statebankoftaunton.com	
205542																														0	0	0	0	0	3000		0	0	0	0	0	1306	1	0			3000	0	0	0	0	0	3000	0	0	0	0	3000			0	0						0	0	0	0	0	0																						
206156																														0	460	0	0	0	0		0	0	0	0	460	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						2	78	0	0	0	0																						
206174																														546	0	2000	399	0	16917		0	0	0	0	0	9312	2	0			0	2000	5722	8195	1000	0	0	0	0	0	0	0			0	147						2	6	0	0	0	0																						
206473																														407	84	0	0	407	0		0	0	84	0	0	0	0	1126			0	0	0	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																						
206772																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.eibankca.com	
206950																														0	0	54	0	0	392		0	0	0	0	0	387	1	0			0	54	81	0	257	392	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
207041																														0	0	0	0	0	0		0	0	0	0	0	193	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						9	89	0	0	0	0																					http://www.fnbbrownstown.com	
207050																														51116	235	7350	0	50417	20350		0	0	235	0	0	10741	1	50417			13000	7350	0	0	0	0	13000	0	0	0	0	13000			0	699						0	0	0	0	0	0																					https://Westgate.bank	
207452																														0	69	1500	0	0	11571		0	0	69	0	0	3394	1	0			0	1500	3000	4500	2571	0	0	0	0	0	0	0				0						3	8	0	0	0	0																						
207470																														450	0	0	0	450	0		0	0	0	0	0	448	0	450			0	0	0	0	0	0	0	0	0	0	0	0				0				1	true	0	0	0	0	0	0																						
207555																														1371	0	0	1371	0	0		0	0	0	0	0	580	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.nwbanks.com	
207845																														29391	0	0	24699	4228	130000		0	0	0	0	0	6461	2	4228			0	0	0	75000	55000	0	0	0	0	0	13900	0				464						0	0	0	0	0	0																					www.bankatfirstnational.com	
207872																														1591	0	0	0	0	30000		0	0	0	0	0	24	0	0			30000	0	0	0	0	0	30000	0	0	0	0	30000				1591						4	391	0	0	0	0																					http://firstutahbank.com	
208057																														1845	735	0	0	1845	0		341	0	394	0	0	0	0	1845	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					WWW.VERMILLIONBANK.COM	
208244	2054262	2365	125000	1915823	36226	4761242		22294	4	49957	true	0	204922	750000	250528	850000	2562047	3025500	204922	0	0	143745	348265	20639	102213	0			0						4761242		211	0	1837	0	317																0		true	true								189	16590	0	0	0	0																					http://www.oldnational.com	
208347																														0	75	0	0	0	3125		0	0	0	75	0	1117	1	0	false	0	0	0	500	2125	500	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					https://bentonbank.com/	
208440																														0	0	3150	0	0	3150		0	0	0	0	0	336	0	0			0	3150	0	0	0	0	0	0	0	0	0	0			26	0						0	0	0	0	0	0																						
208459																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
208570																														0	0	0	0	0	40000		0	0	0	0	0	1487	1	0			0	0	40000	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																						
208655																														30	0	0	30	0	10000		0	0	0	0	0	3325	1	0			0	0	0	10000	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
208972																														0	0	0	0	0	10492		0	0	0	0	0	340	0	0			0	0	7000	3492	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
209148																														10150	0	15000	8917	978	15000		0	0	0	0	0	3660	1	978	false	0	0	15000	0	0	0	0	0	0	0	0	0	0	true	false	0	255	0					0	0	0	0	0	0						First Bank															www.myfirst.bank	
209362																														3269	0	0	0	3269	0		0	0	0	0	0	0	0	3269			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.whittierbank.com	
209559																														0	0	0	0	0	0		0	0	0	0	0	5368	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fnbwashington.com	
209858																														25435	236	72000	18660	0	88718		0	236	0	0	0	4002	2	0			16718	72000	0	0	0	0	16718	0	0	0	0	16718			13	6775						1	117	0	0	0	0																					https://inbank.com/	
210238																														0	240	0	0	0	0		240	0	0	0	0	796	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						1	7	0	0	0	0																						
210256																														1344	0	0	1344	0	0		0	0	0	0	0	17	0	0			0	0	0	0	0	0	0	0	0	0	4250	0			0	0						0	0	0	0	0	0																						
210434	705907	284	4905000	635680	0	10910442		285275	6	0	true	193038867	688917	4905000	3600000	0	0	0	688917	1716525	0	0	0	0	70227	0			0						10221525		0	0	284	0	0																0		true	true								2	767	0	0	0	0																					www.northerntrust.com	
211114																														0	0	4050	0	0	4050		0	0	0	0	0	1038	4	0	false	0	0	4050	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					http://www.hydencitizensbank.com	
211271																														30747	8458	50000	3562	26281	573000		1216	0	2087	0	5155	0	0	26281	false	0	100000	50000	263000	60000	100000	473000	100000	0	0	0	0	100000	false	false	0	904	0			1	true	0	0	0	0	0	0																					www.nasb.com	
211338																														0	0	23675	0	0	23675		0	0	0	0	0	2044	1	0			0	23675	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																						
211851																														0	0	750	0	0	2424		0	0	0	0	0	2515	2	0			40	750	1000	500	0	0	40	84	42	8	0	0				0						0	0	0	0	0	0																						
212018																														0	0	54000	0	0	61000		0	0	0	0	0	2184	1	0	true	0	3000	54000	4000	0	0	0	3000	0	0	0	0	3000	true	false		0	0					0	0	0	0	0	0																					www.pennian.bank	
212344																														640	0	0	640	0	2227		0	0	0	0	0	5275	5	0			0	0	2000	0	227	0	0	0	0	0	0	0			61	0						0	0	0	0	0	0																					http://www.csbwyoming.com	
