"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
14753																				182	58	866		30				596					0	0	0	0				
14865																				733	4539	27722		2308				8149					0	8177	1912	1904				
14977																				25	88	789	77	88				588			11		0	0	0	0				
16551																				3790	0	11828		1367				1993					0	4678	0	0				
17110																				219	0	4772	1413	4297				256			2829		0	0	0	0				
17147																			0	41762	92622	719684	0	187513	0	0	0	92544	89743	0	0	0	0	216176	70232	18835				
17259																				561	0	3310		58				544					0	2147	0	0				
17950																				1675	11365	19540		801				5398					0	0	0	301				
17978																				302	198	1770		139				1131					0	0	0	0				
18050																				4854	0	22940		3547				3771					0	10768	0	0				
18827																				15325	15961	136096		41905				17222					0	24572	0	21111				
18836																				535	1293	8335		1378				619					0	4510	0	0				
18854																				1278	6012	33713		17624	13853			8799					0	0	0	0	Oil & Gas Assets			
19356																				690	0	5025		466				875					0	2994	0	0				
19936																				563	3502	13109		513				1997					0	6534	0	0				
19972																				33	466	6508		63				298					0	4185	0	1463				
20053																				471	641	3625		101				1073					0	1339	0	0				
20633																				1244	2832	14135		1462				1054					0	7543	0	0				
20857																				706	0	7092		487				5719					0	180	0	0				
21256																				59	0	520		28				51					0	382	0	0				
21359																				318	0	1408		213				686					0	191	0	0				
21658																				1173	0	6493	228	247				1232					0	3234	0	607				
22048																				1198	0	10514		2094				1403					0	5819	0	0				
22543																				824	0	3003		946				1233					0	0	0	0				
22552																				901	0	2127		87				1139					0	0	0	0				
22730																				440	3991	10168		977				1188					0	3572	0	0				
23456																				815	0	6611		644				1989					0	3163	0	0				
23504																				74346	57320	579746	18912	40475	5186			55328	14120				0	296964	36785	18528	ACCRUED TAX RECEIVABLE			
23643																				1810	0	9762		256				1200					0	3678	0	2818				
23755																				933	0	8315		402				1107					0	5873	0	0				
24006																				5041	13824	84805		20162				8655					0	33346	0	3777				
24378																				416	201	1151		235				299					0	0	0	0				
24659																				56	0	988		0				932					0	0	0	0				
24949																				1581	2717	17030		538				1879					0	10315	0	0				
25357																				3655	0	12907		730				8522					0	0	0	0				
25647																				1315	1635	5434	363	745				1739			382		0	0	0	0				
26765																				14150	0	108607		7246				13745					0	57465	1272	14729				
27070																				8243	4794	49443		1697				3051					0	31658	0	0				
27614																				1155	8094	21725		1073				2679					0	8724	0	0				
27847																				2314	0	29469		2148				5487					0	14866	0	4654				
28013																				49915	32686	284214	2605	9748				19358					0	106854	0	65653				
28152																				507	0	7004	189	1641				1118	1451				0	3738	0	0				
28675																				1517	1439	4348	191	398				994					0	0	0	0				
28732																				141	1031	2839		123				506					0	1038	0	0				
29476																				711	81	5399		586				995					0	3026	0	0				
29636																				3100	27499	76167		14347				4783					0	19157	834	6447				
29878																				2457	12030	27403	415	6025	1376	4057		6891			177		0	0	0	0	Seat License, CRA Investment, Right of Use	Additional Minimum Liabilty Pension	Debit Escrow	
30052																				127	0	318		55				136					0	0	0	0				
30502																				3303	13159	27457		7298				3697					0	0	0	0				
30810		51841	2719414	4754193		493406		154313	244248	1489532					0	0	0	0																				Investment Receivable	Income Tax Receivable	
31134																				155	952	3430	488	518				1172					0	633	0	0				
31255																				3707	0	31232	1855	3088				5102					0	17226	0	2109				
31657																				409	0	5649		178				670					0	3287	0	1105				
31826																				1955	1634	12000	379	1670	1070			1783					0	4958	0	0	Deferred Compensation			
31835																				1984	1222	20453		2120				1814					0	12433	0	880				
32234																				2990	8709	17198		3131				2368					0	0	0	0				
32766																				2058	0	3220		250				912					0	0	0	0				
32971																				1469	2675	16957		1404				1443					0	9663	0	303				
33147																				801	0	11822		1811				4149					0	4286	0	775				
33259																				2258	5905	28645		894				3626					0	15962	0	0				
33370																				281	273	562		0				8					0	0	0	0				
33839																				90	0	505		188				227					0	0	0	0				
33857																				7050	0	18124	2916	3062				8012					0	0	0	0				
34434																				1084	0	6641		1573				1574					0	2410	0	0				
34537																				72835	106679	616854		85480				50631	34936				0	285396	0	15833				
34555																				4030	0	15851	641	739				3618		46	2		0	7464	0	0				
34742																				3616	1910	21098		1770				2611					0	11191	0	0				
35057																				735	35	5731	227	645				1314					0	2232	0	770				
35301	0	556000	909000	40472000	0	34177000	20857000	0	0	1060000	0	0	0	0	0	657000	3113000	0		555000																	Collateral deposits, net			
35646																				513	563	4818		83				435					0	3224	0	0				
35879																				1224	4834	15369		1105				690					0	7516	0	0				
36456																				307	1566	4337		367				1214					0	883	0	0				
36933																				1111	2943	10378		614				1875					0	3835	0	0				
37051																				680	0	1915		93				912					0	230	0	0				
37341																				637	0	2597		130				615					0	1215	0	0				
37435																				1562	11322	29426		8563				7979					0	0	0	0				
37640																				14630	56941	215556		38715				21400					0	55058	0	28812				
37659																			52	52	0	2293	20	650				514					0	1077	0	0				
37949																				481	0	9548		154				1878					0	7035	0	0				
38740																				2587	4055	15457		676				1274					0	6865	0	0				
39327																				615	3761	31329		3927				2312					0	20114	600	0				
39756																				809	0	21027	1167	1736				6945			14		0	9014	0	2523	0			
40033																				321	0	4042		821				163					0	940	0	1797				
40499																				27975	16457	200952		39749	15315			19470					0	91227	1879	4195	DEFERRED COMPENSATION PLAN ASSETS			
40855																				820	0	2158		89				1249					0	0	0	0				
41553																				462	0	3039		38				620					0	1919	0	0				
41629																				1600	311	6223		2679				1139					0	494	0	0				
41825																				1405	4870	18218	1158	1656				3164					0	5109	0	2014	Other Assets	Health Insurance Reserve		
42037																				65	1103	4210		84				592					0	2089	0	277				
42354																				1170	0	7822		149				1594					0	4909	0	0				
42372																				786	3387	13315		730				1597					0	6815	0	0				
42420																				25397	60863	462653		100535	28349			46403	45864				0	151380	68239	9836	Limited Partnership Investments			
42448																				9068	2485	51907		3444				15718					0	21192	0	0				
42457																				624	0	1823		620				579					0	0	0	0				
43052																				2326	78	7673		407				428					0	4434	0	0				
43351																				657	109	8598		532				4838					0	0	1269	1193				
43856																				1120	322	3576		303				264					0	1567	0	0				
43959																				493	3224	10394		270				703					0	5704	0	0				
44040																				1393	5336	16359		172				3411					0	6047	0	0				
44433																			120	3812	3518	11005	798	1336				2339	82				0	0	0	0				
44741																				1459	2045	7244		709				3031					0	0	0	0				
44750																				1995	2857	11401		201				915					0	3613	0	1820				
44929																				544	0	4702	282	287				565					0	1475	0	1831				
45038																				219	3412	6893		82				1067					0	2113	0	0				
45056																				229	290	1701		158				1024					0	0	0	0				
45430																				479	2353	7229		290				449					0	2015	0	1643				
45458																				2894	3065	11663		577				1830					0	3186	111	0				
45551																				5589	8995	52847		8806				12148					0	14191	0	3118				
45560																				9775	0	66591	12743	16621				9532					0	26552	0	4111	Investment Securities			
45775																				734	2016	7972		251				565					0	4406	0	0				
46053																				2474	0	10876		636				1275					0	6154	0	337				
46941																				217	0	6330		527				862					0	1772	0	2952				
47247																				7672	0	41506	1975	9793	3790			4446	420	217			0	19595	0	0	Lender Reserve Account			
47500																				2080	509	22610		2088				1284					0	16649	0	0				
48057																				535	782	4737		82				1456					0	1882	0	0				
48150																				256	124	1450		37				252					0	781	0	0				
48374																				10933	0	69913		11354				17864					0	28629	0	1133				
48440																				1010	1529	7716		52				781					0	4344	0	0				
49054																				2802	0	4628		287				1539					0	0	0	0				
49148																				284	132	2938		99				736					0	1687	0	0				
49241																				14021	7859	63188		3614				5658					0	24926	0	7110				
49652																				596	512	8083		506				1374					0	5095	0	0				
49858																				1123	167	6368		261				564					0	4253	0	0				
49951																				332	0	4958		259				1403					0	2964	0	0				
50144																				356	394	5095		148				344					0	3853	0	0				
50461																				0	2035	2357	49	49				273					0	0	0	0				
51253																				6295	1545	23274		1853	1262			7583					0	5998	0	0	Brokered Deposit Premium			
51356																				0	0	295		93				202					0	0	0	0				
51459																				3488	569	11747		180				2576					0	4934	0	0				
51842																				463	3233	12579	417	2585	2032			2249					0	4049	0	0	FASB 115 Sed G (l) Def Tax			
52719																				6402	34317	94600		53881				0			48711		0	0	0	0				
52951																				1318	931	6830		1615				2966					0	0	0	0				
53051																				5	0	650		50				595					0	0	0	0				
54058																				1891	434	8029		502	368			5202					0	0	0	0	Accrued Income Tax Receivable			
54656																				3014	0	29902	649	890				7563			2		0	14216	0	4219				
54973																				140803	108240	511108	10812	40920	23364			29697					0	71630	119818	0	Prepaid Pension Benefit			
55336																				3027	2813	12699		1801				2186					0	2872	0	0				
55635																				241	466	3294		1741				846					0	0	0	0				
55653																				310	77	951		73				491					0	0	0	0				
55970																				1272	2355	26263		1112				1904					0	15345	0	4275				
56258																				8	0	7278		1319				1657					0	4294	0	0				
56351																				10621	8368	109875	5326	16038	4907			14932					0	59916	0	0	Right of Use Asset			
56548																				3886	3193	19940		2327				2152					0	8382	0	0				
56717																				3410	8275	50570		7374				3997					0	23061	0	4453				
57040																				288	908	3333	61	61				2076					0	0	0	0				
57451																				2035	5952	20026		862				3232					0	7945	0	0				
58225																				527	3020	13891		832				1428					0	6878	0	1206				
58243																				30470	15796	305226	7928	98145	15105			26136	62777	6115	5655		0	95386	39293	0	NMTC Receivable			
58355																				159	0	950		38				250					0	503	0	0				
58551																				0	0	10328		727				2849					0	6230	0	522				
58636																				1863	3995	21677		1852				2766					0	4383	0	6818				
58757																				1286	2728	9745		953				2457					0	2321	0	0				
58971																				28808	48818	228979	7993	30021				38494					0	82838	0	0				
59316																				6545	21642	96250		14059				8135					0	35627	1333	8909				
59352																				361	948	11699		282				2268					0	7840	0	0				
59370																				528	1582	15320		427				1052					0	9084	0	2647				
59754																				1144	17	2858		1168				529					0	0	0	0				
60143	0	775000	1149000	5608000	0	1919000	1064000	0	0	347000	0	0	0	0	0	1390000	28000	0		775000																	Pension plan assets			
60330																				1246	2648	39460	2070	7389				3730	4547				0	16724	0	7723				
60545																				831	417	3983		44				2691					0	0	0	0				
60554																				186	0	1895		23				1056					0	630	0	0				
60648																				712	3918	14182		622				1792					0	6153	0	985				
61122																			68	3390	10111	89268	3048	20106	1299	13023		7728					0	47933	0	0	Lease operating asset	Pension asset		
61355																				6322	9329	50933		5495				7290					0	22497	0	0				
61476																				16403	4638	53324		1072				4217					0	25282	0	1712				
61757																				1199	1067	14750	292	454			160	1919					0	10111	0	0			Debit Card Settlement	
61832																				1405	5355	21170		1058				2773					0	5485	0	5094				
61953																				264	0	858		40				554					0	0	0	0				
62044																				123	43	1885		378				671					0	670	0	0				
62110																				126	176	495		136				57					0	0	0	0				
62147																				326	0	2775		200				414					0	1835	0	0				
63050																				484	3655	14364		322				1986					0	7917	0	0				
63069	0	302026	776369	3012561	0	1078749	497789	0	0	447712	0	0	0	0	0	105816	301889	0		302026																	Affordable Housing Investments commitment			
63201																				548	1510	6488		869				1185					0	2376	0	0				
63573																				1661	2662	8290		2392				1575					0	0	0	0				
63733																				3865	11164	56386	1166	5786	3528			7523		213			0	22701	0	5347	Insurance Annuity Asset			
64150																				1060	0	8811		883				2036					0	4832	0	0				
64552																				1391	1394	16755		7616				1327				4201	0	5027	0	0				
64730																				669	4215	6284		153				1247					0	0	0	0				
65205																				922	3205	55188		2142				3128					0	32269	0	13522				
65559																				621	12083	33173	694	850				5995		56			0	13624	0	0				
65858																				701	2255	41587		11742				10858					0	14433	0	1598				
66154																				1172	372	9922		678				1620					0	6080	0	0				
66275																				1180	1776	13030		679				7865					0	1530	0	0				
67142																				2542	0	4547		999				1006					0	0	0	0				
67151																				2541	0	10668		4307				3820					0	0	0	0				
67209																				8332	10193	52880		9801				5963					0	18591	0	0				
67254																				0	0	150		97				53					0	0	0	0				
67656																				1288	17960	50341		22716	18905			5417					0	2960	0	0	OTHER RECEIVABLES FOR SECURITIES SETTLEMENT			
67870																				1668	2419	18058		491				1678					0	7227	0	4575				
68671																				93	0	2373		1196				1084					0	0	0	0				
68756																				1752	0	20726	897	2016	1094			7300					0	9658	0	0	NSF Non Post Cash Items			
68831																				1030	891	6810		420				1072					0	3397	0	0				
69333																				4813	0	49005	1763	3870	1869			6856					0	33466	0	0	Right of Use Lease Asset			
69678																				1748	4107	17553		8216				3482					0	0	0	0				
70218																				833	264	9066		7493	7033			476					0	0	0	0	Right of Use Asset			
70414																				3113	4649	28932		3543				2422					0	13450	0	1755				
70638																				2356	0	12335		1388				4224					0	3063	177	1127				
70955																				0	0	518		97				421					0	0	0	0				
71073																				2669	870	8153		275				512					0	1295	0	2532				
71457																				4347	3680	20639		1380				5280					0	5952	0	0				
71859																				139	85	815		553				38					0	0	0	0				
72258																				550	0	6803		1047				5206					0	0	0	0				
72351																				113	0	689		119				457					0	0	0	0				
72454																				137	807	1993		348				701					0	0	0	0				
72678																				1424	7223	32592		1922				2301					0	19722	0	0				
73116																				708	6086	16428		1281				1920					0	6433	0	0				
73152																				292	0	5659		82				1143					0	3385	0	757				
73554																				3345	0	11796		852				4268					0	3331	0	0				
73956																				213	114	1705		38				304					0	1036	0	0				
74056																				315	473	7235		2536				2324					2	1585	0	0				
74140																				15475	7751	77636		11635	6422			8645					0	31251	0	2879	Investment in Low Income Housing			
74403																				4156	8012	35718	1432	4117				3713					0	15720	0	0		Rabbi Trust Asset		
74449																				25	0	118		36				57					0	0	0	0				
75259																				1405	1653	30695		3367				3884					0	19628	0	758				
75446																				4013	376	16819		605				3427					0	8398	0	0				
75455																				0	0	192		0				192					0	0	0	0				
75633	0	3121820	2646371	12514144	321377	1232318	0	0	0	1072610	0	330007	462999	0	46	1674202	2284848	481929																						
75651																				580	554	3735		226				438					0	1937	0	0				
76153																			19	470	0	1528	43	285				625					0	148	0	0				
76443																				168	0	886		150				568					0	0	0	0				
76854																				1318	3884	19733		891				2354					0	8301	0	2985				
77150																				463	325	1483		88				607					0	0	0	0				
77253																				3147	0	26218		4021				3203					0	15847	0	0				
77422																				861	1122	10439		3181				551					0	2462	0	2262				
77851																				24674	13504	167783	17920	24253				21752					0	83600	0	0				
78157																				100	0	5475		5163				212					0	0	0	0				
78241																				265	624	1572		120				563					0	0	0	0				
78559																				296	651	2279		523				809					0	0	0	0				
79042																				3355	3855	20736		87				4819					0	8493	0	127				
79127																				334	0	3896		225				474					0	2863	0	0				
79145																				2324	653	4609		467				1165					0	0	0	0				
79257																				311	0	598		69				218					0	0	0	0				
79855																				1364	0	4968		2367				1237					0	0	0	0				
80150																				630	534	22485		534				8909					0	9817	0	2061				
80374																				378	964	10138		454				720					0	7622	0	0				
80431																				107	177	918		68				566					0	0	0	0				
81175																				2191	696	12603		2093				3597					0	4026	0	0				
82033																				726	0	14512		5366				984					0	7436	0	0	UNREALIZED GAIN/(LOSS) - AFS			
82257																				89	74	584		30				391					0	0	0	0				
82350																				71	1069	2946		103				492					0	1211	0	0				
83151																				321	0	3887		112				1084					0	2370	0	0				
83375																				1405	0	35508		5116				6364					0	19893	0	2730				
83638		54001	47930	507014		121084				46685	63940		19625		0	237314	0	0		54001																				
83834																				1411	0	5887		556				959					0	2961	0	0				
83852																				34	112	602		132				324					0	0	0	0				
83955																				196	521	4022		76				1553					0	1676	0	0				
84046																				181	1546	3037		0				408					0	0	902	0				
84541																				3682	12404	67504		3904				13255					0	16806	0	17453				
85052																				710	4915	8609		536				788					0	1660	0	0				
85472																				92465	49345	593514		134254				50835	107627				0	108772	111836	46007				
85931																				1644	2146	7575		255				1135					0	2395	0	0				
86349																				1820	0	9967		4589				3558					0	0	0	0				
86675																				4325	10619	32380		1273				893					0	15270	0	0				
87047																				446	2407	9212		183				838					0	5338	0	0				
87234																				1654	3396	37776		11508				2841					0	15772	0	2605				
87476																				2587	909	8910		332				520					0	4562	0	0				
87579																				2726	4330	25871	906	2369		638		1990					0	10027	0	4429		Defined benefit pension plan asset		
88231																				3218	5554	49763		10448				4672					0	25871	0	0				
88259																				315	0	2914		56				635					0	1908	0	0				
88352																				0	0	8892	126	273	10	129		1452		8			0	5907	0	1260	Bedias Mineral Interests, Inc - Subsidiary	Right-of-Use Assets		
88455																				1275	3556	27597		4076				8892					0	7950	117	1731				
89032																				1022	489	4859		400				777					0	2006	0	165				
89135																				269	0	3734		244				338					0	1307	0	1576				
89854																				1120	175	6093		571				1198					0	3029	0	0				
89957																				951	346	4380		1043				737					0	1303	0	0				
90047																				0	0	384		64				320					0	0	0	0				
90177																				3255	76	11047		1340				1284					0	1289	0	3803				
90328																				3609	4954	48114		13047				3449					0	23055	0	0				
90337																				2654	0	22977	1451	2176				1136					0	17011	0	0				
90579																				828	7564	20309		1977				1891					0	7010	0	1039				
91615																				242	1086	5025		439				659					0	2599	0	0				
91754																				2645	0	23500	1186	1364				4144		73			0	10337	0	5010				
91950																				36	451	3600		196				535					0	2382	0	0				
92144																				101	515	2131		0				350					0	1165	0	0				
92676																				2256	4542	31455	1024	1410				2653					0	17255	0	3339				
92706																				1345	5771	21440		2422				1227					0	4849	0	5826				
92902																				45	0	329		171				113					0	0	0	0				
93244																				4011	0	12826		1104				1933					0	5778	0	0				
93543																				2517	2570	26522		7653				3217					0	6716	0	3849				
93619	0	81	3	8450	0	8366	0	0	0	0	0	0	8236	0	0	0	0	0																						
94139																				1882	4713	34669		2682				2345					0	23047	0	0				
94522																				1168	3354	36709		3074				3693					0	18832	2286	4302				
94755																				823	1921	10032		93				1889					0	5306	0	0				
94858																				225	0	1971		27				1719					0	0	0	0				
95051																				4193	9442	17693		2610				1448			2354		0	0	0	0				
95677																				543	687	1974		348				396					0	0	0	0				
96553																				327	0	1944		306				1311					0	0	0	0				
97055																				2699	1592	9443		956				4196					0	0	0	0				
97279																				131	162	1430		396				241					0	0	500	0				
97457																				901	0	5163		248				1919					0	1467	0	628				
97804																				8266	9528	71415		20069				4369					0	29183	0	0				
97943																				1470	744	7051		150				4687					0	0	0	0				
98351																				199	728	4455		309				696					0	2523	0	0				
98463																				2880	17705	48640		1907				4517					0	16584	4037	1010				
98717																				638	6168	12998	391	456				823					0	4913	0	0				
99143																				2465	3418	18085		1863				2656					0	5824	0	1859				
99376																				10949	3917	59591	4059	28359			1458	16319	12455		10386		47	0	0	0			Miscellaneous Assets	
99442																				715	6245	29248	3342	3972				7169					0	9660	0	1487				
99536																				1183	2333	27031		2972				4466					0	2053	0	14024				
99853																				0	994	1475		239				242					0	0	0	0				
100236																				317	0	7124		335				1591					0	4881	0	0				
100357																				4985	0	38709		1458				6209					0	23101	2956	0				
100562																				19978	119182	426689		114051	93957			35783					0	137695	0	0	Low income housing funds			
100777																				836	4932	28707		1449				2918					0	18572	0	0				
100843																				9493	0	21480		1475				4513					0	3880	0	2119				
101037																				595	14364	22193		2545				4689					0	0	0	0				
101439																				192	0	2055		192				1671					0	0	0	0				
101671																				1887	5829	44285		13036	10666			3597					0	19936	0	0	capital lease assets			
101738																				857	0	7881		2469				1540					0	3015	0	0				
101952																				1450	0	6300		141				678					0	3365	0	666				
102333																				0	918	1628		453				257					0	0	0	0				
102342																				1512	118	4433		212				2591					0	0	0	0				
102557																				643	149	3163		233				489					0	1649	0	0				
102874																				1385	379	2718	216	229				725					0	0	0	0				
103134																				671	0	3204		125				548					0	1860	0	0				
104234																				78	1791	2685		223				593					0	0	0	0				
104542																				68	0	1159		74				356					0	661	0	0				
104971																				23	247	441		106				65					0	0	0	0				
105026																				390	1627	10757		1488				2088					0	5164	0	0				
105473																				4672	6535	32183		11676				9300					0	0	0	0				
105530																				195	3581	10700		334				751					0	4216	0	1623				
106359																				12242	33803	100891		13675				8319	4807				0	19312	0	13540				
106452																				824	0	4670		839				3007					0	0	0	0				
106676																				781	243	1540		233				283					0	0	0	0				
107244																				507566	0	1565340		68577				175201					0	719812	58358	35826				
107570																				2835	2750	21596		1221				2456					0	12334	0	0				
107758																				385	0	2796		46				580					0	1785	0	0				
108072																				693	1689	8210		446				1360					0	4022	0	0				
108269																				115	0	3735		54				335					0	3231	0	0				
108652																				315	51	985		212				138					0	269	0	0				
108746																				36	0	885		475				374					0	0	0	0				
108951																				5123	1392	14016		644				6513					0	344	0	0				
109136																				609	5000	19929		621				2247					0	11452	0	0				
109154																				1127	0	2738		149				830					0	632	0	0				
109453																				2165	144	8028		714				2595					0	2410	0	0				
109574																				2152	3933	18844		388				1763					0	10608	0	0				
109659																				1929	94	12958		655				1830					0	8016	0	434				
110413																				10568	0	85314	3523	32675	21589	3000		5546					0	34230	0	2295	Prepaid Custodial Broker Income	Accrued Program Revenue		
110936																				2126	13530	35123		7015				12452					0	0	0	0				
110945																				1364	1494	8897		442				1709					0	0	0	3888				
110972																				582	141	3277		167				311					0	2076	0	0				
111157																				650	0	4118	494	505	11			1163					0	1800	0	0	DDA Suspense			
111205																				5564	3482	32836		5879				2881					0	7378	0	7652				
111942																				3040	2947	19406		1290				2515					0	8799	0	815				
111979																				364	0	11801		878				1352					0	9207	0	0				
112163																				18699	11131	106184		22565	15000			11747					0	42042	0	0	Cash receivable from matured investment security			
112332																				217	407	7543		881				852					0	5186	0	0				
112510																				221	0	2318		118				364					0	1615	0	0				
112556																				223	84	1425		61				1057					0	0	0	0				
112837	0	1385551	8227974	20767820	0	6662643	2535616	0	0	2513168	0	0	0	0	0	108507	1869977	0		1385551																	Misc. Assets (NMTC Loans)			
113003																				202	0	6613	174	648				679		232			0	5084	0	0				
113030																				0	0	1074		245				829					0	0	0	0				
113441																				3348	7056	36985		3474				4646					0	11154	4117	3190				
113601																				649	5038	11497		1052				4758					0	0	0	0				
113740																				3794	5066	41723	1547	2139				4630	592				0	26094	0	0				
114149																				4363	1860	14421		148				1006					0	6291	0	753				
114260																				6264	37209	76648	4094	10989	5000			22186					0	0	0	0	Trade Date Securities			
114457																				392	0	4314		524				3398					0	0	0	0			56	
114774																				294	0	921		419				208					0	0	0	0				
114840																				2527	3073	16575		1403				2502					0	3727	642	2701				
114859																				838	0	1794		359				597					0	0	0	0				
115146																				2435	0	4153		105				1613					0	0	0	0				
115575																				3588	6090	32540		3823				3237					0	12783	408	2611				
116358																				257	0	1131		42				430					0	402	0	0				
116554																				38	0	2615		2562				15					0	0	0	0				
116741																				214	296	2167		87				1570					0	0	0	0				
117038																			1	510	236	7656	270	948	29	1	1	1346	646				0	0	4616	0	MC Security Deposit	12525	Utility Deposits	
117074																				784	1002	14446		657				1400					0	10603	0	0				
117458																				23597	304	42000		7893				10206					0	0	0	0				
117775																			315	124	1644	3157	233	587				802					0	0	0	0				
