"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
2732														5128		2540	0					1814	759	15							
2750														762		473	0					94	185	10							
3252														729		4	0					527	198	0							
3458														352		41	0					237	74	0							
3720														2959		1	0					398	2510	50							
3971														15625		5349	0					5532	4637	107							
4156														1750		578	0					882	78	212							
4231														634		0	0					302	252	80							
5069														8099		1635	0					3187	2494	783							
5135														4750		2586	0					1110	1054	0							
5210														24583		16908	0					375	5731	1569							
5461														8476		6919	0					114	1261	182							
5751														1925		1502	0					217	206	0							
6039														4939		995	0					1949	1995	0			310				
6329														12917		6270	0	793				2018	3412	1217	3939		1014				
7009														10374		796	0					1248	8330	0							
7045														961		0	0					180	781	0							
7072														4651		3334	0					72	1214	31							
7456														537		191	0					251	95	0							
7634														368		0	7					195	121	45							
8462														1398		55	0					1219	116	8							
8631														914		741	0					104	69	0							
9357														7127		5695	0					44	1251	137							
9553														1630		0	0					285	1345	0							
9807														17661		5446	0					4570	6907	738			4307	0	0		
9955														705		0	0					146	559	0							
10250														2797		1243	0					1058	486	10							
10849														1102		65	0					278	491	268							
11145														2579		142	0		102	40		490	1947	0				Great Lakes Capital FUnd	Differed Revenue		
11640														3391		1744	0					933	714	0							
11837														249		50	0					93	80	26							
12030														5833		2984	0					1041	392	1416							
12142														2995		1790	0					1103	102	0							
12311	4110033	0	3387229	0	1423392	0	0	0	455349	135099	0	0	0									132356									
12647														454		106	0					282	66	0							
12946														23396		12238	0					1560	8833	765							
13103														43666		31395	0		9868			3447	8813	11				Defined Benefit Retirement Plan Liability	Fair value - swaps		
13251														201		98	0					103	0	0							
13457														231		0	93					106	32	0							
14155														2453		605	0					937	897	14							
14650														603		11	0					39	463	90							
14753														207		0	0					125	82	0							
14865														9514		7959	0					233	1297	25							
14977														296		15	0	15				149	132	0							
16551														1227		136	0					533	339	219							
17110														21242		9337	0					765	11070	70			9114				
17147														341751	0	122696	0	0	0	0	0	13941	185614	19500	0	89437	0				
17259														1695		1379	0					84	232	0							
17950														3158		1619	0					751	627	161							
17978														443		153	0					14	276	0							
18050														4868		2236	0					1116	1386	130							
18827														35299		25636	0					1819	5299	2545							
18836														2731		1126	0					143	1462	0							
18854														14429		7246	0		1940			1497	5222	464			2110	Dividends Payable			
19356														1102		623	0					173	218	88							
19936														3257		2546	0					383	10	318							
19972														1307		1246	0					1	32	28							
20053														444		0	0					304	140	0							
20633														2120		1503	0					315	282	20							
20857														2480		576	0					1446	314	144							
21256														23		10	0					13	0	0							
21359														318		185	0					69	64	0							
21658														1472		1117	0					343	12	0	883						
22048														2751		1573	0					649	381	148							
22543														1966		332	782					165	527	160							
22552														425		0	0					258	167	0							
22730														881		404	0					322	133	22							
23456														1592		16	0					1184	392	0							
23504														113129		72663	0					12611	24966	2889			54727				
23643														1314		136	0					645	436	97							
23755														2169		1143	0					159	867	0							
24006														16336		10814	0					1096	3160	1266							
24378														343		111	0					5	227	0							
24659														444		243	0					48	153	0							
24949														4283		3087	0					647	443	106							
25357														2282		793	0					759	380	350							
25647														2570		1245	0	1245				896	429	0				Unearned SBA Fees	AP Loans		
26765														44121		16416	0					4395	16186	7124							
27070														4974		1417	0					1410	1939	208							
27614														7591		6428	0					608	555	0							
27847														5011		2632	0					993	1269	117							
28013														29878		18546	0					706	10307	319	17588						
28152														2092		1942	0	45				80	42	28	966	919					
28675														1058		3	0					673	382	0							
28732														1701		948	0					312	309	132							
29476														755		193	0					252	113	197							
29636														26463		20644	0					1453	3413	953							
29878														46140		45945	0	15482	57	8629	1235	0	94	101	20542			Abandoned Property	Minimum Liability Pension	Lease Liability	
30052														170		14	9					8	139	0							
30502														11083		8173	0					597	2107	206							
30810	6160889	0	2909384	0	0	2639181	0	0	2894740	7000	0	0	0									349765						Payment Services			
31134														1831		1179	0	117	446	153	200	402	250	0				Index Liability Plan	Split Dollar Ins Liability	Allowance for unfunded committments	
31255														13157		4907	0		1755	82		1756	5938	556			2794	Factored loans collected reserves	CDARS Ratebridge payments		
31657														169		15	0					108	46	0							
31826														3471		1971	0					1004	473	23	1070						
31835														5195		2171	0					300	2724	0							
32234														2440		1067	0					1013	360	0							
32766														3619		2255	0					59	1280	25							
32971														5222		4220	0					362	392	248							
33147														2220		391	0					1126	636	67							
33259														8129		1121	0					3541	3467	0							
33370														191		191	0					0	0	0							
33839														265		10	76					40	139	0							
33857														13048		8954	0					2156	1938	0							
34434														2904		1862	0					499	108	435							
34537														151496		124729	0					8152	13675	4940			49775				
34555														3564		2979	0					445	0	140	2251						
34742														8209		5757	0					1367	994	91							
35057														875		100	0					339	322	114							
35301	22209000	0	19026000	26000	0	7287000	6866000	0	3061000	10000	0	0	0									86000						Payables for cash collateral received	Payable for non cash collateral		
35646														879		485	0					319	63	12							
35879														1212		174	0					588	450	0							
36456														430		236	0					167	27	0							
36933														2286		765	0					662	759	100							
37051														379		39	0					297	43	0							
37341														644		327	0					230	87	0							
37435														19056		6303	0					752	9732	2269							
37640														56016		22351	0					7834	25228	603		8672					
37659														890		782	0					48	60	0	782						
37949														502		193	0					296	13	0							
38740														2378		1067	0					305	982	24							
39327														3899		2128	0					697	679	395							
39756														7293		3188	0		3188			1371	2534	200				accrued salaries			
40033														708		636	0					15	57	0							
40499														126232		105183	0		29580			3345	14291	3413	39860			Cash held as collateral			
40855														1303		0	0					984	319	0							
41553														609		0	0					52	512	45							
41629														1731		430	0					553	735	13							
41825														5693		3886	0					245	1182	380	1238		2345				
42037														375		0	0					131	244	0							
42354														609		3	0					296	310	0							
42372														2819		2114	0					43	288	374							
42420														204418	8229	143270	0					5429	49863	5856		73790	46575				
42448														12388		575	0					6917	3749	1147							
42457														218		0	109					25	84	0							
43052														671		5	0					201	465	0							
43351														3105		118	0					2074	513	400							
43856														917		580	0					40	297	0							
43959														973		0	0					558	376	39							
44040														1688		16	0					246	1426	0							
44433														4005		2694	0	502				678	333	300			2058				
44741														1677		394	0					166	1082	35							
44750														1652		948	0					257	447	0							
44929														860		1	488					109	262	0							
45038														1369		954	0		756			126	218	71				Contribution Payable - LIHTC Investment			
45056														481		156	0					90	235	0							
45430														4015		3761	0					183	71	0							
45458														1907		926	0					254	663	64							
45551														14330		6759	0					2518	3514	1539							
45560														31903		13300	0					12124	5275	1204	8683		3283				
45775														3662		3611	0					49	2	0							
46053														3521		2720	0					696	105	0							
46941														892		0	0					540	352	0							
47247														12031		2687	1429		876			2931	3281	1703	1246	103		ROU Lt Lease Liability			
47500														1877		568	0					51	1094	164							
48057														2379		1854	0					332	193	0							
48150														167		23	0					132	12	0							
48374														14831		6837	0					2068	5061	865							
48440														1869		1009	0					768	0	92							
49054														1742		891	0					165	686	0							
49148														1667		1395	0					115	157	0							
49241														18789		14649	0					1738	802	1600							
49652														336		40	0					194	102	0							
49858														1455		999	0					323	133	0							
49951														565		2	0					91	472	0							
50144														1717		0	0					355	1334	28							
50461														1434		375	0	227				239	720	100			144				
51253														19924		10855	0		5730			3114	5955	0				Escrows Payables			
51356														78		0	0					53	25	0							
51459														2263		498	0					891	762	112							
51842														6234		1611	0		109			2405	1668	550	1456			Supplemental Exec Retire Healthcare Benefit			
52719														2945036		2906658	0		2032313	804472		0	38378	0				Participant fund cash	Payable to participants		
52951														983		444	0					432	107	0							
53051														166		0	0					156	10	0							
54058														1543		291	0		119			952	0	300				ATM Clearing			
54656														15157		1205	0					10966	2546	440	1099						
54973														176358		49453	0					5033	117772	4100	27451		16611				
55336														2629		1400	0					261	785	183							
55635														1251		517	0					343	391	0							
55653														231		101	0					69	61	0							
55970														1587		73	0					108	1386	20							
56258														1336		899	0					303	134	0							
56351														33227		11577	0		4993			4685	16213	752			5104	Management incentive accruals			
56548														9835		18	0					5185	4628	4							
56717														16279		7834	0					836	7112	497							
57040														434		0	0					398	36	0							
57451														4775		0	0					2008	1923	844							
58225														1276		199	0					423	654	0							
58243														145681		109914	0	2230				10176	23091	2500	695	64780	28395				
58355														329		0	0					259	70	0							
58551														8358		1306	6000					1015	37	0							
58636														5067		1595	0					698	2442	332							
58757														5954		3631	0					960	1117	246							
58971														184879		105890	0					7715	57191	14083	33444		39675				
59316														29032		11075	0					10552	7107	298							
59352														2716		60	0					1169	1434	53							
59370														498		30	0					6	152	310							
59754														234		106	0					57	47	24							
60143	1798000	0	1246000	0	0	343000	0	0	401000	37000	0	0	389000									114000						Pension plan liability			
60330														10695		6325	0					3344	773	253	3113		2494				
60545														1565		0	0					1445	120	0							
60554														320		0	0					222	98	0							
60648														3210		2006	0					129	1075	0							
61122														27449		23032	0					315	3244	858	9859		1484				
61355														10894		61	0					2209	8624	0							
61476														12780		3305	0					1	9200	274							
61757														4073		508	0					2412	839	314	493						
61832														3576		2209	0					810	289	268							
61953														164		15	0					36	113	0							
62044														2812		1640	0					317	675	180							
62110														2006		395	0					0	1611	0							
62147														317		34	0					63	220	0							
63050														4701		3570	0					454	677	0							
63069	2978353	0	2121223	0	0	0	0	0	696161	90904	0	664259	0									70065									
63201														870		442	0					121	216	91							
63573														2428		718	0					109	1144	457							
63733														8542		2121	0					3200	1972	1249	2003			Cardholder Settlement Debit Cards			
64150														1558		396	0					1162	0	0							
64552														3604		1626	0	548				699	1179	100				CDFI Award - DPA			
64730														1832		270	0					70	612	880							
65205														6313		1948	0					87	3484	794							
65559														8975		5547	0					1107	2321	0	5427						
65858														13301		2188	0					1798	8282	1033							
66154														2387		692	0					631	960	104							
66275														3054		1517	0					580	872	85							
67142														612		4	0					391	217	0							
67151														10209		8266	0					961	982	0							
67209														32763		28178	0					949	2481	1155							
67254														120		0	0					0	120	0							
67656														16655		2588	0					1507	11775	785							
67870														8989		7703	0					392	727	167							
68671														2051		935	0					905	211	0							
68756														6209		3261	0					1197	1100	651	2677						
68831														827		0	0					97	581	149							
69333														12332		1922	0					3125	7285	0			1922				
69678														2342		934	0					314	1009	85							
70218														7964		7217	0					402	320	25			7214				
70414														2449		0	0					437	1762	250							
70638														963		21	0					356	586	0							
70955														195		0	113					29	53	0							
71073														1441		1003	0					98	324	16							
71457														2514		908	0					1075	531	0							
71859														2834		1	0					4	2829	0							
72258														3039		0	0					1384	1536	119							
72351														279		0	0					116	160	3							
72454														1065		0	0					875	190	0							
72678														4016		424	0					269	3287	36							
73116														6564		1806	0					87	4516	155							
73152														1265		894	0					201	130	40							
73554														1919		606	78					602	518	115							
73956														246		136	0					90	12	8							
74056														1598		1243	0					227	128	0							
74140														15937		11996	0		4498			941	2621	379	5520			Low Income Housing Investment Obligation			
74403														10705		4732	0	1320				1934	3494	545			2206		ATM Settlement	SERP	
74449														84		13	0					71	0	0							
75259														3406		1311	0					1262	833	0							
75446														2314		10	0					1059	1218	27							
75455														164		1	0					148	15	0							
75633	5286187	0	2350750	0	948611	0	0	0	2387568	220042	0	0	1057335									327827									
75651														371		0	0					312	59	0							
76153														213		8	131	8				39	35	0							
76443														326		8	0					56	230	32							
76854														3344		1285	0					541	1126	392							
77150														575		0	0					288	285	2							
77253														2470		0	0					346	1611	513							
77422														2415		2032	0					108	170	105							
77851														75948		32451	0					13981	28716	800	24613						
78157														275		109	0					29	128	9							
78241														1434		0	0					163	1271	0							
78559														838		111	0					88	620	19							
79042														2635		954	0	747				903	703	75							
79127														450		234	0					54	141	21							
79145														1969		469	0					781	269	450							
79257														194		0	57					57	80	0							
79855														1422		0	0					1040	382	0							
80150														4957		2241	32					2555	129	0							
80374														594		11	0					35	548	0							
80431														609		87	0					357	165	0							
81175														4708		1845	0					928	1775	160							
82033														1995		0	79					693	1223	0				RETIREMENT PLAN			
82257														813		664	0					96	53	0							
82350														1004		771	0					75	158	0							
83151														1870		495	0					981	296	98							
83375														12860		5811	0					3473	2226	1350							
83638	329416	0	287925	0	0	0	0	0	30933	3102	0	0	126258									7456									
83834														2083		1597	0					164	322	0							
83852														116		14	0					56	46	0							
83955														708		0	0					464	244	0							
84046														71		0	0					71	0	0							
84541														20603		12439	0					3178	4363	623							
85052														1073		171	0					679	193	30							
85472														314493		254234	0		106193			10548	47443	2268		108712		Derivative Cash Collateral Liability			
85931														2506		1477	0					840	96	93							
86349														4877		3084	0					921	826	46							
86675														7481		5380	0					83	2010	8							
87047														880		494	0					252	94	40							
87234														9684		5558	0					3345	626	155							
87476														607		195	0					26	298	88							
87579														4089		1965	0					25	1615	484			653				
88231														19411		12164	0					1056	4439	1752							
88259														1075		617	0					383	75	0							
88352														1002		577	0	449				267	158	0			128				
88455														4881		23	0					1560	3298	0							
89032														1211		0	0					500	711	0							
89135														1788		1587	0					107	94	0							
89854														1664		315	0					1187	162	0							
89957														1108		271	0					590	156	91							
90047														166		1	11					98	56	0							
90177														1682		457	0					113	1091	21							
90328														6746		4597	0					464	1237	448							
90337														7136	1314	5074	0					1368	694	0	3723						
90579														5116		3488	0					92	1275	261							
91615														401		55	0					107	211	28							
91754														11123		2621	0	80				7125	1107	270	2527		6				
91950														2841		666	0					149	2026	0							
92144														120		0	0					87	33	0							
92676														11699		9210	0		2585			150	1951	388			6136	Liability for Pension & Postretirement benefits			
92706														4884		4590	0					131	121	42							
92902														44		23	7					3	11	0							
93244														1562		0	0					1054	391	117							
93543														14286		9473	0					2650	1922	241							
93619	421	0	0	0	0	0	0	0	421	0	0	0	0									0									
94139														10752		6541	0					183	3495	533							
94522														8389		5916	0					842	1552	79							
94755														1042		473	0					271	0	298							
94858														744		311	0					305	108	20							
95051														5181		3795	0					800	586	0			3193				
95677														478		460	0					1	0	17							
96553														424		0	119					105	200	0							
97055														1037		6	0					587	444	0							
97279														439		0	0					236	139	64							
97457														324		0	0					249	75	0							
97804														31234		10865	0					1649	17201	1519							
97943														2298		137	0					996	1165	0							
98351														664		487	0					177	0	0							
98463														15049		1131	0					1	13625	292							
98717														4390		39	0					1745	2600	6							
99143														4345		3445	0					177	723	0							
99376														34665		15329	0	414	2598	450		690	16999	1647		11861		Deferred Revenue	Reps and Warranty Reserves	Miscellaneous Liabilities	
99442														7395		3078	0					3318	999	0	3006						
99536														21663		12709	0					7679	1275	0							
99853														101		27	0					25	49	0							
100236														5297		3575	0					584	1008	130							
100357														13028		10682	0					1444	410	492							
100562														168600		135226	0		56989	38618		9277	17957	6140				Low income housing fund commitments	SERP & MPL		
100777														4631		2737	0					1818	76	0							
100843														4182		3373	0					342	392	75							
101037														10152		4188	0					4614	1198	152							
101439														822		368	0					273	181	0							
101671														16691		14566	0		10007			1943	80	102				LT Lease Liability			
101738														4057		3287	0					380	330	60							
101952														784		0	0					129	655	0							
102333														119		0	0					78	41	0							
102342														3574		237	0					2983	354	0							
102557														3451		2754	0					596	101	0							
102874														1250		446	0					398	391	15							
103134														256		0	13					62	74	107							
104234														731		460	0					64	207	0							
104542														509		223	0					177	109	0							
104971														89		20	0					0	69	0							
105026														5535		2075	0					449	3003	8							
105473														31047		9674	0					368	20291	714							
105530														2961		2304	0					209	285	163							
106359														19934		11632	0					3425	3777	1100			8928	Unearned revenue			
106452														3167		1138	0					101	1778	150							
106676														388		11	0					327	49	1							
107244														684372		354386	6756		235938			42207	110071	170952				Uncalled Equity Contributions			
107570														3301		1012	0					405	1884	0							
107758														260		207	0					26	27	0							
108072														885		155	0					43	649	38							
108269														2284		0	0					6	2	2276							
108652														433		395	0					38	0	0							
108746														268		80	0					128	60	0							
108951														5001		2847	0					1225	629	300							
109136														3327		1754	0					775	267	531							
109154														626		0	0					267	359	0							
109453														1465		8	72					1098	287	0							
109574														4436		3109	0					78	1249	0							
109659														6967		5446	0					847	524	150							
110413														5485		1588	0					106	3451	340	1560						
110936														32176		23943	0					1487	6487	259							
110945														1693		557	0					449	647	40							
110972														285		70	0					89	109	17							
111157														658		353	90	12				118	97	0	341						
111205														5379		999	0					641	2877	862							
111942														4076		2455	0					269	863	489							
111979														6591		1712	0					246	4633	0							
112163														30387		20276	0					4795	5316	0	6640		12625				
112332														821		440	0					356	4	21							
112510														505		0	0					83	422	0							
112556														766		426	0					250	90	0							
112837	21214385	0	10131358	0	0	0	0	0	10639137	134091	0	0	0									309799									
113003														39816		3680	31546		1056	1737		2	4551	37	228		657	Pension 87	Fasb 106		
113030														816		0	0					460	195	161							
113441														6440		3532	0					636	2272	0							
113601														24820		16823	0					457	2677	4863							
113740														10122		31	0					6547	2544	1000		31					
114149														2730		79	0					222	2429	0							
114260														36672		9335	0		6687			3959	21878	1500			2553	Trade Date Purchased Loans Gov Guar			
114457														1690		1241	0					352	79	18							
114774														991		2	666					103	220	0							
114840														2348		144	0					457	1447	300							
114859														385		190	11					127	57	0							
115146														436		26	0					409	0	1							
115575														8038		4718	0					143	2687	490							
116358														213		14	0					156	43	0							
116554														332		330	1					1	0	0							
116741														396		3	0					297	96	0							
117038														2371	180	1558	0					754	0	59	1378						
117074														4879		4527	0					29	297	26							
117458														8811		1885	0					1934	4967	25							
117775														6422		5615	0	91	5202			28	779	0			322	Factoring Liabilities			
118156														7841		2611	0					3129	2101	0							
118660														1164		977	0					1	186	0							
118736														2576		1229	0					321	1026	0							
119153														815		167	0					221	316	111	95						
119779														6594		0	0					412	5965	217							
119872														4933		2784	165					145	1452	387							
120476														233		6	0					147	80	0							
120542														1567		383	0					1035	99	50							
120609														16237		12549	0					141	2358	1189							
120953														909		2	0					677	230	0							
121642														73083		34133	0					10022	21851	7077		87	34046				
121651														1779		500	0					642	637	0							
121914														3322		2278	0					185	859	0							
122153														182		0	0					87	95	0							
122546														272		9	0					212	32	19							
122854														246336		172003	0		100203			42015	28237	4081				Litigation settlement and legal fees payable			
123075														308		85	0					103	120	0							
123374														318		168	0					135	15	0							
124344														6065		3798	0					1762	255	250							
124830														1705		1162	0					384	111	48							
125154														18092		13521	0		5063			54	4428	89			8458	RETIREMENT BENEFIT OBLIGATION			
125855														3924		0	0					497	3427	0							
125873														233		39	0					0	194	0							
126012														11619		8230	0					403	2643	343							
126049														182		0	0					123	58	1							
126375														2369		1130	0					347	892	0							
126553														2275		1521	0		217	542		410	344	0				Mortgage Liability	Banker's Acceptance		
126834														4597		20	0					3221	1356	0							
127055														2171		0	0					572	1599	0							
127224														1286		0	0					495	791	0							
128258														239		0	5					112	72	50							
128904														503020		300449	0		146354			25649	164828	12094				Tax Credit Investments Commitments			
129349														2021		1220	21					239	440	101							
129358														1821		873	0					298	491	159							
129732														162841		85916	0		57900			16738	56684	3503				A/P - Due to Broker/Counterparty			
129853														1150		38	0					628	484	0							
129910														5076		2733	0					940	1309	94							
130345														6428		1055	0					226	5010	137							
130541														55195		47719	0	18691				3357	3369	750	260						
131436														5221		3059	0					115	1431	616	3029						
131717														380		83	0					99	198	0							
131940														677		447	0					101	59	70							
132107														36100		16896	0					1329	17045	830							
132451														515		21	0					446	48	0				21			
132778														339		161	0					3	174	1							
132938														426		58	0					168	173	27							
133579														7964		6510	0		2103			37	1250	167	1966			RETIREMENT PLAN			
133850														16162		1718	0					2575	9884	1985							
133971														6634		5265	0					74	1283	12							
134156														1747		77	559					230	869	12							
134437														13706		8249	0					1857	3295	305							
134455														1638		822	0					524	292	0							
134848														1479		127	0					875	454	23							
135836														468		0	0					125	321	22							
135854														818		137	120					515	46	0							
136048														1783		584	0					765	434	0							
136338														2565		586	0					307	1672	0							
136655														804		350	0					335	119	0							
137205														18217		11275	0					650	5225	1067							
137447														4355		2056	0					1219	984	96							
137456														285		0	0					137	148	0							
137559														452		100	0					301	51	0							
137643														1116		277	0					357	482	0							
137652														23101		8040	3960	2651				542	10466	93			3982				
137915														124538		27670	62114		15997			99	28674	5981				Lease liability			
138051														894		0	0					744	150	0							
138257														396		133	0					198	40	25							
138556														1556		1063	0					460	25	8							
139133														3975		2751	0					460	764	0	1927		823				
139478														1667		225	0					1	1389	52							
139553														8843		1115	0					1529	5954	245							
139656														26574		10854	0					4745	9146	1829		3910	3929				
139740														32435		20484	0					6738	2669	2544		15723					
139843														25601		14230	0		3329	6767		3109	6187	2075				LIH Commitments	Collateral held for derivative position		
140157														1813		94	0					571	1148	0							
140362														39260		21679	0					432	15375	1774		10011	11027				
140634														446		27	0					372	47	0							
141350														1416		808	0					501	107	0							
141556	55093	0	30586	0	0	14425	0	0	12380	936	8605	0	0									11191						INVESTMENT IN TAX CREDITS PAYABLE			
141677														834		300	0					70	464	0							
141958														780		0	0					562	218	0							
142049														1422		0	0					318	1100	4							
142179														2007		1626	0					176	205	0							
142955														7788		5520	0					1158	990	120							
143372														1733		1422	0					136	157	18							
143662														1023301		814263	0					24867	161303	22868		312489					
143859														1865		365	0					1027	473	0							
143952														2565		2074	159					164	126	42							
144034														5712		3932	0					732	998	50							
144052														2802		1132	0					587	933	150							
144155														10984		9429	0					293	1262	0			9429				
144678														3735		3407	0					10	315	3							
144856														3074		312	0					659	2098	5							
144913														3775		2547	0					1228	0	0							
145059														1192		722	0					412	58	0							
145545														6717		3981	0					1238	1398	100							
145554														1857		718	0					74	763	302							
145741														1186		0	0					859	327	0							
145844														2549		72	0					790	1687	0							
146056														458		224	0					115	104	15							
146663														4325		2391	0					586	1326	22							
147651														152		0	0					71	81	0							
147679														4506		3540	0					346	598	22							
147857														1629		618	0					792	219	0		148					
147923														2245		1525	0					445	107	168							
148171														1509		870	0					357	232	50							
148238														2969		936	0					531	1502	0							
148340														876		444	0					366	66	0							
148470														10705		9471	0					277	881	76							
148715														443		158	0					82	203	0							
148920														88		0	0					35	53	0							
149150														615		67	0					308	240	0							
150035														19050		12498	0					4098	1644	810	4884						
150044														7661		4295	0					416	2492	458							
150727														6436		4509	0					1004	567	356							
151546														500		0	0					226	274	0							
151957														4557		435	0					1681	2441	0							
152057														4458		0	0					55	4403	0							
152253														692		3	0					464	225	0							
152440														572		32	0					379	161	0							
153054														2784		1458	0					223	503	600							
153353														12559		7440	0					2402	2248	469							
154154														4120		1853	0					1407	610	250							
154770														17503		8342	0					2916	5051	1194							
155759														156		0	0					156	0	0							
156457														534		0	0					476	36	22							
156970														941		265	0					95	512	69							
157155														744		532	0					133	64	15							
157379														294		184	0					12	61	37							
157650														1051		234	0					158	597	62							
157744														2340		1483	0					194	637	26				Lender Risk Assessment			
157856														88		68	0					18	0	2							
158376														178		94	0					69	15	0							
158741														1552		427	0					795	325	5							
159636														46173		9874	0					24697	8455	3147	6087		3637				
159645														1017		0	0					318	699	0							
159953														670		300	0					314	56	0							
159971														13807		10022	0					224	3561	0							
160360														7226		5244	0					146	1391	445							
160454														1378		281	0					125	972	0							
160959														13408		4217	0					4424	3707	1060			4150				
161273														25002		15923	0					132	8007	940							
161602														57262		37082	0					10674	8020	1486							
162337														12989		4658	0					4845	2486	1000							
163343														519		82	0					84	243	110							
163549														35231		21346	0					3092	9843	950	18506	2840					
163857														6557		4854	0					866	837	0							
164153														889		671	0					121	97	0							
164331														1004		414	0					116	463	11							
164377														3796		2859	0					579	287	71							
164957														621		0	0					288	333	0							
164975														165		57	0					0	108	0							
165628														675981		455620	0					40072	164127	16162		295722					
165758														1578		230	0					178	1170	0							
166111														4366		4	3370					28	964	0							
166531														1517		253	0					692	572	0							
166652														7716		2562	0	67				1240	3914	0			2495				
166849														1509		734	0					732	43	0							
167453														446		2	0					337	107	0							
167752														111		75	0					15	21	0				Income Tax Payable 25520	Escrows 12186		
168357														1883	0	682	0	0	0	0	0	395	614	192	535	0	0				
168571														1586		418	0					594	424	150							
169354														1537		134	0					931	294	178							
169653														82307		68259	0					4924	6423	2701		17913	30158				
169756														900		721	0					144	35	0							
170257														249		156	0					34	59	0							
170275														1303		830	0					28	445	0							
170332														2017		1064	0	442				664	175	114	516						
171133	5167	0	3817	0	0	0	0	0	301	50	0	0	3811									999									
171656														1003		363	0					472	168	0	358						
171759														822		34	0					203	585	0							
171768														6865		700	0					2081	3656	428							
172251														128		0	0					63	65	0							
172457														1272		990	0					126	65	91							
172475														4749		3814	0					137	718	80							
172859														1316		729	0					249	338	0							
173306														6783		3409	0					95	3215	64			3073	Due to Housing VT			
173342														497		0	0					246	241	10							
173557														1555		197	0					52	1262	44							
173575														12687		10495	0					296	1305	591	2609						
173641														1833		0	0					1292	486	55							
173959														536		7	0					217	312	0							
174321														434		229	0					76	129	0							
174367														194		7	0					61	126	0							
174572														164061		134697	0		58641			1211	23509	4644				Employee Benefits			
175056														3455		1271	0		60			1293	756	135	1211			CDARS INCOMING RATEBRIDGE			
175140														2318		517	0	393				1027	434	340				Personnel			
175458														99		0	0					43	44	12							
175609														1379		887	0					11	293	188							
176101														24905		9892	0					1515	13105	393	7556						
176325														1020		120	0		120			266	634	0				Unearned income on bank property being leased			
176437														544		37	0					398	32	77							
176464														9432		6749	0					771	1432	480							
176642														642		210	0					232	89	111							
177135														6		0	0					4	2	0							
177443														755		515	0					72	144	24							
177500														174		70	0					3	92	9							
177555														110		73	0					37	0	0							
177751														9643		5223	0					387	4015	18							
177920														13801		3442	0		1733			3615	4407	2337				Unfunded Equity Investments			
178150														1231		765	0					230	236	0							
178244														580		90	0					454	36	0							
178356														445		146	0					175	124	0							
178851														2392		176	0					295	1621	300							
179148														1956		1473	0					202	281	0							
179335														1252		0	0					572	488	192							
179700														1947	25	1306	0					2	312	327			1281				
180144														948		180	0					250	518	0							
180537														683		427	0					113	97	46							
180845														448		0	0					386	62	0							
181963														741		444	0					62	235	0							
182951														7737		4886	0					1115	1130	606							
183668														7801		6334	0					57	1361	49							
183770														7831		6027	0					488	584	732							
