"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
1669																																																																																																																																		437350	5194																																																																																																														
1856																																																																																																																																		51455	374																																																																																																														
2161																																																																																																																																		375567	2894																																																																																																														
2732																																																																																																																																		708541	5062																																																																																																														
2750																																																																																																																																		67208	512	0	0	53310																																																																												53310																															
3252																																																																																																																																		352036	3650	0	1844	144507																																																																												142663																															
3458																																																																																																																																		77576	607	0	0	56852																																																																												56852																															
3720																																																																																																																																		386742	1687																																																																																																														
3971																																																																																																																																		1194215	13751	0	1155	1016229																																																																												1015074																															
4156																																																																																																																																		273066	2614	0	276	204034																																																																												203758																															
4231																																																																																																																																		166135	908																																																																																																														
5069																																																																																																																																		578206	13568	0	6993	588628																																																																												581635																															
5135																																																																																																																																		619466	5315																																																																																																														
5210																																																																																																																																		2395476	20172	0	0	1805558																																																																												1805558																															
5461																																																																																																																																		800529	6829	0	541	517709																																																																												517168																															
5751																																																																																																																																		310886	2512																																																																																																														
6039																																																																																																																																		469875	5270																																																																																																														
6329																																																																																																																																		1938360	23167	0	5901	1478683	242311	223348	18963	0	0	0	0	0	0	0	201441	494	0	1	0	1	0	0	0	0	0	0	89054	0	2163	0	78448	242875	222568	283125	1215258	1581	1581	0	0	0	1581	16995	8498	0	0	0	8498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52913	26457	0	0	0	26457	242875	222568	286665	1268941	0	44514	143333	1268941	1472782	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																		549044	0	0	0	351918																																																																												351918																															
7045																																																																																																																																		295804	1129	0	0	131829	28946	28822	124	0	312	0	312	0	0	21206	100127	39873	0	0	0	0	0	0	0	0	0	0	8071	0	669	0	7402	50028	101232	102583	59088	0	0	0	0	0	0	127	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50028	101232	102583	59152	0	20246	51292	59152	131829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072																																																																																																																																		445073	3085	0	0	299028																																																																												299028																															
7456																																																																																																																																		131288	930	0	0	100589																																																																												100589																															
7634																																																																																																																																		85904	1360																																																																																																														
8462																																																																																																																																		197646	1979																																																																																																														
8631																																																																																																																																		75656	407																																																																																																														
9357																																																																																																																																		540159	3467																																																																																																														
9553																																																																																																																																		231340	1132	0	0	166671																																																																												166671																															
9807																																																																																																																																		2642308	29071	0	1815	2239502	158810	148630	10180	0	181921	0	149196	0	32725	82058	252451	5935	20788	0	0	0	0	0	0	0	0	0	186029	3968	4182	0	78053	235445	416009	174290	1745431	4387	4387	0	0	0	4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219853	109927	0	0	0	109927	267366	416009	174290	1877865	0	83202	87145	1877865	2237687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																		242096	1813																																																																																																														
10250																																																																																																																																		659008	4259	0	0	414702																																																																												414702																															
10849																																																																																																																																		281254	2852																																																																																																														
11145																																																																																																																																		441819	3834	0	0	318834	15554	9646	5908	0	0	0	0	0	0	12757	55268	32907	10950	11941	0	11941	0	0	0	0	0	0	27738	57	1590	519	19366	22673	75778	102361	224414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23888	75778	102361	231419	0	15156	51181	231419	318834	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																		385159	2892																																																																																																														
11837																																																																																																																																		159514	986	0	0	86828																																																																												86828																															
12030																																																																																																																																		605602	10244	0	6418	419395																																																																												412977																															
12142																																																																																																																																		324738	2359																																																																																																														
12311	178018	0	0	0	0	0	0	2746571	2746571	0	549314	0	0	0	0	0	0	4287892	802025	435964	0	0	0	0	0	0	0	0	135391	135391	134703	0	0	0	0	688	0	0	4259460	851892	0	0	0	851877	15	19104	24061522	0	1173083	0	0	219373	0	953710	0	1491669	0	0	1491669	0	0	0	0	0	1491669	0	821144	435964	0	0	0	0	0	0	0	59667	0	1231716	1089910	0	0	0	0	0	0	139706523	8278	5085549	23690555	12626395	4405670	406931	0	0	0	0	466406	2733872	1056963	725886	0	0	0	0	0	407329	151794	0	4524194	28436055	9742507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41923	1571	0																			0	0	0	0																																																																																										
12647																																																																																																																																		211509	1167																																																																																																														
12946																																																																																																																																		2822316	30224	0	1531	2356708																																																																												2355177																															
13103																																																																																																																																		3072018	21903	0	0	2296260	221893	202614	19279	0	26264	0	26264	0	0	59153	285143	6043	80594	0	0	0	0	0	0	0	0	0	107272	0	2108	0	87054	261960	341847	888598	1580402	1873	1873	0	0	0	1873	213	107	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175206	87603	0	0	37501	50102	261960	341847	926205	1659349	0	68369	463103	1659349	2296260	11440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																		62693	725	0	61	53128																																																																												53067																															
13457																																																																																																																																		47958	302																																																																																																														
14155																																																																																																																																		373911	4343																																																																																																														
14650																																																																																																																																		93973	1018																																																																																																														
14753																																																																																																																																		57523	560																																																																																																														
14865																																																																																																																																		850416	6189																																																																																																														
14977																																																																																																																																		57497	675																																																																																																														
16551																																																																																																																																		442896	4773																																																																																																														
17110																																																																																																																																		168541	279																																																																																																														
17147																																																																																																																																		18306406	204681	0	32115	14864798	511011	406928	104083	0	2163361	342066	1134542	685253	1500	116263	936624	802031	12950	0	0	0	0	0	0	0	0	0	1735806	2375	8516	26016	777421	870078	2239111	3792924	10889637	32984	32984	0	0	0	32984	39930	19965	0	0	0	19965	42	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1755840	877920	0	0	1418	876503	870078	2383727	3794802	12133729	0	476745	1897401	12133729	14832683	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																		72136	218	0	0	47567																																																																												47567																															
17950																																																																																																																																		742124	5890	0	1145	392488																																																																												391343																															
17978																																																																																																																																		311812	1437																																																																																																														
18050																																																																																																																																		966598	6735	0	0	604796																																																																												604796																															
18827																																																																																																																																		2713910	21939	0	0	1994744																																																																												1994744																															
18836																																																																																																																																		217462	1697																																																																																																														
18854																																																																																																																																		1773972	19696	0	1912	1459860	210399	189173	21226	0	0	0	0	0	0	91286	55825	6818	5500	0	0	0	0	0	0	0	0	0	57506	529	798	558	55621	290712	91202	127380	1291931	607	607	556	0	0	51	838	419	393	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	400	97461	48731	1	0	0	48730	292704	91240	127532	1377846	0	18248	63766	1377846	1457948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19356																																																																																																																																		143322	1293	0	0	117191																																																																												117191																															
19936																																																																																																																																		439021	4212	0	1089	275287																																																																												274198																															
19972																																																																																																																																		113480	395	0	0	48774																																																																												48774																															
20053																																																																																																																																		186812	1770																																																																																																														
20633																																																																																																																																		362819	2689																																																																																																														
20857																																																																																																																																		614799	2200	0	0	412294																																																																												412294																															
21256																																																																																																																																		11841	113																																																																																																														
21359																																																																																																																																		73692	479																																																																																																														
21658																																																																																																																																		217792	2384																																																																																																														
22048																																																																																																																																		310658	3810																																																																																																														
22543																																																																																																																																		361331	2541																																																																																																														
22552																																																																																																																																		128232	894	0	0	101594																																																																												101594																															
22730																																																																																																																																		265093	1611	0	0	157550																																																																												157550																															
23456																																																																																																																																		361022	3242	0	106	250935																																																																												250829																															
23504																																																																																																																																		13474036	76068	0	0	10485985	367653	314894	52759	0	589331	121165	474182	0	9000	404207	354104	22060	169387	0	0	0	0	125134	0	0	0	0	835511	25905	70449	26949	511128	866819	954929	3494689	7982170	25040	25040	0	0	0	25040	15077	7539	0	0	0	7539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335139	167570	0	0	0	167570	866819	1110179	3496689	8392984	0	222036	1748345	8392984	10485985	139254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																		251544	1696																																																																																																														
23755																																																																																																																																		317354	1977	0	0	205229																																																																												205229																															
24006																																																																																																																																		2006689	14662	0	0	1404706																																																																												1404706																															
24378																																																																																																																																		75885	312																																																																																																														
24659																																																																																																																																		111850	589	0	0	47882																																																																												47882																															
24949																																																																																																																																		486540	6265	0	2315	324547																																																																												322232																															
25357																																																																																																																																		631604	6089	0	0	535014																																																																												535014																															
25647																																																																																																																																		370488	3663	0	208	276510	43244	40045	3199	0	0	0	0	0	0	1998	19581	0	5747	0	0	0	0	0	0	0	0	0	12536	0	1315	0	9586	42354	24095	94518	213968	0	0	0	0	0	0	0	0	0	0	0	0	744	149	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	15429	7715	0	0	0	7715	42354	24095	94518	224432	0	4819	47259	224432	276302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
