"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
18836																				0	568	1444	8035	0	1213	627	0	0	438	0	0	0	0	0	0	4372	0	0	DEFERRED DIRECTOR FEES			
18854																					1209	5463	17648	1120	2852				8124					0		0	0	0				
19356																				0	503	0	4155	0	182	0	0	0	550	0	0	0	0	0	0	2920	0	0				
19936																				0	444	4074	13172	296	514	150	0	0	1666	0	0	0	0	0	0	6474	0	0	Income Tax Receivable			
19972																				0	33	403	6210	0	72	0	0	0	220	0	0	0	0	0	0	4056	0	1426				
20053																				0	245	280	2659	111	111	0	0	0	730	0	0	0	0	0	0	1293	0	0				
20633																				0	1251	3442	15686	1328	2649	1002	0	0	1032	0	0	0	0	0	0	7312	0	0	DUE FROM LIFE INSURANCE COMPANY			
20857																				0	1189	0	10209	192	2846	0	0	0	5363	1554	0	1092	0	0	0	811	0	0				
21256																				0	59	0	519	21	21	0	0	0	71	0	0	0	0	0	0	368	0	0				
21359																				0	316	0	1221	69	157	88	0	0	567	0	0	0	0	0	0	181	0	0	Farmer Mac			
21658																					1120	168	6012		101				898					0		3131	0	594				
22048																				5	1141	0	10178	405	2087	1176	0	0	1216	0	0	0	0	0	0	5734	0	0	ZMIT			
22543																				0	824	0	2988	690	1086	0	0	0	1078	0	0	0	0	0	0	0	0	0				
22552																				0	740	0	1835	148	148	0	0	0	947	0	0	0	0	0	0	0	0	0				
22730																				0	455	4334	10419	889	941	0	0	0	1227	0	0	0	0	0	0	3462	0	0				
23456																				6	1178	0	6294	527	538	5	0	0	1515	0	0	0	0	0	0	3063	0	0	Stadium Builder			
23504																				0	88745	57992	585611	20150	57111	0	0	0	48471	17874	0	0	0	0	0	279008	35448	18836				
23643																				0	1736	0	8983	0	153	0	0	0	1022	0	0	0	0	0	0	3317	0	2755				
23755																				0	849	0	7823	228	273	0	0	0	1018	0	0	0	0	0	0	5683	0	0				
24006																				0	4002	2430	61255	0	10786	0	5923	0	7334	0	0	0	0	0	0	32991	0	3712		DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																				0	339	217	1059	0	269	0	0	0	234	0	0	0	0	0	0	0	0	0				
24659																				0	59	0	839	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0				
24949																				0	1581	3627	17600	455	508	0	0	0	1466	0	0	0	0	0	0	10418	0	0				
25357																				0	3545	0	9504	277	359	0	0	0	5600	0	0	81	0	0	0	0	0	0				
25647																					1315	1635	5372	158	995				1427			837		0		0	0	0				
26457																					0	34	485	153	175				276					0		0	0	0				
26765																				0	14955	0	102830	6550	8149	0	0	0	8707	0	0	0	0	0	0	53146	0	17873				
27070																				0	4893	6995	46315	840	1245	0	0	0	2715	0	0	0	0	0	0	30467	0	0				
27548																				0	1898	14386	41308	2573	8787	0	174	5000	4476	6	0	809	0	0	0	11761	0	0		Low Income Tax Housing	SBA Fund	
27614																				0	1879	9226	22852	280	932	383	0	0	2196	0	0	0	0	0	0	8619	0	0	ATM Conversion Account			
27847																				31	2217	0	27233	1371	1665	2	0	0	4327	0	181	80	0	0	0	14435	0	4589	Deed Stamp Inventory			
28013																					40531	45841	296977		25268	17432			17425					0		103581	0	64331	State and Local Taxes			
28152																					621	0	7417	266	1933				1255	1667				0		3608	0	0				
28675																					1484	1825	4202	109	163				730					0		0	0	0				
28732																				0	219	999	2897	141	160	0	0	0	489	0	0	0	0	0	0	1030	0	0				
29476																				0	624	340	4828	112	145	0	0	0	794	0	0	0	0	0	0	2925	0	0				
29636																				0	2657	29284	64421	1309	1892	0	0	0	4864	0	0	0	0	0	0	18607	812	6305				
29878																					2307	10472	27932	830	9417	140	4042	4324	5736			80		0		0	0	0	Seat License	Additional Minimum Liabilty Pension	Debit Escrow	
30052																				0	120	0	322	42	69	0	0	0	133	0	0	2	0	0	0	0	0	0				
30502																				0	3033	13995	28457	0	7819	0	0	0	3610	5752	0	0	0	0	0	0	0	0				
30650																				0	422	31	1224	39	328	0	0	0	443	0	0	0	0	0	0	0	0	0				
30810		28306	2078173	3575405		258024	138516			1210902					0		0	0	0																				Investment receivable			
31134																					113	1116	3350	311	340				1071					0		710	0	0				
31255																				0	2865	0	25264	1472	2476	0	0	0	4706	0	0	0	0	0	0	13157	0	2060				
31657																				0	402	0	5353	0	231	103	0	0	699	0	0	0	0	0	0	0	0	4021	Prepaid - Other	Late Fees		
31826																					1764	1851	11359	248	1575	1070			1378					0		4791	0	0	Deferred Compensation			
31835																				0	1920	1855	18776	0	52	0	0	0	1885	0	0	0	0	0	0	12201	0	863				
32234																				0	2340	8704	19384	0	6140	0	0	0	2200	4086	0	0	0	0	0	0	0	0				
32766																				0	1949	0	2508	117	232	0	0	0	327	0	0	0	0	0	0	0	0	0				
32971																				0	1265	2562	16252	588	911	0	0	0	1254	0	0	0	0	0	0	9964	0	296				
33147																				0	787	0	7987	235	844	353	0	0	2940	0	0	0	0	0	0	2661	0	755	Other Investments - Annuities			
33259																				0	1978	7268	31642	1279	3814	0	0	0	3170	0	0	0	0	0	0	15412	0	0				
33370																				0	355	257	659	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0				
33839																				0	79	0	703	40	337	21	276	0	287	0	0	0	0	0	0	0	0	0	Fiserv Reserve	Negative Accrued Tax from Other Liabilities		
33857																					11401	0	20000	1593	1709				6890					0		0	0	0				
34434																				0	1034	0	5317	333	635	0	0	0	1356	0	0	0	0	0	0	2292	0	0				
34537																					47874	92019	510726	48209	96261				36747					0		230084	0	7741	Deferred Comp			
34555																				0	4538	0	15833	654	892	0	0	0	2911	0	167	0	0	0	0	7492	0	0				
34742																				0	3329	2295	19223	530	1324	0	0	0	1423	0	347	0	0	0	0	10852	0	0				
35057																				0	876	58	5809	189	734	0	0	0	1230	0	0	0	0	0	0	2160	0	751				
35301	0	489000	1020000	30210000	0	24370000	14642000	0	0	682000	0	0	0	0	0	0	641000	3008000	0		485000																		Collateral deposits, net			
35646																				0	1449	669	5706	0	151	0	0	0	335	0	0	0	0	0	0	3102	0	0				
35879																				0	1076	5021	14572	0	443	0	0	0	661	0	0	0	0	0	0	7371	0	0				
36456																				0	294	1769	4960	471	471	0	0	0	1597	0	0	0	0	0	0	829	0	0	Note Receivable UniBanc Holding co.			
36933																				0	378	3117	9052	496	546	0	0	0	1334	0	0	0	0	0	0	3677	0	0				
37051																				0	275	0	1239	0	163	0	0	0	585	0	0	0	0	0	0	216	0	0				
37341																				0	555	0	2094	0	52	0	0	0	315	0	0	0	0	0	0	1172	0	0				
37435																				124	1141	10930	26720	2177	9361	4400	0	0	5288	0	0	0	0	0	0	0	0	0	Investment - Fed HTC			
37640																				0	15037	70552	215148	0	30921	0	0	0	17065	0	0	0	0	0	0	53377	0	28196				
37659																				0	47	0	1993	16	601	0	0	0	327	0	0	0	0	0	0	1018	0	0				
37949																				0	481	0	9418	0	140	0	0	0	1973	0	0	0	0	0	0	6824	0	0				
38740																				0	1846	4200	14437	302	393	0	0	0	1343	0	0	0	0	0	0	6655	0	0				
39327																				0	470	4472	31346	723	4106	93	1136	0	2036	0	238	0	0	0	0	19799	463	0	Other deposits	Annuity		
39756																					659	0	19678	1387	2226				5506					0		8035	0	3252	0			
40033																				0	309	0	3978	96	733	636	0	0	235	0	0	0	0	0	0	920	0	1781	Deferred Comp			
40499																					21481	14188	187851		42939	14630			15513					0		86722	1777	5231	DEFERRED COMPENSATION PLAN			
40855																				0	786	0	1613	0	58	0	0	0	769	0	0	0	0	0	0	0	0	0				
41553																				0	343	0	2971	60	60	0	0	0	723	0	0	0	0	0	0	1845	0	0				
41629																				0	586	280	5141	0	2872	1032	1333	0	930	0	0	0	0	0	0	473	0	0	Low Income Housing Investment	Unrealized Gain/Loss		
41825																					406	5270	16905	996	1843				2569			192		0		4854	0	1963	Other Assets	Health Insurance Reserve		
42037																				0	0	1177	4105	0	86	0	0	0	545	0	0	0	0	0	0	2025	0	272				
42354																				6	623	0	6723	212	286	0	0	0	1065	0	0	0	0	0	0	4749	0	0				
42372																				0	226	3409	12174	633	772	0	0	0	1246	0	0	0	0	0	0	6521	0	0				
42420																				454	26414	63707	434381	11422	88551				33058	45676				0		144546	70666	7439				
42448																				0	8495	1609	44963	1888	2453	0	0	0	11945	0	348	0	0	0	0	20461	0	0				
42457																				0	611	0	1889	255	650	0	0	0	628	0	0	0	0	0	0	0	0	0				
43052																				0	2156	207	7607	36	489	0	0	0	498	0	0	0	0	0	0	4257	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				133	682	66	7298	234	456	0	0	0	3639	0	0	0	0	0	0	0	1286	1169				
43856																				0	890	386	3443	139	453	150	162	0	203	0	0	0	0	0	0	1511	0	0	Naming rights	Real estate wire receivables		
43959																				0	356	3357	5586	0	877	0	0	0	996	0	0	751	0	0	0	0	0	0				
44040																				0	1393	5544	17999	216	290	0	0	0	3523	0	0	0	0	0	0	7249	0	0				
44433																					2896	3009	8562	557	759				1898					0		0	0	0				
44741																				0	1459	2779	7449	592	726	0	0	0	2485	0	0	0	0	0	0	0	0	0				
44750																				0	1030	2997	10359	0	343	0	0	0	705	0	0	0	0	0	0	3517	0	1767				
44929																					979	0	4855	173	178				486					0		1423	0	1789				
45038																				0	214	3784	6971	0	167	0	0	0	754	0	0	0	0	0	0	2052	0	0				
45047																				60	887	0	2988	589	724	0	0	0	1377	0	0	0	0	0	0	0	0	0				
45056																				0	219	442	1736	238	238	0	0	0	837	0	0	0	0	0	0	0	0	0				
45430																				0	470	2367	6947	0	189	0	0	0	379	0	0	0	0	0	0	1945	0	1597				
45458																				0	2384	3479	11115	404	988	0	0	0	1360	0	0	577	0	0	0	2815	89	0				
45551																				0	8566	10412	54168	1221	9374	3472	2425	0	9026	0	40	0	0	0	0	13719	0	3071	EFA Vendor Commissions	Investor Holding/Clearing		
45560																					10980	0	62086	10636	12621				8794					0		25670	0	4021				
45775																				0	767	2086	7885	0	237	0	0	0	500	0	0	0	0	0	0	4295	0	0				
46053																				0	2372	0	10277	298	471	0	0	163	1126	0	0	0	0	0	0	5981	0	327	Passport Prefunded Transactions	Interest Rate Swap	Right of use lease  Prior Lake	
46941																				0	409	0	6034	0	195	0	0	0	827	0	0	0	0	0	0	1723	0	2880				
47247																					7672	1	40390	2690	10649	3050			2942	125	367			0		19126	0	0	Lender Reserve Acct Receivable			
47256																				0	160	67	380	49	69	0	0	0	84	0	0	0	0	0	0	0	0	0				
47452																				0	36	44	1080	0	753	0	0	0	247	0	0	571	0	0	0	0	0	0				
47500																				0	1771	1180	22356	1916	2190	0	0	0	1154	0	0	0	0	0	0	16061	0	0				
48057																				0	528	1036	4360	12	12	0	0	0	976	0	0	0	0	0	0	1808	0	0				
48150																				0	277	203	1554	0	37	0	0	0	283	0	0	0	0	0	0	754	0	0				
48374																				0	11294	0	62349	0	11140	0	0	0	10969	0	0	5732	2834	0	0	27829	0	1117				
48440																				0	893	2215	7750	0	101	12	0	0	697	0	0	0	0	0	0	3844	0	0	Prefunding account			
49054																				0	1150	0	3048	176	306	0	0	0	1592	0	0	0	0	0	0	0	0	0				
49148																				0	284	132	3068	196	196	0	0	0	792	0	0	0	0	0	0	1664	0	0				
49241																				0	12404	4016	57950	2681	5316	0	0	0	5173	0	0	0	0	0	0	24099	0	6942				
49652																				0	882	752	8224	107	169	0	0	0	1210	0	0	0	0	0	0	5211	0	0				
49858																				0	1061	231	6247	0	295	0	0	0	518	0	0	0	0	0	0	4142	0	0	Prepaid Service Contracts			
49951																				0	319	0	4569	0	156	0	0	0	1208	0	0	0	0	0	0	2886	0	0				
50144																				0	302	443	4853	0	89	0	0	0	383	0	0	0	0	0	0	3636	0	0				
50461																					0	1660	1999	49	49				290					0		0	0	0				
51253																				0	4322	0	18498	1300	3181	1622	0	0	5225	0	0	0	0	0	0	5770	0	0	Taxes			
51356																					0	0	156		38				118					0		0	0	0				
51459																				0	2842	738	11147	193	207	1	13	0	2569	0	0	0	0	0	0	4791	0	0	CDARS Outgoing RBP	Accrued Income Taxes		
51842																					204	4132	12957	407	3190	2373			1536					0		3895	0	0	FASB 115 Sec G/L Def Tax			
52719																				0	6402	27557	86046	0	52087	0	0	0	0	0	0	49101	0	0	0	0	0	0				
52951																				125	1249	2406	7223	177	561	258	0	0	3007	0	0	0	0	0	0	0	0	0	Sale of Fairfax Branch Settlement Account			
53051																				0	5	0	496	0	48	0	0	0	443	0	0	0	0	0	0	0	0	0				
54058																					1859	597	6774		138	54			4180					0		0	0	0	Accrued Income Tax Payable			
54656																				0	5029	0	33420	308	407	0	0	0	10074	0	0	0	0	0	0	13819	0	4091				
54973																					133538	116442	495134		37091	24283			25077					0		182986	0	0	Prepaid Pension Benefit			
55336																				0	2303	3462	17463	0	6513	0	0	0	2238	0	0	6141	0	0	0	2947	0	0				
55635																				0	279	522	2458	327	1139	0	0	0	518	0	0	0	0	0	0	0	0	0				
55653																				0	308	142	990	0	108	0	0	0	432	0	0	0	0	0	0	0	0	0				
55970																				0	738	3879	25091	998	1179	0	0	0	1845	0	0	0	0	0	0	13294	0	4156				
56258																				0	8	0	6570	146	953	0	0	0	1449	0	0	0	0	0	0	4160	0	0				
56351																					10573	9399	108477	5847	14925	5566			14874		166			0		58706	0	0	Right of Use Asset			
56548																				0	3154	1928	16039	434	1074	0	0	0	1787	0	0	0	0	0	0	8096	0	0				
56717																				0	4850	8834	51241	0	7528	3091	0	0	3297	0	0	0	0	0	0	22386	0	4346	FIXED ANNUITY INVESTMENTS			
57040																				0	276	1384	2977	99	99	0	0	0	1218	0	0	0	0	0	0	0	0	0				
57451																				0	737	11631	24005	502	768	0	0	0	3186	0	0	0	0	0	0	7683	0	0				
58225																				19	1050	3143	13109	297	626	0	0	0	1106	0	4	0	0	0	0	5998	0	1186				
58243																					25985	19827	302096	7070	105423	19155			19555	64683	5990	8299		0		92348	38958	0	NMTC Receivable			
58355																				0	202	0	420	48	48	0	0	0	170	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	8506	0	653	132	250	118	2209	0	0	0	0	0	0	5138	0	506	WARRANTS	FHLB STOCK	Bankers Bancorp Stock	
58636																				0	1768	4136	20318	803	1632	738	0	0	2558	0	0	0	0	0	0	3483	0	6741	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																				0	1805	3305	9667	167	728	336	0	0	1594	0	0	0	0	0	0	2235	0	0	SBA Receivable			
58971																					10060	42917	201877		31242	8622			32241					0		85417	0	0	Pension Asset			
59316																				0	5418	23549	88321	6336	9073	0	0	0	6917	0	0	0	0	0	0	33189	1336	8839				
59352																				0	118	1903	11914	166	258	0	0	0	1988	0	0	0	0	0	0	7647	0	0				
59370																				0	271	1256	15931	322	486	98	18	0	882	0	41	7	0	0	0	10084	0	2952	Income Tax Receivable	Other Assets		
59754																				0	479	0	1425	173	173	0	0	0	195	0	0	0	0	0	0	578	0	0				
60143		705000	1118000	5308000		1772000	894000			311000					0		1374000	28000	0		705000																		Pension plan assets			
60330																				0	960	2385	34349	2711	8040	0	0	0	3190	5239	0	0	0	0	0	11589	0	8185				
60545																				0	923	495	3170	0	8	0	0	0	1744	0	0	0	0	0	0	0	0	0				
60554																				0	242	0	1878	0	46	0	0	0	983	0	0	0	0	0	0	607	0	0				
60648																				0	712	3976	14239	0	697	0	0	0	1752	0	0	0	0	0	0	5950	0	1152				
61122																				0	1027	10274	80829	3509	17163	8001	0	0	6019	0	0	0	0	0	0	46346	0	0	Reserve for Pension			
61355																				0	6982	13650	56606	2388	6995	1246	0	0	7579	0	0	0	0	0	0	21400	0	0	ANNUITY			
61476																				0	13376	1350	51885	539	3763	0	0	0	7205	0	0	3194	0	0	0	26191	0	0				
61757																					1529	716	13927		262			160	1688					0		9732	0	0			Debit Card Settlement	
61832																				0	2351	6423	22688	461	566	0	0	0	3030	0	0	0	0	0	0	5319	0	4999				
61953																				0	256	0	982	0	111	0	0	0	615	0	0	0	0	0	0	0	0	0				
62044																				0	272	0	1400	404	405	0	0	0	79	0	0	0	0	0	0	644	0	0				
62110																				0	126	296	521	0	56	0	0	0	43	0	0	0	0	0	0	0	0	0				
62147																				0	114	0	2536	121	193	0	0	0	469	0	0	0	0	0	0	1760	0	0				
63050																				0	25	4121	13746	0	157	0	0	0	1778	0	0	0	0	0	0	7665	0	0				
63069	0	428319	919209	2975068	0	967556	520898	0	0	325772	0	0	0	0	0	0	103922	230290	0		428319																		Affordable Housing Investments commitment			
63201																				0	394	2574	7164	714	1000	214	0	0	898	0	0	0	0	0	0	2298	0	0	Reserve for Taxes			
63573																				0	2465	3384	9330	466	2227	0	0	0	1254	0	94	0	0	0	0	0	0	0				
63733																					4271	12502	49838		6639	3686			6162					0		15082	0	5182	Insurance Annuity Asset			
63742																				0	812	3415	20815	322	1378	0	0	0	1535	675	0	381	0	0	0	13675	0	0				
64150																				0	979	0	7090	0	1089	0	0	0	1467	0	366	0	0	0	0	3555	0	0				
64552																					705	0	15550		8810	2677			1200				2131	0		4835	0	0	Escrow/Foreclosure Advance			
64730																				0	630	5237	6878	0	272	0	0	0	739	0	0	0	0	0	0	0	0	0	OTHER			
65205																				0	906	3022	52800	700	1810	0	0	0	2838	0	188	0	0	0	0	31809	0	12415				
65513		375	0	3855	1239	2142				1338					0		0	0	0		375																					
65559																					0	15291	34118	691	913				4802		122			0		13112	0	0				
65858																				0	3188	2773	40258	0	9616	5771	188	0	9040	0	0	0	0	0	0	14082	0	1559	Artwork	Accounts Receivable Federated		
66154																				0	1217	404	7419	549	823	0	0	0	1107	0	0	0	0	0	0	3868	0	0				
66275																				0	226	1988	8488	352	414	0	0	0	4384	0	0	0	0	0	0	1476	0	0				
66677																					5036	0	13451	246	3233	2345			842	34				0		4007	0	333	FHLB MPP - Lenders Risk account			
67142																				0	2395	0	3965	104	543	0	0	0	1027	0	439	0	0	0	0	0	0	0				
67151																				0	1012	0	9566	0	4951	0	0	0	3603	3066	0	0	0	0	0	0	0	0				
67209																				0	1130	10261	41845	0	7807	3318	0	0	4641	0	0	0	0	0	0	18006	0	0	Operating Lease ROU Asset			
67254																				0	0	0	100	0	77	0	0	0	23	0	0	0	0	0	0	0	0	0				
67656																					2969	14872	29638		4223				4728					0		2846	0	0				
