"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
292234																																																																																							
292467																																																																																							
292850																																																																																							
292908																																												8692	251	112337	1326	0	0	9452	0	765342	10018	0	0	4969	105	520333	2605	687	0	2697	0	247289	4980	0	0	0	0	0	0	0	0	0	0	571	153	0	0	0	25810	356	1645872	19082	687	0	
293053																																																																																							
293352																																																																																							
293437																																																																																							
293651																																																																																							
293754																																																																																							
294023																																																																																							
294564																																																																																							
294751																																																																																							
294779																																												425	0	185043	2303	0	0	2980	0	539591	6794	0	0	788	0	327767	3252	0	0	304	127	127412	1706	0	0	0	0	0	0	0	0	2	0	2476	47	0	0	0	4499	127	1182289	14102	0	0	
294827																																																																																							
295011																																																																																							
295057																																																																																							
295646																																																																																							
296456																																																																																							
296474																																																																																							
296559																																																																																							
296755																																																																																							
296858																																																																																							
297051																																																																																							
297631																																																																																							
297761																																																																																							
298049																																																																																							
298218																																																																																							
298245																																																																																							
299868																																																																																							
300009																																																																																							
300063																																																																																							
300157																																																																																							
300353																																																																																							
300456																																																																																							
300933																																																																																							
300942																																																																																							
300960																																																																																							
301574																																																																																							
301800																																												6	3	70575	610	0	0	3334	560	332418	3739	0	0	7004	272	442094	4031	0	0	568	343	54612	514	0	0	0	0	0	0	0	0	0	0	31654	483	0	0	49	10912	1178	931353	9426	0	0	
302030																																																																																							
302133																																																																																							
302553																																																																																							
302656																																												0	0	178731	1056	0	0	42315	1615	1049133	6202	658	0	0	0	158304	185	83	0	8784	2157	580368	3430	1301	0	0	0	0	0	0	0	0	0	16767	42	0	0	16615	51099	3772	1983303	27530	2042	0	
303653																																																																																							
303701																																																																																							
303747																																																																																							
303952																																																																																							
304173																																																																																							
304520																																																																																							
304575																																																																																							
304762																																																																																							
304913																																																																																							
305059																																																																																							
305077																																																																																							
305237																																																																																							
305442																																																																																							
306056																																																																																							
306140																																																																																							
306159																																																																																							
306337																																																																																							
306908																																																																																							
307062																																																																																							
307334																																																																																							
307361																																																																																							
307679																																																																																							
307932																																																																																							
308256																																																																																							
308340																																																																																							
308836																																																																																							
309150																																																																																							
309655																																																																																							
309851																																																																																							
310754																																																																																							
310950																																																																																							
310978																																																																																							
311050																																																																																							
311144																																																																																							
311256																																																																																							
311265																																																																																							
311603																																																																																							
311658																																																																																							
311845																																												9038	16	1100039	12079	50	5	25007	490	4379520	49213	2338	17	39457	1540	4171045	39854	1616	47	18372	670	3461276	37866	212	0	0	0	193085	6953	0	0	2247	208	1533730	21430	0	0	0	94121	2924	14838695	167395	4216	69	
311939																																																																																							
312244																																																																																							
312356																																																																																							
313009																																																																																							
313157																																																																																							
313223																																																																																							
313577																																																																																							
314257																																																																																							
314444																																																																																							
315656																																																																																							
316840																																																																																							
316859																																																																																							
316934																																																																																							
317258																																																																																							
317342																																																																																							
317379																																																																																							
317650																																																																																							
318639																																																																																							
318974																																																																																							
319047																																																																																							
319458																																																																																							
319551																																																																																							
320034																																																																																							
320052																																												0	0	54819	1170	0	0	4554	0	132517	1457	0	0	537	0	116992	2505	0	0	284	6	54357	766	0	0	0	0	0	0	0	0	8	0	4465	46	0	0	0	5383	6	363150	5944	0	0	
320070																																																																																							
320119																																																																																							
321152																																																																																							
321255																																																																																							
321273																																																																																							
321330																																																																																							
321947																																																																																							
322449																																																																																							
322476																																																																																							
322551																																																																																							
323204																																																																																							
323651																																																																																							
324153																																																																																							
324229																																																																																							
324256																																																																																							
324340																																												0	0	14736	63	0	0	165	5	652843	4856	8657	0	2474	131	225934	736	1650	0	200	16	239499	1489	3959	0	0	0	0	0	0	0	7	1	39650	308	8	0	14	2846	153	1172662	7466	14274	0	
324854																																																																																							
324863																																												0	0	214899	4505	0	0	0	0	472870	7624	0	0	46	1	110408	1205	0	0	50	33	401543	6804	0	0	0	0	0	0	0	0	87	64	6244	192	0	0	2338	183	98	1205964	22668	0	0	
324975																																																																																							
325141																																																																																							
325459																																																																																							
325534																																																																																							
326054																																																																																							
326344																																																																																							
326858																																																																																							
326979																																																																																							
327220																																																																																							
327305																																																																																							
327435																																																																																							
327556																																																																																							
327855																																																																																							
328058																																																																																							
328357																																																																																							
328656																																																																																							
328777																																												0	0	204891	3781	0	0	2930	0	618291	7322	0	0	2010	0	792973	4453	25	0	5236	22	106577	827	0	0	0	0	0	0	0	0	0	0	2110	48	0	0	824	10176	22	1724842	17255	25	0	
329149																																																																																							
329345																																																																																							
329550																																																																																							
329952																																																																																							
330239																																																																																							
330248																																																																																							
330855																																												440	66	75758	202	0	0	23251	2952	848168	4551	0	0	7226	622	588127	1194	0	0	2414	1019	276638	2316	0	0	0	0	742	37	0	0	2286	199	28769	340	0	0	9145	35617	4858	1818202	17785	0	0	
330873																																																																																							
330949																																																																																							
331076																																																																																							
331375																																																																																							
331544																																																																																							
331713																																																																																							
332224																																																																																							
332345																																																																																							
332671																																																																																							
332756																																																																																							
333034																																																																																							
333203																																												58	0	96611	1032	0	0	7933	9	365179	3902	0	0	1473	21	351382	2397	0	0	7	0	134768	420	0	0	0	0	0	0	0	0	0	0	2082	9	0	0	549	9471	30	950022	8309	0	0	
333650																																																																																							
333856																																																																																							
333940																																																																																							
334264																																																																																							
335346																																																																																							
336147																																																																																							
336361																																																																																							
336576																																																																																							
337340																																																																																							
338646																																																																																							
338851																																																																																							
338945																																																																																							
339072																																												0	0	90734	1489	0	0	2443	0	35859	997	0	0	1093	87	565691	5627	0	0	977	0	6452	193	0	0	0	0	0	0	0	0	0	0	1872	17	0	0	0	4513	87	700608	8323	0	0	
339353																																																																																							
339456																																																																																							
339607																																																																																							
339773																																												10	0	551475	3846	0	0	3359	0	1010037	6538	0	0	1846	422	1004490	3320	0	0	9121	4998	238287	3258	0	0	0	0	1338	7	0	0	0	0	195197	1396	0	0	1243	14336	5420	3000824	19608	0	0	
339858																																																																																							
339876																																																																																							
340135																																												0	0	133599	802	0	0	10169	353	512026	3099	0	0	1005	0	543611	3386	0	0	3528	511	172825	1094	0	0	0	0	0	0	0	0	0	0	5792	71	0	0	3257	14702	864	1367853	11709	0	0	
340144																																																																																							
340256																																																																																							
340443																																																																																							
340742																																																																																							
340751																																																																																							
341310																																																																																							
342054																																																																																							
342362																																												0	0	17045	314	0	0	834	0	40768	779	0	0	60	0	45909	1035	0	0	15	0	33533	573	0	0	0	0	0	0	0	0	0	0	4569	36	0	0	0	909	0	141824	2737	0	0	
342410																																												15426	0	167913	3214	0	0	2767	0	1055545	12431	4333	15	3001	28	515400	4412	4837	116	31	0	369822	4621	200	2	0	0	0	0	0	0	40	0	11909	94	8	0	245	21265	28	2120589	25017	9378	133	
342634																																																																																							
343051																																																																																							
343248																																																																																							
343770																																																																																							
343903																																																																																							
343958																																																																																							
344647																																												527	118	11751	69	0	0	7139	2413	263820	3942	0	0	878	227	118600	889	0	0	70	14	104095	1048	0	0	0	0	0	0	0	0	0	0	44600	537	0	0	1550	8614	2772	542866	8035	0	0	
344852																																																																																							
345309																																												827	0	45390	272	0	0	5793	289	135204	2524	0	0	6026	0	769082	6094	0	0	1542	81	39522	452	0	0	0	0	0	0	0	0	5	0	5175	101	0	0	0	14193	370	994373	9443	0	0	
345345																																																																																							
345747																																																																																							
345756																																																																																							
345877																																																																																							
346379																																																																																							
346566																																																																																							
346771																																																																																							
347022																																																																																							
347639																																																																																							
347956																																																																																							
348159																																																																																							
348720																																																																																							
349129																																																																																							
349343																																																																																							
350572																																																																																							
350657																																																																																							
350750																																																																																							
351131																																																																																							
351560																																																																																							
351878																																																																																							
352370																																																																																							
352651																																																																																							
352745																																																																																							
352772																																																																																							
353238																																																																																							
353546																																																																																							
353555																																												1232	0	326409	1580	0	0	8720	562	931716	6267	0	0	0	0	371845	646	0	0	14140	4668	3642933	57022	0	0	0	0	7563	34	0	0	371	370	1353540	10675	0	0	0	24463	5600	6634006	76224	0	0	
353957																																																																																							
354057																																																																																							
354253																																																																																							
354310																																																																																							
354552																																																																																							
354851																																																																																							
355120																																																																																							
355559																																																																																							
355858																																												230	180	180138	0	0	0	2565	399	619888	11387	0	0	174	20	116999	2904	0	0	6865	1277	182859	4434	0	0	0	0	228594	50709	0	0	4	0	5311	155	0	0	0	9838	1876	1333789	69589	0	0	
356239																																																																																							
356659																																																																																							
356752																																																																																							
357526																																																																																							
357553																																																																																							
357777																																																																																							
357937																																																																																							
358112																																																																																							
358448																																																																																							
358756																																																																																							
359472																																																																																							
359650																																																																																							
359744																																																																																							
360777																																																																																							
361055																																																																																							
361167																																																																																							
361279																																																																																							
361354																																																																																							
361439																																																																																							
362043																																																																																							
362155																																																																																							
362717																																												0	0	43475	426	0	0	207	14	350927	4160	139	0	1300	16	101250	1078	367	0	179	0	78078	1134	0	0	0	0	2862	86	0	0	3	0	120314	1772	0	0	0	1689	30	696906	8656	506	0	
362856																																																																																							
362940																																																																																							
363442																																																																																							
363648																																																																																							
363657																																																																																							
363778																																																																																							
364131																																																																																							
364270																																																																																							
364430																																																																																							
364850																																																																																							
365325																																																																																							
365745																																																																																							
365848																																																																																							
365950																																																																																							
366078																																																																																							
366238																																												752	0	164499	1656	184	0	326	0	776003	7440	62	0	16	0	306290	2570	348	0	0	0	149292	1872	0	0	0	0	0	0	0	0	0	0	24333	804	0	0	2675	1094	0	1420417	17017	594	0	
366247																																																																																							
366359																																																																																							
366658																																																																																							
366854																																																																																							
367150																																																																																							
367178																																																																																							
367431																																																																																							
367543																																																																																							
368054																																																																																							
368344																																																																																							
368522																																																																																							
368933																																																																																							
368951																																																																																							
369453																																																																																							
369659																																																																																							
370020																																																																																							
370347																																																																																							
370721																																																																																							
370833																																																																																							
370954																																																																																							
371223																																																																																							
371232																																																																																							
371362																																																																																							
371559																																																																																							
371755																																																																																							
371849																																																																																							
371924																																																																																							
371942																																																																																							
372444																																																																																							
372538																																																																																							
372640																																																																																							
372855																																																																																							
373272																																																																																							
373553																																																																																							
373601																																												0	0	0	0	0	0	0	0	56513	297	0	0	0	0	90628	344	0	0	0	0	3130	75	0	0	0	0	0	0	0	0	0	0	814	2	0	0	0	0	0	151085	718	0	0	
374130																																																																																							
374653																																												0	0	128003	1667	0	0	858	230	226095	2954	0	0	85	23	128903	1700	0	0	0	0	227332	6082	0	0	0	0	0	0	0	0	69	19	1111017	14735	0	0	0	1012	272	1821350	27138	0	0	
374774																																																																																							
375043																																												254	0	114387	1164	0	0	5551	372	779637	6642	0	0	537	108	84071	779	0	0	2995	0	408382	4256	0	0	0	0	0	0	0	0	0	0	5036	43	0	0	1264	9337	480	1391513	14148	0	0	
375379																																																																																							
375502																																																																																							
375566																																																																																							
375650																																																																																							
376237																																																																																							
376273																																												0	0	42854	585	0	0	1257	0	798948	5212	0	0	5858	3	320533	1685	0	0	225	0	54612	1066	0	0	0	0	0	0	0	0	411	0	501431	4989	0	0	198	7751	3	1718378	13735	0	0	
376442																																																																																							
376947																																																																																							
377663																																																																																							
377850																																																																																							
378044																																																																																							
378110																																																																																							
379050																																																																																							
379153																																																																																							
379470																																																																																							
379649																																																																																							
379920																																																																																							
380346																																																																																							
380458																																																																																							
380533																																																																																							
380878																																																																																							
380944																																																																																							
381026																																																																																							
381343																																																																																							
381932																																																																																							
381950																																																																																							
382050																																																																																							
382069																																																																																							
382256																																																																																							
382274																																																																																							
382443																																																																																							
382537																																																																																							
382649																																																																																							
382658																																																																																							
382742																																																																																							
382854																																																																																							
384018																																																																																							
384278																																												112	1	102660	954	3881	0	1865	154	267793	3312	2617	0	2058	27	304771	1069	44	0	323	6	190184	493	349	0	0	0	2320	81	0	0	21	0	145503	1210	0	0	2839	4379	188	1013231	9958	6891	0	
384353																																																																																							
384652																																																																																							
384830																																																																																							
385350																																																																																							
385471																																																																																							
385547																																																																																							
385686																																																																																							
386432																																																																																							
386450																																																																																							
386731																																																																																							
386825																																																																																							
387055																																																																																							
387671																																																																																							
388155																																																																																							
388258																																																																																							
388557																																																																																							
388744																																																																																							
388753																																																																																							
388874																																																																																							
389358																																																																																							
389376																																																																																							
389826																																																																																							
390372																																																																																							
390840																																																																																							
391418																																																																																							
391557																																																																																							
391575	0	0	27386	116	61	0	0	0	3269153	12692	1166	228	2104	53	170990	1843	992	35	0	0	42086	340	66	0	0	0	0	0	0	0	1	0	3307	29	0	0	0	2105	53	3512922	15020	2285	263																																												
391959																																																																																							
391977																																																																																							
392152																																																																																							
392255																																																																																							
392778																																																																																							
393252																																																																																							
393355																																																																																							
393953																																																																																							
394156																																																																																							
394259																																																																																							
395238																																																																																							
396057																																																																																							
396244																																																																																							
396253																																																																																							
396954																																																																																							
397456																																																																																							
397531																																																																																							
397540																																												0	0	195377	57	0	0	1593	0	563129	11323	0	0	1194	0	394003	233	0	0	746	522	163810	4111	0	0	0	0	500	0	0	0	36	0	22268	483	0	0	0	3569	522	1339087	16207	0	0	
397559																																																																																							
397755																																																																																							
397858																																																																																							
398051																																																																																							
398248																																																																																							
398668																																																																																							
398837																																																																																							
399357																																																																																							
399517																																																																																							
399731																																																																																							
399973																																																																																							
400057																																																																																							
400141																																																																																							
400365																																																																																							
400767																																																																																							
401072																																																																																							
401559																																																																																							
401755																																																																																							
401906																																																																																							
401951																																																																																							
402846																																																																																							
402873																																																																																							
403067																																																																																							
403151																																												0	0	262667	1255	0	0	3362	563	519592	4540	0	0	87	45	106278	758	0	0	873	412	765687	8878	0	0	0	0	0	0	0	0	352	281	24406	512	0	0	839	4674	1301	1678630	16782	0	0	
403179																																																																																							
403254																																																																																							
403656																																																																																							
403870																																																																																							
403946																																																																																							
404653																																																																																							
404943																																																																																							
406022																																																																																							
406059																																																																																							
406666																																																																																							
406974																																																																																							
407168																																																																																							
407506																																																																																							
407645																																																																																							
407850																																																																																							
408307																																																																																							
408642																																																																																							
408875																																																																																							
409265																																																																																							
410159																																																																																							
410560																																																																																							
410748																																																																																							
410917																																																																																							
410944																																																																																							
411062																																																																																							
411174																																																																																							
