"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
12647														297	0	0	0	0	0	0	0	76	221	0	0	0	0				
12656														30	0	0	18	0	0	0	0	8	4	0	0	0	0				
12946														14475	0	11578	0	0	0	0	0	473	2424	0	8112	0	0				
13103														40216		31658	0		17871			786	7757	15			4601	Defined Benefit Retirement Plan Liability	Fair value - swaps		
13251														208	0	202	0	0	7	136	0	6	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														214	0	189	0	0	0	0	0	3	22	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1567	0	734	0	0	171	0	0	70	763	0	548	0	0	Deffered Contract Incentive			
14650														304	0	2	0	0	0	0	0	7	295	0	0	0	0				
14753														75	0	0	0	0	0	0	0	27	48	0	0	0	0				
14865														7087	0	5060	0	0	0	0	0	102	1900	25	1843	0	873				
14977														78	0	0	0	0	0	0	0	48	30	0	0	0	0				
16551														630	0	213	0	100	0	0	0	247	170	0	0	0	0	Deferred PPP Loan Fees			
17110														20606	0	11032	0	0	0	0	0	519	8975	80	0	0	10810				
17147														200891	0	123302	0	0	0	0	0	3787	50502	23300	0	92770	0				
17259														1864	0	1680	0	0	0	0	0	32	152	0	1465	0	0				
17950														2430	0	1513	0	747	0	0	0	306	450	161	654	0	0	ATM/EFT Settlement			
17978														341	0	268	44	86	38	140	4	5	24	0	0	0	0	Federal Income Taxes Payable	Franchise & Excise Taxes Payable	Use Tax Payable	
18050														7454	3851	5658	0	29	0	0	0	307	1489	0	1750	0	0				
18827														16700	0	12725	0	0	10478	0	0	479	3478	18	0	0	2198	NET DERIVATIVE LIABILITY			
18836														2232	0	1102	0	0	0	0	0	55	1075	0	922	0	0				
18854														10511		8574	0		1461	2100		339	1598	0				Dividends Payable	Cashier's Checks		
19356														646	0	467	0	0	120	0	0	71	108	0	318	0	0	Core Contract Incentive Liability			
19936														1864	0	1707	0	0	0	0	0	147	10	0	1515	0	0				
19972														1383	0	1381	0	0	1040	335	0	1	1	0	0	0	0	Accrued Expense Life Insurance	Accrued Expense Split Plan		
20053														500	0	0	0	0	0	0	0	87	413	0	0	0	0	Unrealized interest AR			
20633														2635	0	2167	0	0	456	0	0	107	275	86	1381	0	0	FEDERATED CLEARING ACCOUNT			
20857														916	0	526	0	119	0	0	0	212	178	0	407	0	0				
21256														9	0	8	0	0	0	0	0	1	0	0	0	0	0				
21359														196	0	144	0	144	0	0	0	8	44	0	0	0	0				
21658														1721		1262	0					108	351	0	956						
22048														1833	0	1415	0	0	0	0	0	118	300	0	1382	0	0				
22543														1819	0	493	356	0	145	0	0	35	935	0	0	0	326	Accrued ESOP			
22552														159	0	0	0	0	0	0	0	64	95	0	0	0	0				
22730														1653	742	1328	0	439	0	0	0	7	296	22	0	0	0				
23456														341	0	0	0	0	0	0	0	245	96	0	0	0	0	Fed Withholding			
23504														124137	0	70394	0	0	0	0	0	2432	48464	2847	0	0	60340				
23643														353	0	190	0	0	0	0	0	130	33	0	0	0	0				
23755														1693	0	824	0	0	0	0	0	20	849	0	716	0	0	SBA Deferred Revenue	COMMERCIAL REMITTANCE	CDARS DEFFERED FEE LIABILITIES	
24006														20640	0	17399	0	0	0	0	0	45	3196	0	1881	0	7898				
24378														566	0	406	0	0	0	0	0	1	159	0	0	0	0				
24659														342	0	325	0	0	325	0	0	17	0	0	0	0	0	AGBMP			
24949														4456	0	2965	0	0	0	0	0	181	1310	0	2965	0	0				
25357														489	0	0	0	0	0	0	0	315	174	0	0	0	0				
25647														2923		2405	0	2404				300	218	0				Unearned SBA Fees	AP Loans		
26457														50		1	0					25	24	0							
26765														31640	0	14614	0	0	0	0	0	697	13185	3144	0	0	13838				
27070														4287	0	1705	0	0	426	0	0	437	2145	0	926	0	0	Contract Incentive	Deferred fees		
27548														5631	0	904	0	0	0	0	0	245	4482	0	904	0	0				
27614														2720	0	1112	0	0	0	895	0	167	1441	0	0	0	0		Network Settlement	0	
27847														3254	0	2178	0	3	92	37	0	349	727	0	2046	0	0	Deferred Income	CDARS Incoming Ratebridge Payment		
28013														56544		43514	0		18979			2479	9760	791				Federal Taxes			
28152														2280	250	2235	0					27	18	0	882	1033					
28675														251		4	0					143	104	0							
28732														1297	0	978	0	113	859	0	0	44	275	0	0	0	0	Deferred Liabilities			
29476														347	0	216	0	179	0	0	0	69	62	0	0	0	0				
29636														12712	0	10185	0	0	0	0	0	412	2115	0	9868	0	0				
29878														31901		29695	0	2433	57	6093		0	2206	0	21112			Abandoned Property	Minimum Liability Pension		
30052														193	0	49	16	49	0	0	0	2	126	0	0	0	0				
30502														12887	0	9949	0	0	0	0	0	113	2710	115	0	5752	4060				
30650														648	0	3	0	0	0	0	0	42	603	0	0	0	0				
30810	5028736	0	1759892	0	0	1592637	0	0	3046522	42000	0	0	0									180322						Merchant settlement			
31134														1127		968	0	125	493	232		66	93	0				Index Liability Plan	Split Dollar Ins Liability		
31255														11992	0	5061	0	0	114	0	0	39	6892	0	0	0	2150	Factored loans collected reserves			
31657														63	0	7	0	0	0	0	0	30	26	0	0	0	0	OD Contra	Mastercard Drafts	ATM Clearings	
31826														2729		2094	0					189	446	0	1070						
31835														5547	335	2669	0	0	0	0	0	98	2780	0	1668	0	0				
32234														2210	0	931	0	0	692	0	0	198	1081	0	0	0	0	Commitment on Equity Investments			
32766														1664	0	0	678	0	0	0	0	70	891	25	0	0	0				
32971														3989	0	3087	0	0	0	0	0	55	847	0	3026	0	0				
33147														786	0	148	0	0	0	0	0	181	457	0	0	0	0	ATM Clearing Account			
33259														5819	0	728	0	0	401	234	0	424	4667	0	0	0	0	Interest Payable Participant	Elan Debit Card Settlement		
33370														171	0	171	0	0	0	0	0	0	0	0	0	0	0				
33839														83	0	9	69	9	0	0	0	5	0	0	0	0	0				
33857														2817		0	0					429	2388	0							
34434														1719	377	1456	0	0	0	0	0	140	123	0	0	0	0				
34537														149196		122949	0	31315				455	22341	3451			50770				
34555														2503	0	2338	0	0	0	0	0	165	0	0	2302	0	0				
34742														8346	0	6102	0	0	3048	0	0	206	2038	0	2532	0	0	Reserve for Investor Loan Payment			
35057														317	0	27	0	0	0	0	0	34	256	0	0	0	0				
35301	14294000	0	11704000	21000	0	3836000	3626000	0	2504000	23000	0	0	0									42000						Collateral deposits	Payables for Non-Cash Collateral		
35646														418	0	372	0	0	309	0	0	38	8	0	0	0	0	Acc slary contr BOLI General			
35879														1080	0	408	0	0	0	0	0	248	424	0	382	0	0				
36456														469	0	219	0	0	0	0	0	24	226	0	219	0	0				
36933														1543	0	614	0	0	210	200	0	234	695	0	0	0	0	Escrow balances	ATM Settlement		
37051														123	0	23	0	0	0	0	0	77	23	0	0	0	0				
37341														437	0	343	0	0	0	0	0	61	33	0	343	0	0				
37435														15072	0	6704	0	0	1417	111	4350	288	8080	0	0	0	0	Deferred Income	Escrow Payable	Due to Fed - Historic Tax Credit	
37640														47199	0	18557	0	0	0	0	0	925	27717	0	0	0	6447				
37659														839	0	805	0	0	0	0	0	7	27	0	805	0	0				
37949														327	0	250	0	0	0	0	0	74	3	0	0	0	0				
38740														1692	0	967	0	0	956	0	0	90	635	0	0	0	0	LIHTC - Commitment			
39327														3409	910	2598	0	0	295	697	0	75	736	0	693	0	0	Deferred Income	Lease Liability		
39756														4702		2946	0		2905			339	1417	0				accrued salaries			
40033														665	0	636	0	0	0	0	0	6	23	0	636	0	0	Unfunded Projected Benefit Obligation	Accrued FDIC Assessment		
40499														107043		84324	0					1441	16350	4928	40212		28590				
40855														396	0	0	0	0	0	0	0	185	211	0	0	0	0				
41553														489	0	0	0	0	0	0	0	11	478	0	0	0	0				
41629														1119	0	602	0	0	0	0	0	221	296	0	546	0	0				
41825														6260		4567	0	450				93	824	776	1084		2909				
42037														119	0	0	0	0	0	0	0	14	105	0	0	0	0				
42354														33	0	0	0	0	0	0	0	33	0	0	0	0	0				
42372														2402	0	2119	0	0	0	0	0	44	239	0	2119	0	0				
42420														202430	5428	153907	0					589	37918	10016		89361	45149				
42448														5443	0	566	0	0	193	0	0	2261	2362	254	0	0	0	ATM SETTLEMENT			
42457														138	0	0	93	0	0	0	0	30	15	0	0	0	0				
43052														734	0	6	0	0	0	0	0	46	682	0	0	0	0				
43351														641	0	27	0	0	0	0	0	556	58	0	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														632	0	571	0	0	0	0	0	8	53	0	562	0	0				
43959														187	0	0	0	0	0	0	0	73	105	9	0	0	0				
44040														1211	0	25	0	0	0	0	0	77	1109	0	0	0	0				
44433														4058		2870	0	571				335	413	440			2174				
44741														2456	794	812	0	0	0	0	0	45	1599	0	0	0	0				
44750														340	0	35	0	0	0	0	0	168	137	0	0	0	0				
44929														469		0	233					60	176	0							
45038														510	0	137	0	0	0	0	0	66	307	0	0	0	0				
45047														355	0	16	0	0	0	0	0	70	269	0	0	0	0				
45056														634	450	601	0	70	0	0	0	17	16	0	81	0	0				
45430														3817	0	3740	0	0	0	0	0	39	38	0	3731	0	0				
45458														1216	0	833	0	66	0	0	0	77	306	0	760	0	0				
45551														9111	0	6111	0	41	2374	0	0	768	2232	0	2890	0	0	EFA Vendor Subsidiary Deferred Income			
45560														23923		13030	0					1451	9442	0	8956						
45775														3918	0	3799	0	0	0	0	0	3	116	0	2690	0	0				
46053														2988	0	2431	0	0	0	0	0	174	383	0	2218	0	0	Right of use lease  Prior Lake	Int Rate Cap/Floor Swap		
46941														518	0	0	0	0	0	0	0	102	416	0	0	0	0				
47247														9097		1600	0					504	6993	0	1014						
47256														109	0	0	0	0	0	0	0	14	95	0	0	0	0				
47452														118	0	20	0	0	0	0	0	30	68	0	0	0	0				
47500														1884	0	893	0	0	0	0	0	24	809	158	358	0	311				
48057														2044	0	1868	0	0	0	0	0	117	59	0	1868	0	0				
48150														202	150	150	0	0	0	0	0	45	7	0	0	0	0				
48374														14389	6759	9347	0	0	0	0	0	466	4576	0	0	0	0				
48440														1004	0	877	0	0	421	86	0	127	0	0	321	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1215	0	524	0	0	0	0	0	84	607	0	256	0	0				
49148														1703	296	1567	0	0	0	0	0	15	121	0	1270	0	0				
49241														16783	0	16151	0	0	0	0	0	326	306	0	7017	0	0				
49652														288	0	121	0	0	0	0	0	53	114	0	0	0	0	Accrued Incentive Pay			
49858														1033	0	852	0	0	0	0	0	92	89	0	662	0	0				
49951														469	0	1	0	0	0	0	0	38	430	0	0	0	0				
50144														1540	0	0	0	0	0	0	0	188	1352	0	0	0	0				
50461														733		411	0					39	183	100			400				
51253														5008	0	2274	560	0	1591	0	0	590	1584	0	0	0	0	Deferred Gain on Sale of ORE			
51356														51		0	0					30	21	0							
51459														1035	0	451	0	0	1	0	0	131	453	0	450	0	0	Incoming RBP			
51842														5515		2525	0					251	2739	0	1357						
52719														2926397	0	2911151	0	0	2001893	849895	0	0	15246	0	0	0	0	Participant fund cash	Payable to participants		
52951														874	0	74	0	0	0	0	0	107	693	0	0	0	0				
53051														24	0	0	0	0	0	0	0	21	3	0	0	0	0				
54058														2285		1738	0		74			547	0	0				ATM Clearing			
54656														5753	0	1514	0	0	0	0	0	3510	729	0	1384	0	0				
54973														157504		49045	0					1427	102632	4400	21455		20906				
55336														1239	0	801	0	0	0	0	0	32	406	0	564	0	0				
55635														1066	0	442	0	0	0	0	0	94	530	0	0	0	0				
55653														132	0	88	0	88	0	0	0	9	35	0	0	0	0				
55970														1414	0	53	0	0	0	0	0	21	1240	100	0	0	0				
56258														864	0	540	0	0	0	0	0	155	169	0	0	0	0				
56351														30983		14044	0		7019			543	15744	652			5759	Management incentive accruals			
56548														2774	0	93	0	0	0	0	0	1403	1278	0	0	0	0				
56717														14099	0	6940	0	0	0	0	0	146	7013	0	4619	0	0				
57040														90	0	0	0	0	0	0	0	89	1	0	0	0	0				
57451														2116	0	0	0	0	0	0	0	441	1675	0	0	0	0				
58225														802	0	162	0	0	0	0	0	91	549	0	0	0	0				
58243														152814		112960	0	2799	8579			1085	37669	1100	1700	66569	26450	Deferred Liability - NMTC			
58355														53	0	10	0	0	10	0	0	26	17	0	0	0	0	Overdrafts			
58551														1072	0	983	0	0	0	35	0	89	0	0	948	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														3959	0	1691	0	0	761	0	0	92	2176	0	920	0	0	ACCRUED SPLIT DOLLAR			
58757														4653	0	4232	0	0	0	0	0	158	263	0	3617	0	562				
58971														130470		82205	0		27822			371	40894	7000	30064			Commitments for Tax Credit Investments			
59316														19236	0	11187	0	0	0	0	0	2619	5430	0	0	0	4195				
59352														1578	0	245	0	0	220	0	0	206	1127	0	0	0	0	Dormant official checks			
59370														486	0	173	0	27	146	0	0	1	312	0	0	0	0	Other Liabilities			
59754														209	0	160	0	0	0	0	0	10	39	0	0	0	0				
60143	1492000	0	1064000	2000	0	320000	0	0	367000	51000	0	0	405000									8000						Pension plan liability			
60330														13252	0	12708	0	0	0	0	0	123	421	0	4608	0	6819				
60545														362	0	0	0	0	0	0	0	358	4	0	0	0	0				
60554														85	0	1	0	0	0	0	0	7	77	0	0	0	0				
60648														3122	0	1892	0	0	0	0	0	40	1190	0	1892	0	0				
61122														24447	0	20016	0	0	0	0	0	76	4222	133	7194	0	0				
61355														7540	0	61	0	0	0	0	0	742	6438	299	0	0	0				
61476														12653	0	3853	0	0	0	0	0	1	8111	688	0	0	0				
61757														1313		373	0					149	791	0	350						
61832														2361	0	2221	0	0	2056	0	0	51	89	0	0	0	0	Contracts Payable			
61953														39	0	0	0	0	0	0	0	8	31	0	0	0	0				
62044														662	0	640	2	335	0	0	0	15	5	0	305	0	0				
62110														2513	0	445	0	0	122	256	0	0	2068	0	0	0	0	Accrued postretirement benfits	Interco balance owed to affliliates, net		
62147														216	0	30	0	0	0	0	0	18	168	0	0	0	0				
63050														4289	0	3643	0	0	0	0	0	27	619	0	3643	0	0				
63069	2630062	0	2101815	0	0	0	0	0	434151	64082	0	740217	576205									30014									
63201														919	0	500	0	0	420	0	0	70	278	71	0	0	0	Prepaid Expense			
63573														2025	0	955	0	0	0	0	0	70	1000	0	299	0	0				
63733														6157		1732	0					1034	3376	15	1658			Cardholder Settlement Debit Cards			
63742														4006	0	830	0	154	0	0	0	134	2847	195	0	675	0				
64150														821	0	711	0	0	264	0	0	110	0	0	260	0	0	ESCROW PAYABLE			
64552														4746		2029	2192			589		142	383	0			1074	CDFI Award - DPA	Reserve for Contingency		
64730														591	0	535	0	0	150	255	0	19	37	0	0	0	0	INCOME TAX PAYABLE - FEDERAL	INCOME TAX PAYABLE - STATE		
65205														5691	0	1930	0	0	650	0	0	9	3752	0	663	127	0	Contingent Liability			
65513	5738	0	4247	0	0	0	0	0	1235	0	0	0	4099									256									
65559														7370		6210	0					134	1026	0	5056						
65858														10747	0	1727	0	0	1131	0	0	471	8549	0	0	0	0	Right of Use Lease Liability			
66154														1492	0	768	0	0	691	0	0	204	520	0	0	0	0	Unearned Conversion Credits Received			
66275														1362	0	974	0	0	272	702	0	388	0	0	0	0	0	Deferred contract credits	Accrued employee bonuses not yet paid		
66677														2684		818	1284	47				1	581	0	635	8	101				
67142														421	0	0	0	0	0	0	0	329	92	0	0	0	0				
67151														6756	0	5521	0	0	0	0	0	237	998	0	0	0	4640				
67209														32577	0	24773	0	0	11080	0	0	713	6680	411	10031	0	0	Collateral Held from Swap Counterparties			
67254														171	0	0	0	0	0	0	0	0	171	0	0	0	0				
67656														23605		13944	0		11873			199	6949	2513				NET DEFERRED ANNUAL FEE			
67870														7435	0	6516	0	0	3567	0	0	98	821	0	2832	0	0	ESOP GUARANTEED LIABILITY			
68671														626	0	470	0	198	0	0	0	36	120	0	12	0	0				
68756														5158		4104	0					114	940	0	2326						
68831														956	0	0	0	0	0	0	0	34	922	0	0	0	0				
69333														18856	10681	10681	0	0	0	0	0	405	7770	0	0	0	0				
69678														1020	0	0	0	0	0	0	0	10	1010	0	0	0	0				
70218														7596	0	7228	0	0	0	0	0	42	300	26	0	0	7225				
70414														1284	0	44	0	0	0	0	0	151	1089	0	0	0	0				
70638														1839	0	173	0	0	0	0	0	99	1567	0	0	0	0				
70955														91	0	0	81	0	0	0	0	10	0	0	0	0	0				
71073														1640	0	1314	0	117	0	0	0	40	286	0	0	0	1197				
71457														1096	0	611	0	0	303	277	0	221	264	0	0	0	0	PTO Liability	Lease Liability		
71859														2423	0	0	0	0	0	0	0	1	2422	0	0	0	0				
72258														1950	0	0	0	0	0	0	0	651	1299	0	0	0	0				
72351														99	0	0	0	0	0	0	0	31	68	0	0	0	0				
72454														64	0	0	0	0	0	0	0	52	12	0	0	0	0				
72678														5625	0	540	0	540	0	0	0	14	5071	0	0	0	0				
73116														6819	0	2196	0	0	0	0	0	55	4568	0	0	0	1895				
73152														1014	0	916	0	54	0	0	0	58	0	40	862	0	0				
73554														572	0	3	0	0	0	0	0	165	404	0	0	0	0				
73956														134	0	98	0	98	0	0	0	23	13	0	0	0	0				
74056														663	0	469	0	0	332	0	0	46	148	0	136	0	0	NE MHEG FUNDS LIABILITY			
74140														12679		8459	0					256	3964	0	6043						
74403														7771		4599	0	1939				494	2535	143			1648		ATM Settlement	SERP	
74449														7	0	2	0	0	0	0	0	5	0	0	0	0	0				
75259														4476	0	3119	0	0	0	0	0	522	835	0	2707	0	0			PPP Forgivness WIP	
75446														1501	0	13	0	0	0	0	0	156	1332	0	0	0	0				
75455														25	0	0	0	0	0	0	0	25	0	0	0	0	0				
75633	2922897	0	1019612	0	0	0	0	0	1630723	162194	0	0	672863									110368									
75651														192	0	116	0	0	116	0	0	32	44	0	0	0	0	Retirement Payable			
76153														219	0	134	60	34	0	0	0	17	8	0	0	0	0				
76443														493	0	5	0	0	0	0	0	7	481	0	0	0	0				
76854														1746	0	483	0	456	0	0	0	212	1051	0	0	0	0				
77150														207	0	0	0	0	0	0	0	45	162	0	0	0	0				
77253														940	0	0	0	0	0	0	0	90	850	0	0	0	0				
77422														2137	0	1763	0	59	1656	0	0	97	277	0	40	0	0	SERP Liability			
77851														69843	0	35705	0	0	0	0	0	1721	32417	0	22665	0	0				
78157														154	0	118	0	0	0	0	0	4	32	0	0	0	0				
78241														235	0	0	0	0	0	0	0	29	206	0	0	0	0				
78559														475	0	431	0	0	0	0	0	8	18	18	0	0	0				
79042														953		719	0	633				156	78	0							
79127														459	0	242	0	0	0	0	0	11	185	21	242	0	0				
79145														1741	0	417	0	417	0	0	0	113	761	450	0	0	0				
79257														165	0	0	52	0	0	0	0	8	105	0	0	0	0				
79855														493	0	0	0	0	0	0	0	75	418	0	0	0	0				
80150														1859	0	1388	0	4	22	0	0	87	384	0	1218	0	0	Deferred Revenue			
80374														735	0	102	0	8	0	0	0	0	633	0	0	0	0				
80431														189	0	0	0	0	0	0	0	51	138	0	0	0	0				
81175														4110	0	2288	0	0	1642	0	0	168	1654	0	0	0	0	ESOP Repurchase			
82033														1989	0	1040	0	0	367	0	0	31	918	0	0	0	0	Accrued Retirement Plan			
82257														732	0	633	0	0	0	0	0	19	13	67	633	0	0				
82350														862	0	758	0	0	0	0	0	24	80	0	758	0	0				
83151														291	0	64	0	0	0	0	0	185	42	0	0	0	0				
83375														8107	0	3942	0	0	0	0	0	618	3547	0	1160	0	2701				
83638	315573	0	270159	0	0	0	0	0	40236	1702	0	77115	145304									3476									
83834														1957	0	1601	0	0	0	0	0	18	338	0	1431	0	0				
83852														77	0	3	0	0	0	0	0	17	57	0	0	0	0				
83955														701	0	0	0	0	0	0	0	133	568	0	0	0	0				
84046														92	0	9	0	0	0	0	0	65	18	0	0	0	0				
84541														13752	0	9643	0	348	492	0	0	559	3550	0	6200	0	2603	Incentive Payments Due			
85052														610	0	249	0	121	0	0	0	169	192	0	0	0	103				
85472														282210		218576	0		69808			2049	58575	3010		115662		Derivative Cash Collateral Liability			
85931														1778	0	1561	0	0	0	0	0	199	18	0	1503	0	0				
86349														3275	0	2786	0	0	0	0	0	65	424	0	2765	0	0				
86675														6451	0	4162	0	0	189	247	0	17	1717	555	0	0	3273	Core Conversion Credit	Reserve for Vacation Accrual		
87047														591	0	454	0	0	0	0	0	40	97	0	444	0	0				
87159														572	0	463	0	0	159	295	0	109	0	0	0	0	0	SCORECARD PROGRAM	PROCESSOR DECONVERSION FEE		
87234														7975	0	6805	0	0	0	0	0	758	397	15	2839	0	0				
87476														675	0	125	0	0	0	0	0	11	451	88	98	0	0	non construction LIP			
87579														6853		5333	0		2725			0	1520	0				ATM settlement			
88231														15915	0	12034	0	881	1314	4172	0	87	3794	0	2458	0	0	Derivative	Mtg Repurchase Reserve		
88259														456	0	397	0	0	0	0	0	55	4	0	360	0	0				
88352														724		395	0	395				59	270	0							
88455														4653	0	29	0	0	0	0	0	128	4496	0	0	0	0				
88950														81	0	3	0	0	0	0	0	32	46	0	0	0	0				
89032														925	0	0	0	0	0	0	0	171	754	0	0	0	0				
89135														1655	0	1553	0	0	0	0	0	23	79	0	1386	0	0				
89854														728	0	410	0	0	0	0	0	168	150	0	323	0	0				
89957														1063	0	525	0	0	0	0	0	221	299	18	0	0	525				
90047														104	0	1	13	0	0	0	0	33	57	0	0	0	0				
90177														1695	0	230	0	88	34	108	0	1	1464	0	0	0	0	Unearned Profit RE Sold	Accrued Interest Payable - FHLB Advances		
90328														4503	0	2964	0	0	0	0	0	95	1398	46	1344	0	739				
90337														12744	7928	11991	0	0	0	0	0	164	589	0	3472	0	0				
90579														4510	0	3263	0	0	0	0	0	10	1212	25	3204	0	0				
91615														332	55	55	0	0	0	0	0	35	242	0	0	0	0				
91754														5117	0	2500	0	86	0	0	0	2122	495	0	2376	0	2				
91950														802	0	766	0	0	0	0	0	11	25	0	766	0	0				
92144														43	0	0	0	0	0	0	0	43	0	0	0	0	0				
92676														4567		3310	0		2591			21	1230	6				Liability for Pension & Postretirement benefits			
92706														5526	0	5388	0	0	0	0	0	39	39	60	3618	0	578				
92902														68	0	51	10	0	0	0	0	2	5	0	0	0	0				
93244														262	0	0	0	0	0	0	0	212	50	0	0	0	0				
93543														7008	0	3615	0	1879	0	0	0	513	2880	0	1362	0	0				
93619	770	0	0	0	0	0	0	0	770	0	0	0	0									0									
