"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
268136																																																																																																																									false	false	false																																																																																																																		0				
268677																																																																																																																									false	false	false																																																																																																																		0				
268828																																																																																																																									false	false	false																																																																																																																		0				
268976																																																																																																																									false	false	false																																																																																																																		0				
269049																																																																																																																									true	true	true	13787	0	15	0	8799	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40126	0	9	0	62712	0	25	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8435	0	0	0	0	0	0	0	38894	3968	8799	0	13787	8799	40125	0	0	0	0	15				
269058																																																																																																																									false	false	false																																																																																																																		0				
269571																																																																																																																									false	false	false																																																																																																																		0				
269759																																																																																																																									false	false	false																																																																																																																		0				
270148																																																																																																																									false	false	false																																																																																																																		0				
270353																																																																																																																									false	false	false																																																																																																																		0				
270504																																																																																																																									true	false	false																																																																																																																		0				
270531																																																																																																																									false	false	false																																																																																																																		0				
270652																																																																																																																									false	false	false																																																																																																																		0				
271136																																																																																																																									false	false	false																																																																																																																		0				
271275																																																																																																																									false	false	false																																																																																																																		0				
271341																																																																																																																									false	false	false																																																																																																																		0				
271529																																																																																																																									true	true	true	56722	0	74	0	0	0	0	0	0	0	0	0	15334	68735	70	167	0	0	23516	55	0	0	0	0	105800	68735	202	167	892730	257	0	0	0															0	0	0	0	0	0	10228	0	3	0	15334	68735	70	167	0	0	0	1041	24	0	6406	350	380	5471	0	0	15167	1279	704	5285	737	0	3270	1329	0	0	0	0	0	0	0	5268	1784	2014	0	0	0	35836	9831	4889	599	0	0	750	0	8	1145	0	2233	80238	15334	10228	0	0	0	0	1621				
272030																																																																																																																									false	false	false																																																																																																																		0				
272058																																																																																																																									false	false	false																																																																																																																		0				
272151																																																																																																																									false	false	false																																																																																																																		0				
272272																																																																																																																									false	false	false																																																																																																																		0				
272302																																																																																																																									false	false	false																																																																																																																		0				
273336																																																																																																																									true	true	true	211595	6478	153	10	0	0	0	0	0	19898	0	12	11663	0	16	0	0	0	29770	11	0	0	0	0	253648	30701	181	26	7988	5	0	0	0															0	0	0	0	4325	4	620	0	1	0	11663	0	16	0	140	0	0	157	0	0	3969	712	0	27521	0	0	22766	436	6	4930	223	0	19746	1385	0	0	0	0	0	0	0	19205	1005	0	0	0	0	105932	7901	614	0	0	0	9613	0	0	27387	0	0	241366	11662	620	0	0	0	0	2210	0	4	0	
273550																																																																																																																									false	false	false																																																																																																																		0				
273653																																																																																																																									false	false	false																																																																																																																		0				
273662																																																																																																																									true	true	true	255227	536	47	2	0	0	0	0	0	0	0	0	0	11212	0	41	0	0	473	2	0	0	0	0	255700	11748	49	43	734602	42	0	0	0															0	0	0	0	0	0	0	0	0	0	0	745814	0	83	0	0	0	2011	0	0	35328	0	0	11133	0	0	14540	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138775	0	0	0	0	0	52805	0	0	918	0	0	255700	0	0	0	0	0	0	1207	0	0	0	
273840																																																																																																																									false	false	false																																																																																																																		0				
273859																																																																																																																									false	false	false																																																																																																																		0				
274025																																																																																																																									false	false	false																																																																																																																		0				
274052																																																																																																																									false	false	false																																																																																																																		0				
274548																																																																																																																									true	false	false																																																																																																																		0				
274829																																																																																																																									false	false	false																																																																																																																		0				
274856																																																																																																																									false	false	false																																																																																																																		0				
275255																																																																																																																									false	false	false																																																																																																																		0				
275358																																																																																																																									true	true	true	46463	161	61	1	1208	23510	1	5	0	0	0	0	26412	10062	174	30	24280	15005	39339	100	0	0	2	0	142214	76093	388	94	0	5	0	0	0															0	0	41	7	27355	51	4512	0	9	0	26412	10062	174	30	0	6	0	24	70	0	371	211	815	11516	838	674	12659	6248	4369	12462	6810	4506	8705	4873	2368	0	0	0	0	0	0	5142	3192	2864	2203	0	0	14476	5150	1209	185	0	0	15532	223	11986	2527	0	0	85802	27621	28791	0	0	0	0	989				
275479																																																																																																																									false	false	false																																																																																																																		0				
275657																																																																																																																									false	false	false																																																																																																																		0				
276074																																																																																																																									false	false	false																																																																																																																		0				
276159																																																																																																																									true	true	true	6573	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6573	0	10	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	309	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3531	0	0	954	0	0	6573	0	0	0	0	0	0	35				
276551																																																																																																																									true	false	false																																																																																																																		0				
276579																																																																																																																									true	true	true	663424	13167	413	6	0	0	0	0	5017	0	3	0	178277	3335	320	8	0	26369016	5459222	1196	0	0	0	0	7384621	26385518	2025	16874	14584459	957	65894	87746404	2093															0	0	0	16860	0	0	1078681	0	93	0	177830	3335	319	8	431	0	0	47658	0	1455	857612	339	105372	772413	0	0	600780	5989	94453	1145718	103901	372403	410672	50010	171407	0	0	0	394341	0	250	1238351	7372	79917	200248	6646	66681	328129	9037	186743	0	0	0	77449	0	0	48844	0	0	6122646	183294	1078681	0	0	0	0	51250	19771	0	60	
276645																																																																																																																									false	false	false																																																																																																																		0				
276654																																																																																																																									false	false	false																																																																																																																		0				
276850																																																																																																																									false	false	false																																																																																																																		0				
276953																																																																																																																									false	false	false																																																																																																																		0				
277240																																																																																																																									true	true	true	6053	0	3	0	0	0	0	0	0	0	0	0	0	4143	0	5	0	0	0	0	0	0	0	0	6053	4143	3	5	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	4143	0	5	14	0	0	498	0	0	0	0	0	0	0	0	0	0	0	3003	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	252	0	0	6054	0	0	0	0	0	0	101				
277277																																																																																																																									false	false	false																																																																																																																		0				
277679																																																																																																																									false	false	false																																																																																																																		0				
277736																																																																																																																									false	false	false																																																																																																																		0				
277820																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	17616	0	1	0	0	0	0	0	0	0	0	0	17616	0	1	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4753	0	0	0	0	0	0	0	0	0	0	0	3727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7124	0	0	0	0	0	0	0	0	0	0	0	2012	0	0	17616	0	0	0	0	0	0				
278256																																																																																																																									true	false	false																																																																																																																		0				
278555																																																																																																																									true	true	true	252014	0	238	0	4248	0	10	0	0	0	0	0	69964	18182	549	30	30153	0	119148	236	139	0	8	0	514812	18182	1060	30	20429	37	0	0	0															0	0	8	0	0	0	39146	0	11	0	69964	18182	549	30	167	50	1136	17901	5242	2486	6506	1691	1620	2230	206	0	6213	1081	29200	56364	31844	12658	35356	23968	12020	0	0	0	0	0	0	3472	474	194	5055	0	0	37563	9284	7631	249	0	0	26107	76	2493	173980	296	0	371163	74212	69438	0	0	0	0	2667	6	0	0	
278733																																																																																																																									false	false	false																																																																																																																		0				
278751																																																																																																																									false	false	false																																																																																																																		0				
278818																																																																																																																									true	true	true	131708	0	109	0	5979	0	1	0	16106	0	1	0	31296	6058	52	4	0	0	170751	150	0	0	0	0	384177	6058	323	4	31073	12	0	0	0															0	0	0	0	0	0	28337	0	10	0	17295	6058	51	4	178	0	0	26347	2977	1002	19082	3802	4709	4462	0	0	0	0	0	0	0	0	19899	7492	2239	0	0	0	0	0	0	55931	9029	6868	0	0	0	174755	30081	13519	159	0	0	1593	0	0	53	0	0	302459	53381	28337	0	0	0	0	2229	0	0	0	
278872																																																																																																																									false	false	false																																																																																																																		0				
279105																																																																																																																									false	false	false																																																																																																																		0				
279842																																																																																																																									false	false	false																																																																																																																		0				
279954																																																																																																																									false	false	false																																																																																																																		0				
280110	true	true	true	14060970	3448737	13027	846	931872	315820	1252	25	192667	4185481	45	267	4013522	399256	4426	97	0	0	22768082	16189	11279	196775	60	15	45752011	10643919	37712	3049	57551323	4885	0	0	0	8	503859	1	303844	4	1553452	7	215069	4	206277	2	1821188	5	1238616	31	5842305	0	0	1616636	1097	3773619	481214	2713	702	2455847	102834	4369	97	4799	-973	5926	62357	20675	1166	3671951	143571	41038	1961817	1287	6762	2484419	206094	48608	6467214	1236097	598748	4568487	793162	379487	1738991	895707	2046087	349104	11214	0	1250428	309569	80501	1477971	33432	191286	11341467	546019	365481	9573	0	0	295980	0	18115	1144494	942207	1693	36829052	5138061	3784898	0	0	0	0	0	0	0	0																																																																																																																					274485	0	0	969	
280138																																																																																																																									false	false	false																																																																																																																		0				
280352																																																																																																																									false	false	false																																																																																																																		0				
280558																																																																																																																									false	false	false																																																																																																																		0				
282075																																																																																																																									false	false	false																																																																																																																		0				
282226																																																																																																																									false	false	false																																																																																																																		0				
282824																																																																																																																									false	false	false																																																																																																																		0				
283157																																																																																																																									false	false	false																																																																																																																		0				
283438																																																																																																																									false	false	false																																																																																																																		0				
283652																																																																																																																									false	false	false																																																																																																																		0				
283737																																																																																																																									false	false	false																																																																																																																		0				
283867																																																																																																																									false	false	false																																																																																																																		0				
284154																																																																																																																									false	false	false																																																																																																																		0				
284239																																																																																																																									false	false	false																																																																																																																		0				
284556																																																																																																																									false	false	false																																																																																																																		0				
284752																																																																																																																									false	false	false																																																																																																																		0				
284958																																																																																																																									false	false	false																																																																																																																		0				
285151																																																																																																																									true	true	true	28564	27	188	1	0	0	0	0	0	0	0	0	165	0	1	0	1128	0	0	0	0	0	0	0	29857	27	191	1	6417	8	2	3815	2															0	0	2	0	0	0	0	0	0	0	0	180	0	4	0	0	0	8826	0	92	6923	162	0	0	0	0	3311	3	1036	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1340	0	0	5342	0	0	2534	0	0	28564	165	1128	0	0	0	0	361				
285348																																																																																																																									false	false	false																																																																																																																		0				
285544																																																																																																																									false	false	false																																																																																																																		0				
285553																																																																																																																									false	false	false																																																																																																																		0				
285740																																																																																																																									true	true	true	246386	7844	172	8	15177	0	1	0	0	0	0	0	17426	939	35	2	1004	0	300	1	1474	0	6	0	281767	80321	218	11	6663	43	0	0	0															0	0	3	0	0	0	0	71538	0	1	13109	7011	32	31	11	9	0	4248	44	0	2405	98	0	7188	48	15	20849	2487	1468	27760	2908	122	59759	3940	120	0	0	0	0	0	0	1882	326	0	0	0	0	80395	19656	222	0	0	0	14452	0	492	27737	3086	38	246686	32602	2477	0	0	0	0	1255	8	74	0	
285777																																																																																																																									false	false	false																																																																																																																		0				
285852																																																																																																																									true	true	true	52370	23	74	1	0	0	0	0	0	0	0	0	97269	970	1146	1	0	0	84350	725	0	37	0	4	259758	1030	1964	6	40116	72	1	859	0															0	0	0	0	0	0	25769	0	19	0	97269	11422	1146	28	260	124	34	16	0	0	13026	9071	1805	2442	24	0	14941	11260	5010	32796	41745	3775	22433	21436	5001	0	0	0	0	0	0	5795	1557	383	0	0	0	23333	11404	9761	435	0	0	17848	0	0	3395	648	0	136720	97269	25769	0	0	0	0	3336	1	0	0	
285928																																																																																																																									false	false	false																																																																																																																		0				
286251																																																																																																																									false	false	false																																																																																																																		0				
286457																																																																																																																									false	false	false																																																																																																																		0				
286840																																																																																																																									true	false	false																																																																																																																		0				
287007																																																																																																																									true	false	false																																																																																																																		0				
287342																																																																																																																									true	true	true	556	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	19	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	1				
287922																																																																																																																									false	false	false																																																																																																																		0				
287959																																																																																																																									true	false	false																																																																																																																		0				
288152																																																																																																																									false	false	false																																																																																																																		0				
288376																																																																																																																									false	false	false																																																																																																																		0				
288853																																																																																																																									false	false	false																																																																																																																		0				
289056																																																																																																																									false	false	false																																																																																																																		0				
289225																																																																																																																									false	false	false																																																																																																																		0				
289515																																																																																																																									true	true	true	251061	641	359	2	18716	81436	16	20	15175	15897	2	3	153561	7822	786	26	0	0	302971	636	0	0	0	0	775097	105796	1860	51	23424	31	0	0	0															0	0	0	0	0	0	33613	0	61	0	153561	7822	786	26	0	2	0	36114	8982	145	7557	324	0	36402	4015	0	113304	33350	6230	101058	68529	14811	116027	43361	8200	0	0	0	0	0	0	2161	3858	0	0	0	0	135558	24564	4178	0	0	0	5715	0	49	136	467	0	554032	187452	33613	0	0	0	0	6983	0	0	8	
289702																																																																																																																									true	true	true	40449	0	48	0	0	0	0	0	0	0	0	0	109160	0	378	0	0	0	145731	281	0	0	0	0	295340	2183	707	2	14107	18	0	0	0															0	0	0	0	2183	2	0	0	0	0	109160	1156	378	4	0	0	0	255	152	0	3110	751	0	8945	151	0	15359	5609	0	17123	21874	0	17264	19351	0	0	0	0	3581	430	0	27245	13134	0	0	0	0	91902	47708	0	0	0	0	235	0	0	1161	0	0	186180	109160	0	0	0	0	0	2427	0	0	0	
289739																																																																																																																									false	false	false																																																																																																																		0				
289757																																																																																																																									false	false	false																																																																																																																		0				
290249																																																																																																																									true	true	true	233280	227350	448	153	8452	145347	2	28	0	0	0	0	101284	1559	294	15	0	0	139828	161	0	0	0	0	488373	374256	907	196	36333	21	0	0	0															0	0	0	0	0	0	5529	0	2	0	101284	1559	294	15	253	34	3	3737	0	0	2218	0	0	5731	0	0	42362	9489	193	119782	49550	3244	65891	26032	2089	0	0	0	0	0	0	5160	4515	0	0	0	0	65380	14536	0	562	0	0	45439	0	0	16593	5580	0	373108	109736	5529	0	0	0	0	6006	0	0	26	
290838																																																																																																																									true	false	false																																																																																																																		0				
290922																																																																																																																									false	false	false																																																																																																																		0				
291059																																																																																																																									false	false	false																																																																																																																		0				
291330																																																																																																																									false	false	false																																																																																																																		0				
291376																																																																																																																									false	false	false																																																																																																																		0				
291611																																																																																																																									true	true	true	47908	1876	133	11	0	23047	0	1	0	0	0	0	1457	0	1	0	0	0	15188	19	626	0	19	0	65729	24923	176	12	3367	14	0	0	0															0	0	0	0	0	0	550	0	4	0	0	0	0	0	0	0	0	731	0	279	21	0	0	858	0	0	758	32	22	20702	0	396	11815	0	406	0	0	0	0	0	0	663	1420	0	0	0	0	26105	5	73	0	0	0	1411	0	0	32	0	0	63096	1457	1176	0	0	0	0	346				
291732																																																																																																																									false	false	false																																																																																																																		0				
292234																																																																																																																									false	false	false																																																																																																																		0				
292467																																																																																																																									false	false	false																																																																																																																		0				
292850																																																																																																																									false	false	false																																																																																																																		0				
292908																																																																																																																									false	false	false																																																																																																																		0				
293053																																																																																																																									false	false	false																																																																																																																		0				
293352																																																																																																																									false	false	false																																																																																																																		0				
293437																																																																																																																									false	false	false																																																																																																																		0				
293651																																																																																																																									false	false	false																																																																																																																		0				
293754																																																																																																																									false	false	false																																																																																																																		0				
294023																																																																																																																									false	false	false																																																																																																																		0				
294564																																																																																																																									true	false	false																																																																																																																		0				
294751																																																																																																																									true	true	true	0	0	0	0	0	22066	0	1	23389	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	23900	22066	4	1	59633	4	0	0	0															0	0	0	0	0	0	511	0	1	0	0	0	0	0	0	43	0	0	58	32	0	0	0	0	0	0	0	307	0	0	18130	397	0	4803	81	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23389	511	0	0	0	0	545				
294779																																																																																																																									false	false	false																																																																																																																		0				
294827																																																																																																																									false	false	false																																																																																																																		0				
295011																																																																																																																									false	false	false																																																																																																																		0				
295057																																																																																																																									false	false	false																																																																																																																		0				
295646																																																																																																																									false	false	false																																																																																																																		0				
296456																																																																																																																									false	false	false																																																																																																																		0				
296474																																																																																																																									false	false	false																																																																																																																		0				
296559																																																																																																																									true	true	true	10811	0	26	1	0	50089	0	14	0	0	0	0	22257	1760	148	5	0	0	15262	66	0	0	0	0	48330	51849	240	21	16081	22	1	0	0															0	0	0	1	0	0	0	0	0	0	22257	1760	148	5	0	0	0	1563	528	0	6	93	0	100	0	0	923	744	0	9637	12635	0	8831	8194	0	0	0	0	0	0	0	0	0	0	0	0	0	570	64	0	0	0	0	243	0	0	4199	0	0	26072	22258	0	0	0	0	0	493				
296755																																																																																																																									false	false	false																																																																																																																		0				
296858																																																																																																																									false	false	false																																																																																																																		0				
297051																																																																																																																									false	false	false																																																																																																																		0				
297631																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	6920	0	14	0	543	0	5303	8	0	0	0	0	12766	0	25	0	378	1	0	0	0															0	0	3	0	0	0	0	0	0	0	6920	0	14	0	0	0	0	0	50	0	499	0	295	0	0	0	545	0	0	0	24	0	0	0	0	0	0	0	1038	105	18	799	1738	180	0	0	0	2422	5003	50	0	0	0	0	0	0	0	0	0	5303	6920	543	0	0	0	0	120				
297761																																																																																																																									false	false	false																																																																																																																		0				
298049																																																																																																																									true	true	true	18628	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34706	0	7	0	53334	0	17	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	826	0	445	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	108	0	0	0	0	0	17033	0	33449	265	0	789	18628	0	34706	0	0	0	0	85				
298218																																																																																																																									false	false	false																																																																																																																		0				
298245																																																																																																																									false	false	false																																																																																																																		0				
299868																																																																																																																									false	false	false																																																																																																																		0				
300009																																																																																																																									true	true	true	29181	205	212	1	24745	0	5	0	338	0	2	0	72869	0	391	0	0	0	124212	230	1	0	1	0	289416	205	896	1	699	2	0	0	0															0	0	0	0	0	0	38070	0	55	0	72869	0	391	0	104	0	1	0	0	0	1015	462	63	6670	749	1552	11540	5312	2020	195	22365	0	201	3323	37	0	0	0	0	0	7099	26237	19571	0	138	0	0	105642	45986	27299	295	0	0	0	0	0	1355	185	0	153392	97953	38071	0	0	0	0	1918	0	0	0	
300063																																																																																																																									false	false	false																																																																																																																		0				
300157																																																																																																																									false	false	false																																																																																																																		0				
300353																																																																																																																									false	false	false																																																																																																																		0				
300456																																																																																																																									false	false	false																																																																																																																		0				
300933																																																																																																																									true	false	false																																																																																																																		0				
300942																																																																																																																									false	false	false																																																																																																																		0				
300960																																																																																																																									true	true	true	67569	36226	131	65	315	0	1	0	0	0	0	0	33433	16691	277	98	0	0	92994	165	0	0	0	0	194311	52917	574	163	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	33433	16691	277	98	-11	-7	0	0	0	0	9415	97	0	24037	1201	0	38582	2619	0	22893	10260	0	6124	4078	0	0	0	0	0	0	0	10964	2126	0	873	121	0	37707	13139	0	0	0	0	7484	0	0	2495	113	0	160563	33747	0	0	0	0	0	1807	0	0	11	
301574																																																																																																																									false	false	false																																																																																																																		0				
301800																																																																																																																									false	false	false																																																																																																																		0				
302030																																																																																																																									false	false	false																																																																																																																		0				
302133																																																																																																																									false	false	false																																																																																																																		0				
302553																																																																																																																									false	false	false																																																																																																																		0				
