"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							10508	6027	67268	0	0	3585	0	20436	405738	358928	1231	360159	0	4787	0	0	45579	800	405738	0	0	50061	0	0	800	0	83101	275827	4	1231	0	276819	272032	-6082	0	0	0	0	45579	0	25882	
1856																																							7893	758	8771	0	98	430	0	605	43217	35845	59	35904	0	279	0	0	7313	500	43217	0	0	1308	0	0	5732	0	5042	30803	4	1231	0	23915	23636	-227	26	0	0	0	7313	0	1000	
2161																																							5848	1282	107960	0	0	18939	0	16290	372382	336193	6318	347511	0	2739	5000	0	24871	1000	372382	0	0	16003	0	0	20476	0	86192	250001	1b	1231	0	214594	211855	-12608	10208	0	0	0	24871	0	0	
2732																																							80200	9479	56147	0	1112	2933	0	7055	700624	584640	4528	589168	0	5022	0	0	111456	0	700624	0	0	106825	0	0	5789	0	149452	435188	2b	1231	0	548720	543698	-1158	0	0	0	0	111456	0	0	
2750																																							510	441	16152	0	0	264	0	3876	64957	55877	641	58003	0	510	920	0	6954	111	64957	0	0	557	0	0	7500	0	7968	47909	4	1231	0	44174	43664	-1214	0	0	565	0	6954	50	0	
3252																																							250	8832	169800	0	0	437	0	4337	298323	264936	309	266245	0	3818	1000	0	32078	200	298323	0	0	35730	0	0	300	0	52316	212620	4	1231	0	115485	111667	-4152	3000	0	0	0	32078	0	0	
3458																																							3178	1718	18650	0	0	2617	19	2851	80531	71583	189	76272	0	760	3500	0	4259	100	80531	0	0	4851	0	0	1101	0	12352	59231	5	1231	0	50560	49800	-1793	716	0	0	1000	4259	0	982	
3720																																							56303	6631	88316	0	0	3924	428	14242	394429	353534	2722	356256	0	1671	0	0	38173	2400	394429	0	0	28780	0	0	18600	0	111626	241908	1b	1231	-4755	184458	182787	-6852	225	0	0	0	38173	0	41573	
3971																																							45470	5194	141112	1963	4553	10056	1197	37848	1109375	883599	9349	1012740	0	13020	119792	0	96635	2	1109375	0	0	16377	0	0	93423	0	147614	735985	1b	1231	0	871807	858787	-13167	2302	0	0	0	96635	893	0	
4156																																							4857	4652	61291	0	1783	6086	0	8877	273546	244592	1024	253146	0	2547	1500	0	20400	1200	273546	0	0	18292	0	0	6657	0	52705	191887	4	1231	0	180711	178164	-5749	7715	0	0	6030	20400	121	0	
4231																																							37981	951	60536	0	0	851	0	6510	156596	139969	378	140347	0	884	0	0	16249	500	156596	0	0	8314	0	0	12100	0	43001	96968	2b	1231	0	46709	45825	-4665	0	0	0	0	16249	0	3942	
5069																																							99046	1111	10126	0	0	29930	0	9109	595459	377875	6388	384263	0	13762	0	0	211196	4500	595459	0	0	202313	0	0	4129	0	29800	348075	1a	1231	0	459006	445244	254	0	0	0	0	211196	893	0	
5135																																							84676	6315	95341	0	1042	6881	829	15547	586876	464823	3377	491428	0	4865	23228	0	95448	651	586876	0	0	71208	0	0	24391	0	110619	354204	1b	1231	0	381110	376245	-802	0	0	0	0	95448	0	0	
5210																																							89233	24783	501944	2597	37990	28412	474	127741	2391538	2076877	19964	2155129	0	19485	27994	0	236409	4798	2391538	0	0	175231	0	0	108340	167	595861	1481016	2a	1231	0	1531626	1512141	-51960	0	0	0	30294	236409	1096	64960	
5461																																							39320	14994	91199	0	58	14647	0	19878	836487	723625	8439	782064	0	6550	50000	0	54423	2059	836487	0	0	75661	0	0	4241	0	301216	422409	2b	1231	0	418157	411607	-27538	0	0	0	0	54423	0	244784	
5751																																							3829	5818	93391	0	1089	1887	0	8977	273604	239630	1795	241425	0	2411	0	0	32179	600	273604	0	0	31750	0	0	8752	0	47242	192388	9	1231	0	154604	152193	-8923	0	0	0	0	32179	170	6250	
6039																																							37678	3185	38018	0	0	7333	0	7057	403632	361974	3234	365208	0	4435	0	0	38424	469	403632	0	0	7990	0	0	30568	0	124159	237815	2b	1231	0	288796	284361	-603	26000	0	0	0	38424	0	0	
6329																																							80529	80911	169081	0	0	39046	789	38254	1666605	1513726	10907	1529633	0	21062	5000	0	136972	2600	1666605	0	0	113100	0	0	37400	2537	495168	1018558	2a	1231	0	1276519	1255457	-16128	1	0	0	0	136972	0	0	
7009																																							230842	508	121402	0	0	1796	0	15416	692193	569126	11827	580953	0	0	0	0	111240	500	692193	0	0	111769	0	0	552	0	96923	472203	2a	1231	0	321549	321549	-1581	0	0	0	0	111240	680	0	
7045																																							15123	3749	137936	0	0	1722	0	6602	271430	258881	673	259554	0	1140	0	0	11876	100	271430	0	0	22735	0	0	2325	0	127424	131457	1a	1231	0	106538	105398	-13284	0	0	0	0	11876	0	900	
7072																																							349	6511	39408	0	7116	13260	206	20989	458158	385546	4433	417979	0	2929	28000	0	40179	0	458158	0	0	39914	0	0	4060	477	79385	306161	1a	1231	0	303924	300995	-3795	20033	0	0	0	40179	0	48814	
7456																																							10727	4183	43866	0	0	791	0	4461	136523	126768	310	127078	0	910	0	0	9445	400	136523	0	0	4336	0	0	6600	0	29793	96975	4	1231	0	73405	72495	-1891	0	0	0	0	9445	0	0	
7634																																							11896	802	13140	0	0	389	0	928	88239	78929	305	79234	0	1204	0	0	9005	200	88239	0	0	2448	0	0	8060	0	16978	61951	2b	1231	0	62288	61084	-1703	0	0	0	0	9005	0	0	
8033																																							39888	5361	14758	0	0	5516	363	6975	326907	260660	5474	266134	0	2643	0	0	60773	774	326907	0	0	53287	0	0	7226	0	83402	177258	2a	1231	0	256239	253596	-514	450	0	0	0	60773	0	0	
8462																																							4547	8482	95315	0	0	358	0	846	188685	167227	759	167986	0	1996	0	0	20699	350	188685	0	0	28333	0	0	350	0	45487	121740	4	1231	0	72053	70057	-8334	9080	0	0	0	20699	0	0	
8631																																							8563	2568	22104	0	0	2741	0	4012	78667	71829	924	72753	0	401	0	0	5914	500	78667	0	0	6068	0	0	800	0	24945	46884	1a	1231	0	37257	36856	-1454	1823	0	0	0	5914	0	0	
9357																																							122677	5271	48740	1312	31707	3199	0	5869	568737	457139	7025	464164	0	3416	0	0	104573	500	568737	0	0	49778	0	0	56160	0	188962	268177	1b	1231	0	351629	348213	-1865	871	0	0	0	104573	878	0	
9553																																							4001	2507	41572	0	0	847	0	9321	229248	150007	1396	213210	0	1212	61807	0	16038	400	229248	0	0	19524	0	0	1700	0	36249	113758	4	1231	0	113891	112679	-5586	26270	0	0	0	16038	0	32051	
9807																																							35800	14825	583672	0	0	23501	2199	164884	2633528	2199667	11786	2324708	0	28458	85000	0	308820	20000	2633528	0	0	181951	0	0	112272	0	160608	2039059	2a	1231	0	1644884	1616426	-5403	0	0	0	28255	308820	1125	191096	
9955																																							14295	2069	63017	0	0	5523	0	3881	197526	154853	380	176555	0	1816	21322	0	20971	110	197526	0	0	22242	0	0	3023	0	44027	110826	4	1231	0	110557	108741	-4404	0	0	0	0	20971	0	0	
10250																																							5212	4972	187361	0	0	8772	521	6080	636854	611460	2280	613740	0	4076	0	0	23114	1500	636854	0	0	17647	0	0	36000	0	179233	432227	2b	1231	0	361585	357509	-32033	3200	0	0	0	23114	0	63227	
10849																																							14550	1644	67279	0	694	6025	0	3721	295068	267902	803	268705	0	2900	0	0	26363	16	295068	0	0	15975	0	0	15375	0	41077	226825	1b	1231	0	204055	201155	-5003	0	0	0	0	26363	0	0	
11145																																							12295	11284	130413	94	450	7244	0	18290	414628	359037	3665	381916	0	3513	19214	0	32712	1000	414628	0	0	21104	0	0	25000	0	85199	273838	2b	1231	0	238071	234558	-14392	0	0	0	0	32712	0	0	
11640																																							26723	9038	124040	0	0	3785	0	23692	390453	352068	2912	354980	0	2859	0	0	35473	650	390453	0	0	3812	0	0	43045	0	102265	249803	1a	1231	0	206034	203175	-12034	0	0	0	0	35473	0	0	
11837																																							621	804	66332	0	0	1020	0	2552	134735	122828	269	123692	0	996	0	0	11043	314	134735	0	0	4016	0	0	11686	0	14838	107990	2b	1231	0	64402	63406	-4973	0	0	595	0	11043	0	0	
12030																																							44403	23214	67695	0	0	3716	1124	25328	524858	430836	5399	436235	0	13084	0	0	88623	300	524858	0	0	88334	0	0	300	0	178872	251964	1a	1231	0	363420	350336	-311	8820	0	0	0	88623	0	222	
12142																																							5220	15425	73157	0	0	4655	0	11656	322705	300737	2311	308548	0	2031	5500	0	14157	1250	322705	0	0	9574	0	0	20950	0	103264	197473	4	1231	0	147630	145599	-17617	11700	0	0	0	14157	0	55293	
12311	8980785	1868480	24084927	182208	6001162	1407599	19527	6917186	188441474	3318492	170222759	435718	2142212	16302932	893482	17782997	39999	188441474	403838	713536	3308562	2184755	780000	16390765	456887	2a	0	121097742	118955530	-2736329	0	402556	18218715	1159	16977431	0	0	0			24084927							148591761					16302932					403838	713536						40100559	108491202		1231					0	0	0	402556		1159		
12647																																							10278	3138	0	0	360	3703	0	2212	201164	173112	272	180384	0	1101	7000	0	20780	250	201164	0	0	3474	0	0	17056	0	53177	119935	1a	1231	0	120138	119037	0	0	0	0	0	20780	0	62436	
12656																																							1545	2470	0	0	0	98	0	149	22240	19898	10	19908	0	190	0	0	2332	72	22240	0	0	1872	0	0	388	0	6623	13275	5	1231	0	10935	10745	0	3967	0	0	0	2332	81	3185	
12946																																							26483	33941	584328	31	37807	55973	0	70900	2570867	2353268	17606	2379031	0	29817	8157	0	191836	1	2570867	0	0	170029	18309	0	94103	8597	469902	1883366	2a	1231	0	1759619	1729802	-72297	0	0	0	0	191836	4696	0	
13103																																							16106	28702	423098	980	18583	18611	0	64611	3094653	2500415	40366	2714158	4193	22027	173377	0	376302	500	3094653	0	0	384295	0	0	34269	2659	481442	2018973	2a	1031	0	2307081	2285054	-42762	0	0	0	0	380495	208888	27361	
13251																																							6365	2320	5621	0	0	1389	0	1521	68985	61922	144	62066	0	709	0	0	6919	25	68985	0	0	3286	0	0	3975	0	12944	48978	4	1231	0	44615	43906	-367	7863	0	0	0	6919	0	0	
13457																																							1916	279	5562	0	0	5	0	1228	27079	22457	207	22664	0	103	0	0	4415	50	27079	0	0	421	0	0	4143	0	7848	14609	5	1231	0	10017	9914	-199	8175	0	0	0	4415	0	0	
14155																																							10884	8336	32927	0	0	6389	0	9219	333391	297413	1224	298637	0	4005	0	0	34754	176	333391	0	0	35389	0	0	160	0	52466	244947	6	1231	0	269641	265636	-971	0	0	0	0	34754	0	0	
14650																																							4176	1191	6681	0	0	238	0	1939	53066	44429	402	44831	0	481	0	0	8235	200	53066	3007	0	4895	0	0	3140	0	13716	30713	4	1231	0	29705	29224	0	4692	0	0	0	8235	0	1918	
14753																																							6624	1318	10962	0	0	78	0	801	58597	53087	137	53224	0	558	0	0	5373	300	58597	0	0	3706	0	977	1277	0	21902	31185	5	1231	0	23510	22952	-887	15016	0	0	0	5373	64	782	
14865																																							100923	16618	218314	0	976	9101	0	25482	853324	778402	7225	785627	0	5449	0	0	67697	730	853324	0	0	54566	0	0	17909	0	218593	559809	2a	1231	0	484968	479519	-5508	0	0	0	0	67697	0	2391	
14977																																							785	4922	6605	0	0	1491	0	565	54465	43424	146	43570	0	621	0	0	10895	0	54465	0	0	10839	0	0	0	0	13455	29969	1b	1231	0	40289	39668	56	429	0	0	0	10895	0	0	
16551																																							9665	5791	93049	0	4779	9514	0	8859	426362	379621	2490	388111	0	4732	6000	0	38251	175	426362	0	0	25572	0	0	19825	77	94842	284779	2b	1231	0	271302	266570	-7321	0	0	0	0	38251	0	28058	
17110																																							47508	2558	0	0	0	12890	0	4743	181371	124024	21805	145829	0	279	0	0	35542	300	181371	0	0	28256	0	0	6986	0	0	124024	1b	1231	0	84423	84144	0	0	0	0	0	35542	29428	100	
17147																																							351997	125818	1788839	0	752485	138766	7777	702517	18164976	14766101	193046	15962993	0	223052	824759	0	2201983	10871	18164976	0	0	711360	5779	125	1676514	9408	3027169	11738932	2a	1231	0	12241461	12018409	-196887	0	0	20	179067	2201983	0	2263181	
17259																																							2965	1343	21417	0	0	1473	0	3092	72169	60774	1664	68580	0	188	0	0	3589	769	72169	0	0	3935	0	0	769	0	15073	45701	4	1231	0	41320	41132	-1884	2	0	6142	0	3589	0	745	
17950																																							2091	8708	400770	0	5082	8410	0	19030	762861	696595	2875	715370	0	5879	15900	0	47491	725	762861	0	0	42813	0	0	32837	0	159694	536901	2b	731	0	324649	318770	-28884	0	0	0	0	47491	0	0	
17978																																							33006	2755	0	0	0	5251	411	1946	326301	193627	130	197757	0	1437	4000	0	128544	0	326301	0	0	128544	0	0	0	0	3144	190483	1a	1231	0	145907	144470	0	0	0	0	0	128544	0	138462	
18050																																							19395	8845	410092	0	0	12745	0	19829	970489	899709	5003	907212	0	6410	2500	0	63277	1214	970489	0	0	77186	0	0	34671	456	348589	551120	2b	1231	0	505537	499127	-49794	0	0	0	0	63277	0	0	
18827																																							11578	22524	305199	2958	9445	32618	105	79152	2048904	1776356	16153	1878109	0	17618	85600	0	170795	588	2048904	0	0	77980	0	0	109731	0	402439	1373917	2a	1231	0	1601702	1584084	-17504	0	0	0	0	170795	1241	0	
18836																																							14285	2067	40679	0	0	4024	0	8346	208754	183506	2259	190973	0	1644	5208	0	17781	180	208754	0	0	18937	0	0	1676	0	53776	129730	2a	1231	0	140995	139351	-3012	2	0	0	0	17781	0	0	
18854																																							157925	24440	172968	0	8707	13114	0	18503	1659568	1494967	11644	1506611	0	15452	0	0	152957	40	1659568	0	0	146266	0	0	14198	0	427863	1067104	2a	1231	0	1279363	1263911	-7547	0	0	0	0	152957	0	0	
19356																																							381	1915	13673	0	787	1255	318	4468	132803	119236	681	123917	0	1109	4000	0	8886	2025	132803	0	0	2921	0	0	5950	0	28478	90758	5	1231	0	97585	96476	-2010	13530	0	0	0	8886	0	0	
19936																																							75672	2633	103339	0	0	3891	0	12742	424579	386235	2706	394279	0	4229	5338	0	30300	420	424579	0	0	25509	0	0	13695	0	103887	282348	2a	1231	0	224541	220312	-9324	0	0	0	0	30300	0	5990	
19972																																							36818	1272	0	0	0	347	0	6287	119154	93870	1476	95346	0	367	0	0	23808	0	119154	0	0	23808	0	0	0	0	139	93731	1a	1231	0	46171	45804	0	0	0	0	0	23808	882	27744	
20053																																							87	2493	7782	0	0	386	0	2758	166601	143959	321	146280	0	1655	2000	0	20321	150	166601	0	0	14361	0	0	6053	0	44610	99349	4	930	0	142144	140489	-243	12606	0	0	0	20321	0	0	
20633																																							9291	4892	59763	0	0	5630	697	14021	361605	305982	2386	325524	0	2419	17156	0	36081	1106	361605	0	0	37434	0	0	2816	0	40177	265805	2b	1231	0	268673	266254	-5275	378	0	0	0	36081	679	0	
20857																																							60872	3878	142834	0	5545	4395	43	7364	598748	544736	1264	558994	0	2060	12994	0	39754	200	598748	0	0	4669	0	0	45893	0	149536	395200	2b	1231	0	281529	279469	-11008	0	0	0	0	39754	50	94298	
21256																																							2493	264	3201	0	0	139	0	517	12646	11555	19	11574	0	71	0	0	1072	105	12646	0	0	683	0	0	495	0	4184	7371	5	1231	0	6103	6032	-211	0	0	0	0	1072	0	0	
21359																																							12684	1604	22648	0	18	316	101	1280	74684	69664	217	69881	0	474	0	0	4803	550	74684	0	0	3270	0	0	3350	0	18635	51029	5	1231	0	36267	35793	-2367	0	0	0	0	4803	0	240	
21658																																							7631	3833	72368	0	0	1727	50	6145	216931	189579	1494	201349	0	2396	10276	0	15582	100	216931	0	0	17101	0	0	4157	0	22512	167067	4	1231	0	125395	122999	-5776	2113	0	0	0	15582	65	0	
22048																																							1243	7122	56761	0	0	3753	0	10144	293863	255223	2087	272298	0	3393	14563	0	21565	1000	293863	0	0	21460	0	0	6650	0	60478	194745	2b	1231	0	218233	214840	-7545	0	0	425	0	21565	0	0	
22543																																							29375	7859	36914	0	3971	8813	0	2716	348968	315348	2366	317714	0	2193	0	0	31254	602	348968	0	0	19267	0	0	11698	1014	113556	201792	2a	1231	0	252871	250678	-313	7561	0	0	0	31254	67	0	
22552																																							5353	2088	21781	0	0	2316	519	1699	120300	100160	207	113098	0	772	5906	0	7202	100	120300	0	0	2202	0	0	6900	0	27359	72801	4	1231	0	86109	85337	-2000	0	0	6825	0	7202	52	1155	
22730																																							104	2589	149155	0	0	2970	15	10713	269858	245512	472	258494	0	1447	5049	0	11364	250	269858	0	0	21951	0	0	300	0	108539	136973	2b	1231	0	105759	104312	-11137	0	0	449	7012	11364	0	0	
23456																																							747	4777	85126	0	0	3222	0	6305	307971	268927	831	286099	0	2892	16341	0	21872	126	307971	0	0	31556	0	0	1012	280	39100	229827	4	1231	0	206926	204034	-10822	3121	0	0	0	21872	0	359	
23504																																							598752	61012	924322	0	160824	103067	0	599256	13826566	10588514	124313	12451585	119	78335	1618680	0	1374862	1	13826566	118010	118010	648213	0	0	838395	2171	3140524	7447990	2a	1231	-13468	10731845	10653510	-98279	0	0	0	2068	1374981	0	605642	
23643																																							2601	1833	82820	0	0	1418	80	9076	246964	232996	533	236529	0	1416	3000	0	10435	200	246964	0	0	22092	0	0	2300	65	52223	180773	5	1231	0	149262	147846	-14157	1225	0	0	0	10435	0	0	
23755																																							18133	1665	58849	0	1482	5350	0	7001	316261	275215	1664	301879	0	2171	25000	0	14382	110	316261	0	0	21750	0	0	4615	0	71745	203470	4	1231	0	182493	180322	-12093	3399	0	0	0	14382	313	39747	
24006																																							71199	10676	423651	0	109167	25095	0	84519	2004733	1686117	15022	1738367	0	13971	26007	0	266366	0	2004733	11221	11221	162138	0	0	104346	0	222146	1463971	2a	1231	0	1280173	1266202	-118	3003	0	0	0	266366	0	0	
24378																																							1032	690	5849	0	0	1561	0	912	75464	64819	466	67829	0	257	2500	0	7635	0	75464	0	0	7813	0	0	0	0	11835	52984	1a	1231	0	53504	53247	-178	0	0	44	0	7635	0	12173	
24659																																							12455	1867	10883	0	1464	635	0	589	118937	107381	416	107797	0	545	0	0	11140	50	118937	0	0	3169	0	0	7950	0	31692	75689	4	1231	0	51591	51046	-29	2433	0	0	0	11140	10	37555	
24949																																							66514	7231	55735	0	995	4088	0	17287	503941	444904	3956	453860	0	6367	5000	0	50081	1800	503941	0	0	19128	0	0	33223	245	125985	318919	2b	1231	0	260505	254138	-4070	775	0	0	0	50081	0	96933	
25357																																							15501	6089	20237	0	708	5444	246	10220	574398	527725	1122	528847	0	5590	0	0	45551	1608	574398	0	0	8084	545	0	36907	0	93223	434502	4	1231	0	488721	483131	-1048	10718	0	0	0	45551	0	21559	
25647																																							42135	5172	32644	0	0	7252	0	7263	355747	302542	1958	321500	0	3236	17000	0	34247	12	355747	0	0	6078	0	0	30079	0	54515	248027	2b	1231	0	264517	261281	-1922	0	0	0	0	34247	0	0	
26765																																							342906	31123	186914	0	6949	64327	0	112422	3528610	2911170	39138	3200308	0	46655	250000	0	328302	2360	3528610	0	0	43489	0	0	307536	564	1220737	1690433	2a	1231	0	2819805	2773150	-25083	0	0	0	0	328302	0	10255	
27070																																							18128	14486	214389	0	29820	18078	0	47543	924296	686370	4116	788636	0	5720	98150	0	135660	0	924296	0	0	152042	0	0	0	112	75139	611231	1b	930	0	586689	580969	-16382	771	0	0	0	135660	0	0	
27548																																							4626	14272	426441	0	15053	16926	0	41170	1294441	1154032	8072	1196604	0	11469	34500	0	97837	250	1294441	0	0	73521	0	0	55854	2353	272759	881273	1a	1231	0	781534	770065	-31788	0	0	0	0	97837	3535	0	
27614																																							15838	6568	235940	0	2677	7606	49	21251	563912	532678	2120	538798	0	1691	4000	0	25114	1515	563912	0	0	41116	0	0	11139	0	147882	384796	1a	1231	0	275674	273983	-28656	0	0	0	0	25114	0	0	
27847																																							3947	12118	136885	0	0	12299	49	27564	793298	721908	3864	730772	0	7841	5000	0	62526	430	793298	0	0	71785	0	0	7982	0	158800	563108	2a	1231	0	608237	600396	-17671	0	0	0	0	62526	0	40	
28013																																							144461	14491	896948	0	41444	57794	70	278683	5661261	3895660	27993	4938132	108	41436	984496	0	723021	0	5661261	16054	4983	331952	0	0	448776	0	849618	3046042	2a	1231	-15421	4241931	4200495	-42286	0	0	0	25000	723129	443	10378	
28152																																							14547	2519	40269	0	0	1244	0	6864	218788	204631	1996	206627	0	1459	0	0	12161	105	218788	0	0	5281	0	0	12500	0	50159	154472	4	1231	0	137057	135598	-5725	0	0	0	0	12161	0	17747	
28675																																							12440	2320	126380	0	573	1697	0	4209	248894	212136	608	228744	0	905	16000	0	20150	0	248894	0	0	24952	0	0	0	0	12997	199139	6	1231	0	102176	101271	-4802	0	0	0	0	20150	4	0	
28732																																							11909	2769	22488	0	0	2966	0	2737	142364	124918	1425	126343	0	1096	0	0	16021	250	142364	0	0	16980	0	0	307	0	54387	70531	1a	1231	0	87776	86680	-1516	2875	0	0	0	16021	0	9940	
29476																																							1367	2022	4497	0	199	2087	0	4875	95830	77226	861	80692	0	1167	2605	0	15138	0	95830	0	0	9385	0	0	6069	0	12442	64784	1b	1231	-43	78419	77252	-273	2600	0	0	0	15138	0	931	
