"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
372538																																		0	145	5000	0	0	73500		0	0	0	0	145	12030	2	0			0	5000	20500	48000	0	0	0	0	0	0	0	0						0																					2	31	0	0	0	0	0	0																						
372640																																		0	0	0	0	0	0		0	0	0	0	0	840	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
372855																																		0	0	6000	0	0	6500		0	0	0	0	0	56	0	0	false	0	0	6000	0	0	500	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.stryvbank.com	
373272																																		156	0	4500	0	156	9500		0	0	0	0	0	91	0	156			0	4500	5000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.compassbank.us	
373553																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.firstmemphis.com	
373601																																		0	0	0	0	0	0		0	0	0	0	0	907	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																						
374130																																		0	0	8000	0	0	8000		0	0	0	0	0	906	1	0			0	8000	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://https://www.tcbenterprise.com	
374653																																		0	621	0	0	0	60000		0	0	0	0	621	19947	1	0	true	0	60000	0	0	0	0	0	60000	0	0	0	0	60000	true	true	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1	30	0	0	0	0	0	0																					www.firstpremier.com	
374774																																		0	0	0	0	0	0		0	0	0	0	0	50	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					1	3	0	0	0	0	0	0																						
375043																																		0	2152	0	0	0	0		0	0	0	0	2152	21037	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					9	1293	0	0	0	0	0	0						Peoples National Bank		PNB													http://www.peoplesnationalbank.com	
375379																																		0	0	0	0	0	0		0	0	0	0	0	1157	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
375502																																		0	0	58500	0	0	68296		0	0	0	0	0	19394	2	0			0	58500	5000	0	4796	0	0	0	0	0	0	0					0	0																					3	256	0	0	0	0	0	0																						
375566																																		5641	0	104500	4379	0	119897		0	0	0	0	0	235	0	0			0	104500	15000	397	0	0	0	0	0	0	0	0						1262																					0	0	0	0	0	0	0	0																					http://https://www.fnbtx.com	
375650																																		0	0	0	0	0	0		0	0	0	0	0	371	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
376237																																		0	160	2000	0	0	2000		0	0	0	0	160	925	1	0			0	2000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
376273																																		29520	54	0	27495	1330	150000		0	0	54	0	0	4632	1	2752	true	0	0	0	150000	0	0	0	0	0	0	0	0	0	true	false	0	0	4305	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3	43	0	0	0	0	0	0																					www.northshorebank.com	
376442																																		5736	1280	16900	5151	0	31600		47	300	0	0	933	1815	2	0	true	0	0	16900	14200	500	0	0	0	0	0	0	0	0	true	false	0	0	4	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1	156	0	0	0	0	0	0																					http://www.FirstIowa.bank	
376947																																		0	0	0	0	0	0		0	0	0	0	0	14200	5	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
377663																																		0	0	3000	0	0	3000		0	0	0	0	0	667	1	0	false	0	0	3000	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.fanninbank.com	
377850																																		0	0	0	0	0	0		0	0	0	0	0	2382	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	17	0	0	0	0	0	0																					www.fsbokc.com	
378044																																		378	0	0	378	0	0		0	0	0	0	0	1387	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.csbarkansas.com	
378110																																		0	0	0	0	0	0		0	0	0	0	0	731	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.peoplesgambier.com	
379050																																		0	0	1107	0	0	2600		0	0	0	0	0	232	0	0			0	1107	514	464	515	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
379153																																		118	0	0	0	0	0		0	0	0	0	0	518	0	0			0	0	0	0	0	0	0	0	0	0	0	0						118																					0	0	0	0	0	0	0	0																						
379470																																		37	0	2000	0	37	8000		0	0	0	0	0	0	0	37			0	2000	3000	3000	0	0	0	0	0	0	0	0					0	0																					1	177	0	0	0	0	0	0																						
379649																																		0	171	0	0	0	0		0	110	38	0	23	322	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.fnbizardcounty.com	
379920																																		2591203	3361	1600000	2453904	54275	2100000		36	0	989	0	2336	12052	3	67818	true	0	0	1600000	500000	0	0	0	0	0	0	0	0	0	true	true	0	0		83024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					181	22846	0	0	0	0	0	0					apply.fnb-online.com/oao/userauth	FNB	fnbbusiness-web.oflows.net/oao/userauth	First National Bank													www.fnb-online.com	
380346																																		0	0	3000	0	0	3000		0	0	0	0	0	3674	2	0			0	3000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
380458																																		45890	0	150106	32968	0	150106		0	0	0	0	0	30292	2	0			0	150106	0	0	0	0	0	0	0	0	0	0						12922																					1	24	0	0	0	0	0	0																						
380533																																		0	141	0	0	0	170		0	0	141	0	0	2147	2	0			0	0	0	170	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
380878																																		0	0	0	0	0	0		0	0	0	0	0	3890	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
380944																																		732	0	0	15	563	0		0	0	0	0	0	2466	3	563			0	0	0	0	0	0	0	0	0	0	0	0					0	154																					0	0	0	0	0	0	0	0																					www.bankofkaukauna.com	
381026																																		0	0	0	0	0	0		0	0	0	0	0	26	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1	44	0	0	0	0	0	0																					www.twinvalleybank.bank	
381932																																		0	0	0	0	0	0		0	0	0	0	0	2099	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0																						
381950																																		504	0	5000	0	504	11000		0	0	0	0	0	2763	1	504			0	5000	0	0	0	0	0	6000	0	0	0	6000						0																					0	0	0	0	0	0	0	0																						
382050																																		622	4058	5000	0	622	5000		0	0	0	0	4058	3175	2	622	false	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					2	17	0	0	0	0	0	0																					www.centralsavingsbank.com	
382069																																		4771	637	0	4771	0	0		110	0	108	0	419	2194	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					5	62	0	0	0	0	0	0																					www.ibc.com	
382256																																		80	0	500	0	80	500		0	0	0	0	0	4	0	80			0	500	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.stantonstatebank.com	
382274																																		0	0	350	0	0	350		0	0	0	0	0	0	0	0			0	350	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
382443																																		0	0	600	0	0	1000		0	0	0	0	0	20	0	0			0	600	400	0	0	0	0	0	0	0	0	0						0																					1	6	0	0	0	0	0	0																						
382537																																		0	0	0	0	0	0		0	0	0	0	0	3657	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					2	931	0	0	0	0	0	0																						
382649																																		20391	834	21000	13736	1261	21000		0	0	47	20	767	7427	2	1590			0	21000	0	0	0	0	0	0	0	0	0	0						5394																					0	0	0	0	0	0	0	0																					http://www.firstsouthernbank.net	
382658																																		0	0	0	0	0	0		0	0	0	0	0	5058	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.putnamcountystatebank.com	
382742																																		0	0	0	0	0	4000		0	0	0	0	0	1673	2	0			0	0	0	4000	0	0	0	0	0	0	2931	0						0																					1	16	0	0	0	0	0	0																					http://www.bankmichigan.bank	
382854																																		269	2244	0	269	0	2500		1884	0	173	0	187	1730	2	0	false	0	0	0	2500	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.sbpc.com	
384018																																		2410	0	0	0	0	13063		0	0	0	0	0	2016	0	0			13063	0	0	0	0	0	13063	0	0	0	0	0					2000	2410																					8	345	0	0	0	0	0	0																					www.wooriamericabank.com	
384278																																		205766	8	50000	28965	175985	64806		0	0	8	0	0	3199	3	179131	false	0	14806	50000	0	0	0	0	14806	0	0	0	0	0	true	false	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0					www.ffsb.com		www.cbcnationalbank.com		www.cbcnationalbankmortgage.com												www.ffbf.com	
384353																																		0	0	600	0	0	600		0	0	0	0	0	0	0	0			0	600	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.bankofsteinauer.com	
384652																																		9486	0	165000	9398	0	165000		0	0	0	0	0	200	0	0			0	165000	0	0	0	0	0	0	0	0	0	0						88																					2	195	0	0	0	0	0	0																						
384830																																		0	1554	0	0	0	10000		0	0	0	0	1554	28	0	0			10000	0	0	0	0	0	10000	0	0	0	0	10000					537	0																					0	0	0	0	0	0	0	0																						
385350																																		0	0	296	0	0	4296		0	0	0	0	0	3234	3	0			0	296	3500	500	0	0	0	0	0	0	0	0					0	0																					1	145	0	0	0	0	0	0																						
385471																																		2452	0	0	1200	735	13200		0	0	0	0	0	1369	0	735			0	0	8200	0	5000	0	0	0	0	0	0	0					0	517																					4	372	0	0	0	0	0	0																						
385547																																		0	0	0	0	0	0		0	0	0	0	0	851	0	0			0	0	0	0	0	0	0	0	0	0	2500	0					0	0																					1	34	0	0	0	0	0	0																					www.citizensfarmersbank.com	
385686																																		0	0	0	0	0	0		0	0	0	0	0	56	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
386432																																		0	0	0	0	0	0		0	0	0	0	0	322	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					1	10	0	0	0	0	0	0																					http://https://www.libertybankal.com	
386450																																		1033	0	11000	0	1033	16000		0	0	0	0	0	8923	4	1033	false	0	0	11000	5000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.5pointsbank.com	
386731																																		32	0	1420	32	0	40088		0	0	0	0	0	2059	2	0			0	14200	11000	14500	300	0	0	0	88	0	0	88					68	0																					0	0	0	0	0	0	0	0																					http://www.statebank.net	
386825																																		0	0	0	0	0	0		0	0	0	0	0	1566	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
387055																																		0	0	2	0	0	47		0	0	0	0	0	1112	1	0			0	2	0	45	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
387671																																		4142	0	0	0	4142	0		0	0	0	0	0	4805	2	4142			0	0	0	0	0	0	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0																					www.efirstfederal.com	
388155																																		460	0	0	460	0	0		0	0	0	0	0	7057	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
388258																																		0	42	0	0	0	0		0	0	0	0	42	15	0	0			0	0	0	0	0	0	0	0	0	0	0	0					51	0																					0	0	0	0	0	0	0	0																						
388557																																		784	0	24190	21	0	24190		0	0	0	0	0	3459	1	0			0	24190	0	0	0	0	0	0	0	0	0	0						763																					0	0	0	0	0	0	0	0																						
388744																																		0	0	0	0	0	0		0	0	0	0	0	44	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.aldenbank.com	
388753																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
388874																																		0	0	500	0	0	4750		0	0	0	0	0	858	0	0			0	500	250	3000	1000	0	0	0	0	0	0	0					0	0																			1	false	0	0	0	0	0	0	0	0																					gunnisonsl.com	
389358																																		0	0	0	0	0	0		0	0	0	0	0	305	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
389376																																		1	0	1058	1	0	4660		0	0	0	0	0	573	0	0			6	1058	1083	2513	0	0	6	0	0	0	0	0					0	0																			2	true	0	0	0	0	0	0	0	0																						
389826																																		0	0	0	0	0	0		0	0	0	0	0	100	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.pataskalabank.com	
390372																																		0	0	0	0	0	18000		0	0	0	0	0	375	0	0			0	0	8000	10000	0	0	0	0	0	0	0	0					0	0																			1	true	0	0	0	0	0	0	0	0																						
390840																																		1183	240	2500	981	202	2500		0	0	0	0	240	7278	3	603			0	2500	0	0	0	0	0	0	0	0	0	0					0	0																					2	42	0	0	0	0	0	0																						
391418																																		0	0	14800	0	0	14800		0	0	0	0	0	680	0	0			0	14800	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
391557																																		0	39	0	0	0	0		0	0	39	0	0	139	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
391575	4571	1655	278000	314	0	377577		322682	4	20	false	0	50000	278000	0	0	0	0	99577	0	0	0	99577	0	0		4257	0	0			698	0						377577		957	0	0	0	0																0		false	false					0	0	0	0	0	0	0	0	0		0	0	0	0	0				1	true	4	79	0	0	0	0	0	0					www.unitedfidelity.com	Bank of St. Croix, a Division of United Fidelity Bank, fsb	www.bankofstcroix.com	International City Bank, a Division of United Fidelity Bank, fsb	www.icb.biz												www.unitedfidelity.com	
391959																																		0	0	492	0	0	4627		0	0	0	0	0	121	0	0			0	492	1049	691	2395	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.fbutica.com	
391977																																		6225	0	25000	5730	102	85365		0	0	0	0	0	9216	4	102			60000	25000	0	365	0	0	60000	0	0	0	0	60000					4366	393																					0	0	0	0	0	0	0	0																						
392152																																		0	0	0	0	0	1592		0	0	0	0	0	229	0	0			0	0	476	45	1071	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
392255																																		164	53	0	164	0	0		53	0	0	0	0	992	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.fnbbagley.com	
392778																																		0	0	0	0	0	32919		0	0	0	0	0	50	0	0			30000	0	2919	0	0	0	30000	0	0	0	0	30000					0	0																					1	96	0	0	0	0	0	0																						
393252																																		0	0	0	0	0	0		0	0	0	0	0	442	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
393355																																		0	1053	0	0	0	0		1053	0	0	0	0	1879	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.bankofweston.com	
393953																																		0	0	0	0	0	0		0	0	0	0	0	570	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.hometown.bank	
394156																																		0	0	4000	0	0	4821		0	0	0	0	0	1723	1	0			0	4000	0	0	821	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
394259																																		3885	15	12385	3452	229	12758		0	0	0	0	15	954	2	229	true	0	0	12385	336	37	0	0	0	0	0	0	0	0	true	false	0	0		204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.firstatebank.com	
395238																																		480030	0	750000	452351	0	4657206		0	0	0	0	0	156903	5	0	false	0	55	4050000	0	0	0	0	55	100424	506727	0	0	479	true	true	0	0	14958	27679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					173	10091	0	0	0	0	0	0																					www.synovus.com	
396057																																		91	0	0	0	91	0		0	0	0	0	0	1046	1	131			0	0	0	0	0	0	0	0	0	0	0	0					1	0																					0	0	0	0	0	0	0	0																						
396244																																		0	0	898	0	0	14872		0	0	0	0	0	0	0	0	false	0	0	898	13000	974	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.rivercitybankky.com	
396253																																		18091	226	0	16660	68	12960		0	0	0	0	226	4167	2	75			0	0	5000	2960	5000	0	0	0	0	0	0	0					0	1363																					1	27	0	0	0	0	0	0																						
396954																																		212	0	0	212	0	0		0	0	0	0	0	1600	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					3	197	0	0	0	0	0	0																						
397456																																		452	0	0	344	0	0		0	0	0	0	0	1964	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					3	62	0	0	0	0	0	0					https://www.bravenationalbank.com	Brave National Bank, A Division of First National Bank of Fort Stockton															https://www.fnbfst.com	
397531																																		14	225	0	0	0	1439		0	0	0	0	225	100	0	0			1439	0	0	0	0	0	1439	0	0	0	0	1439					0	14																					0	0	0	0	0	0	0	0																						
397540																																		34189	10	0	31392	0	52656		10	0	0	0	0	36477	3	0	true	0	50000	0	1632	0	1024	0	50000	0	0	0	0	50000	true	true	0	0		2797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0					http://banknbs.com	First National Bank of NWA"a division of First National Bank of Fort Smith"	http://fnbnwa.com	National Bank of Sallisaw"a division of First National Bank of Fort Smith"	http://cnbpoteau.bank	Central National Bank" a division of First National Bank of Fort Smith"											http://www.fnbfs.com	
397559																																		4570	0	4088	0	4570	15908		0	0	0	0	0	5218	1	4570			0	4088	6820	0	5000	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
397755																																		3246	0	9000	3221	0	27650		0	0	0	0	0	11823	6	0			0	9000	5150	7500	6000	0	0	0	0	0	0	0					0	25																					1	7	0	0	0	0	0	0																						
397858																																		0	0	0	0	0	0		0	0	0	0	0	35	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					www.spirostatebank.com	
398051																																		32	0	0	0	32	2136		0	0	0	0	0	86	0	89	false	0	0	0	0	2136	0	0	0	0	0	0	1000	0	false	false	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					http://www.fmnb.com	
398248																																		25	0	0	0	25	0		0	0	0	0	0	4511	3	15	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.campbellfetterbank.com	
398668	856313	0	0	856313	0	0		0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												0	0	0	0	0																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0	0	0	0	0	0	0																					www.bnymellon.com	
398837																																		0	0	3000	0	0	3000		0	0	0	0	0	1819	2	0			0	3000	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
399357																																		0	0	0	0	0	1000		0	0	0	0	0	15	0	0			0	0	1000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.mcclavebank.com	
399517																																		45829	1600	102083	43624	1738	102083		0	0	25	0	1575	51095	5	1738	true	0	0	102083	0	0	0	0	0	0	0	0	0	0	true	false	0	0	5665	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					4	144	0	0	0	0	0	0					www.eriebank.bank		www.fcbank.bank		www.bankonbuffalo.bank		www.ridgeviewbank.bank		www.impressiabank.bank								www.cnbbank.bank	
399731																																		0	45	0	0	0	0		0	0	45	0	0	2217	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.bankoferath.com	
399973																																		1320	329	0	112	602	10220		279	0	50	0	0	139	0	70802			95	0	0	9775	0	0	95	0	350	0	0	0					0	606																					0	0	0	0	0	0	0	0																						
400057																																		0	0	0	0	0	84		0	0	0	0	0	2257	1	0			0	0	0	0	0	0	0	84	0	0	8500	84						0																					0	0	0	0	0	0	0	0																					www.fsb-purdy.com	
400141																																		4603	579	1492	4603	0	1492		410	0	169	0	0	19177	4	0			0	1492	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.growwithfnb.com	
400365																																		1571	0	0	1567	0	0		0	0	0	0	0	3089	1	0			0	0	0	0	0	0	0	0	0	0	0	0						4																					0	0	0	0	0	0	0	0																					http://www.1cb.com	
400767																																		0	0	0	0	0	0		0	0	0	0	0	86	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
401072																																		0	0	0	0	0	6000		0	0	0	0	0	699	0	0			0	0	0	0	6000	0	0	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0					www.centurysavings.com																	
401559																																		214	0	0	174	0	0		0	0	0	0	0	148	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	40																					1	24	0	0	0	0	0	0																						
401755																																		0	0	0	0	0	0		0	0	0	0	0	2500	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
401906																																		2266	0	0	2266	0	3869		0	0	0	0	0	1925	0	0			0	0	2135	1734	0	0	0	0	0	0	0	0					8782	0																					3	83	0	0	0	0	0	0																						
401951																																		0	0	2100	0	0	13700		0	0	0	0	0	1083	1	0			0	2100	6425	4450	725	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					https://www.portage.bank	
402846																																		2481	0	0	2481	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
402873																																		0	0	0	0	0	2148		0	0	0	0	0	86	0	0			0	0	2000	0	0	0	148	0	0	0	0	148					0	0																			1	true	0	0	0	0	0	0	0	0																						
403067																																		203	0	0	0	198	17000		0	0	0	0	0	535	0	198			17000	0	0	0	0	0	17000	0	0	0	0	17000						5																					0	0	0	0	0	0	0	0																					https://beaconbusinessbank.com	
403151																																		10685	0	113000	7916	0	213114		0	0	0	0	0	32987	4	0	true	0	100000	113000	64	50	0	0	100000	0	0	0	0	100000	true	false	0	0	393	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0																					www.cornerstoneconnect.com	
403179																																		5312	0	259000	1062	3420	337972		0	0	0	0	0	1110	1	3420			0	259000	50000	20000	0	0	0	0	0	8972	0	0					0	830																					1	72	0	0	0	0	0	0																						
403254																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
403656																																		0	0	0	0	0	0		0	0	0	0	0	1384	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																					www.statebankofeaglebutte.com	
403870																																		1472	0	56500	0	1472	58441		0	0	0	0	0	4154	2	1472			0	56500	0	0	0	15000	1941	0	0	0	0	0						0																			1	true	0	0	0	0	0	0	0	0																						
403946																																		4830	0	120000	0	4830	125278		0	0	0	0	0	45464	5	4830			0	120000	0	5278	0	0	0	0	0	0	0	0						0																					9	378	0	0	0	0	0	0																						
404653																																		1243	0	0	1067	0	2000		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	2000	0	0	0	2000						176																					2	2028	2000	2000	0	0	2000	0																						
404943																																		43	0	0	43	0	0		0	0	0	0	0	1601	1	0			0	0	0	0	0	0	0	0	0	0	0	0					39	0																					0	0	0	0	0	0	0	0																						
406022																																		0	0	0	0	0	0		0	0	0	0	0	81	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://www.woodsborobank.com	
406059																																		0	0	0	0	0	0		0	0	0	0	0	13010	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0																						
406666																																		6330	26	0	5598	0	0	true	0	0	26	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	true	false			0	732																					0	0	0	0	0	0	0	0																					www.ebanktexas.com	
406974																																		0	0	0	0	0	10000		0	0	0	0	0	126	0	0			0	0	10000	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																					http://https://www.brightonbank.com	
407168																																		0	0	0	0	0	67		0	0	0	0	0	434	0	0			0	0	0	0	67	0	0	0	0	0	0	0					48	0																					0	0	0	0	0	0	0	0																						
407506																																		14782	4992	0	9093	879	82723		4992	0	0	0	0	638	0	1534			20000	0	47625	15098	0	0	20000	0	0	0	0	20000					21392	4810																			1	true	39	1703	0	0	0	0	0	0																						
407645																																		1833	1527	0	0	1833	0		1527	0	0	0	0	3907	2	3208			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0																						
