"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
320070																																																																																																																																		155621	1752																																																																																																														
320119																																																																																																																																		12829825	78605	0	0	9121228	1212148	883434	328575	139	1010660	954582	56082	0	0	1453285	136990	0	4734	0	0	0	0	172198	21263	2	0	0	721240	5520	23761	1501	633200	3430842	689796	677748	7852092	130747	130747	0	4695	0	126052	811	406	0	0	0	406	58915	11783	0	0	0	11783	0	0	0	0	0	0	0	0	0	0	0	0	1020501	510251	0	0	0	510251	3592858	736647	677748	8568730	0	147329	338874	8568730	9121228	178558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321152																																																																																																																																		240167	1079	0	0	157515	42488	39386	3102	0	1933	1433	500	0	0	1934	35277	13004	254	0	0	0	0	0	0	0	0	0	14142	9	357	117	10997	42762	39236	70084	92825	393	393	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31530	15765	0	0	0	15765	42762	39236	70084	114533	0	7847	35042	114533	157515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
321255																																																																																																																																		34773	376																																																																																																														
321273																																																																																																																																		932217	9247	0	270	768166																																																																												767896																															
321330																																																																																																																																		91181	319	0	0	36798																																																																												36798																															
321947																																																																																																																																		751051	5698	0	0	501484	14736	4950	9786	0	0	0	0	0	0	4502	236209	44373	1000	0	0	0	0	0	0	0	0	0	50163	371	1890	565	36032	9823	248520	221393	301373	0	0	0	0	0	0	15	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96178	48089	0	0	48089	0	9823	248520	269487	301381	0	49704	134744	301381	501484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
322449																																																																																																																																		112304	728																																																																																																														
322476																																																																																																																																		9772	16	0	0	3190																																																																												3190																															
322551																																																																																																																																		52834	501	0	110	31356																																																																												31246																															
323204																																																																																																																																		1854097	19552	0	4130	1233522																																																																												1229392																															
323651																																																																																																																																		394889	3414	0	677	218968																																																																												218291																															
324153																																																																																																																																		292310	3187																																																																																																														
324229																																																																																																																																		57628	368																																																																																																														
324256																																																																																																																																		58782	349	0	0	39822																																																																												39822																															
324340																																																																																																																																		2406337	15065	0	0	1620494	55182	40266	14916	0	226588	2968	148713	54917	19990	148469	287983	94334	11812	0	0	0	0	0	0	0	0	0	188375	5580	8810	1774	103700	197283	484948	364011	1103769	340	340	0	0	0	340	331	166	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226682	113341	0	0	0	113341	203297	484948	364011	1258491	0	96990	182006	1258491	1620494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324854																																																																																																																																		244658	2013	0	45	157512																																																																												157467																															
324863																																																																																																																																		1852790	23259	0	3236	1648489	139697	107209	32488	0	209582	204	174679	25928	8771	2375	255555	2622	0	48655	0	48655	0	0	0	0	0	0	76737	0	2309	0	27426	109971	513686	143115	819827	5634	5634	0	0	0	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30629	15315	0	0	0	15315	109971	513686	143115	945864	0	102737	71558	945864	1645253	0	0	0	0	0	0	0	0	0	0	0	0	0	47002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
324975																																																																																																																																		143421	712	0	0	71192																																																																												71192																															
325141																																																																																																																																		281687	1437																																																																																																														
325459																																																																																																																																		26769	261																																																																																																														
325534																																																																																																																																		335605	2560																																																																																																														
326054																																																																																																																																		422035	3077																																																																																																														
326344																																																																																																																																		629847	5182																																																																																																														
326858																																																																																																																																		1677561	20862	0	4009	1378257																																																																												1374248																															
326979																																																																																																																																		771111	4481																																																																																																														
327220																																																																																																																																		176928	1042	0	0	108180																																																																												108180																															
327305																																																																																																																																		980710	7787	0	0	724098	22420	16910	5510	0	0	0	0	0	0	12962	145819	900	2664	0	0	0	0	0	0	0	0	0	58929	0	585	0	52528	29989	168681	235159	559383	3280	3280	0	0	0	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29989	168681	237849	562663	0	33736	118925	562663	724098	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327435																																																																																																																																		929534	9245	0	3723	477000																																																																												473277																															
327556																																																																																																																																		307763	2092	0	0	266205																																																																												266205																															
327855																																																																																																																																		845296	10319	0	3575	702980																																																																												699405																															
328058																																																																																																																																		56021	415	0	135	22381	23206	17644	5562	0	0	0	0	0	0	2665	7420	250	0	2255	0	2255	0	0	0	0	0	0	531	19	34	5	473	20966	15271	3956	17156	0	0	0	0	0	0	0	0	0	0	0	0	85	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20966	15271	3956	17349	0	3054	1978	17349	22246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328357																																																																																																																																		471795	2702	0	251	213429	155461	153314	2147	0	66294	500	31943	21146	22674	4165	1496	0	0	0	0	0	0	0	0	0	0	0	9333	331	1772	0	7093	158871	42130	157629	125740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158871	42130	157629	125850	0	8426	78815	125850	213178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328656																																																																																																																																		191975	2728																																																																																																														
328777																																																																																																																																		2746366	17556	0	0	2054326	113946	86408	27538	0	56595	9803	28710	0	18611	9754	730852	3859	8033	0	0	0	0	0	0	0	0	0	173821	0	16158	0	140205	105965	803258	697466	1225684	0	0	0	0	0	0	18432	9216	0	0	0	9216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478949	239475	0	0	0	239475	105965	803258	697466	1488441	0	160652	348733	1488441	2054326	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329149																																																																																																																																		153626	1619	0	0	132196																																																																												132196																															
329345																																																																																																																																		831532	6475	0	0	754806																																																																												754806																															
329550																																																																																																																																		490883	4403	0	0	395046																																																																												395046																															
329952																																																																																																																																		905386	5745																																																																																																														
330239																																																																																																																																		379716	1746																																																																																																														
330248																																																																																																																																		186769	1089	0	0	105762																																																																												105762																															
330855																																																																																																																																		2814976	22267	0	0	2178967	33605	18364	15241	0	369654	0	369654	0	0	0	121698	72012	139627	0	0	0	0	4732	0	0	0	0	211573	8	12161	2143	143390	19227	558728	647595	1556505	1814	1814	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8724	8724	0	0	8724	0	232730	116365	0	0	5312	111053	56591	564024	666773	1692313	0	112805	333387	1692313	2178967	4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330873																																																																																																																																		307971	2005	0	0	182386	9272	6639	2633	0	13390	1979	10661	750	0	5106	25041	1279	5919	0	0	0	0	0	0	0	0	0	12376	47	1228	389	10570	13771	39563	197946	62576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26661	13331	0	0	5691	7640	13771	39563	204045	70721	0	7913	102023	70721	182386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330949																																																																																																																																		297854	1459	0	0	180047																																																																												180047																															
331076																																																																																																																																		332877	3210	0	0	282048																																																																												282048																															
331375																																																																																																																																		385870	3120	0	0	270322																																																																												270322																															
331544																																																																																																																																		112167	653																																																																																																														
331713																																																																																																																																		630481	5412																																																																																																														
332224																																																																																																																																		421830	2765	0	0	256666																																																																												256666																															
332345																																																																																																																																		28044	148	0	0	14997																																																																												14997																															
332671																																																																																																																																		115160	2386																																																																																																														
332756																																																																																																																																		68738	315																																																																																																														
333034																																																																																																																																		258764	6257	0	4353	152288																																																																												147935																															
333203																																																																																																																																		1361586	6934	0	0	850408	38165	32576	5589	0	0	0	0	0	0	23275	281558	7185	7620	111	0	111	0	0	0	0	0	0	76938	0	2574	0	68911	55891	394807	508236	440061	1217	1217	0	0	0	1217	325	163	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90117	45059	0	6117	13836	25106	55891	400932	532011	481833	0	80186	266006	481833	850408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333650																																																																																																																																		438449	5316	0	2598	217457																																																																												214859																															
333856																																																																																																																																		489493	4188	0	1067	273674	81898	53487	28411	0	5000	0	0	0	5000	1380	74553	312	0	0	0	0	0	0	0	0	0	0	21423	0	601	0	20291	123495	103565	49017	220422	740	740	725	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13398	6699	0	0	6699	0	124220	103565	58725	220437	0	20713	29363	220437	272607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
333940																																																																																																																																		76056	186	0	0	42117	5670	651	5019	0	23704	0	0	23704	0	18902	0	3548	0	699	0	0	0	0	0	0	0	0	2034	0	0	0	1935	19553	5019	31735	22639	405	405	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3812	1906	0	0	0	1906	19553	5019	31735	25245	0	1004	15868	25245	42117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
334264																																																																																																																																		695729	4975	0	0	466241																																																																												466241																															
335346																																																																																																																																		413190	5052	0	1064	319013																																																																												317949																															
336147																																																																																																																																		172502	1220																																																																																																														
336361																																																																																																																																		201472	1427	0	0	129511																																																																												129511																															
336576																																																																																																																																		345984	1543																																																																																																														
337340																																																																																																																																		147926	902	0	151	61140																																																																												60989																															
338646																																																																																																																																		468199	4585																																																																																																														
338851																																																																																																																																		88944	326																																																																																																														
338945																																																																																																																																		67154	475																																																																																																														
339072																																																																																																																																		1121934	8672	0	13	617577	39290	36094	3196	0	0	0	0	0	0	18765	17972	0	5528	0	0	0	0	0	0	0	0	0	286180	0	12369	0	46309	55336	188769	502907	157847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61353	30677	0	0	30677	0	55336	188769	542411	157847	0	37754	271206	157847	617564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339353																																																																																																																																		85479	500	0	0	50590																																																																												50590																															
339456																																																																																																																																		647029	7635	0	1527	488642	17102	16572	530	0	11154	0	0	6606	4548	32492	118996	3896	6000	0	0	0	0	0	0	0	0	0	28908	133	661	355	27759	62963	123970	105379	367312	2025	2025	2025	0	0	0	4825	2413	2413	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1304	1304	0	0	0	1304	45396	22698	0	0	401	22287	67401	123970	105987	402683	0	24794	52994	402683	487115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339607																																																																																																																																		1303794	4709																																																																																																														
339773																																																																																																																																		3716578	27931																																																																																																														
339858																																																																																																																																		45269054	249460	0	0	36767999	1468553	1099029	369423	84	2444136	72566	2359154	2625	10288	559638	11414083	15282	14331	511	0	511	0	2892405	0	326390	0	0	4009514	75432	573506	11252	1374342	1972702	15719897	1830599	21236703	1032005	1032005	0	241689	0	790316	60930	30465	0	6351	0	24114	1182	236	0	0	0	236	0	0	0	0	0	0	49214	49214	0	0	43510	5704	17253119	8626560	0	2250542	0	6358595	2599036	18597070	1874109	29737638	0	3719414	937055	29737638	36767999	842834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
339876																																																																																																																																		50668	225																																																																																																														
340135																																																																																																																																		1752842	14754	0	0	1465058	30345	16950	13395	0	14145	385	11990	1770	0	78522	155177	1286	0	2870	0	2870	0	0	0	0	0	0	96774	262	4202	1541	87545	105053	189572	449933	1005084	3183	3183	0	0	0	3183	1221	611	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244126	122063	0	0	260	121803	128999	189572	450350	1141432	0	37914	225175	1141432	1465058	32	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340144																																																																																																																																		1359450	11593	0	76	982297																																																																												982221																															
340256																																																																																																																																		691246	5187	0	0	478727																																																																												478727																															
340443																																																																																																																																		136583	540	0	0	59078																																																																												59078																															
340742																																																																																																																																		779283	9192	0	2095	609561	16490	12772	3718	0	0	0	0	0	0	39323	86994	1513	0	0	0	0	0	0	0	0	0	0	26770	111	5818	472	10858	52206	96530	166535	465057	494	494	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47664	23832	0	0	98	23734	52206	96530	167125	496629	0	19306	83563	496629	607466	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
340751																																																																																																																																		790606	6669																																																																																																														
341310																																																																																																																																		848823	6347	0	0	518889																																																																												518889																															
342054																																																																																																																																		492588	3337	0	203	266131																																																																												265928																															
342362																																																																																																																																		931935	3012	0	0	389981	129066	124566	4500	0	0	0	0	0	0	35501	491250	240113	0	0	0	0	0	0	0	0	0	0	32815	0	946	0	26005	167640	496912	286809	110792	935	935	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14300	7150	0	0	0	7150	167640	496912	286809	123390	0	99382	143405	123390	389981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342410																																																																																																																																		3010932	28364	0	0	2428776	98572	55797	42775	0	0	0	0	0	0	112410	158895	126230	0	0	0	0	0	8589	0	0	0	0	197431	5313	9179	1265	120665	184463	219283	574442	1836511	0	0	0	0	0	0	24109	12055	0	0	0	12055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149232	74616	0	0	3173	71443	198452	228282	577615	1933113	0	45656	288808	1933113	2428776	8607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
342634																																																																																																																																		18874809	122239	0	0	14791525	1297144	1160651	136493	0	1474338	38453	1524347	0	0	455630	1740844	3781	0	0	0	0	0	10610	0	0	0	10610	1557673	26652	79336	6151	696884	1715981	3884948	3438341	9397344	113003	113003	0	0	0	113003	25127	12564	0	0	0	12564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3778328	1889164	61	10902	7161	1849909	1743552	3897451	3448051	11517943	0	779490	1724026	11517943	14791525	13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343051																																																																																																																																		111784	316																																																																																																														
343248																																																																																																																																		38467	300	0	0	31553	973	572	401	0	3199	0	1916	1283	0	0	11835	0	0	0	0	0	0	0	0	0	0	0	850	5	122	0	723	577	14274	1331	23371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322	4661	0	0	0	4661	577	14274	1331	28032	0	2855	666	28032	31553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
343770																																																																																																																																		86776	443																																																																																																														
343903																																																																																																																																		958616	4964	0	0	582026																																																																												582026																															
343958																																																																																																																																		87812	1509																																																																																																														
344647																																																																																																																																		1108748	9323	0	845	678518	32112	26983	5129	0	114414	0	114417	0	0	61703	337646	0	0	666	0	666	0	0	0	0	0	0	63880	922	3427	386	56428	89608	471351	97783	495462	0	0	0	0	0	0	362	181	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33401	16701	0	0	325	16375	196053	471351	98184	525589	0	94270	49092	525589	677673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344852																																																																																																																																		154106	565	0	0	53795																																																																												53795																															
345309																																																																																																																																		1561240	9581	0	0	1127059	37054	8961	28093	0	15005	3425	11580	0	0	19847	280196	22172	73785	0	0	0	0	0	0	0	0	0	103260	57	2950	0	99042	32709	323930	760420	450274	0	0	0	0	0	0	265	133	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197452	98726	0	0	0	98726	32709	323930	760420	549133	0	64786	380210	549133	1127059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345345																																																																																																																																		487265	5408	0	44	438388	58030	54236	3794	0	0	0	0	0	0	0	4551	3483	0	0	0	0	0	0	0	0	0	0	20377	149	1252	0	17223	54495	17209	30567	384540	2525	2525	0	0	0	2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6903	3452	0	0	3452	0	54495	17209	34019	408915	0	3442	17010	408915	438344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345747																																																																																																																																		763965	8561																																																																																																														
345756																																																																																																																																		544717	6731	0	1299	437914	4731	1081	3650	0	0	0	0	0	0	3906	33790	5264	5828	9	0	9	0	0	0	0	0	0	41470	0	10556	0	27354	5058	49643	308494	189673	0	0	0	0	0	0	560	280	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	19728	19728	0	3282	16446	0	2997	1499	0	0	0	1499	5058	52925	324940	201754	0	10585	162470	201754	436615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345877																																																																																																																																		695373	5961																																																																																																														
346379																																																																																																																																		261461	1884	0	0	199616																																																																												199616																															
346566																																																																																																																																		91141	576	0	141	34760																																																																												34619																															
346771																																																																																																																																		218132	929																																																																																																														
347022																																																																																																																																		279966	1802	0	416	113648																																																																												113232																															
347639																																																																																																																																		542961	3682	0	0	362823																																																																												362823																															
347956																																																																																																																																		881861	9994	0	0	827203	65501	51734	13767	0	0	0	0	0	0	0	37282	3925	15465	434	0	434	0	0	0	0	0	0	160114	979	1799	36	154308	70665	53282	92955	671016	8423	8423	0	0	0	8423	25	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	32200	32200	25760	0	0	6440	92441	46221	0	1500	0	44721	112557	54782	92955	753755	0	10956	46478	753755	827203	14353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
348159																																																																																																																																		194319	2320	0	102	177494																																																																												177392																															
348720																																																																																																																																		978850	10329	0	3810	585525																																																																												581715																															
349129																																																																																																																																		251328	1198	0	0	102521																																																																												102521																															
349343																																																																																																																																		215370	1849																																																																																																														
350572																																																																																																																																		186585	1094	0	0	111476																																																																												111476																															
350657																																																																																																																																		45614	151	0	0	16608																																																																												16608																															
350750																																																																																																																																		245021	3049																																																																																																														
351131																																																																																																																																		52239	192																																																																																																														
351560																																																																																																																																		338368	5029	0	2112	245393																																																																												243281																															
351878																																																																																																																																		189487	953	0	0	107060																																																																												107060																															
352370																																																																																																																																		179435	1243																																																																																																														
352651																																																																																																																																		226904	1425	0	181	99529																																																																												99348																															
352745																																																																																																																																		297869	2946	0	86	239728																																																																												239642																															
352772																																																																																																																																		15525483	141457	0	0	12488149	242992	119554	123438	0	1109595	310	903568	203152	2929	123379	1696600	93649	133893	0	0	0	0	28591	0	0	0	28591	1271578	431	25020	2313	658665	258547	3179425	2029436	8462648	35364	35364	14101	0	0	21263	3948	1974	189	0	0	1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2274259	1137130	0	0	0	940469	272837	3195679	2029436	9538006	0	639136	1014718	9538006	12488149	28821	150000	150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353238																																																																																																																																		556857	5068																																																																																																														
353546																																																																																																																																		154020	1159																																																																																																														
353555																																																																																																																																		8451208	84984	0	0	7939447	1021152	921912	99240	0	7	0	7	0	0	99054	363242	349	0	8725	0	8725	0	0	0	0	0	0	283873	1650	4662	0	215075	1116236	536272	188440	6592782	0	0	0	0	0	0	105772	52886	0	0	52886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511286	755643	0	0	0	755643	1174291	536272	241326	7568420	0	107254	120663	7568420	7939447	17631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
353957																																																																																																																																		51932	1029																																																																																																														
354057																																																																																																																																		170840	267																																																																																																														
354253																																																																																																																																		61591	1043	0	734	22724																																																																												21990																															
354310																																																																																																																																		7343779	80034	0	0	6597572	138032	75654	62378	0	151347	8639	142708	0	0	1567	321073	0	93874	0	0	0	0	0	0	0	0	0	519155	15141	30186	1921	268190	101343	573930	1337369	5223661	29166	29166	0	0	0	29166	28642	14321	0	0	0	14321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829982	414991	0	873	2943	411175	101343	633876	1340671	5723011	0	126775	670336	5723011	6597572	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354552																																																																																																																																		851389	4276	0	0	474378																																																																												474378																															
354851																																																																																																																																		109163	1675																																																																																																														
355120																																																																																																																																		760950	7363	0	1324	483090																																																																												481766																															
355559																																																																																																																																		547584	5437	0	873	365128																																																																												364255																															
355858																																																																																																																																		1682379	72156	0	56141	1498007	40551	30544	10007	0	55573	12215	43358	0	0	44514	192240	872	613	0	0	0	0	0	0	0	0	0	106814	1684	3294	5	67573	89330	272908	136395	1220736	2155	2155	0	0	0	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165616	82808	0	0	0	82808	89330	272908	136395	1326633	0	54582	68198	1326633	1441866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356239																																																																																																																																		374321	3147	0	125	241742																																																																												241617																															
356659																																																																																																																																		177601	4924																																																																																																														
356752																																																																																																																																		180963	1467																																																																																																														
357526																																																																																																																																		217135	2091																																																																																																														
357553																																																																																																																																		238778	1573																																																																																																														
357777																																																																																																																																		328281	2006																																																																																																														
357937																																																																																																																																		410904	5929	0	1998	314499																																																																												312501																															
358112																																																																																																																																		188379	1311	0	0	112982																																																																												112982																															
358448																																																																																																																																		102898	508																																																																																																														
358756																																																																																																																																		69479	716	0	0	57280																																																																												57280																															
359472																																																																																																																																		61112	440	0	0	38755																																																																												38755																															
359650																																																																																																																																		21866	165	0	11	12293																																																																												12282																															
