"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
31134														1300		1036	0	133	481	213		110	154	0				Index Liability Plan	Split Dollar Ins Liability		
31255														10610	0	4428	0	0	2069	0	0	121	5505	556	0	0	2009	Factored loans collected reserves			
31657														92		0	0					47	45	0							
31826														2900		1951	0					429	520	0	1070						
31835														5204		2335	0					134	2735	0							
32234														1681		912	0					401	368	0							
32766														1493		0	688					33	747	25							
32971														4655		3683	0					121	851	0							
33147														1075		176	0					281	528	90							
33259														5286		1036	0					834	3416	0							
33370														173		173	0					0	0	0							
33839														90		15	69					6	0	0							
33857														2313		0	0					686	1627	0							
34434														2179		1846	0					219	114	0							
34537														135073		113475	0					2765	14143	4690			54358				
34555														2608		2337	0					131	0	140	2292						
34742														9437		6358	0					584	2418	77							
35057														544	0	30	0	0	0	0	0	129	289	96	0	0	0				
35301	16895000	0	14638000	26000	0	7308000	0	0	2170000	16000	0	0	0									45000						Collateral deposits			
35646														458		379	0					76	3	0							
35879														826		229	0					319	278	0							
36456														486		223	0					49	214	0							
36933														1834		765	0					407	582	80							
37051														193		14	0					123	56	0							
37341														445		340	0					85	20	0							
37435														18524		6317	0					357	9581	2269							
37640														54859	0	25801	0	0	0	0	0	1709	27349	0	0	8105	0				
37659														842	0	795	0	0	0	0	0	14	33	0	795	0	0				
37949														326		218	0					105	3	0							
38740														1929		971	0					205	753	0							
39327														4752		2877	0					122	1413	340							
39756														5972		3014	0		2964			664	2294	0				accrued salaries			
40033														652		636	0					5	11	0							
40499														97000		79440	0					2011	10503	5046	40448		25909				
40855														604		0	0					298	306	0							
41553														498		0	0					23	475	0							
41629														880		313	0					194	365	8							
41825														5225		3871	0					81	669	604	1077		2790				
42037														178		0	0					41	137	0							
42354														279		0	0					58	221	0							
42372														2750		2074	0					48	254	374							
42420														195436	5999	147681	0					1959	37620	8176		67268	56622				
42448														8627	0	902	0	0	442	0	0	3721	3536	468	147	0	0	OTHER PAYABLES			
42457														211		0	58					22	131	0							
43052														779		6	0					89	684	0							
43351														1924		46	0					1212	666	0							
43856														680		575	0					6	99	0							
43959														490		1	0					159	201	129							
44040														1500		7	0					106	1387	0							
44433														5091		3778	0	635				429	454	430		449	2395				
44741														2125		610	0					70	1403	42							
44750														338		29	0					122	187	0							
44929														637		2	381					74	180	0							
45038														1291	0	928	0	0	825	0	0	64	248	51	0	0	0	Contribution Payable - LIHTC Investment			
45047														704		16	0					177	415	96							
45056														275		95	0					20	160	0							
45430														3963		3743	0					73	147	0							
45458														1348		869	0					97	321	61							
45551														10271		6212	0					1497	1022	1540							
45560														22494		13766	0					3894	3616	1218	8916		3823				
45775														3848		3682	0					5	161	0							
46053														3107		2448	0					251	408	0							
46941														524		0	0					195	329	0							
47247														8545		1617	0					699	4579	1650	1061	163					
47256														145		0	0					22	123	0							
47500														1791		853	0					20	690	228							
48057														2189		1881	0					101	207	0							
48150														88		0	0					60	28	0							
48374														13217		7814	0					789	4028	586							
48440														1236		965	0					271	0	0							
49054														1834		856	0					96	882	0							
49148														1538		1374	0					22	142	0							
49241														18402		15491	0					469	491	1951							
49652														310		145	0					62	103	0							
49858														1382		1060	0					145	177	0							
49951														648		0	0					41	607	0							
50144														1519		0	0					146	1373	0							
50461														1294		473	0	118				39	682	100			350				
51253														7011	0	2161	573	0	1587	0	0	1461	2816	0	0	0	0	Deferred Gain on Sale of ORE			
51356														59		0	0					40	19	0							
51459														1554		472	0					445	526	111							
51842														5780		1702	0					405	3123	550	1389						
52719														3152032	0	3125627	0	0	2013587	1058148	0	0	26405	0	0	0	0	Participant fund cash	Payable to participants		
52951														1220		143	0					151	926	0							
53051														73		0	0					64	9	0							
54058														1315		256	0		114			728	31	300				ATM Clearing			
54656														8297	0	1677	0	134	101	0	0	5195	985	440	1438	0	0	Interest Payable BTFP Borrowing			
54973														160600		49267	0					4597	102336	4400	22709		20489				
55336														1827		979	0					39	558	251							
55635														1077		492	0					120	465	0							
55653														162		88	0					22	52	0							
55970														1564		42	0					65	1357	100							
56258														979		602	0					244	133	0							
56351														33876		10655	0		3751			945	21524	752			5558	Management incentive accruals			
56548														3997		27	0					2245	1725	0							
56717														12083		5904	0					208	5971	0							
57040														335	0	0	0	0	0	0	0	172	163	0	0	0	0				
57451														2272		0	0					566	1706	0							
58225														991		235	0					145	611	0							
58243														130455		105641	0	4846	8579			2170	21544	1100	286	53535	26093	Deferred Liability - NMTC			
58355														104		11	0					66	27	0							
58551														1395		1204	0					142	49	0							
58636														4390		1672	0					203	2113	402							
58757														4685		3806	0					215	423	241							
58971														117739		76385	0		25082			1126	28000	12228	30486			Commitments for Tax Credit Investments			
59316														23317		10982	0					4690	7316	329							
59352														1771		239	0					368	1164	0							
59370														730		45	0					1	302	382							
59754														217		125	0					84	0	8							
60143	1456000	0	1133000	2000	0	323000	0	0	252000	52000	0	0	410000									17000						Pension plan liability			
60330														7902	0	6517	0	0	0	0	0	361	1024	0	2520	0	2951				
60545														622		0	0					546	76	0							
60554														153		24	0					23	106	0							
60648														3496		1912	0					89	1495	0							
61122														23705	0	19699	0	0	0	0	0	219	2659	1128	7227	0	2536				
61355														10025		61	0					1307	8657	0							
61476														11546		3642	0					1	7230	673							
61757														2184		365	0					203	1302	314	343						
61832														3027		2222	0		2050			59	301	445				Contracts Payable			
61953														99		12	0					13	74	0							
62044														972		171	25					14	682	80							
62110														2205		735	0					0	1470	0							
62147														229		18	0					33	178	0							
63050														4642		3731	0					38	873	0							
63069	2618098	0	1982781	0	0	0	0	0	487832	66602	0	583001	567207									80883									
63201														890		436	0					90	293	71							
63573														1789		967	0					46	776	0							
63733														6580		1882	0					1485	2159	1054	1742			Cardholder Settlement Debit Cards			
64150														868		719	0					149	0	0							
64552														4914		2036	2181					315	382	0			1020	CDFI Award - DPA			
64730														1237		248	0					73	124	792							
65205														6817		2991	0					6	3184	636							
65513	5927	0	3968	0	0	0	0	0	1752	0	0	0	3769									207									
65559														7227		5261	0					223	1743	0	5144						
65858														9816		1772	0					607	6661	776							
66154														2190		892	0					306	741	251							
66275														1562		424	0					420	718	0							
66677														2970		1004	1389	45				18	539	20	634	46	91				
67142														468		0	0					363	105	0							
67151														9056		8007	0					273	776	0							
67209														30950		23957	0					1163	4795	1035							
67254														115		0	0					0	115	0							
67656														23319		13028	0		10912			480	7285	2526				NET DEFERRED ANNUAL FEE			
67870														10843		9897	0					288	511	147							
68671														856		461	0					262	133	0							
68756														5608		4442	0	244				272	894	0	2543		433				
68831														1216		0	0					53	1068	95							
69333														9125	0	0	0	0	0	0	0	850	8275	0	0	0	0				
69678														1604		751	0					49	804	0							
70218														7365	0	7022	0	0	0	0	0	57	260	26	0	0	6989				
70414														1894		40	0					223	1381	250							
70638														1352		40	0					152	1160	0							
70955														137		0	80					11	46	0							
71073														1675		1250	0					46	364	15							
71457														1441		642	0					406	393	0							
71859														1829		0	0					2	1827	0							
72258														1902		154	0					654	1094	0							
72351														194		0	0					30	164	0							
72454														238		0	0					81	157	0							
72678														5719		951	0					13	4755	0							
73116														6492		2110	0					53	4329	0							
73152														1014		875	0					99	0	40							
73554														734		9	0					241	484	0							
73956														147		114	0					33	0	0							
74056														446		258	0					97	91	0							
74140														16163		12819	0		4512			437	2588	319	6126			Low Income Houseing Investment Obligation			
74403														7173		3788	0	1090				606	2596	183			1604		ATM Settlement	SERP	
74449														28		10	0					18	0	0							
75259														2547		1445	0					666	436	0							
75446														1267		13	0					297	930	27							
75455														52		0	0					37	15	0							
75633	4989574	0	1726777	0	0	0	0	0	2806606	257847	0	0	1140595									198344									
75651														188		0	0					120	68	0							
76153														192	0	30	119	30	0	0	0	23	20	0	0	0	0				
76443														247		3	0					8	204	32							
76854														2896		889	0					294	1713	0							
77150														226	0	0	0	0	0	0	0	95	131	0	0	0	0				
77253														1239		0	0					160	1079	0							
77422														2113		1768	0					106	127	112							
77851														67382	0	32666	0	0	0	0	0	4276	29210	1230	23136	0	0				
78157														248		123	0					11	83	31							
78241														353		0	0					75	278	0							
78559														421		115	0					21	267	18							
79042														1347		837	0	640				240	205	65							
79127														422		229	0					20	152	21							
79145														1822		412	0					215	745	450							
79257														125		0	0					13	112	0							
79855														355		0	0					73	282	0							
80150														1929		1630	0					189	110	0							
80374														905		55	0					0	850	0							
80431														328		0	0					88	240	0							
81175														3878		1757	0					343	1778	0							
82033														2925		2040	0					240	645	0							
82257														736		679	0					51	6	0							
82350														823		682	0					41	100	0							
83151														1278		674	0					357	247	0							
83375														9030		3947	0					1067	2655	1361							
83638	271047	0	223463	0	0	0	0	0	40234	2002	0	59262	125421									5348									
83834														2017		1655	0					41	321	0							
83852														92		13	0					22	57	0							
83955														411		0	0					234	177	0							
84046														72		5	0					64	3	0							
84541														16510		8693	0					1662	4404	1751							
85052														627		184	0					249	180	14							
85472														278922		221507	0		88970			5799	48833	2783		94535		Derivative Cash Collateral Liability			
85931														2075		1541	0					360	146	28							
86349														3528		2755	0					140	514	119							
86675														5843		4679	0					34	1116	14							
87047														688		468	0					94	126	0							
87234														8101		6031	0					1418	637	15							
87476														696		140	0					7	461	88							
87579														5834		4025	0		1505	1279		1	1294	514				ATM settlement	Payable to NOVO		
88231														19477		11547	0					274	4376	3280							
88259														597		491	0					100	6	0							
88352														655		435	0	435				95	125	0							
88455														3457		27	0					310	3120	0							
88950														295		10	0					59	87	139							
89032														879		0	0					211	668	0							
89135														1680		1544	0					31	105	0							
89854														887		386	0					345	156	0							
89957														1054		476	0					253	217	108							
90047														115		0	13					47	55	0							
90177														1541		271	0					0	1241	29							
90328														12271		10625	0					199	1161	286							
90337														6291	1314	5435	0	0	0	0	0	243	613	0	3527	0	0				
90579														4663		3270	0					11	1357	25							
91615														395		55	0					55	285	0							
91754														6717	0	2505	0	86	0	0	0	3429	513	270	2410	0	2				
91950														827		746	0					31	50	0							
92144														49		0	0					49	0	0							
92676														11434		9640	0		2613			33	1755	6			6593	Liability for Pension & Postretirement benefits			
92706														5422		5186	0					59	117	60							
92902														40		22	10					3	5	0							
93244														753		0	0					418	235	100							
93543														6510		3910	0					876	1433	291							
93619	1122	0	236	1	236	0	0	0	885	0	0	0	0									0									
94139														8901		4521	0					93	4287	0							
94522														7854	0	5373	0	0	0	0	0	301	1752	428	2981	0	545				
94755														661		328	0					113	0	220							
94858														495		288	0					89	99	19							
95051														15419		14476	0	10214				296	647	0			3862				
95677														426		402	0					1	0	23							
96553														436		0	138					56	242	0							
97055														885		6	0					414	465	0							
97279														181		0	0					84	97	0							
97457														197		0	0					47	150	0							
97804														25487		6277	0					358	16897	1955							
97943														1389		196	0					406	787	0							
98351														208		116	0					32	60	0							
98463														10510		1238	0					1	8742	529							
98717														1447	0	66	0	0	0	0	0	671	705	5	0	0	0				
99143														4101		3346	0					84	671	0							
99376														31213		14659	0	714	3395	450		479	14110	1965		10099		Deferred Revenue	Reps and Warranty Reserves	Miscellaneous Liabilities	
99442														3252		1534	0					1355	363	0	1479						
99536														15071		12666	0					1216	1189	0							
99853														33		15	0					3	15	0							
100236														4426		3592	0					62	642	130							
100357														11583		10776	0					496	311	0							
100562														190266	0	152281	0	0	53065	0	0	792	32998	4195	0	0	0	SERP & MPL			
100777														4021		2847	0					662	512	0							
100843														2953		2366	0					137	375	75							
101037														7385		4415	0					1950	1020	0							
101439														619		363	0					95	161	0				ATM SETTLEMENT PAYABLE			
101671														15861		15294	0		10778			165	300	102				LT Lease Liability			
101738														1520		1059	0					241	160	60							
101952														468		0	0					38	430	0							
102333														69		0	0					13	56	0							
102342														1787		247	0					1125	415	0							
102557														3248		2877	0					176	195	0							
102874														737		335	0	335				130	272	0							
103134														148		0	13					2	26	107							
104234														595		439	0					17	139	0							
104542														320		205	0					115	0	0							
104971														41		11	0					0	30	0							
105026														3669		1974	0					171	1439	85							
105473														20964		9353	0					111	10682	818							
105530														2637		2213	0					118	306	0							
106359														18551		11944	0		885			948	4659	1000	836		9314	Unearned revenue			
106452														3154		1322	0					35	1572	225							
106676														149		10	0					42	50	47							
107244														462011	0	142043	38206	0	0	0	0	13731	96289	171742	0	0	57453				
107570														3226		1142	0					371	1713	0							
107758														264		222	0					14	28	0							
108072														900		184	0					17	641	58							
108269														2233		2227	0					5	1	0							
108652														236		228	0					8	0	0							
108746														261		160	0					51	50	0							
108951														4605		2813	0					598	894	300							
109136														3189		2001	0					596	207	385							
109154														318		0	0					155	163	0							
109453														516		8	63					272	173	0							
109574														3740		2756	0					17	967	0							
109659														5388		4786	0					236	216	150							
110413														5659		1302	0					36	4321	0	1101						
110936														34193		25971	0					448	7051	723							
110945														694		7	0					154	518	15							
110972														134		5	0					21	91	17							
111157														488	0	304	76	18	4	0	0	79	29	0	282	0	0	DDA Suspense			
111205														4982		1224	0					938	1917	903							
111942														3950		2435	0					103	923	489							
111979														3340		388	0					47	2905	0							
112163														26676		21222	0					2198	3256	0	5694		13592				
112332														568		397	0					129	21	21							
112510														264		0	0					35	229	0							
112556														671		535	0					60	76	0							
112837	17354531	0	6622576	0	0	1902578	1708051	0	10230358	211235	0	0	0									290362						CRA COMMITMENTS PAYABLE	NMTC Loans		
113003														32750		4232	26907		1563	1689		2	1609	0	248		729	Pension 87	Fasb 106		
113030														330		0	0					57	189	84							
113441														6199		3967	0					226	2006	0							
113601														24391		17175	0					216	4656	2344							
113740														2290		0	0					119	2171	0							
114149														2701		80	0					100	2521	0							
114260														18172	0	2804	0	0	0	0	0	393	13550	1425	0	0	2713				
114457														1715		1349	0					172	166	28							
114774														945		2	726					21	196	0							
114840														2077		338	0					166	1273	300							
114859														281		140	16					72	53	0							
115146														239		22	0					217	0	0							
115575														6382		4767	0					54	1152	409							
116358														106		14	0					33	59	0							
116554														238		235	3					0	0	0							
116741														214		0	0					124	90	0							
117038														1914	180	1366	0	0	0	0	0	244	261	43	1184	0	0				
117074														4444		4210	0					1	233	0							
117458														5667		2389	0					682	2571	25							
117775														5738	0	4991	0	85	4905	0	0	10	737	0	0	0	0	Factoring Liabilities			
118156														7073		3578	0					1006	2489	0							
118660														1380		1023	0					0	357	0							
118736														1619		1258	0					141	220	0							
119153														586		362	0					90	23	111	105						
119779														6251		0	0					1	6027	223							
119872														3214		2134	0					23	673	384							
120476														313		16	0					71	226	0							
120542														786		17	0					516	253	0							
120609														15258		11168	0					1	3767	322							
120953														710		2	0					262	446	0							
121642														71597		36493	0					2712	20784	11608		61	36432				
121651														927		0	0					422	505	0							
121914														2444		1895	0					116	433	0							
122153														152		0	0					49	103	0							
122546														155		7	0					113	35	0							
122854														199957		173754	0		102500			7009	14439	4755				Litigation settlement and legal fees payable			
123075														367		0	0					75	292	0							
123374														66		19	0					33	14	0							
124344														6078		4130	0					1100	848	0							
124830														1119		951	0					98	70	0							
125154														18499		14218	0		5329			17	4264	0			8888	RETIREMENT BENEFIT OBLIGATION			
125855														2842		0	0					83	2759	0							
125873														146		29	0					0	117	0							
126012														9699		7037	360					171	1960	171							
126049														111		0	0					52	58	1							
126375														1134		605	0					169	360	0							
126553														2006		1693	0					47	266	0		112					
126834														2815		24	0					1645	1146	0							
127055														286		0	0					128	158	0							
127224														1138		0	0					223	915	0							
128258														167		1	5					61	50	50							
128904														461816		283508	0		124738			4346	160096	13866				Tax Credit Investments Commitments			
129349														1575		1149	16					130	235	45							
129358														1805		1170	0					105	332	198							
129479														6729		4920	0					193	1499	117							
129732														131907	0	79691	0	0	55023	0	0	6561	41339	4316	0	0	0	A/P - Due to Broker/Counterparty			
129853														1044		284	0					292	468	0							
129910														4778		2789	0					389	1516	84							
130345														6330		1316	0					91	4786	137							
130541														45720		34039	0	3227				1729	9952	0	289						
131436														4574	0	2753	0	0	0	0	0	99	1106	616	2687	0	0				
131717														431	0	95	0	0	0	0	0	32	304	0	0	0	0				
131940														445		285	0					42	25	93							
132107														33465		15190	0					760	16510	1005							
132451														157		21	0					82	54	0							
132778														179		76	0					1	101	1							
132938														367		18	0					69	267	13							
133579														7903	0	6607	0	0	2143	1663	0	26	1270	0	1474	0	0	RETIREMENT PLAN	ESCROW RESERVE		
133850														16014		1942	0					1348	10094	2630							
133971														6934		6094	0					53	787	0							
134156														989		68	411					139	371	0							
134437														11155		7598	0					1042	2515	0							
134455														1309		747	0					214	348	0							
134848														749		123	0					206	420	0							
135836														407		0	0					39	368	0							
135854														341		32	71					192	46	0							
136048														1377		585	0					314	478	0							
136338														3085		552	0					88	2445	0							
136459														550		337	0					190	23	0							
136655														593		374	0					103	116	0							
137205														15299		9799	0					758	2926	1816							
137447														3666		2269	0					520	877	0							
137456														297		0	0					108	189	0							
137559														278		99	0					124	55	0							
137643														576		321	0					128	127	0							
137652														22811	0	7336	4039	2625	0	0	0	1416	10020	0	0	0	2928				
137915														136374		37617	61274		19659			2	29620	7861				Lease liability			
138051														758		0	116					432	210	0							
138257														172		77	0					34	36	25							
138556														1173		1041	0					57	67	8							
139133														3523		2644	0					138	741	0	1688						
139478														1935		429	0					1	1420	85							
139553														7521		997	0					647	5663	214							
139656														26975	0	11767	0	0	0	0	0	4680	9043	1485	0	0	5062				
139740														28573		18569	0					3562	4098	2344		12842					
139843														31871		22264	0		6394	12350		1459	5147	3001				LIH Commitment	Collateral held for derivative position		
140157														444		1	0					145	298	0							
140362														31960	0	17302	0	0	0	0	0	97	12710	1851	0	7679	9456				
140634														108		7	0					70	31	0							
141211														6437		5218	0					608	558	53							
141350														1800		1566	0					152	82	0							
141556														52804		34239	0		16839			3573	13876	1116				INVESTMENT IN TAX CREDITS PAYABLE			
141677														866		300	0					60	506	0							
141958														299		0	0					180	119	0							
142049														486		0	0					88	367	31							
142179														2066		1525	0					91	450	0							
142955														6740		5097	0					417	1226	0							
143372														1233		1071	0					5	139	18							
143662														876388		722983	0					7724	126652	19029		261845					
143859														1388		285	0					576	527	0							
143952														2636		2247	28					60	259	42							
144034														5143		3688	0					311	1144	0							
144052														2082		1026	0					296	610	150							
144155														8790		8179	0					59	552	0			8179				
144678														3478		3185	0					1	292	0							
144856														2521		225	0					158	2138	0							
144913														3509		2815	0					694	0	0							
145059														981		709	0					213	59	0							
145545														5003		4032	0					592	379	0							
145554														1276		565	0					16	580	115							
145741														451		0	0					244	207	0							
145844														1436		72	0					155	1209	0							
146056														52		25	0					5	22	0							
146663														5672		2521	0					130	2903	118							
147651														149		0	0					34	85	30							
147679														3706		2257	0					166	1259	24							
147857														1253	566	714	0	3	0	0	0	308	231	0	0	0	0				
147923														1402		730	0					88	584	0							
148171														716		522	0					34	110	50							
148238														1996		754	0					229	1013	0							
148340														718		461	0					205	52	0							
148470														9663		8605	0					4	1054	0							
148715														592		198	0					26	368	0							
148920														60		0	0					15	45	0							
149150														381		87	0					87	207	0							
150035														15916		12985	0					701	1655	575	4922						
150044														8239		5048	0					154	3037	0							
150727														4066		651	0					895	1899	621							
151546														408		0	0					91	317	0							
151957														2924		15	0					1108	1801	0							
152057														3735		0	0					7	3728	0							
152253														243		0	0					226	17	0							
152431														863		244	0					154	465	0							
152440														432		175	0					182	75	0							
153054														1996		1095	0					160	741	0							
153353														9055		6517	0					845	1286	407							
154154														2845		1732	0					385	485	243							
154770														14356		8050	0					160	4798	1348							
155759														103		0	0					103	0	0							
156457														157		0	0					132	25	0							
156635														87		5	0					65	17	0							
156970														545		98	0					48	360	39							
157155														675		564	0					36	65	10							
157379														192		144	0					0	15	33							
157650														694	0	253	0	0	0	0	0	19	411	11	0	0	0				
157744														2858		2233	0					85	540	0							
157856														84		79	0					5	0	0							
158376														149		105	0					28	16	0							
158741														1300		446	42					428	384	0							
159636														29146		10126	0			18		6520	7643	4857	5536		4572		CDARS outgoing rate bridge payments		
159645														1015		35	0					243	737	0							
159953														407		265	0					93	49	0							
159971														4342		746	0					4	3592	0							
160360														5954		4249	0					14	947	744							
160454														1104		223	0					38	843	0							
160959														11846	0	4407	0	0	0	0	0	2673	3416	1350	0	0	4334				
161273														24166		15417	0					0	7859	890							
161602														61657		51094	0					3536	5329	1698							
162337														9289		4461	0					1699	2629	500							
163343														389		0	0					40	349	0							
163549														29436		18877	0					1151	8339	1069	16239	2638					
163857														4897		4017	0					252	628	0							
164153														824		710	0					21	93	0							
164331														719		319	0					45	343	12							
164377														3288		2975	0					124	189	0							
164957														599		0	0					41	558	0							
164975														227		59	0					0	168	0							
165628														595221		460257	0					17483	97258	20223		301973					
165758														963		230	0					30	703	0							
166111														2229		0	1785					9	435	0							
166531														1602		91	0					428	1083	0							
166652														5556		2480	0	836	636			467	2609	0			1008	Accrued Rent			
166849														889		621	0					266	2	0							
167453														246		2	22					78	144	0							
167752														98		74	0					5	19	0							
168357														1668	0	901	0	0	0	0	0	91	484	192	660	0	0				
168571														936		239	0					285	412	0							
169327														4481		3428	0					382	395	276							
169354														799		102	0					94	343	260							
169653														70314		56245	0					872	10512	2685		18886	24174				
169756														565		409	0					120	36	0							
170257														207		134	0					11	62	0							
170275														1756		827	0					16	913	0							
170332														1708	0	1230	0	484	0	0	0	227	155	96	462	0	0				
171133	5702	0	4578	0	0	0	0	0	310	165	0	0	4537									649									
171656														514		270	0					54	190	0	253						
171759														698		176	0					58	464	0							
171768														4478		505	0					681	2389	903							
172251														143		0	0					29	114	0							
172457														366		113	0					22	231	0							
172475														6416		4365	0					43	1905	103							
172859														1580		1020	0					105	455	0							
173306														6498		3588	0					13	2836	61			3112	Due to Housing VT			
173342														259		1	0					98	150	10							
