"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
2750					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
3252					CONF							0	0	0	0	false		0	0												0	0	0	0	-29	0	29																			
3458					CONF							0	0	0	0	false		0	0												0	0	0	0	-175	0	175																			
3720					CONF							0	0	0	0	false		0	0												0	0	0	0	19	0	-74																			
3971					CONF							0	0	0	0	false		0	0												0	0	0	0	-715	1189	1000																	Exited and wound down the operations of the Bank's Consumer Banking Division.		
4156					CONF							0	0	0	0	false		0	0												0	0	0	0	288	0	-500																			
4231					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
5069					CONF							0	0	0	0	false		0	0												0	0	0	0	-1616	0	1286																			
5135					CONF							0	0	0	0	false		0	0												0	0	0	0	-252	0	252																			
5210					CONF							0	0	0	0	false		0	0												0	0	0	0	-2368	158	1460																			
5461					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
5751					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
6039	40				CONF	114						0	0	0	0	false		0	0					249		217				97	0	0	0	0	0	0	0				SBA package fees															
6329	722		18	36	CONF				124	823	120	0	0	0	0	false	286	0	0		99	11	101		366	1484	107	193	49	219	0	0	0	0	-1278	0	406	25	-32	59				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
7045	10	0	25	0	CONF	0	0	0	0	0	0	0	0	0	0	false	7	0	0	1	0	5	15	0	20	145	15	0	75	15	0	0	0	0	0	0	0	0	0	0																
7072					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-31																			
7456					CONF							0	0	0	0	false		0	0												0	0	0	0		0																				
7634					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-45																			
8033					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
8462					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
8631					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
9357					CONF							0	0	0	0	false		0	0												0	0	0	0	600	0	-640																			
9553					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
9807	238				CONF				630	183		0	0	0	0	false		0	0		3711										0	0	0	0	0	0	0		203					Computer Equipment Supplies	FDIC Assessment Expense											
9955					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
10250					CONF							0	0	0	0	false		0	0												0	0	0	0	864	0	-864										Downstream from Holding Company									
10849					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
11145	18	9	31	2	CONF	16	39		33			0	0	0	0	false	25	0	0	11		5	248	138	38		60	21	95	26	0	0	0	0	-466	0	590	8	-23	18	Other Misc Income	Other Misc Asset Income		Credit & Collections								CECL Adoption initial entry				
11640					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
11837					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-26																			
12030					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12142					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12311	30023	0	0	0	CONF	56533	30782	25270	20430	0	0	0	0	0	0	false	0	0	0	0	0	0	0	138233	0	93701	0	0	0	0	0	0	0	0		0		0	0	0	~Other Income - Non-recurring	~Overhead charges	~Commitments/Letter of credit fees	~Taxes												
12647					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
12656					CONF							0	0	0	0	false		0	0												0	0	0	0																						
12946					CONF							0	0	0	0	false		0	0												0	0	0	0	-4000	0	4000																			
13103	395				CONF						667	250	0	0	0	false		20	0				72	1515				708			0	0	0	0								Swap Fees	Prepayment Penalties	Other Computer Service Expenses		Other Computer Service Expenses	Capital Contribution from other partner of majority owned subsidiary.					Misstatement found with aquisition entries from Nov 2022				
13251					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
13457					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
14155					CONF							0	0	0	0	false		0	0												0	0	0	0	-169	0	169																			
14650					CONF							2840	0	0	0	false		-359	0												0	0	0	0	0	0	0										Capital Injection					Adjusting entries per CPA				
14753					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
14865					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
14977	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
16551					CONF							0	0	0	0	false		0	0												0	0	0	0	-704	0	485																			
17110					CONF				975	328	287	0	0	0	0	false		0	0					721							0	0	0	0	0		0							Referral Fees	Custodian Costs	Contributions										
17147	0	0	0	0	CONF	1148	0	0	2165	0	0	0	0	0	0	false	0	0	0	0	1265	0	0	3164	0	4934	0	0	1723	0	0	0	0	0		0		0	0	0	OTHER INC - DERIVATIVE HEDGE			Other noninterest expense (n)												
17259					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
17950					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0										Capital Injection Acquisition of Malta and Glasgow									
17978					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
18050					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-148																			
18827					CONF							0	0	0	0	false		0	0												0	0	0	0	-3346	0	2433																			
18836					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
18854					CONF	54	33					0	0	0	0	false		0	0					398		171	128				0	0	0	0	-572	0	250	62			Secondary Market Income	BSA Monitoring Fee Income														
19356					CONF							1000	0	0	0	false		0	0												0	0	0	0	-95	0	95										Bank Holding Company Capital Injection									
19936					CONF							0	0	-325	0	false		0	0												0	0	0	0	0	0	0												Adjustment to Allowance for Credit Lossses related to unfunded committments							
19972					CONF							0	0	0	0	false		0	0												0	0	0	0	-30	0	-9																			
20053					CONF							0	0	0	0	false		0	0												0	0	0	0																						
20633					CONF							0	0	0	0	false		0	0												0	0	0	0	-3	0	-16																			
20857					CONF							0	0	100	0	false		0	0												0	0	0	0	0	0	0												ACL from non-surviving bank due to merger between entities under common control.							
21256					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
21359					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
21658					CONF							0	0	0	0	false		0	0					102							0	0	0	0	0	0	0							Maintenance Agreements	Education	Insurance Expense										
22048					CONF							0	0	-145	0	false		0	0												0	0	0	0	0	0	0												Unfunded Committment Liability							
22543					CONF							0	0	0	0	false		0	0												0	0	0	0	-151	0	151																			
22552					CONF							0	0	0	0	false		0	0												0	0	0	0	-27	0	27																			
22730					CONF							0	0	0	0	false		0	0												0	0	0	0																						
23456					CONF							0	0	0	0	false		0	0												0	0	0	0	-239	0	239																			
23504	1436	0	0	0	CONF	292	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2163	0	0	3923	0	0	0	1058	0	0	0	0	0	0				285	0	0	TITLE FEE INCOME															
23643					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
23755					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
24006					CONF							0	0	-9296	0	false		0	0												0	0	0	0	0	0	0												PCSB acquistion							
24378					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
24659					CONF							0	0	0	0	false		0	0												0	0	0	0	-11	0	11																			
24949					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
25357					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-350																			
25647					CONF							0	0	0	0	false		0	0					158							0	0	0	0	0						Loan fees						Holding Company capital infusion									
26765					CONF							0	0	0	0	false		0	0												0	0	0	0	-14148	0	6205																			
27070					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
27548					CONF							0	0	0	0	false		0	0												0	0	0	0	-1903	0	2408																			
27614					CONF							0	0	0	0	false		0	0												0	0	0	0	-280	0	343																			
27847					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
28013	847				CONF							883	228	0	0	false		0	0		870			2011		361		472			0	0	0	0		0											capital contribution	change in unallocated ESOP								
28152					CONF							500	0	0	0	false		0	0												0	0	0	0	0	0	0					Contract Services					capital contribution from holding company									
28675					CONF							0	0	0	0	false		0	0					120							0	0	0	0	0	0	0							CORRESPONDANT BANK CHARGES	CONTRIBUTIONS							ASU 2016-01				
28732					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-132																			
29476					CONF							0	0	0	0	false		0	0												0	0	0	0	424	0	-668												0							
29636					CONF							0	0	0	0	false		0	0												0	0	0	0	-984	0	634																			
29878	125		417	44	CONF	52			1442	78		0	0	0	0	false	12	0	0	1		43	54	381	33		204	246		209	0	0	0	0		0		4	286	309	MISC OPERATING INCOME			OUTSIDE SERVICE FEES EXP	MTG LOAN EXPENSE											
30052					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
30502					CONF							0	0	0	0	false		0	0												0	0	0	0	16	0	-242																			
30650					CONF							0	0	1115	0	false		0	0												0	0	0	0	-792	-792	792												Push down accounting adjustment due to bank sale / change of control 12/31/21							
30810	229858				CONF	46037			384781			0	0	-68000	0	false		51577	0							155589					0	0	0	0		0					Net Credit Card Fee Income			Servicing Fees Paid To Affiliates					ASU 2022-02			ASU 2022-02				
31134					CONF							0	0	0	0	false		0	0				17	231		155				55	0	0	0	0	0	0	0				Promotional Fee	OTHER MISC INCOME		Misc Servicing												
31255	19	0	152	36	CONF	115	0	0	185	364	0	0	0	0	0	false	0	0	0	0	86	4	0	275	40	55	75	76	0	91	0	0	0	0	-92	0	-464	0	0	0	Other mortage loan income			Item processing	Computer support contracts											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
31826	39		50	14	CONF				83			0	0	0	0	false	12	0	0						25	236	40		150	17	0	0	0	0	17	0	-17							Other Taxes (Franchise, R/E, & Other)												
31835					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0															No Effect				
32234					CONF							0	0	0	0	false		0	0												0	0	0	0	-58	0	341																			
32766					CONF							55	0	0	0	false		0	0												0	0	0	0	0	0	0										Stocks transaction									
32971					CONF							0	0	0	0	false		0	0												0	0	0	0																						
33147					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
33259					CONF							0	0	0	0	false		0	0												0	0	0	0	-612	0	612																			
33370					CONF							0	0	0	0	false		-8	0												0	0	0	0																		CECL adjustment				
33839					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
33857	71		3		CONF				93			0	0	0	0	false		0	0				170	309							0	0	0	0										OTHER PROFESSIONAL FEES			CAPITAL INJECTION FROM HOLDING COMPANY									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0	-352	0	352										Amount contributed to the subsidiary institution from parent holding company as a result of ECIP									
34537					CONF			3798			2810	0	0	0	0	false		0	0		1916			14875		4762		5329			0	0	0	0		13335					Loan Swap Fees/Gains		Other	Employee Relations		Other										
34555	26	2	60	49	CONF				115			0	0	0	0	false	8	0	0	5	82	6	3	260	25	160	4	30	111	8	0	0	0	0	140	0	-140	2		15				Bank Owned Life Insurance												
34742					CONF							0	0	0	0	false		0	34												0	0	0	0	0	0	-77																CD Interest Correction			
35057	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-96	0	false	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									Reclass Unfunded Lines Reserve to Liabilities							
35301	0	0	0	0	CONF	219000	106000	105000	215000	86000	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	Fee Revenue received from Affiliates	Software Service Fees	Fees for securities lending transactions	Fees for transaction processing services	Fees for professional services											
35646					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
35879					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36456					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36933					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
37051					CONF							0	0	0	0	false		0	0												0	0	0	0	65	0	-65																			
37341					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
37435					CONF							0	0	0	0	false		0	0												0	0	0	0	-1793	0	0																			
37640	1167	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	408	0	0	2732	0	4199	0	0	1208	0	0	0	0	0				0	0	0																
37659	2	0	4	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	4	49	3	0	16	15	0	7	0	0	0	0	0	0	0	0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
38740					CONF							0	0	0	0	false		0	0												0	0	0	0	-439	0	584																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0	-613	0	452																			
39756	227				CONF				600			0	0	0	0	false		0	0					255		203					0	0	0	0	0	0	0			294	Other Operating Income -	Lease Rental Income		Other Operating Expense - Reserve for Security Losses	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
40499	1181				CONF					910		708	0	0	0	false		0	0		557			2417		2621		752			0	0	0	0		0									Software licenses and amortization		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41553					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41629					CONF							0	0	0	0	false		0	0												0	0	0	0	-130	0	157																			
41825	140				CONF				196			0	0	0	0	false		0	0		50			965		227			135		0	0	0	0	-686	0	1021							Loan Expense												
42037					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
42354					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
42372					CONF							0	0	0	0	false		0	0												0	0	0	0	-996	0	924																			
42420	1560	5		293	CONF	156	464	456	743	1239	1252	146649	0	0	0	false	695	0	0	308	1227	115	214	2784	410	6829	77		1889	885	0	0	0	0		22079			9	329	SWAP FEE INCOME	INTERCOMPANY INCOME	MERCHANT ALLIANCE	OPERATIONAL LOSSES	OTHER PROFESSIONAL FEES	PENNSYLVANIA SHARES TAX	Acquisition Activity									
42448	349	0	109	0	CONF	242	0	0	0	0	0	0	0	0	0	false	106	0	0	23	0	30	56	1187	115	1609	59	0	806	172	0	0	0	0	-935	0	786	21	0	0	LOAN DISCOUNT															
42457					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																	0		
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																						
43351					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43856					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43959					CONF							0	0	0	0	false		0	0												0	0	0	0	-200	0	80																			
44040					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44433					CONF							0	0	0	0	false		0	0					304				113			0	0	0	0	0	0	0																			
44741					CONF							0	0	0	0	false		0	0												0	0	0	0	-326	0	396																			
44750					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44929	10		21	3	CONF				31			0	0	0	0	false	4	0	0		18	5	33	113	9		16		89	37	0	0	0	0	0	0	0							(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	0	0	126	0	0	0	0	0	0	0	-327	0	416	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-96																			
45056					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
45430					CONF							0	0	0	0	false		0	0												0	0	0	0	-8	0	5																			
45458					CONF							0	0	0	0	false		0	0												0	0	0	0	271	0	-164																			
45551					CONF							0	0	-1540	0	true		0	0												0	0	0	0	0	0	0												Amount of ACL on off-balance sheet credit exposure which was included in Total ACL at 1/1/23		Detailed explanation for RI-E, 6.c.(1).  This amount ($1,540) reflects the amount of allowance for credit losses on off-balance sheet credit exposures.  This amount was included in the total allowance for credit losses at 1/1/23					
45560	665				CONF	386	82		1057			0	0	0	0	false		0	0		186			409		92		388			0	0	0	0	-1338	0	121				Debit card fee income	Dividend on IBCF II		Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
46053					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
46941					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
47247	171		68	52	CONF	257	-233	417	258			0	0	0	0	false	25	0	0	10	131	6	121	563	47	53	78	243	97	35	0	0	0	0	-5135	0	4850	14	1	42	Derivative Gain (Loss) IRLC	Derivative Gain (Loss) Hedge Inst	Miscellaneous Income	New Loan Expense												
47256					CONF							0	0	0	0	false		0	0												0	0	0	0																						
47500					CONF							0	0	0	0	true		0	0												0	0	0	0	192	0	-313																			
48057					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
48150					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
48374					CONF							0	0	0	0	false		0	0												0	0	0	0	-641	0	105																			
48440					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49054					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49148					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49241					CONF							0	0	0	0	false		0	0												0	0	0	0	-3397	0	2619																			
49652					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49858					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49951					CONF							0	0	0	0	false		0	0												0	0	0	0	-272	0	272											0								
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																						
50461			8	2	CONF	3	4	188	10	14	6	0	0	0	0	false		-3	0								15	4		14	0	0	0	0	0	0	0		4	5	Commissions -International & LC Department	Other Income	Non interest income from subsidiary - Villa Tuscany Real Estate Inc	Auto and Travel & Parking	Business Development and business meals	Membership						CPA true up the tax account for tax return filing				
51253	0	0	0	16	CONF	44	0	0	121	0	0	764	0	0	0	false	0	0	0	0	0	0	258	195	0	0	0	0	0	0	0	0	0	0				0	378	0	Cash Surrender Value of Life Insurance			Loan Expense			Loans from Holding Company									
51356	3		9		CONF							0	0	0	0	false	4	1	0			3	9	3	5		26		9		0	0	0	0																		TAX ADJUSTMENT FOR DEPRECIATON 2022				
51459					CONF							0	0	-111	0	false		0	0												0	0	0	0	0	0	0												Transfer from ACL to ACL Unfunded Comittments							
51842					CONF							0	0	0	0	false		0	0				147	136					110		0	0	0	0	-437	0	600																			
52719	0	0	0	0	CONF	0	0	0	7836	2696	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	10378	0	0	0	0	0	0	0	0	0	0	0	0				Management fee	Allocated depreciation expense											
52951					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
53051					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
54058					CONF	187						0	0	0	0	false		0	0					276							0	0	0	0	1913	0	-2300				Star Income			Star Charges												
54656	131	0	47	12	CONF	0	0	0	297	176	0	0	0	0	0	false	64	0	0	12	104	18	37	533	60	281	44	5	0	62	0	0	0	0	0	0	0	0	0	16				Holding Company Fees	Debit Card Expense											
54973					CONF				1526			585	0	0	0	false		0	0		1425		465	3486		1789					0	0	0	0										Software Maintenance			Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0	-110	0	140																			
55635					CONF							0	0	0	0	false		0	0												0	0	0	0	-114	0	114																			
55653					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																						
56258					CONF							0	0	0	0	false		0	0												0	0	0	0	400	0	-400																			
56351					CONF				836			8218	0	0	0	false		0	0		369			729		2338				691	0	0	0	0	-2054	0	2500							software expense			Capital Contribution									
56548					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
56717					CONF							0	0	0	0	false		0	0												0	0	0	0	50	0	-63																			
57040	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
57451					CONF							0	0	0	0	false		0	0												0	0	0	0	-783	0	1117																			
58225					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58243	917		176	82	CONF				2479			0	0	0	0	false	280	0	0	24	592	53	98	2324	133	1155	231	2428	212	199	0	0	0	0	-3768	0	5156	155		572				Software expense												
58355					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0										0									
58551					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58636					CONF							0	0	0	0	false		0	0												0	0	0	0	-302	0	0																			
58757					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58971	1846				CONF	1077			2989			0	0	0	0	false		0	0		588			2923		3666		1718			0	0	0	0	-16972	0	16254				Rent Income			Software Expense												
59316					CONF							0	0	0	0	false		0	0												0	0	0	0	-2011	250	2216																			
59352					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
59370					CONF							0	0	0	0	false		0	0												0	0	0	0	-1570	0	1860																			
59754					CONF							0	0	0	0	false		0	0												0	0	0	0	-67	0	67																			
60143					CONF	23000	15000	10000	63000	40000	28000	0	0	0	0	true		0	0							68000					0	0	0	0		0					Intercompany income	Commercial loan commitment fees	Letter of credit fees	Outside processing fee expense	Software expense	Intercompany fee expense					Line 2 above includes an additional item that exceeded 7 percent of Schedule RI 7.d. - Other defined benefit costs of $(15,000)					
60330	0	0	0	0	CONF	0	0	0	238	0	0	0	0	0	0	false	0	0	0	0	403	0	0	0	0	1254	0	206	173	192	0	0	0	0	0	0	-465	0	0	0				INTERNET BANKING												
60545					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
60554					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
60648					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
61122	117	1	36	98	CONF	0	0	0	139	0	0	0	0	0	0	false	81	0	0	-18	305	39	96	792	50	955	223	175	177	110	0	0	0	0	-2155	0	2066	20	129	123				Contract labor												
61355					CONF							0	0	0	0	false		0	0												0	0	0	0	373	0	-477																			
61476					CONF							0	0	0	0	false		0	0												0	0	0	0															Abington's LLR reduced to $0 due to merger on 5/17							
61757	18	42	34		CONF							0	0	0	0	false	4	0	0	3	66	3	1	201	12	68	43	2		13	0	0	0	0	-224	0	314	8						Regulatory Exam Fees												
61832					CONF							0	0	-445	0	false		0	0				108	341							0	0	0	0	0	0	0												Off Balance Sheet - Unfunded Committments ACL							
61953					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0															Adjustment to Depreciation of Bank Building &  Fixtures				
62044					CONF							4482	0	0	0	false		0	0												0	0	0	0	-113	0	33										Capital Injection									
62110					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
