"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
75446																																																																																																																																		547396	3382	0	0	378874	17212	13636	3576	0	0	0	0	0	0	12488	132385	48236	9528	0	0	0	0	0	0	0	0	0	35151	91	2972	542	19071	26376	139518	161363	223352	0	0	0	0	0	0	292	146	0	0	146	0	0	0	0	0	0	0	24962	24962	0	0	0	24962	0	0	0	0	0	0	4053	2027	0	0	0	2027	26376	139518	161509	255899	0	27904	80755	255899	378874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75455																																																																																																																																		52604	631	0	453	14382	30204	30173	31	0	0	0	0	0	0	6992	578	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	171	37165	609	3106	12343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37165	609	3106	12525	0	122	1553	12525	13929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75633	0	0	0	0	0	0	0	10989	10989	0	2198	0	13948	13948	0	1395	0	12366449	1291268	3308960	0	0	0	0	0	0	0	0	203895	203895	0	0	0	61842	0	142053	0	0	12332543	2466509	0	2100	0	2461405	3004	18228	41269377	0	585765	452949	0	56343	0	76473	0	545	0	545	0	0	0	0	0	545	0	0	1312500	3308960	0	0	0	0	0	0	11	0	0	1968750	8272400	0	0	0	0	0	0	196749675	57525	1938054	13555606	3803458	0	0	0	0	753	192	0	0	0	444616	1154064	306630	0	0	0	0	0	0	121149385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			25000	0	25000	0																																																																																										
75651																																																																																																																																		65990	593																																																																																																														
76153																																																																																																																																		44920	619	0	189	34392	1843	1046	797	0	9954	1000	8044	910	0	0	747	0	0	1551	0	1551	0	0	0	0	0	0	2179	0	0	0	1717	2046	11139	3883	27274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046	11139	3883	27274	0	2228	1942	27274	34203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76443																																																																																																																																		125392	1323	0	502	68250	10361	8483	1878	0	0	0	0	0	0	13203	31098	5563	0	2	0	2	0	0	0	0	0	0	2180	0	158	0	1890	21686	33529	37329	38361	0	0	0	0	0	0	186	93	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2473	1237	0	0	0	1237	21686	33529	37329	40408	0	6706	18665	40408	67748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76854																																																																																																																																		591730	8388	0	2665	489238	26682	26529	153	0	0	0	0	0	0	10098	59007	7811	0	51	0	51	0	0	0	0	0	0	32436	502	1166	65	27691	40164	60854	123856	373914	0	0	0	0	0	0	3442	1721	65	0	0	1656	0	0	0	0	0	0	0	0	0	0	0	0	221	221	0	0	0	0	35502	17751	0	0	0	17751	40229	60854	123856	400004	0	12171	61928	400004	486573	53	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77150																																																																																																																																		93293	797	0	0	74351	9077	6066	3010	0	0	0	0	0	0	0	15523	0	0	171	0	171	0	0	0	0	0	0	1981	0	227	28	1726	6185	21484	7445	59822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11603	5802	0	0	0	5802	6185	21484	7445	66266	0	4297	3723	66266	74351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77253																																																																																																																																		634048	4049	0	0	377922	40198	36785	3413	0	11779	0	11779	0	0	4346	229222	15086	8308	0	0	0	0	0	0	0	0	0	56018	634	3328	147	51303	50112	247742	100060	266598	1067	1067	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7054	3527	0	0	0	3527	50112	247742	100060	277496	0	49548	50030	277496	377922	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77422																																																																																																																																		154139	1837																																																																																																														
77851																																																																																																																																		4701349	41719																																																																																																														
78157																																																																																																																																		94363	390																																																																																																														
78241																																																																																																																																		94630	1413	0	626	62965	4967	4266	702	0	0	0	0	0	0	2719	7389	6234	0	7225	0	0	7225	0	0	0	0	0	2413	78	188	0	2147	7063	33669	6501	50286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5032	2516	0	0	0	2516	7063	33669	6501	52980	0	6734	3251	52980	62339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78559																																																																																																																																		109845	861	0	218	52943	41173	40002	1171	0	0	0	0	0	0	17028	0	0	39	0	0	0	0	0	0	0	0	0	4294	31	279	0	3528	57255	3174	1501	49553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3563	1782	0	0	0	1781	57255	3174	1501	51426	0	635	751	51426	52725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79042																																																																																																																																		473127	1770	0	0	346051	8108	6762	1346	0	0	0	0	0	0	25390	51288	16332	0	0	0	0	0	0	0	0	0	0	23810	0	2843	0	20786	32152	55477	166983	229677	277	277	0	0	0	277	397	199	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23102	11551	0	0	0	11551	32152	55477	166983	245990	0	11095	83492	245990	346051	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79127																																																																																																																																		83524	972																																																																																																														
79145																																																																																																																																		230863	2377																																																																																																														
79257																																																																																																																																		47599	377	0	27	27768	9797	6234	3563	0	4361	2236	1077	0	348	0	0	0	590	0	0	0	0	0	0	0	0	0	2757	258	316	334	14	8728	4956	12764	19051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8728	4956	12764	19207	0	991	6382	19207	27741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79855																																																																																																																																		304788	2820																																																																																																														
80150																																																																																																																																		633727	1703	0	0	428621	31562	8580	22982	0	0	0	0	0	0	7300	195016	23501	4905	7083	0	7083	0	0	0	0	0	0	38592	0	856	0	30099	15880	231852	36539	358324	3054	3054	0	0	0	3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	249	0	0	0	249	15880	231852	36539	361627	0	46370	18270	361627	428621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80374																																																																																																																																		228640	740	0	0	87764	21117	16698	4419	0	0	0	0	0	0	44518	20377	15183	500	0	0	0	0	0	0	0	0	0	13825	0	390	0	13424	61216	25186	101151	24308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5685	2843	0	0	0	2843	61216	25186	101151	27450	0	5037	50576	27450	87764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80431																																																																																																																																		99313	1875	0	1182	55509	8884	2287	6597	0	0	0	0	0	0	6885	21279	0	0	0	0	0	0	0	0	0	0	0	1968	0	107	0	1861	9172	27983	35329	28891	29	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	136	0	0	0	136	9172	27983	35329	29752	0	5597	17665	29752	54327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81175																																																																																																																																		497862	6027	0	1140	402881	5659	1902	3757	0	6	6	0	0	0	29116	449	0	0	0	0	0	0	96	0	0	0	0	23068	474	1835	0	20297	31498	6041	159225	303497	1050	1050	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31498	6041	159225	304547	0	1208	79613	304547	401741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82033																																																																																																																																		307136	2930																																																																																																														
82257																																																																																																																																		50115	1919	0	1484	34824	4841	4067	774	0	0	0	0	0	0	2837	12192	305	254	0	0	0	0	0	0	0	0	0	985	0	0	0	985	6904	12966	965	31748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6904	12966	965	31748	0	2593	483	31748	33340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82350																																																																																																																																		64732	360																																																																																																														
83151																																																																																																																																		326584	2802	0	0	252966	6534	4871	1663	0	0	0	0	0	0	18359	356	0	0	0	0	0	0	0	0	0	0	0	10964	107	189	470	9823	25319	4144	112325	187792	302	302	10	0	0	292	354	177	87	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7550	3775	0	0	0	3775	25416	4144	112325	195974	0	829	56163	195974	252966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83375																																																																																																																																		1372563	16075	0	2773	1184929	45266	34319	10947	0	151155	0	79948	86463	0	49095	96595	50626	7483	0	0	0	0	1323	0	0	0	1323	57363	0	950	0	53015	89692	188440	204211	881022	1185	1185	1110	0	0	75	21000	10500	1921	0	0	8579	10	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	146593	73297	3267	0	22985	47045	95990	188440	227196	977987	0	37688	113598	977987	1182156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83638	1000	0	0	0	0	0	0	75	75	0	15	0	0	0	0	0	0	-113051	26722	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216031	43206	0	0	0	43206	0	0	0	0	84548	0	0	15812	0	68736	0	0	0	0	0	0	0	0	0	0	0	0	26722	1372	0	0	0	0	0	0	0	0	0	40083	3430	0	0	0	0	0	0	8070841	0	342805	1211574	948162	0	0	0	0	51052	41602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
83834																																																																																																																																		257322	1516																																																																																																														
83852																																																																																																																																		47554	481	0	147	26725	3095	1635	1460	0	0	0	0	0	0	6083	15815	3310	0	0	0	0	0	0	0	0	0	0	1252	0	0	0	1252	7718	17314	4031	21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7718	17314	4031	21246	0	3463	2016	21246	26578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83955																																																																																																																																		126221	999	0	0	90810	4689	1262	3427	0	3957	0	2253	1704	0	0	17534	11159	0	25	0	25	0	0	0	0	0	0	7332	0	0	0	7197	1262	23239	44494	58810	212	212	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	23239	44494	63000	0	4648	22247	63000	90810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84046																																																																																																																																		57287	114	0	0	32782	965	964	1	0	0	0	0	0	0	3085	15009	22476	3198	0	0	0	0	0	0	0	0	0	4436	13	290	183	3055	4161	15300	24584	15666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4161	15300	24584	16191	0	3060	12292	16191	32782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84541																																																																																																																																		2529713	21206																																																																																																														
85052																																																																																																																																		256541	788	0	0	117521	31257	31012	245	0	16379	7792	6628	0	1959	54730	72821	5520	9488	2964	0	2964	0	0	0	0	0	0	9524	241	276	314	8256	93775	84877	15671	83784	0	0	0	0	0	0	637	319	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11282	5641	0	0	0	5641	96565	85508	15671	90350	0	17102	7836	90350	117521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85472																																																																																																																																		13436358	67137	0	0	9923145	149342	100422	48920	0	1134653	195245	803696	73230	65411	203039	269185	0	10096	0	0	0	0	0	0	0	0	0	1233454	40664	56342	11747	439122	540084	1178143	3826254	6959740	0	0	0	0	0	0	16387	8194	0	0	0	8194	525	105	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	728158	364079	0	0	0	364079	568429	1356906	3826254	7484981	0	271381	1913127	7484981	9923145	91039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85931																																																																																																																																		349886	2329	0	355	183868	32933	23395	9538	0	26933	2628	16676	7855	0	18122	40601	7202	1500	36075	0	36075	0	0	0	0	0	0	9104	0	745	0	8359	44153	103635	108211	102633	237	237	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7049	3525	0	0	0	3525	44153	103635	108211	107928	0	20727	54106	107928	183513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86349																																																																																																																																		366175	3586	0	1010	209443	23078	20873	2205	0	0	0	0	0	0	24157	84537	0	0	350	0	350	0	0	0	0	0	0	11281	178	1419	0	9684	45221	88511	108490	134554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300	650	0	0	0	650	45221	88511	108490	136927	0	17702	54245	136927	208433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86675																																																																																																																																		1286171	8515																																																																																																														
87047																																																																																																																																		159372	1089																																																																																																														
87234																																																																																																																																		866257	6583	0	0	600489	70645	23625	47020	0	0	0	0	0	0	10589	48573	8281	0	0	0	0	0	0	0	0	0	0	49227	298	1680	2096	42360	41201	98099	328249	405867	2432	2432	0	0	0	2432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41201	98099	328249	409477	0	19620	164125	409477	600489	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87476																																																																																																																																		210049	6628																																																																																																														
87579																																																																																																																																		642440	5656	0	708	438327	42084	7166	34918	0	24893	368	24525	0	0	16848	58974	0	5050	0	0	0	0	0	0	0	0	0	28057	175	733	146	18492	24686	119150	218507	284422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24686	119150	218507	294468	0	23830	109254	294468	437619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88231																																																																																																																																		1250432	12956	0	1910	1023887	94538	82796	11742	0	36742	12916	20424	1902	1500	499	4654	2598	0	0	0	0	0	0	0	0	0	0	68432	32	4155	42	53796	96320	54124	386203	707851	131	131	0	0	0	131	3711	1856	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132316	66158	0	0	13121	53037	96320	54124	410591	767722	0	10825	205296	767722	1021977	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88259																																																																																																																																		93650	757																																																																																																														
88352																																																																																																																																		200131	2015																																																																																																														
88455																																																																																																																																		841826	6174																																																																																																														
88950																																																																																																																																		149734	581	0	0	119263	3874	785	3089	0	0	0	0	0	0	0	8142	0	0	0	0	0	0	0	0	0	0	0	16881	0	884	0	3947	785	29419	13731	94809	102	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21982	10991	0	0	0	10991	887	29419	13731	106513	0	5884	6866	106513	119263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89032																																																																																																																																		200353	1313	0	0	106164	34563	29470	5093	0	9414	0	469	8945	0	18649	46753	0	0	500	0	500	0	0	0	0	0	0	6652	0	97	0	6391	48191	53484	24840	77548	91	91	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6645	3323	0	0	0	3323	48191	53484	24840	82883	0	10697	12420	82883	106164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89135																																																																																																																																		90878	999																																																																																																														
89854																																																																																																																																		215548	2303	0	75	178269	6523	3684	2839	0	0	0	0	0	0	4795	5169	0	71	0	0	0	0	0	0	0	0	0	9843	113	789	209	8273	11518	10481	42017	153813	203	203	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11518	10481	42017	154016	0	2096	21009	154016	178194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89957																																																																																																																																		184946	1699																																																																																																														
90047																																																																																																																																		44663	229																																																																																																														
90177																																																																																																																																		360401	1456	0	0	174509	7694	4668	3026	0	17065	1579	14254	491	746	5858	17633	0	29	225	0	225	0	0	0	0	0	0	16869	16	2866	1100	9100	12838	38004	293860	14995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12838	38004	293860	16191	0	7601	146930	16191	174509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90328																																																																																																																																		1045560	6739	0	0	839129	21619	11483	10136	0	0	0	0	0	0	19433	100615	28675	1500	474	0	474	0	0	0	0	0	0	85019	1466	2648	131	76556	37144	113873	297871	607253	583	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62079	31040	0	0	0	31040	37144	113873	297871	645398	0	22775	148936	645398	839129	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90337																																																																																																																																		662930	17913																																																																																																														
90579																																																																																																																																		630035	3940	0	0	365146	14860	10991	3869	0	0	0	0	0	0	55127	156619	0	10729	0	0	0	0	0	0	0	0	0	37901	141	1998	566	34163	66259	162518	224046	201677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35071	17536	0	0	0	17429	66259	162518	224046	219106	0	32504	112023	219106	365146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91615																																																																																																																																		153022	900	0	0	108748	5204	2742	2462	0	0	0	0	0	0	3297	28402	1584	96	1349	0	1349	0	0	0	0	0	0	8109	0	213	0	7896	6039	32426	44484	74862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	516	0	0	0	516	6039	32426	44484	78168	0	6485	22242	78168	108748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91754																																																																																																																																		782395	3658																																																																																																														
91950																																																																																																																																		62701	254	0	0	42638	2257	298	1959	0	3945	0	3718	513	0	281	8238	2961	500	0	0	0	0	0	0	0	0	0	4087	0	208	0	3879	579	14123	21040	28717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	14123	21040	29293	0	2825	10520	29293	42638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92144																																																																																																																																		45473	494	0	163	26479	998	465	533	0	0	0	0	0	0	0	26916	0	0	702	0	702	0	0	0	0	0	0	2209	1181	605	0	423	1646	28756	0	17621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5815	2908	0	0	0	2908	1646	28756	0	20728	0	5751	0	20728	26316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92676																																																																																																																																		777583	4627																																																																																																														
92706																																																																																																																																		392854	2325																																																																																																														
92902																																																																																																																																		31503	201	0	2	15994	8096	7396	700	0	8149	0	7657	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	9	47	44	1300	7426	8404	3439	12250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7426	8404	3439	12250	0	1681	1720	12250	15992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93244																																																																																																																																		442468	1918	0	0	337865	9035	4563	4472	0	2200	0	0	0	2200	20060	79617	8423	71	15071	0	15071	0	0	0	0	0	0	21809	82	4292	330	14721	27963	107208	94484	223232	0	0	0	0	0	0	568	284	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33883	16942	0	0	0	16942	35516	107208	94484	247195	0	21442	47242	247195	337865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93543																																																																																																																																		612999	6962	0	383	545667	10674	5900	4774	0	0	0	0	0	0	4291	33564	28667	903	26705	0	26705	0	0	0	0	0	0	34586	0	2517	0	26230	10191	77964	152854	346976	466	466	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40311	20156	0	0	0	20156	10191	77964	154089	376952	0	15593	77045	376952	545284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
94139																																																																																																																																		686856	7692	0	1830	518798	71412	67109	3621	683	35183	20108	15075	0	0	59272	54919	0	438	157	0	157	0	0	0	0	0	0	58177	0	0	0	58177	146489	73772	96641	342022	3876	3876	0	0	0	3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78548	39274	0	0	0	39274	146489	73772	96641	385172	0	14754	48321	385172	516968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
