"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	
255350																																																																																																					0	0	0							1189	28	13				0	0	205	0	0	0	0	0	0	0	0	0				28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0				0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
255547																																																																																																					0	0	0							423	844	975				314	256	122	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	289	719	13	0	0	0	0	0				0	0	0	0	0	0	0	159	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				22	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
255556																																																																																																					0	0	0							0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
255574																																																																																																					0	0	0							7665	4068	0	0	0	0	304	0	1314	0	0	0	0	0	0	0	0	0				1634	0	561	0	0	0	0	0	0	47	0	17	0	0	0	0	5206	128	1601	0	38	0	0	0	4510	0				0	206	0	0	0	0	0	0	0	0	426	0	0	0	858	0	0	858	347	0	873	309	0	650	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	65	0	3	173	0	10	0	0	0	0	0	0	0	0	0	0	0	0				
255659																																																																																																					0	0	0	0	0	0	0	0	0	2278	4343	37	12	279	0	229	1	1271	1127	0	160	0	0	0	0	0	0	0	0	0	407	0	504	359	0	12	0	0	0	37	27	0	0	0	0	0	224	6	864	0	0	0	0	0	606	0	0	0	0	751	363	0	0	0	85	106	0	0	0	0	0	0	0	163	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	85	9	16	0	0	0	0	0	0	0	0	0	0	0	0				
256058																																																																																																					0	0	0							6865	2150	0	0	0	0	1580	0	0	0	0	6865	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0				0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
256076																																																																																																					0	0	0							923	624	18				95	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	472	0	0	0	0	0	434	0				0	0	0	0	0	0	0	22	0	0	429	0	163	0	265	185	0	694	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	429	22	0	0							0	0	0	0	0	0				4	0	0	31	18	0	0	0	0	0	0	0	0	0	0	0	0	0				
256179																																																																																																					0	0	0							328	1347	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0				0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	38	0	0	0	328	0				0	637	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	128	0	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
256553																																																																																																					0	0	0	0	0	0	0	0	0	5003	8296	4887	125	69	74	5092	0	583	535	324	2372	0	0	632	0	0	0	0	0	0	0	62	220	69	74	125	0	0	0	45	33	0	0	0	0	0	378	20	1804	0	0	0	0	0	2556	0	0	0	0	0	0	0	4393	0	0	0	351	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	61	327	1	304	0	0	0	0	0	0	0	0	0	0	0	0				
257233																																																																																																					0	0	0							2681	1618	195	0	0	0	200	0	2432	0	0	0	0	0	0	0	0	269				149	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	197	0	876	184	108	0	0	0	228	0				0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	18	0	0	55	11	31	0	0	0	0	0	0	0	0	0	0	0	0				
257345																																																																																																					0	0	0							217	293	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	4	130	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0				0	0	0	0	0	0	135	0	0	0	51	0	0	0	0	0	0	0	0	0	130	0	0	117	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
257578																																																																																																					0	0	0							5041	5285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				522	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	4904	55	4629	0	99	0	0	0	833	0				0	13	0	0	0	39	0	0	0	0	0	0	1543	0	2559	1543	0	2559	1543	0	2559	1543	0	2559	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
257653																																																																																																					0	0	0							7	499	0	0	367	0	25	0	0	0	0	0	0	0	0	0	0	0				0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	296	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	61	0	7	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
257756																																																																																																					0	0	0							992	2336	741				193	78	45	537	0	14	0	0	0	0	0	0				82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	50	535	0	0	0	0	0	959	0				0	0	0	0	0	0	71	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				20	0	0	898	663	0	0	0	0	0	0	0	0	0	0	0	0	0				
258146																																																																																																					0	0	0							13	717	14	0	0	14	0	0	0	524	0	0	0	0	0	0	0	0				0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	13	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0				
258306																																																																																																					0	0	0							935	1303	0	0	0	0	110	0	0	0	0	0	75	0	0	0	0	0				173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	36	509	0	27	0	0	0	53	0				374	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	6	0	0	0	0	0	0	35	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6				
258379																																																																																																					0	0	0							875	1101	0				0	0	0	0	0	0	0	0	0	0	0	0				61	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	824	0	0	0	0	0	60	0				0	0	0	0	0	0	0	216	0	0	0	0	0	0	56	98	0	56	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
258539																																																																																																					0	0	0							466	291	272	0	0	0	0	0	156	0	257	0	0	0	0	0	0	0				0	0	0	0	15	309	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	291	272	465	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	272	310	0	0	0	0	0	0	0	0	1	0	0	0	0	0	155	0	0	0	0	0	1	0	0	0				
258771																																																																																																					0	0	0	0	0	0	0	0	0	44593	10281	4261	0	0	0	0	0	13686	0	0	0	1915	0	0	0	0	0	0	0	0	1172	0	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	8267	597	7167	4261	0	0	0	0	13855	0	0	0	0	0	0	0	0	0	3821	0	0	0	0	706	16230	1285	324	0	1285	324	976	5187	4261	8917	157	215	2947	5029	4046	5617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	19	0	0	976	0	0	0	0	0	0	0	0	0				
258874																																																																																																					0	0	0							148	326	70				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	326	70	0	0	0	0	32	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
259059																																																																																																					0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
259330																																																																																																					0	0	0	0	0	0	0	0	0	2399	829	0	0	0	0	122	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	3	275	0	0	0	0	0	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	409	0	54	0	0	0	0	0	0	0	0	0	0	0	0				
259442																																																																																																					0	0	0							15	1966	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0				28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	575	0	0	0	0	0	15	0				0	0	0	0	0	0	1082	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
259956																																																																																																					0	0	0							143	281	5				46	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	201	0	0	0	0	0	26	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				25	0	5	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0				
260055																																																																																																					0	0	0	0	0	0	0	0	0	25379	9002	2549	0	0	0	870	284	838	0	0	97	0	0	0	0	0	0	0	0	0	1518	0	4061	0	0	0	0	0	0	297	33	0	0	0	0	0	18932	137	816	0	0	0	0	0	24298	0	0	0	0	573	0	2232	0	0	0	2555	2097	0	0	841	435	0	0	13	2192	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	104	0	7	172	0	31	0	0	3	0	0	0	0	0	0	0	0	0				
260831																																																																																																					0	0	0							177	1117	0				118	0	117	50	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	666	0	0	0	0	0	1107	0				0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				49	0	23	219	0	8	0	0	0	0	0	0	0	0	0	0	0	0				
261146																																																																																																					0	0	0	0	0	0	0	0	0	23	823	32	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0				
261360																																																																																																					0	0	0							10414	19242	1282	433	932	94	4465	393	2189	614	43	1677	0	0	0	0	0	0				0	0	0	932	94	433	0	0	0	0	0	0	0	0	0	0	3144	42	6871	535	280	0	0	0	4493	0				977	1230	0	0	278	0	1546	1123	0	0	1842	503	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	122	0	0	0	0	0	0	339	93	81	865	124	225	0	0	0	0	0	0	0	0	0	0	0	0				
261940																																																																																																					0	0	0							395	3399	757	0	290	78	414	111	0	935	0	265	0	0	0	0	0	0				0	0	0	290	78	0	0	0	0	102	14	0	0	0	0	0	84	0	1271	542	0	0	0	0	484	0				0	120	0	0	0	46	45	0	11	0	0	0	125	0	0	125	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	64	0	0	158	1	0	0	0	0	0	0	0	0	0	0	0	0	0				
262059																																																																																																					0	0	0							223	147	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0				0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	74	0				0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
262237																																																																																																					0	0	0							930	365	0	0	0	0	10	0	24	0	0	0	0	0	0	0	0	0				0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	111	0	290	0	0	0	0	0	1046	231				0	0	0	0	0	0	40	0	0	0	791	0	0	0	0	0	0	570	0	0	430	0	0	430	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0							0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	24	0	0	0	0	0	0	0	0	4				
262358																																																																																																					0	0	0							5510	2078	40	0	0	0	973	0	1407	15	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4071	0	238	0	0	0	0	0	825	0				0	207	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	80	40	1	463	0	31	0	0	0	0	0	0	0	0	0	0	0	0				
262741																																																																																																					0	0	0							515	653	631	0	0	0	1	40	0	0	0	17	0	0	0	0	0	0				55	26	43	0	0	0	0	0	0	0	0	0	0	0	0	0	370	1	502	559	0	0	0	0	204	0				0	0	0	0	0	0	0	39	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	30	0	1	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0				
262844																																																																																																					0	0	0							402	1790	0	63	10	0	242	0	83	397	0	78	0	0	0	0	0	0				0	0	0	10	0	63	0	0	0	0	0	0	0	0	0	0	102	40	712	0	0	0	0	0	238	0				0	400	0	0	0	0	15	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
262956																																																																																																					0	0	0							0	115	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	128	0				0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				36	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
263243																																																																																																					0	0	0	0	0	0	0	0	0	244	387	0	0	0	0	0	0	0	0	0	36	196	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	86	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	34	0	68	0	0	0	0	0	0	0	0	0	0	0	0				
263627																																																																																																					0	0	0							649	1738	47				404	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	261	47	0	0	0	0	150	0				0	0	0	0	0	0	981	0	0	0	233	0	0	0	33	0	0	266	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0							0	0	0	0	0	0				8	0	8	84	0	23	0	0	0	0	0	0	0	0	0	0	0	0				
264455																																																																																																					0	0	0							4562	973	25	0	0	0	177	0	249	40	0	0	0	0	0	0	0	0				0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	29	0	235	12	0	0	0	0	1915	0				0	325	0	0	0	451	0	0	0	0	3833	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	2406	0	0	0							0	0	0	0	0	0	0	0	0	69	13	0	41	0	0	0	0	226	0	0	0	0	0	0	0	0	0				
264772																																																																																																					1265	0	0	0	0	0	0	0	0	45374	82936	4359	0	0	0	11959	4359	4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	179289	0	0	0	0	0	0	0	0	0	1515	1440	0	0	0	8148	0	0	0	0	1318	0	7015	8833	4359	10423	8833	4359	10423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	7015	0	0	0	0	0	0	2748	0	244	65524	0	31097	0	0	0	0	0	0	0	0	0	1318	0	7015				
265340																																																																																																					0	0	0							1883	1041	0				0	0	32	0	0	740	0	0	0	0	0	0				0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	923	51	944	0	49	0	0	0	249	0				0	0	0	0	0	6	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				12	0	2	36	0	17	0	0	0	0	0	0	0	0	0	0	0	0				
265407																																																																																																					0	0	0							555	3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				141	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	2753	0	0	0	0	0	442	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	321	0	203	0	0	0	0	0	0	0	0	0	0	0	0				
265452																																																																																																					0	0	0							2	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	2	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
265676																																																																																																					0	0	0							37	1109	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	1002	0	0	0	0	0	0	0				0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				40	0	0	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0				
266066																																																																																																					0	0	0							4286	602	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0				0	0	0	55	0	479	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	60	0				0	0	0	0	0	0	0	0	0	0	506	3301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
266244																																																																																																					0	0	0							3197	1332	67	0	0	0	0	67	0	415	0	0	0	0	0	0	0	0				25	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	828	0	0	0	0	0	78	0				0	0	0	0	0	0	0	0	0	0	0	3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	45	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
266253																																																																																																					0	0	0							2533	177	34	1085	126	0	47	0	719	0	0	454	0	0	0	0	0	0				0	0	0	129	0	1085	0	0	0	0	0	0	0	0	0	0	275	0	0	34	0	0	0	0	1197	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	1297	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	1060	0	0	453	0	0	607	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
266655																																																																																																					0	0	0							0	109	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
266851																																																																																																					0	0	0							11	43	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	32	0	0	0	0	0	3	0				0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
266945																																																																																																					0	0	0							1050	1919	16	14	0	0	35	0	12	324	0	153	0	0	0	0	0	0				251	0	126	25	0	15	0	0	0	11	5	0	0	0	0	0	705	35	1129	0	15	0	0	0	71	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	52	0	0	77	11	4	0	0	0	0	0	0	0	0	0	0	0	0				
