"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
12311	0	675743	667878	6611426	0	1875971	0	0	0	688838	0	0	0	0	0	722697	930710	1049589		675743																				
12647																			0	578	0	1969	278	336	0	0	0	1055	0	0	0	0	0	0	0	0		0		
12946																			0	8847	28425	95414	1085	4816	0	0	0	14869	0	290	253	0	0	4052	34405	0				
13103																				6533	10453	64118	2669	24759				8387	10357				0	13986	0	0				
13251																			0	756	0	1784	142	144	0	0	0	320	0	2	0	0	0	564	0	0				
13457																			0	0	0	733	152	189	0	0	0	544	0	0	0	0	0	0	0	0				
14155																			0	366	0	10658	491	554	0	0	0	4427	0	0	0	0	0	5311	0	0				
14650																			0	152	0	2281	0	332	189	0	0	364	0	0	0	0	0	1433	0	0	Unposted Debits			
14753																			0	182	55	932	0	53	0	0	0	642	0	0	0	0	0	0	0	0				
14865																			0	766	4170	26325	673	1505	0	0	0	7976	0	0	0	0	0	8114	1898	1896				
14977																				24	79	1065	56	74				888			11		0	0	0	0				
16551																			0	3176	0	10442	278	588	0	0	0	2026	0	29	0	0	0	4652	0	0				
17110																				219	0	4437	1236	3946	1891			272					0	0	0	0	Investment Advisory/Trustee Fees Receivable			
17147																			0	41773	84540	716642	0	187128	0	0	0	97657	79380	0	0	0	0	216761	71241	17542				
17259																			0	791	0	3532	75	108	0	0	0	496	0	0	0	0	0	2137	0	0		0		
17950																			0	2119	11148	20192	332	802	450	0	0	5822	0	0	0	0	0	0	0	301	DFB Travelers Expense	Other assets	0	
17978																			0	302	198	1852	129	230	31	0	0	1122	0	0	70	0	0	0	0	0	Accrued Late Charges Receivable	Unearned Loan Fees Net of Cost		
18050																			0	4811	0	22904	2015	3359	0	0	0	4046	0	148	0	0	0	10688	0	0				
18827																			0	13319	6846	118303	0	46174	0	0	0	14992	13123	0	25806	0	0	20033	0	16939				
18836																			0	556	1311	8266	0	1305	697	0	0	612	0	0	0	0	0	4482	0	0	DEFERRED DIRECTOR FEES			
18854																				1283	5887	37161	1207	20452	16777			9539					0	0	0	0	Oil & Gas Assets			
19356																			0	602	0	4922	541	541	0	0	0	822	0	0	0	0	0	2957	0	0				
19936																			0	559	3451	13425	405	661	170	0	0	2264	0	0	0	0	0	6490	0	0	Income Tax Receivable			
19972																			0	33	469	6523	0	164	47	49	0	243	0	0	0	0	0	4159	0	1455	Accrued State Income Tax	Accrued Federal Income Tax		
20053																			0	471	418	3422	0	99	0	0	0	1105	0	0	0	0	0	1329	0	0				
20633																			0	1513	2771	14594	1129	1741	0	0	0	1074	0	0	0	0	0	7495	0	0				
20857																			0	711	0	8424	294	463	0	0	0	7071	0	0	161	0	0	179	0	0				
21256																			0	59	0	512	30	30	0	0	0	44	0	0	0	0	0	379	0	0				
21359																			0	318	0	1375	63	208	145	0	0	660	0	0	0	0	0	189	0	0	Farmer Mac			
21658																				1149	0	6240	204	217				1058					0	3211	0	605				
22048																			5	1198	0	10672	451	2205	0	0	0	1468	0	0	21	0	0	5801	0	0				
22543																			0	824	0	2992	503	1019	0	0	0	1149	0	0	0	0	0	0	0	0				
22552																			0	690	0	2052	0	113	0	0	0	1249	0	0	0	0	0	0	0	0				
22730																			0	447	3660	9762	810	910	0	0	0	1196	0	0	0	0	0	3549	0	0				
23456																			0	1129	0	7039	732	937	5	200	0	1834	0	0	0	0	0	3139	0	0	Stadium builder	Earnest money for capital purchase		
23504																				98750	59077	601223	19985	38004				55576	13520				0	294866	36508	18442				
23643																			0	1793	0	9424	0	142	0	0	0	1281	0	0	0	0	0	3402	0	2806				
23755																			1	873	0	8340	262	437	0	0	0	1200	0	0	0	0	0	5830	0	0				
24006																			0	6306	12966	88289	8678	23513	7447	6457	0	8597	0	0	0	0	0	33143	0	3764	CURRENT TAX RECEIVABLE TOTAL	INTERCOMPANY DUE FROM TOTAL		
24378																			0	437	202	1164	0	205	0	0	0	320	0	0	0	0	0	0	0	0				
24659																			0	56	0	837	0	0	0	0	0	781	0	0	0	0	0	0	0	0				
24949																			0	1581	2668	16567	337	432	0	0	0	1618	0	0	0	0	0	10268	0	0				
25357																			49	3647	0	12060	245	551	136	0	0	7862	0	0	121	0	0	0	0	0	Bookkeeper rejects			
25647																				1315	1635	5557	354	1122				1485			768		0	0	0	0				
26765																			0	13863	0	105495	3932	5731	0	0	0	13591	0	0	0	0	0	57788	629	13893				
27070																			0	8160	4311	48337	808	1372	0	0	0	3049	0	0	0	0	0	31445	0	0				
27614																			0	898	7282	20708	314	1762	383	0	0	2089	0	0	0	0	0	8677	0	0	ATM Conversion Account			
27847																			17	2292	0	29017	1994	2251	2	0	0	5059	0	140	98	0	0	14774	0	4641	Deed Stamp Inventory			
28013																				49734	35368	280027	2208	4891				18491					0	106168	0	65375				
28152																				507	0	7131	253	1557				1356	1303				0	3711	0	0				
28675																				1517	1324	4313	362	570				902					0	0	0	0				
28732																			0	141	985	2914	0	185	0	0	0	561	0	0	0	0	0	1042	0	0				
29476																			0	702	86	5363	430	448	0	0	0	1123	0	0	0	0	0	3004	0	0				
29636																			0	3070	27732	65938	2523	3622	0	0	0	5230	0	0	0	0	0	19025	842	6417				
29878																				2457	10472	28323	533	8705	1438	4445	2024	6689			264		0	0	0	0	Seat License, CRA Investment, Right of Use	Additional Minimum Liabilty Pension	Dedit Escrow	
30052																			0	125	0	360	0	71	0	0	0	164	0	0	0	0	0	0	0	0				
30502																			0	3693	12099	33084	0	13502	6943	0	0	3790	4710	0	0	0	0	0	0	0	security sales receivable			
30650																			0	334	425	1514	20	333	0	0	0	422	0	0	0	0	0	0	0	0				
30810		51841	2548308	4467761		417455		142219	166311	1450157					0	0	0	0																				Investment Receivable	Income Tax Receivable	
31134																				155	887	3323	385	415				1218					0	648	0	0				
31255																				3707	0	31682	1776	3098				5676					0	17101	0	2100				
31657																			0	382	0	5744	0	214	0	0	0	759	0	0	0	0	0	1876	0	2513	Prepaid - Other	Late Fees		
31826																				1910	1613	11886	332	1592	1060			1848					0	4923	0	0	Deferred Compensation			
31835																			0	1968	1528	19583	293	452	0	0	0	2387	0	0	0	0	0	12371	0	877				
32234																			0	2900	9068	17635	0	3052	0	0	0	2615	0	1714	0	0	0	0	0	0				
32766																			0	2034	0	3226	74	260	0	0	0	932	0	0	0	0	0	0	0	0				
32971																			0	1460	2638	16447	866	1191	0	0	0	1253	0	15	0	0	0	9603	0	302				
33147																			0	798	0	12479	612	2020	523	0	0	4638	0	0	0	0	0	4253	0	770	Outgoing RBP - CDARS			
33259																			0	1433	5874	34143	0	7472	4575	0	0	3532	0	0	0	0	0	15832	0	0	Unposted Debits DDA			
33370																			0	299	273	610	0	0	0	0	0	38	0	0	0	0	0	0	0	0				
33839																			0	90	0	550	36	194	137	21	0	266	0	0	0	0	0	0	0	0	Primarily Negative Accrued FASB Tax Liability	Fiserv Reserve Requirement		
33857																				8306	0	21108	3413	3505				9297					0	0	0	0				
34434																			0	1065	0	6272	465	1210	0	0	0	1643	0	0	0	0	0	2354	0	0				
34537																				69998	108538	619965		93622				48833	31482				0	283211	0	15763	Deferred Comp			
34555																				4385	0	16586	663	827				3699		68	1		0	7675	0	0				
34742																			0	3577	1907	20594	485	1373	0	0	0	2615	0	0	0	0	0	11122	0	0				
35057																				740	18	5838	299	721				1377					0	2216	0	766				
35301	0	515000	953000	39598000	0	33389000	19191000	0	0	999000	0	0	0	0	0	651000	3091000	0		512000																	Receivables from Cash Collateral			
35646																			0	490	540	4651	27	77	0	0	0	344	0	30	0	0	0	3200	0	0				
35879																			0	1084	4858	14483	206	377	0	0	0	702	140	0	0	0	0	7462	0	0				
36456																			0	304	1532	5972	459	1273	814	0	0	1991	0	0	0	0	0	872	0	0	Note Receivable UniBanc Holding co.			
36933																			0	968	2828	9993	463	601	0	0	0	1814	0	0	0	0	0	3782	0	0				
37051																			0	679	0	2317	0	594	500	0	0	815	0	0	0	0	0	229	0	0	receivable 12/31 security called			
37341																			0	611	0	2465	0	116	0	0	0	532	0	0	0	0	0	1206	0	0				
37435																			69	1694	10519	30296	2074	10289	4400	0	0	7794	0	0	0	0	0	0	0	0	Investment - Fed HTC			
37640																				14687	51625	209720		39394				20600					0	54727	0	28687				
37659																			52	51	0	2239	17	624				496					0	1068	0	0				
37949																			0	481	0	10157	0	180	0	0	0	2511	0	0	0	0	0	6985	0	0				
38740																			0	2600	3750	14960	313	409	0	0	0	1380	0	0	0	0	0	6821	0	0				
39327																			0	652	3633	30942	967	3294	94	1132	714	2457	0	157	0	0	0	20328	578	0	Other deposits	Annuity	Income tax receivable	
39756																				922	0	20907	1001	1820				6688			279		0	8251	0	3226	0			
40033																			0	319	0	4852	149	1565	636	750	0	238	0	0	0	0	0	936	0	1794	Deferred Comp	Proceeds due from 12-31-23 maturity of US Treasury		
40499																				28508	15664	199115		40238	15169			18211					0	90646	1819	4029	DEFERRED COMPENSATION PLAN			
40855																			0	927	0	1965	0	0	0	0	0	1038	0	0	0	0	0	0	0	0				
41553																			0	434	0	3220	42	42	0	0	0	840	0	0	0	0	0	1904	0	0				
41629																			0	1580	311	6011	748	2568	798	950	0	1062	0	0	0	0	0	490	0	0	Low Income Housing Investment	Unrealized Gain/Loss		
41825																				1364	4754	17869	1071	1654				2924			112		0	5170	0	2003	Other Assets	Health Insurance Reserve		
42037																			0	64	1081	4190	0	94	0	0	0	599	0	0	0	0	0	2076	0	276				
42354																			5	1161	0	7617	175	180	0	0	0	1401	0	0	0	0	0	4875	0	0				
42372																			0	777	3554	13334	635	787	0	0	0	1481	0	0	0	0	0	6735	0	0				
42420																				50871	61882	448878		61986	27058			45660	29453				0	150556	68616	9307	Limited Partnership Investments			
42448																				8823	1796	50918	1783	3037				16225		313			0	21037	0	0				
42457																			0	621	0	2039	261	654	0	0	0	764	0	0	0	0	0	0	0	0				
43052																			0	2326	65	7632	21	342	0	0	0	504	0	0	0	0	0	4395	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																			0	663	108	9362	412	520	0	0	0	5612	0	0	0	0	0	0	1272	1187				
43856																			0	1096	338	3529	128	283	150	0	0	256	0	0	0	0	0	1556	0	0	Naming rights			
43959																			0	488	2896	10303	200	252	0	0	0	1021	0	0	0	0	0	5646	0	0				
44040																			0	1393	5103	17047	157	196	0	0	0	4347	0	0	0	0	0	6008	0	0				
44433																			120	3681	3415	10916	553	1322				2498					0	0	0	0				
44741																			0	1459	1979	7207	419	681	0	0	0	3088	0	0	0	0	0	0	0	0				
44750																			0	1624	2439	10778	0	479	0	0	0	835	0	0	0	0	0	3592	0	1809				
44929																				544	0	4582	196	204				548					0	1464	0	1822				
45038																				219	3220	6675		104				1032					0	2100	0	0				
45047																			8	712	0	3105	526	597	0	0	0	1796	0	0	0	0	0	0	0	0				
45056																			0	226	293	1796	214	214	0	0	0	1063	0	0	0	0	0	0	0	0				
45430																			0	479	2227	7101	0	357	214	0	0	405	0	0	0	0	0	2000	0	1633	Prepaid Taxes			
45458																			0	2887	2822	10976	389	397	0	0	0	1597	0	0	0	0	0	3167	106	0				
45551																			0	7097	8725	50715	1340	6248	4262	518	0	11450	0	38	0	0	0	14086	0	3109	EFA Vendor Commissions	Premium on Loans Purchased		
45560																				9261	0	89066	12976	40526	25220			8816					0	26369	0	4094	Investment Securities			
45775																			0	1014	1919	8088	0	213	0	0	0	559	0	0	0	0	0	4383	0	0				
46053																			0	2447	0	10831	409	559	0	0	0	1373	0	0	0	0	0	6117	0	335	Passport Prefunded Transactions	Interest Rate Swap	Right of use lease  Prior Lake	
46941																			0	266	0	6078	0	181	0	0	0	932	0	0	0	0	0	1762	0	2937				
47247																				7672	1208	45235	2265	12915	3828			3999	249	223			0	19441	0	0	Lender Reserve Account			
47500																			0	1105	566	21645	1757	2140	0	0	0	1317	0	0	0	0	0	16517	0	0				
48057																			0	566	796	4589	38	38	0	0	0	1323	0	0	0	0	0	1866	0	0				
48150																			0	255	122	1523	28	28	0	0	0	342	0	0	0	0	0	776	0	0				
48374																			0	11527	0	69572	0	11581	0	0	0	16881	0	0	6552	0	0	28453	0	1130				
48440																			0	947	984	7106	0	73	3	0	0	776	0	0	0	0	0	4326	0	0	Prefunding account			
49054																			0	3427	0	5790	151	327	0	0	0	2036	0	0	0	0	0	0	0	0				
49148																			0	284	126	3140	126	135	0	0	0	916	0	0	0	0	0	1679	0	0				
49241																			0	13407	8228	63569	1641	3978	0	0	0	6131	0	0	1001	0	0	24750	0	7075				
49652																			0	599	476	7910	62	79	0	0	0	1691	0	0	0	0	0	5065	0	0				
49858																			0	1109	188	6484	0	323	0	0	0	634	0	0	0	0	0	4230	0	0	Prepaid Service Contracts			
49951																			0	329	0	4921	0	211	0	0	0	1433	0	0	0	0	0	2948	0	0				
50144																			0	356	416	5145	0	151	0	0	0	401	0	0	0	0	0	3821	0	0				
50461																				0	1997	2439		66				376					0	0	0	0				
51253																				6295	1546	23706	1733	2536	641			7377					0	5952	0	0	Apex Media			
51356																				0	0	246	61	61				185					0	0	0	0				
51459																			0	3145	556	11897	224	243	1	18	0	3048	0	0	0	0	0	4905	0	0	CDARS Outgoing RBP	Accrued Income Taxes		
51842																				463	3233	12361	486	2611	1861			2036					0	4018	0	0	FASB 115 Sed G (l) Def Tax			
52719																				6402	34504	97618		56712				0			53190		0	0	0	0				
52951																			79	1313	2063	7143	94	567	315	77	0	3200	0	0	0	0	0	0	0	0	Federal Income Tax Receivable	State Income Tax Receivable		
53051																			0	5	0	555	0	57	0	0	0	493	0	0	0	0	0	0	0	0				
54058																				1908	477	8612		440	315			5787					0	0	0	0	Accrued Income Tax Receivable			
54656																				2990	0	31495	410	823				9354					0	14136	0	4192				
54973																				126962	104292	485359		37776	22043			28472					0	123737	64120	0	Prepaid Pension Benefit			
55336																			0	3004	2725	15053	1558	4227	0	0	0	2235	0	0	0	0	0	2862	0	0				
55635																			0	254	466	2967	364	1506	0	0	0	741	0	0	0	0	0	0	0	0				
55653																			0	310	77	998	0	94	0	0	0	517	0	0	0	0	0	0	0	0				
55970																			0	785	2555	25730	957	1072	0	0	0	1823	0	0	0	0	0	15244	0	4251				
56258																			0	8	0	6541	202	467	0	0	0	1806	0	0	0	0	0	4260	0	0				
56351																				10415	8001	109735	5774	13440	4878			17631					0	60248	0	0	Right of Use Asset			
56548																			0	3800	3041	19477	0	2211	1166	0	0	2103	0	0	0	0	0	8322	0	0	Tax Receivable			
56717																			0	4060	7883	50207	0	7141	2993	1879	0	3777	0	0	0	0	0	22915	0	4431	FIXED ANNUITY INVESTMENTS	ROU Lease Assets		
57040																				284	916	3188	83	83				1905					0	0	0	0				
57451																			0	2035	6182	20006	545	713	0	0	0	3189	0	0	0	0	0	7887	0	0				
58225																			0	793	2916	13758	255	727	0	0	0	1285	0	69	0	0	0	6835	0	1202				
58243																				34566	16384	300878	7310	91496	16560			24516	54983	6774	5525		0	94704	39212	0	NMTC Receivable			
58355																			0	156	0	659	33	33	0	0	0	220	0	0	0	0	0	250	0	0				
58551																			0	0	0	10329	0	786	240	260	0	2845	0	0	0	0	0	6180	0	518	WARRANTS	FHLB STOCK	Bankers Bancorp Stock	
58636																			156	1841	3828	21465	720	1676	716	0	0	2963	0	0	0	0	0	4355	0	6802	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																			0	2139	2670	10652	154	1033	860	0	0	2507	0	0	0	0	0	2303	0	0	Agency Receivable			
58971																				28808	48580	227386		32090				35874					0	82034	0	0				
59316																			0	7318	21353	93557	7645	10324	0	0	0	8123	0	0	0	0	0	36041	1376	9022				
59352																			0	361	1036	11779	238	324	0	0	0	2258	0	0	0	0	0	7800	0	0				
59370																			0	527	1552	15721	326	982	103	24	0	1005	0	22	507	0	0	9018	0	2637	Income Tax Receivable	Other Assets		
59754																			0	1315	18	2919	568	1141	0	0	0	445	0	0	428	0	0	0	0	0				
60143	0	909000	992000	5647000		1968000	1049000	0	0	361000	0				0	1389000	28000	0		909000																	Pension plan assets			
60330																			0	1230	2517	33613	2432	6897	0	0	0	3879	4031	0	0	0	0	10767	0	8323				
60545																			0	647	464	3572	0	61	0	0	0	2400	0	0	0	0	0	0	0	0				
60554																			0	188	0	1925	0	32	0	0	0	1078	0	0	0	0	0	627	0	0				
60648																			0	712	3803	14149	0	478	0	0	0	2062	0	0	0	0	0	6112	0	982				
61122																			55	5250	11260	90343	3264	18773	1367	11208	0	7453	0	0	0	0	0	47607	0	0	Lease operating asset	Pension asset		
61355																			0	9079	10392	55486	2523	5834	0	0	0	8012	0	0	0	0	0	22169	0	0				
61476																			0	17047	4572	54683	0	2041	0	0	0	4200	0	0	1633	0	0	25193	0	1630				
61757																				1195	1066	14747	247	446			160	2009					0	10031	0	0			Debit Card Settlement	
61832																			0	1733	5192	20981	612	656	0	0	0	2877	0	0	0	0	0	5075	0	5448				
61953																			0	261	0	879	0	53	0	0	0	565	0	0	0	0	0	0	0	0				
62044																			0	250	30	1689	152	187	0	0	0	558	0	0	0	0	0	664	0	0				
62110																			0	126	176	637	0	276	249	0	0	59	0	0	0	0	0	0	0	0	Interco balance owed from affliliates, net			
62147																			0	326	0	2763	74	186	0	0	0	431	0	0	0	0	0	1820	0	0				
63050																			0	475	3697	14020	0	116	0	0	0	1868	0	0	0	0	0	7864	0	0				
63069	0	359721	827825	3069433	0	1052178	516512	0	0	458238	0	0	0	0	0	105747	265724	0		359721																	Affordable Housing Investments			
63201																			0	555	1725	6648	654	872	0	0	0	1136	0	0	0	0	0	2360	0	0				
63573																			0	1648	3047	8334	577	2164	1485	0	0	1475	0	0	0	0	0	0	0	0	Prepaid Pension Obligation			
63733																				4441	10412	57262	1243	7213	3572			7352		205			0	22523	0	5321	Insurance Annuity Asset			
64150																			0	1027	0	7785	283	809	0	0	0	1993	0	322	0	0	0	3956	0	0				
64552																				1296	1367	20432		11596				1178				5001	0	4995	0	0				
64730																			0	650	4171	5968	0	192	0	0	0	955	0	0	0	0	0	0	0	0	OTHER			
65205																			0	1293	3039	54748	814	1937	0	0	0	2979	0	80	0	0	0	33115	0	12385				
65559																				1154	11788	32523	705	890				5066		85			0	13625	0	0				
65858																			0	876	2285	41259	2894	11428	6044	0	0	10746	0	0	0	0	0	14334	0	1590	Artwork			
66154																			0	1205	387	9931	353	590	0	0	0	1714	0	0	0	0	0	6035	0	0				
66275																			0	1122	1811	12467	553	614	0	0	0	7401	0	0	0	0	0	1519	0	0				
67142																			0	2395	0	4398	474	1009	0	0	0	994	0	490	0	0	0	0	0	0				
67151																			0	2238	0	10247	0	4214	0	0	0	3795	1669	0	0	0	0	0	0	0				
67209																			0	8762	10522	52966	0	9525	3399	0	0	5682	0	0	0	0	0	18475	0	0	Operating Lease ROU			
67254																			0	0	0	136	0	87	0	0	0	49	0	0	0	0	0	0	0	0				
67656																				1284	18122	31443		3669				5431					0	2937	0	0	NEGATIVE CURRENT TAXES			
67870																			0	1629	2412	19428	530	2051	1480	0	0	1607	0	0	0	0	0	7181	0	4548	AR - SBA GUARANTEE			
68671																			0	93	0	1933	299	963	323	0	0	877	151	0	0	0	0	0	0	0	Clearing			
68756																				1752	0	20913	727	2673	1873			6855					0	9633	0	0	NSF Non Post Cash Items			
68831																			0	1019	784	6560	0	368	0	0	0	1019	0	0	0	0	0	3370	0	0				
69333																				4290	0	47688	1475	3756	1937			6403					0	33239	0	0	Right of Use Lease Asset			
69678																			0	1556	4151	13989	1609	5319	1061	0	0	2963	0	109	0	0	0	0	0	0	Trust Fees Receivable			
70218																				833	258	9291		7756	7283			444					0	0	0	0	Right of Use Asset			
70414																			0	3149	4438	28511	2536	3497	0	0	0	2317	0	0	0	0	0	13389	0	1721				
70638																			0	2355	499	12734	524	1415	0	0	0	4126	0	0	0	0	0	3042	176	1121				
70955																			0	0	0	648	0	134	0	0	0	514	0	0	0	0	0	0	0	0				
71073																			0	2770	809	8292	126	285	0	0	0	619	0	0	144	0	0	1288	0	2521				
71457																			0	5576	3420	23844	1786	1843	0	0	0	7094	0	0	0	0	0	5911	0	0				
71859																			0	138	82	1020	0	752	0	0	0	48	0	0	588	0	0	0	0	0				
72258																			0	533	0	7809	907	1175	151	117	0	6101	0	0	0	0	0	0	0	0	Accrued Principal Receivable - Mortgage Backed Securities	AR Trust Income		
72351																			0	103	0	737	120	133	0	0	0	501	0	0	0	0	0	0	0	0				
72454																			0	224	750	1953	266	295	0	0	0	684	0	0	0	0	0	0	0	0				
72678																			0	1989	6714	32314	1813	1859	0	0	0	2168	0	0	46	0	0	19584	0	0				
73116																			0	708	5936	15973	1006	1115	0	0	0	1816	0	0	0	0	0	6398	0	0				
73152																			0	286	0	5539	91	91	0	0	0	1045	0	0	0	0	0	3364	0	753				
73554																			0	3299	0	13126	521	1183	0	0	0	5333	0	0	0	0	0	3311	0	0				
