"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	RCONG349	RCONG350	RCONG351	RCONG352	
1669																																																																																																																																																	0	0	55401	47541	43798	0	0	2000	1916	0	0	0	0	22474	21402	73693	66474	0	22474	21402	0	0	0	0	11898	2319	9579	28657	25424	6049	0	0	0	0	0	4517	12403	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1856																																																																																																																																																	0	0	5725	0	0	1000	803	2000	1984	0	0	0	0	1000	803	8258	8063	0	0	0	0	0	0	0	0	6306	0	0	0	166	0	0	0	0	0	0	0	263	2337																									0	3313	0	3339									0	0	0	0	0	0	2697	2600	0	0	0	0	0	0	0	0						
2161																																																																																																																																																	0	0	45668	1999	1987	0	0	8145	6649	0	0	0	0	0	0	116504	101723	0	0	0	40871	34556	0	0	3269	1987	0	5040	1715	16570	17879	8736	0	0	0	4979	8523	12898	23396																									0	0	0	0	0	0	10224	9621	0	0	14514	12616	0	0	0	0	0	0	6628	5057	0	0	0	0	0	0	17672	16586						
2732																																																																																																																																																	0	0	17521	10969	10941	0	0	0	0	0	0	300	300	0	0	45409	44386	0	0	0	21970	21356	0	0	20987	9376	11611	21704	1695	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
2750																																																																																																																																																	0	0	10915	499	491	0	0	0	0	0	0	0	0	0	0	16994	15999	0	0	0	8770	8346	1000	981	560	41	560	4524	5035	5075	592	44	92	0	0	0	36	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3252																																																																																																																																																	0	0	162012	76057	75748	0	0	0	0	0	0	0	0	0	0	179743	176767	0	0	0	49582	48659	0	0	62557	24874	42049	41077	3917	27538	5233	428	132	1950	833	978	49	20246	7469																									0	0	0	0									0	0	0	0	0	0	14941	14321	0	0	0	0	0	0	27	23						
3458																																																																																																																																																	0	0	7738	594	578	0	0	953	902	0	0	0	0	975	958	18262	16192	0	975	958	9144	8085	0	0	296	325	221	2218	1661	7061	0	0	0	0	0	1206	2924	19	1532																									0	0	0	0									0	0	0	0	0	0	1727	1551	0	0	0	0	0	0	0	0						
3720																																																																																																																																																	0	0	54009	19589	18995	0	0	0	0	0	0	0	0	41351	36874	99193	90076	257	33600	29876	3141	3189	4500	4225	3930	40	3890	19797	11226	36885	5336	0	0	191	2824	18640	32599	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
3971																																																																																																																																																	0	0	78231	51583	49232	0	0	45802	40229	0	0	0	0	0	0	165789	148583	0	0	0	5755	4285	7000	9497	4971	3628	1976	41859	34979	51587	7137	0	3	119	125	4561	2586	23	0																									0	0	0	0									0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0						
4156																																																																																																																																																	0	0	21162	5509	5295	0	0	0	0	0	0	0	0	0	0	62323	56988	0	0	0	40130	36704	1000	859	6758	2066	4692	13147	12226	16683	944	0	0	0	0	2897	1866	1214	1255																									0	0	0	0									0	0	0	0	0	0	2786	2469	0	0	0	0	0	0	0	0						
4231																																																																																																																																																	0	0	45262	13782	13643	1000	931	0	0	0	0	0	0	1000	931	73425	67947	0	0	0	31256	28291	2000	1920	11772	4465	7307	2847	4277	25023	3816	0	0	0	0	6130	15082	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5069																																																																																																																																																	0	0	0	0	0	0	0	6771	6910	0	0	3000	2983	0	0	11302	11677	0	0	0	1531	1784	0	0	2483	5396	1488	1009	0	3784	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5135																																																																																																																																																	0	0	80960	60958	60877	0	0	0	0	0	0	0	0	0	0	94587	93726	0	0	0	2102	2065	0	0	71211	67853	3358	9653	11367	1485	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
5210																																																																																																																																																	0	0	233735	0	0	0	0	32326	29694	0	0	0	0	64600	59057	501912	451693	0	62133	56714	0	0	0	0	15178	0	15178	21111	103832	130265	42948	0	0	243	4065	78306	78684	575	41085																									0	0	0	0									0	0	0	0	0	0	45189	41085	0	0	0	0	0	0	0	0						
5461																																																																																																																																																	4862	4717	96028	0	0	0	0	0	0	0	0	0	0	237738	223799	82131	77505	0	94400	92837	4456	4345	2000	1918	13682	8822	7701	47575	21202	50711	62489	0	0	113	0	53042	53873	0	9715																									0	0	0	0									0	0	0	0	9007	8132	757	708	0	0	0	0	0	0	0	0						
5751																																																																																																																																																	0	0	47454	1933	1778	6250	4819	0	0	0	0	0	0	6250	4819	118920	110261	0	0	0	46806	39163	0	0	0	29683	0	2250	4028	30802	10100	13384	0	0	0	0	8	12841	13415																									0	20348	0	20520									0	0	0	0	0	0	15475	15146	0	0	0	0	0	0	6204	6242						
6039																																																																																																																																																	0	0	26286	24208	23960	0	0	0	0	0	0	0	0	0	0	34462	33974	0	0	0	1526	1462	500	455	15254	4469	10786	11999	3338	2944	215	0	0	0	0	0	0	0	224																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	224	0	0	0	0	0	0	0	0						
6329																																																																																																																																																	0	0	137845	0	0	0	0	0	0	0	0	0	0	0	0	198979	177095	0	0	0	14572	13038	35000	33184	3963	3963	0	27683	14811	16906	0	0	0	0	0	27948	82510	0	3274																									0	0	0	0	0	0	0	0	0	0	128122	110458	0	0	0	0	0	0	3995	3274	0	0	0	0	0	0	0	0						
7009																																																																																																																																																	0	0	134951	72528	72528	0	0	0	0	0	0	0	0	0	0	143112	141800	0	0	0	70584	69272	0	0	86647	60512	26135	10678	23287	21188	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
7045																																																																																																																																																	0	0	82528	0	0	0	0	0	0	0	0	0	0	331	320	154638	139015	0	331	320	63343	58856	0	0	47	19	28	1267	3993	43445	11662	0	0	0	74	46912	9469	864	21614																									0	0	0	0	0	0	2746	2593	0	0	60220	53861	0	0	0	0	0	0	26997	22478	0	0	0	0	0	0	0	0						
