"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
1669	51	0	177	13	CONF	0	0	0	0	0	0	0	0	0	0	false	33	0	0	15	382	31	0	1088	61	1062	166	0	338	57	0	0	0	0	0	0	0	0	0	0																
1856	18	0	91	50	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	2	48	19	27	0	13	129	0	25	0	0	0	0	0	0	0	0	0	0																
2161					CONF							0	0	0	0	false		0	0		231		100	1109		723					0	0	0	0	0	0	0																			
2732	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2750	46	0	73	15	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	68	3	60	188	6	0	27	41	134	17	0	0	0	0	0	0	0	0	0	0																
3252	0	0	0	0	CONF	2671	0	0	464	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	-29	0	29	0	0	0	Fee Income- One way sell			Computer Exp												
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	35	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	-175	0	175	0	0	0												Reserve For Contingencies				
3720	176	31	200	0	CONF	658	0	0	0	0	0	0	0	0	0	false	0	0	0	0	247	0	91	1523	0	0	188	94	175	130	0	0	0	0	19	0	-74	0	0	0	Check Card Income															
3971	0	0	0	0	CONF	0	0	0	899	0	0	0	0	0	0	false	0	0	0	0	347	0	0	755	0	1494	0	1055	864	0	0	0	0	0	-715	1189	1000	0	0	0				Computer software expenses	Direct and indirect expense allocations/management fee from holding company									Exited and wound down the operations of the Bank's Consumer Banking Division.		
4156	0	0	0	0	CONF	0	0	0	226	207	0	0	0	0	0	false	0	0	0	0	159	0	0	346	0	529	0	0	378	202	0	0	0	0	288	0	-500	0	0	0				INTERNET BANKING	INFORMATION TECHNOLOGY-BANKONIT											
4231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	433	0	207	0	0	169	0	0	0	0	0	0	0	0	0	0	0									Adjusted ACL for off-balance sheet items on RC-G							
5069	164	0	800	0	CONF	0	0	0	542	0	0	0	0	0	0	false	0	0	0	0	0	0	0	259	0	0	280	0	0	0	0	0	0	0	-1616	0	1286	0	0	0				Broker Fees												
5135	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	99	0	0	0	222	0	581	0	205	0	105	0	397	286	0	0	0	0	-252	0	252	0	0	0																
5210	0	0	0	0	CONF	0	0	0	1251	0	0	0	0	0	0	false	0	0	0	0	1878	0	0	1298	0	3349	0	1206	0	0	0	0	0	0	-2368	158	1460	0	0	0				PA Shares Tax												
5461	0	0	0	0	CONF	218	0	0	1059	596	0	0	0	0	0	false	0	0	0	0	237	0	0	1680	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CASH MANAGEMENT			TRANSPORTATION	SOFTWARE MAINTENANCE	0										
5751	0	0	0	0	CONF	359	0	0	261	0	0	0	0	0	0	false	0	0	0	0	120	0	0	532	0	238	0	0	0	315	0	0	0	0	0	0	0	0	0	0	Gain on life insurance death benefit			Trust accounting and Software expense												
6039	329				CONF							0	0	0	0	false		0	0			43		1024						299	0	0	0	0	0	0	0				SBA package fees															
6329	2577		76	327	CONF				458	3801	520	0	0	0	0	false	1118	0	0		417	46	397		1465	6218	511	922	215	1064	0	0	0	0	-1278	0	406	95	32	239				Education & Training	Service Fee Analysis	Donations	Transfer from Holding Company									
7009	0	0	0	0	CONF	0	0	0	36022	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Service Fees												
7045	69		104		CONF							0	0	0	0	false	28	0	0	6		16	60		67	612	60		334	60	0	0	0	0	0	0	0			47																
7072	132	0	239	0	CONF	202	0	0	246	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1402	0	416	240	218	0	0	0	0	0	0	0	0	-31	0	0	0	Bank Owned Life Insurance			Loan Expenses												
7456	0	0	0	0	CONF	0	0	0	103	0	0	0	0	0	0	false	0	0	0	0	0	0	181	165	0	0	0	0	0	118	0	0	0	0		0		0	0	0				Blanket Bond   Misc Insurance												
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	302	0	0	0	0	179	0	0	0	0	0	0	0	-45	0	0	0																
8462	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	160	0	458	0	0	320	0	0	0	0	0	0	0	0	0	0	0																
8631	27	0	65	2	CONF	0	0	0	22	0	0	0	0	0	0	false	21	0	0	0	67	5	153	371	13	0	51	0	29	0	0	0	0	0	0	0	0	0	0	30				correspondent bank charges												
9357	0	0	0	0	CONF	774	0	0	463	814	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	600	0	-640	0	0	0	Deposit Account Service Income			Software Purchase & Maint	Outside Vendor Services											
9553	0	0	217	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	101	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0																
9807	1861				CONF	1477			4172			0	0	0	0	false		0	0		11893										0	0	0	0	0	0	0		810		Absecon Success Fee			Computer Equipment Supplies												
9955	0	0	0	0	CONF	0	0	0	102	0	0	0	0	0	0	false	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Deposit System Data Processing												
10250	575	0	141	74	CONF	149	86	0	584	362	103	0	0	0	0	false	108	0	0	18	14	33	9	991	157	2393	148	154	934	116	0	0	0	0	864	0	-864	0	57	126	Innovative Refunds	CDARs/ICS Fee Income on One Way Sales		Software Serv Contracts/Licenses	Equip Serv Contracts	Bazing	Downstream from Holding Company									
10849	0	0	0	0	CONF	0	0	0	0	0	0	0	0	-268	0	false	0	0	0	0	0	0	200	846	78	0	135	0	0	183	0	0	0	0	0	0	0	0	0	0									Adjust - allowance for off-balance sheet exposures							
11145	106	43	191	6	CONF	79	30		167			0	0	0	0	false	103	0	0	43		18	1063	600	138		280	96	431	110	0	0	0	0	-466	0	590	29	-22	73	Other Misc Income	Other Misc Asset Income		Credit & Collections								CECL Adoption initial entry				
11640	0	0	211	0	CONF	437	250	0	0	0	0	0	0	0	0	false	0	0	0	0	204	0	0	0	0	184	0	146	0	109	0	0	0	0	0	0	0	0	0	0	CDFI BANK ENTERPRISE AWARD	INCOME FROM CALTIUS INVESTMENT														
11837	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	-26	0	0	0																
12030	0	0	0	0	CONF	713	227	0	362	0	0	0	0	0	0	true	0	-1000	0	0	0	0	0	1558	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ATM/Debit Card Fees	FNB Appraisal Fees		Contributions							4.c.(2) In the fourth quarter of 2023, the banks external accountants reviewed the Deferred Tax Asset account.  As a result, the Deferred Tax Asset Account required an adjustment of $1,000,000 with an offsetting entry to Undivided Profits	Adjustment to Undivided Profits				
12142	98	0	125	11	CONF	4070	0	0	449	959	0	0	0	0	0	false	59	0	0	19	128	26	531	0	106	0	36	593	345	78	0	0	0	0	0	0	0	6	0	57	CDFI Awards			Contracted Services	Miscellaneous Expense											
12311	140731	0	0	0	CONF	123131	90293	0	0	0	0	0	0	0	0	false	0	0	0	0	65525	0	0	556314	0	403765	0	0	0	0	0	0	0	0		0		0	0	0	~Overhead charges	~Commitments/Letter of credit fees														
12647	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	388	0	241	0	0	141	0	0	0	0	0	0	0	0	0	0	0																
12946	0	0	0	0	CONF	0	0	0	0	1366	0	0	0	-820	600	false	0	0	0	0	0	0	746	1382	0	3640	0	0	0	3408	0	0	0	0	-2920	0	4000	0	0	0					Travel and Business Development				MOVE ALLOW FOR UNFUNDED LNS	ALLOW FOR AFS DEBT SECURITIES						
13103	1807				CONF	147	354	170	2501		2728	0	0	0	0	false		20	0				298	6979				3139			0	0	0	0	0	0	0				Elan Fees	Swap Fees	Prepayment Penalties	Charitable Foundation Contribution		Other Computer Service Expenses	Capital Contribution from other partner of majority owned subsidiary.	Capital Contribution from other partner of majority owned subsidiary.				Misstatement found with aquisition entries from Nov 2022				
13251	11	0	12	12	CONF	0	0	0	0	0	0	0	0	0	0	false	20	0	0	0	0	0	11	136	22	0	29	0	0	0	0	0	0	0	0	0	0	3	7	0																
13457	0	0	0	0	CONF	0	0	0	0	0	0	10312	0	-103	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Capital Injection from Parent Holding Company		ACL at purchase							
14155	234	0	0	0	CONF	0	0	0	281	0	0	0	0	0	0	false	0	0	0	0	158	0	0	493	0	1127	0	158	562	0	0	0	0	0	-169	0	169	0	0	0				Subscriptions & Dues												
14650	0	0	0	0	CONF	0	0	0	0	0	0	2840	0	-43	0	false	0	-503	0	0	0	0	0	194	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Capital Injection		ACL Off Balance Sheet Items			Adjusting entries per CPA				
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
14865	0	0	0	0	CONF	1080	0	0	518	535	0	-2000	0	500	0	false	0	0	0	0	309	0	0	1526	0	2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ICS TRANSACTION FEE INCOME			ELECTRONIC BANKING EXPENSE	COMPUTER SOFTWARE EXPENSE		PAYOFF SUBDEBT		ALLOWANCE FOR PURCHASED CREDIT IMPAIRED LOANS FROM FARMINGTON STATE BK							
14977	28		195	12	CONF							0	0	0	0	false	18	0	0					36			54	24		20	0	0	0	0	0	0	0																			
16551	99	6	48	2	CONF	0	0	0	0	20	159	0	0	0	0	false	162	0	0	0	112	36	97	1332	215	1115	108	1059	755	126	0	0	0	0	-704	0	485	0	8	18					SOFTWARE	CREDIT REPORT EXPENSE										
17110	989				CONF				3911	1278		0	0	0	0	false		0	0					2917							0	0	0	0	0	0	0							Referral Fees	Custodial Costs											
17147	7243	0	0	0	CONF	3445	0	0	10692	0	0	0	0	0	0	false	0	0	0	0	5300	0	0	13884	0	17869	0	0	0	0	0	0	0	0		0		0	0	0	OTHER INC - DERIVATIVE HEDGE			Other noninterest expense												
17259	5	5	38	78	CONF	0	0	0	0	0	0	0	0	0	0	false	34	0	0	1	44	6	196	0	44	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0																
17950	283	0	0	0	CONF	0	0	0	0	340	0	0	0	0	0	false	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				OCC ASSESSMENT	DUES & SUBSCRIPTIONS											
17978	69	0	169	2	CONF	59	7	3	61	94	10	0	0	0	0	false	84	0	0	19	0	6	44	469	39	165	60	0	5	88	0	0	0	0	0	0	0	4	13	51	Appraisal & Inspection Fees	Misc Operating Income	Misc Non-Operating Income	OCC Supervisory Expense	Misc Operating Expense	Misc Non-Operating Expense										
18050	207	0	348	149	CONF	0	0	0	139	140	0	0	0	0	0	false	177	0	0	0	311	73	200	97	177	3274	255	111	1534	827	0	0	0	0	0	0	-148	0	0	0				Business Development and Goodwill	OCC Fees											
18827	1974	0	0	0	CONF	582	724	0	0	0	0	0	0	0	0	false	0	0	0	0	1243	0	0	2589	0	2687	0	0	1955	0	0	0	0	0	-3346	0	2433	0	0	0	OTHER LOAN INCOME	LOAN SWAP FEES														
18836	235	0	177	0	CONF	0	0	0	214	0	0	0	0	0	0	false	0	0	0	0	110	0	0	955	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Other Misc Loan Expense												
18854					CONF	5999						0	0	0	0	false		0	0					1785		641					0	0	0	0	-572	0	250				Oil & Gas Income															
19356	0	0	0	0	CONF	126	0	0	105	0	0	1250	0	0	0	false	0	0	0	0	0	0	0	225	0	247	0	0	173	0	0	0	0	0	-95	0	95	0	0	0	Bank core one time incentive credit			Stronghold Security, internet, misc. equipment			SSB Holdings made Advance of Bank Stock Loan									
19936	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	169	0	833	880	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0																
19972	74	0	164	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	-30	0	-9	0	0	0																
20053	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	317	0	0	0	682	0	0	0	0	0	0				0	0	0																
20633	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	188	0	0	1062	0	640	0	319	0	0	0	0	0	0	-3	0	-16	0	0	0																
20857	279	0	0	0	CONF	1541	0	0	405	0	0	0	0	100	0	false	0	0	0	0	0	0	0	0	0	365	0	0	285	0	0	0	0	0	0	0	0	0	0	0	Gain on Sale of Swaps			Public Relations					ACL from non-surviving bank due to merger between entities under common control.							
21256	1	0	18	28	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	11	1	0	48	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0																
21359	0	0	0	0	CONF	0	0	0	254	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Premises & Fixed Asset Expense												
21658			108		CONF							0	0	0	0	false		0	0		116		142	455							0	0	0	0	0	0	0							Maintenance Agreements	Education	Insurance Expense										
22048	110	0	2	24	CONF	5402	0	0	188	0	0	0	0	-145	0	false	95	0	0	6	66	21	768	766	86	16	134	518	240	22	0	0	0	0	0	0	0	30	6	52	Misc. Income - CDFI ERP and BEA Awards			Public Relations/ Charitable Contributions					Unfunded Committment Liability							
22543	335	0	0	0	CONF	0	0	0	272	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	536	0	0	299	0	0	0	0	0	-151	0	151	0	0	0				Online Banking Expense												
22552	89	6	71	6	CONF	0	0	0	0	0	0	0	0	0	0	false	28	0	0	6	0	9	110	35	64	2	42	117	10	30	0	0	0	0	-27	0	27	7	44	0																
22730	0	0	199	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	404	0	493	0	211	335	0	0	0	0	0		0		0	0	0																
23456	329	0	0	0	CONF	76	77	0	175	0	0	0	0	0	0	false	0	0	0	0	0	0	0	548	0	586	0	0	475	0	0	0	0	0	-239	0	239	0	0	0	Document preparation fee	Boli CSV income		Service charges and fees												
23504	6781				CONF	1295						0	0	0	0	false		0	0		9748			16447		1281					0	0	0	0							TITLE FEE INCOME															
23643	142	0	127	51	CONF	0	0	0	0	0	0	0	0	0	0	false	18	0	0	4	136	17	460	801	0	0	589	0	315	160	0	0	0	0	0	0	0	11	0	0																
23755	162	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	750	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
24006	0	0	0	0	CONF	435	0	0	1166	0	0	5000	0	-9296	0	false	0	0	0	0	1045	0	0	4068	0	661	0	905	0	0	0	0	0	0	0	0	0	0	0	0	Fee Income on Interest Rate Derivatives			Acquisition compensation related			Capital contribution		PCSB acquistion							
24378	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	282	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
24659	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	-11	0	11	0	0	0																
24949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	352	0	103	0	0	244	207	0	0	0	0	0	0	0	0	0	-106	0	0	0																
25357	370	0	61	79	CONF	0	0	0	0	0	0	0	0	0	0	false	60	0	0	0	0	0	0	1985	246	0	158	81	0	83	0	0	0	0	0	0	-350	0	6	0																
25647					CONF							0	0	0	0	false		0	0					467							0	0	0	0	0		0				Loan fees						Holding Company capital infusion									
26765	0	0	0	0	CONF	0	4964	0	0	9852	0	0	0	0	0	false	0	0	0	0	1863	0	0	4855	0	3513	0	0	0	0	0	0	0	0	-14148	0	6205	2497	0	0		Foreign Exchange fees			Software Expense											
27070	365	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	831	0	0	1301	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0																
27614	462	0	0	0	CONF	198	0	0	0	0	0	0	0	0	0	false	0	0	0	0	211	0	192	2674	0	1426	0	335	0	0	0	0	0	0	-280	0	354	0	0	0	Other Service Fee Income															
27847	0	0	0	0	CONF	582	0	0	610	668	388	0	0	-109	0	false	0	0	0	0	391	0	2027	533	385	0	0	0	871	0	0	0	0	0	0	0	0	0	0	0	Life Insurance Proceeds			Managment Fees	Other Outside Service Fees	BOLI/Deferred Comp Plan			Transfer from ACL to ACL on OBS (liability)							
28013	2171				CONF							4083	1311	0	0	false		0	0		3631			7112		1499	1648				0	0	0	0		0											capital contribution	change in unallocated ESOP								
28152					CONF							500	0	0	0	false		0	0		134			448							0	0	0	0	0	0	0					Contract Services					capital contribution from holding company									
28675					CONF				149	104		0	0	0	0	false		0	0					507		109	118		163		0	0	0	0	0	0	0							CORRESPONDANT BANK CHARGES	CONTRIBUTIONS							ASU 2016-01				
28732	0	0	0	0	CONF	419	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	535	0	0	133	217	0	0	0	0	0	0	0	0	-132	0	0	0	MC CHECKCARD INCOME															
29476	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	246	0	0	106	0	0	0	0	0	0	0	424	0	-668	0	0	0									0							
29636	0	0	0	0	CONF	672	0	0	846	0	0	0	0	0	0	false	0	0	0	0	483	0	0	0	1020	3673	654	0	890	0	0	0	0	0	-984	0	634	0	0	0	Sale of loans/loan recovery			SERP Plan Expense												
29878	362		1154	235	CONF	386			4687	294		0	0	0	0	false	72	0	0	4		169	226	1543	151		780	1456		880	0	0	0	0		0		16	962	971	MISC OPERATING INCOME			OUTSIDE SERVICE FEES EXP	MTG LOAN EXPENSE											
30052	0	0	0	0	CONF	0	516	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	100	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Loan Origination Fees														
30502	0	0	0	0	CONF	245	0	0	1077	0	0	0	0	0	0	false	0	0	0	0	0	0	0	909	0	2275	0	0	1105	0	0	0	0	0	16	0	-242	0	0	0	cash management fee income			software amortization, maintenance & expense												
30650	0	0	0	0	CONF	0	0	0	249	0	0	0	0	1115	0	false	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	-792	-792	792	0	0	0				CBSSI Monthly Allocation					Push down accounting adjustment due to bank sale / change of control 12/31/21							
30810	1085127				CONF	241748			1603551			0	0	-68000	0	false		51577	0							741833					0	0	0	0		0					Net Credit Card Fee Income			Servicing Fees Paid To Affiliates					ASU 2022-02			ASU 2022-02				
31134					CONF	70	100		170			0	0	0	0	false		-200	0				69	975		623				230	0	0	0	0	0	0	0				Promotional Fee	OTHER MISC INCOME		Misc Servicing								Allowance for unfunded committments				
31255	98		634	294	CONF	427	2753	1319	813	1564		0	0	0	0	true		0	0		384	18		1190	139	220	300	455		393	0	0	0	0	-92	0	-464				Other mortgage loan income	PF ICS income	PF Lockbox/ PF Sweep Fee/CDARS Fee Income	Item processing	Computer support contracts						Loan expenses 5850000, 58505000, 58520000 - 648,000					
31657	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	727	709	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0																
31826	222		201	20	CONF				496			0	0	0	0	false	42	0	0					1248	123	980	150		647	86	0	0	0	0	14	0	-17							Other Taxes (Franchise, R/E, & Other)												
31835	197	0	0	0	CONF	450	437	0	179	0	0	0	0	0	0	false	0	0	0	0	462	0	0	0	0	130	0	194	0	0	0	0	0	0	0	0	0	0	0	0	Employee Retention Credit	Bank Enterprise Award		Travel Expenses / Training												
32234	0	0	0	0	CONF	0	0	0	284	271	979	0	0	0	0	false	0	0	0	0	0	0	185	506	0	0	0	157	0	0	0	0	0	0	-58	0	341	0	0	0				Employee Relations & Education	Derivative Losses	Goodwill Amortization & Software License/Maint.										
32766	0	0	0	838	CONF	0	0	0	0	0	0	155	0	0	0	false	0	0	0	0	0	0	0	564	0	0	222	0	0	28	0	0	0	0	0	0	0	0	0	0							Stocks transaction									
32971	537	0	389	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	373	0	1166	914	0	0	208	0	440	0	0	0	0	0	-294	0	265	0	0	0																
33147	0	0	242	0	CONF	5395	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	749	0	0	0	408	661	0	0	0	0	0	0	0	0	0	0	0	CDFI Grant Funds										Farmers Bank & Trust received a CDFI ERP Grant on 9/16/2023 in the amount of $4,957,678.00 and another on 11/07/2023 in the amount of $437,350.00. This will be reflected in Other Income on line RI 5 l.					
33259	0	0	0	0	CONF	1089	344	0	765	0	0	0	0	0	0	false	0	0	0	0	433	0	0	1804	0	807	0	0	0	0	0	0	0	0	-436	0	436	0	0	0	Affiliate Bank Data Processing Services	Reimburse Collection Expenses		Charitable Contributions												
33370	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												CECL adjustment				
33839	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
