"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
29636														16744	0	11053	0	0	0	0	0	1244	3565	882	9929	0	0				
29878														36186		35772	0	6918	57	6123	1298	0	306	108	21376			Abandoned Property	Minimum Liability Pension	Lease Liability	
30052														214	0	14	14	0	0	0	0	7	179	0	0	0	0				
30502														12662	0	8064	0	0	0	0	0	723	3669	206	0	4710	2959				
30650														645	0	4	0	0	0	0	0	135	506	0	0	0	0				
30810	5825189	0	2391131	0	0	2131842	0	0	3092156	41000	0	0	0									300902						Payment Services			
31134														1946		1371	0	115	453	172	200	439	136	0				Index Liability Plan	Split Dollar Ins Liability	Allowance for unfunded committments	
31255														13095		3906	0		1863	124		927	7706	556			1589	Factored loans collected reserves	CDARS Ratebridge payments		
31657														133	0	4	0	0	0	0	0	101	28	0	0	0	0	OD Contra	Mastercard Drafts	ATM Clearings	
31826														3473		2280	0					774	396	23	1070						
31835														6083	0	2917	0	0	0	0	0	303	2863	0	1668	0	0	minority interest in subsidiary			
32234														4640	0	2903	0	0	536	0	0	1092	645	0	0	0	0	Commitment on Equity Investments			
32766														3328	1641	1641	0	0	0	0	0	49	1613	25	0	0	0				
32971														5264	0	4066	0	3	0	0	0	371	579	248	3396	0	0				
33147														1739	0	163	0	0	0	113	0	942	567	67	0	0	0	ATM Clearing Account	Incoming RBP - CDARS		
33259														6537	0	776	0	0	478	227	0	3127	2634	0	0	0	0	Interest Payable Participant	Elan Debit Card Settlement		
33370														93	0	93	0	0	0	0	0	0	0	0	0	0	0				
33839														223	0	6	108	6	0	0	0	38	71	0	0	0	0				
33857														13454		9052	0					1989	2413	0							
34434														2193	363	1601	0	0	0	0	0	483	109	0	0	0	796				
34537														162749		127638	0					8901	21520	4690			50545				
34555														2772		2298	0					334	0	140	2269						
34742														9863	0	6972	0	0	3575	0	0	1602	1211	78	2855	0	0	Reserve for Investor Loan Payment			
35057														817		56	0					396	259	106							
35301	19435000	0	16139000	33000	0	6866000	6174000	0	3168000	14000	0	0	0									81000						Payables for Cash Collateral received	Payable for Non Cash Collateral		
35646														703	0	461	0	0	448	0	0	196	24	22	0	0	0	Acc slary contr BOLI General			
35879														1287	0	343	0	0	0	0	0	501	443	0	195	140	0				
36456														531	0	197	0	0	0	0	0	152	182	0	197	0	0				
36933														2110	0	640	0	0	281	189	0	632	738	100	0	0	0	Escrow balances	ATM Settlement		
37051														363	0	85	0	0	0	0	0	260	18	0	0	0	0				
37341														574	0	331	0	0	0	0	0	166	77	0	331	0	0				
37435														16460	0	6663	0	0	1315	377	4219	697	6831	2269	0	0	307	Deferred Income	Escrow Payable	Due to Fed - Historic Tax Credit	
37640														51677		25892	0					6246	19539	0		7842					
37659														858		781	0					46	31	0	781						
37949														468	0	230	0	0	0	0	0	230	8	0	0	0	0				
38740														2374	0	1208	0	0	946	0	0	272	870	24	0	0	0	LIHTC - Commitment			
39327														4837	1102	3155	0	0	283	654	0	377	828	477	959	0	0	Deferred Income	Lease Liability		
39756														6803		3141	0		3141			1375	2087	200				accrued salaries			
40033														704	0	636	0	0	0	0	0	16	52	0	636	0	0	Unfunded Projected Benefit Obligation	0		
40499														122478		100185	0					3226	15148	3919	39838						
40855														1004	0	0	0	0	0	0	0	764	240	0	0	0	0				
41553														614	0	0	0	0	0	0	0	52	517	45	0	0	0				
41629														1765	0	606	0	0	0	0	0	850	295	14	488	0	0				
41825														4861		3814	0	80				224	372	451	1283		2450				
42037														306	0	0	0	0	0	0	0	102	204	0	0	0	0				
42354														313	0	0	0	0	0	0	0	219	94	0	0	0	0				
42372														2767	0	2101	0	0	0	0	0	43	249	374	2101	0	0				
42420														170981	8769	130160	0					4798	28723	7300		58167	49327				
42448														9352		365	0		115			5740	2017	1230	187			OTHER PAYABLES			
42457														147	0	0	58	0	0	0	0	37	52	0	0	0	0				
43052														543	0	6	0	0	0	0	0	162	375	0	0	0	0				
43351														2661	0	79	0	0	0	0	0	1805	402	375	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														825	0	574	0	0	0	0	0	38	213	0	563	0	0				
43959														860	0	0	0	0	0	0	0	516	215	129	0	0	0				
44040														1282	0	41	0	0	0	0	0	245	996	0	0	0	0				
44433														4428		2921	0	487				685	522	300		153					
44741														1781	356	429	0	0	0	0	0	138	1213	1	0	0	0				
44750														1868	0	948	0	0	948	0	0	315	605	0	0	0	0	Deferred Income ORE			
44929														769		0	479					112	178	0							
45038														1407		931	0		756			124	282	70				Contribution Payable - LIHTC Investment			
45047														826	0	41	0	0	0	0	0	445	295	45	0	0	0				
45056														336	0	142	0	0	0	0	0	81	113	0	142	0	0				
45430														4007	0	3758	0	0	0	0	0	178	71	0	3748	0	0				
45458														1756	0	878	0	82	0	0	0	225	589	64	796	0	0				
45551														14642	0	6577	0	158	2810	0	0	2427	4098	1540	3138	0	0	EFA Vendor Subsidiary Deferred Income			
45560														33610		13569	0					8875	9642	1524	8740		3516				
45775														3859	0	3852	0	0	0	0	0	5	2	0	3320	0	0				
46053														3257	0	2504	0	0	0	0	0	569	184	0	2423	0	0	Right of use lease  Prior Lake	Int Rate Cap/Floor Swap		
46941														832	0	0	0	0	0	0	0	442	390	0	0	0	0				
47247														10174		2171	0					2742	3558	1703	1199	139					
47500														3335	0	790	0	0	0	0	0	21	2360	164	327	0	207				
48057														2183	0	1849	0	0	0	0	0	233	101	0	1849	0	0				
48150														176	0	0	0	0	0	0	0	169	7	0	0	0	0				
48374														16335	5067	7738	0	0	0	0	0	1692	6145	760	0	0	0				
48440														1882	0	888	0	0	419	64	0	902	0	92	317	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1714	0	944	0	0	256	0	0	165	605	0	268	0	338	DEFERRED VENDOR CREDIT			
49148														1826	295	1590	0	0	0	0	0	98	138	0	1295	0	0				
49241														18476	0	14700	0	0	0	0	0	1843	333	1600	8069	0	3638				
49652														321	0	58	0	0	0	0	0	133	130	0	0	0	0	Accrued Incentive Pay			
49858														1210	0	842	0	0	0	0	0	298	70	0	653	0	0				
49951														846	0	6	0	0	0	0	0	92	748	0	0	0	0				
50144														1712	0	0	0	0	0	0	0	317	1353	42	0	0	0				
50461														1028		579	0	364				146	203	100			197				
51253														16403		9298	0		4884			2975	4130	0				Escrow			
51356														76		0	0					54	22	0							
51459														1632	0	482	0	0	1	0	0	403	635	112	481	0	0	Incoming RBP			
51842														5384		1707	0		109			1702	1425	550	1459			Supplemental Exec Retire Healthcare Benefit			
52719														6556036		6526677	0		1984734	4484240		0	29359	0				Participant fund cash	Payable to participants		
52951														789	0	141	0	141	0	0	0	433	215	0	0	0	0				
53051														128	0	0	0	0	0	0	0	128	0	0	0	0	0				
54058														1391		129	0					962	0	300				ATM Clearing			
54656														10970		1220	0					8523	787	440	1065						
54973														194146		48388	0					4013	136645	5100	25267		16749				
55336														3534	0	2610	0	403	0	0	0	168	523	233	527	0	0				
55635														1028	0	363	0	0	0	0	0	208	457	0	0	0	0				
55653														201	0	82	0	82	0	0	0	50	69	0	0	0	0				
55970														1450	0	27	0	0	0	0	0	39	1284	100	0	0	0				
56258														1583	0	1286	0	0	0	0	0	187	110	0	0	0	0				
56351														31319		14496	0		8842			3005	13066	752			5072	Management incentive accruals			
56548														8287	0	27	0	0	0	0	0	3776	4480	4	0	0	0				
56717														14863	0	6248	0	0	0	0	0	627	7483	505	4926	0	0				
57040														372		0	0					366	6	0							
57451														4629	0	0	0	0	0	0	0	1860	1925	844	0	0	0				
58225														1140	0	197	0	0	0	0	0	362	581	0	0	0	0				
58243														148899		99741	0	2327	2897			11172	35486	2500	2137	56118	26663	Deferred Liability - NMTC			
58355														272	0	36	0	0	10	0	0	219	17	0	26	0	0	Overdrafts			
58551														1674	0	1083	0	0	0	65	0	591	0	0	1017	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														4663	0	1616	0	0	766	0	0	699	2026	322	844	0	0	ACCRUED SPLIT DOLLAR			
58757														5704	0	4002	0	0	0	0	0	823	664	215	3686	0	279				
58971														178474		72149	0		22284			7525	84717	14083	33008			Commitments for Tax Credit Investments			
59316														26524	0	10552	0	0	0	0	0	9223	6453	296	0	0	4013				
59352														2306	0	67	0	0	0	0	0	977	1209	53	0	0	0				
59370														664	0	22	0	12	10	0	0	6	295	341	0	0	0	Other Liabilities			
59754														223	0	55	0	0	0	0	0	55	89	24	0	0	0				
60143	1965000	0	1227000	0	0	340000	0	0	537000	40000	0	0	388000									161000						Pension plan liability			
60330														12608	0	9461	0	0	0	0	0	2420	407	320	5294	0	2559				
60545														1081	0	0	0	0	0	0	0	1077	4	0	0	0	0				
60554														202	0	8	0	0	0	0	0	122	72	0	0	0	0				
60648														3053	0	1988	0	0	0	0	0	125	940	0	1988	0	0				
61122														29748	0	23985	0	0	0	0	0	351	4539	873	9777	0	1556				
61355														8678	0	61	0	0	0	0	0	2271	6346	0	0	0	0				
61476														12962	0	3683	0	0	0	0	0	1	9004	274	0	0	2503				
61757														3374		509	0					1653	898	314	493						
61832														3179	0	2194	0	0	2034	0	0	562	58	365	0	0	0	Contracts Payable			
61953														171	0	123	0	0	0	0	0	30	18	0	0	0	0				
62044														2880	0	1834	0	0	200	0	0	115	751	180	0	0	0	Due to H.C.			
62110														2079	0	117	0	0	114	0	0	0	1962	0	0	0	0	Accrued postretirement benfits			
62147														382	0	19	0	0	0	0	0	106	257	0	0	0	0				
63050														4252	0	3482	0	0	0	0	0	295	475	0	3482	0	0				
63069	2844254	0	1960924	0	0	0	0	0	720623	94610	0	566007	535379									68097									
63201														957	0	464	0	0	402	0	0	119	283	91	0	0	0	Prepaid Expense			
63573														2418	0	693	0	0	0	0	0	119	1149	457	577	0	0				
63733														9210		2077	0					2756	3273	1104	1916			Cardholder Settlement Debit Cards			
64150														1457	0	264	0	0	0	0	0	1193	0	0	170	0	0				
64552														3896		1526	0	671				474	1796	100			431	CDFI Award - DPA			
64730														1554	0	120	0	0	0	0	0	86	468	880	0	0	0				
65205														7502	0	2339	0	0	650	0	0	70	4209	884	612	72	0	Contingent Liability			
65559														11114		5943	0	457				1331	3840	0	5365						
65858														18440	0	2136	0	0	2136	0	0	1354	13917	1033	0	0	0	Right of Use Lease Liability			
66154														2435	0	905	0	0	683	0	0	754	672	104	152	0	0	Unearned Conversion Credits Received			
66275														2738	0	1886	0	0	513	0	0	655	112	85	0	0	1243	Accrued Employee bonuses not yet paid			
67142														589	0	27	0	0	0	0	0	365	197	0	0	0	0				
67151														18104	9581	16153	0	0	0	0	0	734	1217	0	0	0	4237				
67209														34795	0	26172	0	0	8250	0	0	784	6744	1095	13182	0	0	Collateral held from SWAP counterparties			
67254														132	0	0	0	0	0	0	0	0	132	0	0	0	0				
67656														11843		2449	0					1191	7335	868							
67870														9275	0	7725	0	0	3418	0	0	500	910	140	1976	0	2102	ESOP GUARANTEED LIABILITY			
68671														1996	0	762	0	0	443	0	0	911	323	0	0	55	0	Escrow Deposits			
68756														6267		3773	0					770	1073	651	2689						
68831														567	0	0	0	0	0	0	0	93	325	149	0	0	0				
69333														18488	9000	10986	0					1835	5667	0			1986				
69678														2067	0	762	0	30	0	0	0	265	955	85	0	0	0				
70218														8064		7451	0					241	347	25			7446				
70414														2045	0	0	0	0	0	0	0	366	1429	250	0	0	0				
70638														1233	0	55	0	0	0	0	0	282	896	0	0	0	0				
70955														143	0	0	100	0	0	0	0	33	10	0	0	0	0				
71073														1495	0	1006	0	115	0	0	0	104	364	21	0	0	891				
71457														1731	0	417	0	0	364	0	0	1032	282	0	0	0	0	PTO Liability	Lease Liability		
71859														2400	0	1	0	0	0	0	0	2	2397	0	0	0	0				
72258														2881	0	0	0	0	0	0	0	1326	1436	119	0	0	0				
72351														158	0	0	0	0	0	0	0	96	62	0	0	0	0				
72454														669	0	0	0	0	0	0	0	640	29	0	0	0	0				
72678														4321	0	330	0	325	0	0	0	330	3625	36	0	0	0				
73116														6762	0	1846	0	0	0	0	0	74	4689	153	0	0	1543				
73152														1279	0	904	0	66	0	0	0	246	89	40	838	0	0				
73554														2426	0	975	75	0	0	0	0	558	703	115	318	656	0				
73956														212	0	95	0	95	0	0	0	89	20	8	0	0	0				
74056														1604	0	1273	0	0	1143	0	0	168	163	0	129	0	0	TAX CREDIT INVESTMENT LIABILITIES			
74140														16644		11788	0		4501			872	3669	315	5414			Low Income Housing Investment Obligation			
74403														10193		4852	0	1615				1417	3391	533			2255		ATM Settlement	SERP	
74449														59	0	3	0	0	0	0	0	56	0	0	0	0	0				
75259														6440	0	3521	0	0	0	0	0	1291	1628	0	3023	0	0			PPP Forgivness WIP	
75446														2344	0	35	0	0	0	0	0	865	1417	27	0	0	0				
75455														140	0	0	0	0	0	0	0	140	0	0	0	0	0				
75633	5386655	0	2358408	0	899952	0	0	0	2469774	252028	0	0	1084307									306445									
75651														351	0	119	0	0	119	0	0	210	22	0	0	0	0	Accounts Payable			
76153														280		42	188	42				34	16	0							
76443														561	0	0	0	0	0	0	0	31	498	32	0	0	0				
76854														1995	0	499	0	429	0	0	0	530	574	392	0	0	0				
77150														510		0	0					270	238	2							
77253														1634	0	0	0	0	0	0	0	326	861	447	0	0	0				
77422														2112	0	1721	0	67	1610	0	0	107	172	112	43	0	0	SERP Liability			
77851														69582		32506	0					13387	22889	800	24202						
78157														350	0	206	0	0	0	0	0	24	111	9	0	0	0				
78241														1631	0	0	0	0	0	0	0	130	1501	0	0	0	0				
78559														1055	0	329	0	174	0	0	0	79	628	19	0	0	0				
79042														3353		2382	0	2250				556	333	82							
79127														423	0	238	0	0	0	0	0	40	124	21	238	0	0				
79145														1955	0	423	0	423	0	0	0	788	294	450	0	0	0				
79257														163	0	0	57	0	0	0	0	43	63	0	0	0	0				
79855														927	0	0	0	0	0	0	0	454	473	0	0	0	0				
80150														4897	0	1926	32	9	22	0	0	2339	600	0	1708	0	0	Deferred Revenue			
80374														545	0	42	0	0	0	0	0	20	483	0	0	0	0				
80431														593	0	0	0	0	0	0	0	426	167	0	0	0	0				
81175														4327	0	1729	0	0	1493	0	0	749	1700	149	0	0	0	ESOP Repurchase			
82033														2553	121	981	0	159	355	0	0	557	1015	0	0	0	337	RETIREMENT PLAN			
82257														893	0	663	0	0	0	0	0	204	26	0	663	0	0				
82350														952	0	710	0	0	0	0	0	110	132	0	706	0	0				
83151														1806	0	550	0	0	0	0	0	1139	39	78	0	0	515				
83375														12559	0	5290	0	0	0	0	0	2965	2812	1492	2385	0	2756				
83638	302215	0	243645	0	0	0	0	0	43003	3102	0	0	126949									12465									
83834														2061	0	1574	0	0	110	0	0	128	359	0	1322	0	142	CECL for unused committments			
83852														142	0	2	0	0	0	0	0	46	94	0	0	0	0				
83955														879	0	0	0	0	0	0	0	400	479	0	0	0	0				
84046														105	0	1	0	0	0	0	0	89	15	0	0	0	0				
84541														25083	0	15338	0	0	738	186	0	2747	6375	623	3552	0	2352	ESCROW	PTO	SERP	
85052														1290	0	159	0	52	0	0	0	936	165	30	0	0	81				
85472														284283		217827	0		88268			14532	49937	1987		91453		Derivative Cash Collateral Liability			
85931														2792	0	1479	0	0	0	0	0	1180	35	98	1334	0	0				
86349														3753	0	2901	0	0	0	0	0	371	440	41	2823	0	0				
86675														6560	0	4148	0	0	0	0	0	67	2335	10	823	0	2933				
87047														783	0	464	0	0	0	0	0	206	73	40	449	0	0				
87234														10862	0	6660	0	0	0	0	0	3610	437	155	3073	0	0				
87476														1145	0	187	0	0	20	0	0	22	848	88	167	0	0	non construction LIP			
87579														4660		2350	0			1178		13	1766	531			686		Payable to NOVO		
88231														17530	0	12517	0	913	707	3541	0	950	2311	1752	2901	0	3697	Derivative	Mortgage Repurchase Reserve		
88259														929	0	526	0	0	137	0	0	395	8	0	320	0	0	deferred contract incentives			
88352														1021		525	0	385				207	289	0			140				
88455														6494	0	25	0	0	0	0	0	1149	5320	0	0	0	0				
88950														687	0	88	126	0	0	0	0	262	72	139	0	0	0				
89032														1174	0	0	0	0	0	0	0	376	798	0	0	0	0				
89135														1700	0	1495	0	3	0	0	0	83	122	0	1380	0	0				
89854														1446	0	312	0	0	0	0	0	1095	39	0	231	0	0				
89957														1244	0	327	0	4	0	0	0	413	427	77	0	0	322				
90047														145	0	2	11	0	0	0	0	83	49	0	0	0	0				
90177														1871	0	441	0	92	29	319	0	102	1307	21	0	0	0	Unearned Profit	Accrued Interest on FHLB Advances		
90328														6729	0	4410	0	0	0	0	0	395	1522	402	1507	0	1983				
90337														17808	12019	15843	0					1291	674	0	3742						
90579														4994	0	3445	0	0	0	0	0	84	1204	261	3383	0	0				
91615														523	55	55	0	0	0	0	0	123	317	28	0	0	0				
91754														9343		2600	0	80				5780	693	270	2494		8				
91950														801	0	687	0	0	0	0	0	84	30	0	687	0	0				
92144														123	0	0	0	0	0	0	0	93	30	0	0	0	0				
92676														11109		9300	0		2547			125	1332	352			6276	Liability for Pension & Postretirement benefits			
92706														5725	0	5456	0	0	0	0	0	115	112	42	3719	0	531				
92902														25	0	16	7	0	0	0	0	2	0	0	0	0	0				
93244														1224	0	0	0	0	0	0	0	1039	68	117	0	0	0				
93543														9680	0	4026	0	1653	0	0	0	2331	3082	241	1421	0	0				
93619	766	0	0	0	0	0	0	0	766	0	0	0	0									0									
94139														10613	798	4716	0	160	0	0	0	152	5123	622	3758	0	0				
94522														6665	0	5186	0	0	0	0	0	983	390	106	3082	0	417				
94755														618	0	221	0	0	0	0	0	214	0	183	135	0	0				
94858														552	0	260	0	0	178	3	79	265	1	26	0	0	0	ATM Suspense	CDAR-Incoming	Escrow Payable	
95051														5072		3888	0					711	473	0			3422				
95677														488	0	471	0	0	0	0	0	0	0	17	0	0	0				
96553														331	0	0	136	0	0	0	0	91	104	0	0	0	0				
97055														930	0	6	0	0	3	3	0	633	291	0	0	0	0	S.D. Box Rent plus cash items	Incoming RBP CDARS	NE Fund XVII	
97279														420	0	0	0	0	0	0	0	223	197	0	0	0	0				
97457														396	0	0	0	0	0	0	0	171	225	0	0	0	0				
97804														29871	0	9581	0	0	2336	0	0	1235	17667	1388	0	0	0	Derivative Liability Related to Swaps			
97943														2011	0	152	0	0	0	0	0	925	934	0	0	0	0		Unearned Income PPP Loans		
98351														728	0	181	0	0	0	0	0	138	409	0	119	0	0				
