"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
5461														8988	0	6955	0	0	0	0	0	53	1798	182	5157	0	0				
5751														1900	0	1478	0	0	762	0	0	115	307	0	709	0	0	Post Retirement Benefits Payable			
6039														3320		1002	0					695	1623	0			344				
6329														9694		5202	0	529				1060	2215	1217	3706		849				
7009														14949	0	731	0	0	624	0	0	2022	12196	0	0	0	0	Collateral Received on Interest Rate Swap Exposure			
7045														797	0	0	0	0	0	0	0	76	721	0	0	0	0				
7072														4643	0	3120	0	0	0	0	0	66	1426	31	2557	0	307				
7456														414	0	164	0	0	0	0	0	102	148	0	0	0	0				
7634														367	0	0	5	0	0	0	0	177	140	45	0	0	0				
8033														5746	0	4393	0	10	19	0	0	961	392	0	4364	0	0	all other liabilities			
8462														1235	0	13	0	0	0	0	0	1124	90	8	0	0	0				
8631														887	0	758	0	0	0	0	0	52	77	0	758	0	0				
9357														7332	0	5851	0	1	0	0	0	96	1354	31	2786	0	0				
9553														1534	0	0	0	0	0	0	0	177	1357	0	0	0	0				
9807														12897		5633	0					2536	3990	738			4477	0	0		
9955														429	0	0	0	0	0	0	0	71	358	0	0	0	0				
10250														2657	0	1307	0	0	0	0	0	491	849	10	966	0	0				
10849														502	0	93	0	72	0	0	0	182	227	0	0	0	0				
11145														3844		480	0		418	62		342	3022	0				Great Lakes Capital Fund	Differed Revenue		
11640														2637	0	1712	0	0	0	0	0	618	307	0	1712	0	0				
11837														329	0	84	0	0	0	0	0	61	158	26	0	0	0				
12030														5672	0	4947	0	1834	2299	0	0	527	198	0	814	0	0	Deferred Gain of Sale of ORE per Gap			
12142														2437	0	1946	0	0	606	0	0	445	46	0	1096	0	0	SERP Liability			
12311	3343058	0	2519096	33370	1446187	0	0	0	544831	165238	0	0	0									80523									
12647														299	0	0	0	0	0	0	0	187	112	0	0	0	0				
12946														20199	0	12149	0	0	0	0	0	866	7184	0	8465	0	0				
13103														44357		36598	0		16555	12814		1179	6565	15				Defined Benefit Retirement Plan Liability	Fair value - swaps		
13251														111	0	78	0	0	7	31	0	33	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														199	0	190	0	0	0	0	0	5	4	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1676	0	754	0	0	139	0	0	391	515	16	588	0	0	Deferred Mastercard contract incentive			
14650														482	0	0	114	0	0	0	0	14	352	2	0	0	0				
14753														204	0	0	0	0	0	0	0	67	137	0	0	0	0				
14865														8165	0	5778	0	0	0	0	0	125	2237	25	1879	0	0				
14977														187	0	28	0	28	0	0	0	68	91	0	0	0	0				
16551														1211	0	180	0	29	0	0	0	469	343	219	0	0	0	Deferred PPP Loan Fees			
17110														22736		10198	0					739	11723	76			10143				
17147														209328	0	122516	0	0	0	0	0	7954	55558	23300	0	92219	0				
17259														1682	0	1426	0	0	0	0	0	64	192	0	1426	0	0				
17950														2973	0	1620	0	843	0	0	0	487	705	161	669	0	0	ATM/EFT Settlement			
17978														146	0	31	44	3	25	3	0	12	59	0	0	0	0	Unearned Loan Fees (FASB 91)	Other Liabilities		
18050														5083	0	2523	0	0	0	0	0	522	1908	130	1479	0	0				
18827														19155	0	12505	0	0	0	0	0	806	3901	1943	0	9899	0				
18836														2046	0	1055	0	0	0	0	0	86	905	0	869	0	0				
18854														9318		6747	0		1465			1139	856	576				Dividends Payable			
19356														658	0	472	0	0	0	0	0	124	62	0	318	0	0				
19936														2744	0	2213	0	0	0	0	0	206	10	315	1661	0	0				
19972														1497	0	1384	0	0	960	335	0	1	57	55	0	0	0	Accrued Life Insurance Exp	Accrued Life Insurance Exp- Split plan		
20053														369	0	0	0	0	0	0	0	196	173	0	0	0	0	Unrealized interest AR			
20633														2427	0	1884	0	0	0	0	0	197	298	48	1329	0	0				
20857														1763	0	603	0	134	0	0	0	778	238	144	468	0	0				
21256														12	0	11	0	0	0	0	0	1	0	0	0	0	0				
21359														234	0	168	0	6	0	0	0	20	46	0	161	0	0				
21658														1583		1085	0					182	316	0	942						
22048														2549	0	1464	0	8	0	0	0	346	594	145	1449	0	0				
22543														2270	0	559	702	125	0	0	0	60	768	181	0	0	434				
22552														215	0	0	0	0	0	0	0	182	33	0	0	0	0				
22730														764	0	411	0	0	200	0	0	12	319	22	0	0	0	FHLB BOB Payable			
23456														1034	0	4	0	0	4	0	0	634	396	0	0	0	0	Fed Withholding			
23504														138851	0	62247	0	0	0	0	0	8930	64942	2732	0	0	57547				
23643														589	0	65	0	0	0	0	0	328	133	63	0	0	0				
23755														2015	0	964	1	0	0	0	0	82	968	0	757	0	0	SBA Deferred Revenue	COMMERCIAL REMITTANCE	CDARS DEFFERED FEE LIABILITIES	
24006														15960	0	10595	0	0	0	0	0	304	3762	1299	0	0	8068				
24378														600	0	384	0	0	0	0	0	1	215	0	0	0	0				
24659														419	0	272	0	0	272	0	0	28	119	0	0	0	0	AGBMP			
24949														4058	0	2844	0	0	0	0	0	433	781	0	2844	0	0				
25357														1599	0	0	0	0	0	0	0	539	710	350	0	0	0				
25647														2330		656	0	656				634	1040	0				Unearned SBA Fees	AP Loans		
26765														45362	0	18161	0	4535	0	0	0	1388	15790	10023	0	0	12722				
27070														5447	0	2385	0	0	0	0	0	944	1918	200	821	0	0	Contract Incentive	Deferred fees		
27548														5826	0	907	0	0	0	0	0	524	4395	0	905	0	0				
27614														2829	0	1758	0	0	637	879	0	403	657	11	0	0	0	Split Dollar Life Insurance	Network Settlement	0	
27847														4327	0	2355	0	3	78	64	0	618	1354	0	2210	0	0	Deferred Income	CDARS Incoming Ratebridge Payment		
28013														26990		17499	0					604	8646	241	16577						
28152														2159		2041	0	80				79	39	0	916	977					
28675														396		3	0					190	203	0							
28732														1401	0	967	0	132	833	0	0	144	158	132	0	0	0	Deferred Liabilities			
29476														715	0	263	0	219	0	0	0	135	93	224	0	0	0				
29636														14601	0	10392	0	0	0	0	0	829	2686	694	10104	0	0				
29878														32606		32332	0	5458	57	6116		0	274	0	20701			Abandoned Property	Minimum Liability Pension		
30052														245	0	71	14	0	0	0	0	1	159	0	0	0	0				
30502														12861	0	8884	0	0	0	0	0	738	2903	336	0	5513	3255				
30650														776	0	3	0	0	0	0	0	71	702	0	0	0	0				
30810	4535732	0	1303728	0	0	1161402	0	0	2975011	17000	0	0	0									239993						Payment Services			
31134														1559		1085	0	126	472	200		206	268	0				Index Liability Plan	Split Dollar Ins Liability		
31255														12028	0	4366	0	0	2079	0	0	694	6412	556	0	0	1867	Factored loans collected reserves			
31657														132	0	0	0	0	0	0	0	57	75	0	0	0	0	OD Contra	Mastercard Drafts	ATM Clearings	
31826														2920		2287	0					381	252	0	1070						
31835														5929	0	2817	0	0	667	0	0	213	2899	0	1998	0	0	minority interest in subsidiary			
32234														2307	0	761	0	0	570	0	0	476	1070	0	0	0	0	Commitment on Equity Investments			
32766														2286	0	861	688	0	0	0	0	12	700	25	0	0	0				
32971														4235	0	3305	0	3	0	0	0	197	628	105	3226	0	0				
33147														1476	0	180	0	0	0	112	0	521	708	67	0	0	0	ATM Clearing Account	Incoming RBP - CDARS		
33259														5302	0	680	0	0	336	246	0	1665	2957	0	0	0	0	Interest Payable Participant	Elan Debit Card Settlement		
33370														174	0	174	0	0	0	0	0	0	0	0	0	0	0				
33839														142	0	16	108	16	0	0	0	18	0	0	0	0	0				
33857														3263		0	0					942	2321	0							
34434														2347	675	1915	0	0	0	0	0	324	108	0	0	0	0				
34537														147332		120353	0					5815	16474	4690			53504				
34555														2727		2362	0					225	0	140	2285						
34742														9759	0	6970	0	0	4069	0	0	1191	1520	78	2597	0	0	Reserve for Investor Loan Payment			
35057														751	0	27	0	0		0	0	326	302	96	0	0	0				
35301	20095000	0	17737000	23000	0	7403000	6326000	0	2267000	15000	0	0	0									53000						Payables for Cash Collateral received	Payable for Non Cash Collateral		
35646														516	0	401	0	0	0	0	0	90	25	0	0	0	0	Acc slary contr BOLI General			
35879														967	0	221	0	0	0	0	0	399	347	0	204	0	0				
36456														463	0	226	0	0	0	0	0	102	135	0	226	0	0				
36933														1850	0	917	0	0	411	0	0	506	327	100	0	0	0	Escrow accounts			
37051														284	0	70	0	0	0	0	0	186	28	0	0	0	0				
37341														459	0	337	0	0	0	0	0	109	13	0	337	0	0				
37435														13776	0	6611	0	0	1346	474	4350	478	4418	2269	0	0	0	Deferred Income	Escrow Payable	Due to Fed - Historic Tax Credit	
37640														52698	0	25646	0	0	0	0	0	3122	23930	0	0	9446	0				
37659														847	0	790	0	0	0	0	0	21	36	0	790	0	0				
37949														331	0	210	0	0	0	0	0	115	6	0	0	0	0				
38740														2323	0	1178	0	0	956	0	0	213	932	0	0	0	0	LIHTC - Commitment			
39327														3579	936	2861	0	0	354	675	0	150	198	370	820	0	0	Deferred Income	Lease Liability		
39756														6990		3067	0		3023			998	2925	0				accrued salaries			
40033														677	0	636	0	0	0	0	0	13	28	0	636	0	0	Unfunded Projected Benefit Obligation	0		
40499														126524		107584	0		30000			2274	11835	4831	40689			Cash held as collateral			
40855														742	0	0	0	0	0	0	0	394	348	0	0	0	0				
41553														568	0	0	0	0	0	0	0	34	489	45	0	0	0				
41629														1211	0	387	0	0	0	0	0	492	330	2	0	0	0				
41825														4730		3827	0					130	190	583	1149		2678				
42037														258	0	0	0	0	0	0	0	26	232	0	0	0	0				
42354														622	0	0	0	0	0	0	0	121	501	0	0	0	0				
42372														2710	0	2028	0	0	0	0	0	58	250	374	2028	0	0				
42420														232238	8257	178886	0					2668	42918	7766		87211	51080				
42448														8702	0	934	0	0	683	0	0	4425	1884	1459	147	0	0	OTHER PAYABLES			
42457														253	0	0	58	0	0	0	0	21	174	0	0	0	0				
43052														716	0	6	0	0	0	0	0	103	607	0	0	0	0				
43351														2697	0	39	0	0	0	0	0	1798	860	0	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														683	0	581	0	0	0	0	0	17	85	0	564	0	0				
43959														680	0	0	0	0	0	0	0	314	237	129	0	0	0				
44040														1492	0	9	0	0	0	0	0	130	1353	0	0	0	0				
44433														4210		2677	0					513	523	497			2253				
44741														2191	756	769	0	0	0	0	0	78	1302	42	0	0	0				
44750														456	0	29	0	0	0	0	0	140	287	0	0	0	0				
44929														597		3	311	1				99	184	0							
45038														1273	0	929	0	0	781	0	0	75	218	51	0	0	0	Contribution Payable - LIHTC Investment			
45047														825	0	16	0	0	0	0	0	278	443	88	0	0	0				
45056														397	0	110	0	0	0	0	0	28	259	0	110	0	0				
45430														3875	0	3747	0	0	0	0	0	113	15	0	3739	0	0				
45458														1421	0	855	0	72	0	0	0	130	372	64	778	0	0				
45551														11263	0	6167	0	50	2617	0	0	1689	1867	1540	3124	0	0	EFA Vendor Subsidiary Deferred Income			
45560														26859		14331	0					5156	6154	1218	8882		3970				
45775														3773	0	3760	0	0	0	0	0	3	10	0	2671	0	0				
46053														3369	0	2449	0	0	0	0	0	424	496	0	2327	0	0	Right of use lease  Prior Lake	Int Rate Cap/Floor Swap		
46941														561	0	10	0	0	0	0	0	195	356	0	0	0	0				
47247														8678		1438	0					891	4699	1650	1107						
47500														1988	0	836	0	0	0	0	0	36	931	185	398	0	260				
48057														2054	0	1829	0	0	0	0	0	151	74	0	1829	0	0				
48150														98	0	0	0	0	0	0	0	78	20	0	0	0	0				
48374														9428	0	2716	0	0	0	0	0	930	5196	586	1214	0	1104				
48440														1564	0	1073	0	0	419	75	0	491	0	0	320	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1652	0	811	0	0	219	0	0	104	737	0	240	0	334	DEFERRED VENDOR CREDIT			
49148														1690	200	1482	0	0	0	0	0	27	181	0	1282	0	0				
49241														16415	0	13285	0	0	0	0	0	930	249	1951	7585	0	0				
49652														464	0	263	0	0	0	0	0	80	121	0	0	0	0	Accrued Incentive Pay			
49858														1391	0	953	0	0	0	0	0	175	263	0	657	0	0				
49951														1526	0	1	0	0	0	0	0	47	1478	0	0	0	0				
50144														1570	0	0	0	0	0	0	0	192	1378	0	0	0	0				
50461														904		517	0	150	58			74	213	100			299	Subsidiary Security Deposit			
51253														6735	0	1997	509	0	1582	0	0	2326	1903	0	0	0	0	Deferred Gain on Sale of ORE			
51356														76		0	0					51	25	0							
51459														1909	0	487	0	0	2	0	0	673	609	140	485	0	0	Incoming RBP			
51842														4827		1717	0					503	2057	550	1420						
52719														2889449	0	2856408	0	0	2045520	753407	0	0	33041	0	0	0	0	Participant fund cash	Payable to participants		
52951														732	0	175	0	0	0	0	0	280	277	0	0	0	0				
53051														99	0	0	0	0	0	0	0	92	7	0	0	0	0				
54058														1372		260	0					771	41	300				ATM Clearing			
54656														10955	0	1655	0	0	0	0	0	6652	2208	440	1492	0	0				
54973														163449		47483	0					2841	108525	4600	23237		19007				
55336														2918	0	1804	0	299	0	0	0	61	720	333	545	0	0				
55635														1147	0	328	0	0	0	0	0	209	610	0	0	0	0				
55653														210	0	88	0	88	0	0	0	32	90	0	0	0	0				
55970														1798	0	37	0	0	0	0	0	93	1568	100	0	0	0				
56258														1312	0	819	0	0	0	0	0	285	208	0	0	0	0				
56351														32733		12618	0		5552			1695	17668	752			5433	Management incentive accruals			
56548														3979	0	44	0	0	0	0	0	2698	1237	0	0	0	0				
56717														17733	0	11065	0	0	5054	0	0	223	6445	0	4770	0	0	Loan Participation Payable			
57040														185	0	0	0	0	0	0	0	184	1	0	0	0	0				
57451														2636	0	0	0	0	0	0	0	824	1812	0	0	0	0				
58225														1027	0	222	0	0	0	0	0	180	625	0	0	0	0				
58243														134920		103573	0	2819	5249			4134	26113	1100	670	65393	24060	Deferred Liability - NMTC			
58355														205	0	60	0	0	60	0	0	133	12	0	0	0	0	Overdrafts			
58551														1680	0	1417	0	0	195	240	0	214	49	0	982	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														4624	0	1654	0	0	764	0	0	320	2228	422	882	0	0	ACCRUED SPLIT DOLLAR			
58757														5439	0	4158	0	0	0	0	0	365	683	233	3318	0	794				
58971														133734		74236	0		24567			3571	42899	13028	31642			Commitments for Tax Credit Investments			
59316														24516	0	11092	0	0	0	0	0	6465	6646	313	0	0	4271				
59352														1821	0	223	0	0	220	0	0	534	1064	0	0	0	0	Dormant official checks			
59370														480	0	35	0	25	10	0	0	2	61	382	0	0	0	Other Liabilities			
59754														290	0	186	0	186	0	0	0	85	0	19	0	0	0				
60143	1524000	0	1079000	1000	0	325000	0	0	322000	44000	0	0	397000									78000						Pension Plan Liability			
60330														8825	0	7663	0	0	0	0	0	761	401	0	3358	0	2817				
60545														741	0	0	0	0	0	0	0	610	131	0	0	0	0				
60554														193	0	7	0	0	0	0	0	70	116	0	0	0	0				
60648														3303	0	1944	0	0	0	0	0	105	1254	0	1944	0	0				
61122														25020	0	20353	0	0	0	0	0	282	3296	1089	7261	0	2443				
61355														10432	0	61	0	0	0	0	0	1651	8720	0	0	0	0				
61476														12081	0	3778	0	0	0	0	0	1	7396	906	0	0	0				
61757														1687		370	0					435	568	314	343						
61832														3313	0	2234	0	0	2045	0	0	154	480	445	0	0	0	Contracts Payable			
61953														155	0	102	0	0	0	0	0	17	36	0	0	0	0				
62044														896	0	89	0	0	0	0	0	17	660	130	0	0	0				
62110														2017	0	386	0	0	122	198	0	0	1631	0	0	0	0	Accrued postretirement benfits	Interco balance owed to affliliates, net		
62147														283	0	26	0	0	0	0	0	70	187	0	0	0	0				
63050														4524	0	3826	0	0	0	0	0	95	603	0	3825	0	0				
63069	2853126	0	2126613	0	0	0	0	0	563826	65590	0	728118	562683									97097									
63201														987	0	440	0	0	420	0	0	99	367	81	0	0	0	Prepaid Exp			
63573														1830	0	903	0	0	0	0	0	38	889	0	160	0	0				
63733														7541		1944	0					2047	2396	1154	1812			Cardholder Settlement Debit Cards			
64150														1440	0	1006	0	0	325	0	0	434	0	0	659	0	0	ESCROW PAYABLE			
64552														4253		1580	2151					369	153	0			966	CDFI Award - DPA			
64730														1561	0	159	0	0	0	0	0	76	521	805	0	0	0				
65205														6629	0	2271	0	0	650	0	0	11	3556	791	638	86	0	Contingent Liability			
65513	6468	0	3685	0	0	0	0	0	2485	0	0	0	3437									298									
65559														6777		5333	0					359	1085	0	5217						
65858														13103	0	1913	0	0	1036	0	0	608	9686	896	0	0	0	Right of Use Lease Liability			
66154														2311	0	957	0	0	754	0	0	482	690	182	116	0	0	Unearned Conversion Credits Received			
66275														4876	0	4190	0	0	213	339	2219	451	185	50	0	0	1378	Deferred contract credits	Accrued employee bonuses not yet paid	Investor Payable	
66677														2899		971	1303	46				1	603	21	703	13	81				
67142														443	0	29	0	0	0	0	0	305	109	0	0	0	0				
67151														9905	0	8415	0	0	0	0	0	254	1236	0	0	0	4292				
67209														35564	0	28170	0	0	13740	0	0	1002	5432	960	10408	0	0	Collateral held from Swap counterparties			
67254														121	0	0	0	0	0	0	0	0	121	0	0	0	0				
67656														24178		13203	0		10966			686	7999	2290				NET DEFERRED ANNUAL FEE			
67870														9809	0	8304	0	0	3567	0	0	352	1006	147	2558	0	1962	ESOP GUARANTEED LIABILITY			
68671														1326	0	670	0	280	0	0	0	507	149	0	19	0	0				
68756														6670		4674	0	373				386	1610	0	2583						
68831														1046	0	0	0	0	0	0	0	64	879	103	0	0	0				
69333														9153	0	0	0	0	0	0	0	1023	8130	0	0	0	0				
69678														1060	0	726	0	0	0	0	0	115	219	0	0	0	0				
70218														7225	0	6755	0	0	0	0	0	133	312	25	0	0	6752				
70414														2386	0	80	0	0	0	0	0	260	1796	250	0	0	0				
70638														1742	0	7	0	0	0	0	0	190	1545	0	0	0	0				
70955														207	0	0	80	0	0	0	0	20	107	0	0	0	0				
71073														1782	0	1245	0	137	0	0	0	57	465	15	0	0	1108				
71457														1800	0	650	0	0	342	277	0	556	594	0	0	0	0	PTO Liability	Lease Liability		
71859														2334	0	0	0	0	0	0	0	1	2333	0	0	0	0				
72258														2364	0	0	0	0	0	0	0	971	1239	154	0	0	0				
72351														282	0	0	0	0	0	0	0	56	226	0	0	0	0				
72454														433	0	0	0	0	0	0	0	201	232	0	0	0	0				
72678														5073	0	234	0	234	0	0	0	16	4823	0	0	0	0				
73116														6607	0	2023	0	0	0	0	0	54	4530	0	0	0	1719				
73152														1111	0	919	0	116	0	0	0	139	13	40	802	0	0				
73554														835	0	4	0	0	0	0	0	295	536	0	0	0	0				
73956														165	0	98	0	98	0	0	0	47	12	8	0	0	0				
74056														1392	0	1043	0	0	909	0	0	162	187	0	134	0	0	TAX CREDIT INVESTMENT LIABILITIES			
74140														17650		12339	0		4512			547	4439	325	5617			Low Income Houseing Investment Obligation			
74403														8799		4625	0	1520				668	2964	542			2197		ATM Settlement	SERP	
74449														37	0	5	0	0	0	0	0	32	0	0	0	0	0				
75259														3415	0	1699	0	0	0	0	0	854	862	0	0	0	0			PPP Forgivness WIP	
75446														1875	0	13	0	0	0	0	0	544	1291	27	0	0	0				
75455														99	0	1	0	0	0	0	0	68	30	0	0	0	0				
75633	4930861	0	1722988	0	0	0	0	0	2719542	260097	0	0	1128537									228234									
75651														222	0	0	0	0	0	0	0	197	25	0	0	0	0				
76153														232		41	119	41				34	38	0							
76443														338	0	5	0	0	0	0	0	12	289	32	0	0	0				
76854														2335	0	873	0	374	0	0	0	246	1216	0	0	53	0				
77150														296	0	0	0	0	0	0	0	159	135	2	0	0	0				
77253														1878	0	0	0	0	0	0	0	246	1632	0	0	0	0				
77422														2120	0	1746	0	63	1633	0	0	108	154	112	40	0	0	SERP Liability			
77851														66737	0	32737	0	0	0	0	0	7540	25230	1230	23558	0	0				
78157														215	0	104	0	0	0	0	0	15	77	19	0	0	0				
78241														138	0	0	0	0	0	0	0	96	42	0	0	0	0				
78559														150	0	69	0	0	0	0	0	31	32	18	0	0	0				
79042														1950		1290	0	1034				337	248	75							
79127														456	0	234	0	0	0	0	0	20	181	21	234	0	0				
79145														1687	0	403	0	403	0	0	0	398	436	450	0	0	0				
79257														166	0	0	0	0	0	0	0	20	146	0	0	0	0				
79855														582	0	0	0	0	0	0	0	292	290	0	0	0	0				
80150														2688	0	1917	0	47	24	0	0	564	207	0	1700	0	0	Deferred Revenue			
80374														717	0	44	0	0	0	0	0	1	672	0	0	0	0				
80431														369	0	0	0	0	0	0	0	185	184	0	0	0	0				
81175														4243	0	1655	0	0	1485	0	0	476	2112	0	0	0	0	ESOP Repurchase			
82033														1955	0	794	0	0	308	0	0	355	806	0	0	0	0	Accrued Retirement Plan			
82257														819	0	632	0	0	0	0	0	90	97	0	632	0	0				
82350														834	0	687	0	0	0	0	0	70	77	0	687	0	0				
83151														1665	0	631	0	0	0	0	0	668	366	0	0	0	592				
83375														10183	0	4539	0	7	0	0	0	2093	2028	1523	1968	0	2512				
83638	293062	0	241997	0	0	0	0	0	39497	2002	0	74465	123261									9566									
83834														2119	0	1656	0	0	110	0	0	71	392	0	1377	0	168	CECL for unused committments			
83852														122	0	22	0	0	0	0	0	31	69	0	0	0	0				
83955														529	0	0	0	0	0	0	0	282	247	0	0	0	0				
84046														71	0	2	0	0	0	0	0	54	15	0	0	0	0				
84541														17299	0	9775	0	129	308	0	0	2221	3879	1424	6871	0	2467	Incentive Payments			
85052														929	0	198	0	52	0	0	0	444	260	27	0	0	103				
85472														328251		272146	0		112520			12872	40861	2372		114084		Derivative Cash Collateral Liability			
85931														2359	0	1465	0	0	0	0	0	623	210	61	1455	0	0				
86349														3725	0	2816	0	0	0	0	0	174	613	122	2744	0	0				
86675														6667	0	4132	0	0	0	0	0	39	2477	19	0	0	3077				
87047														756	0	472	0	0	0	0	0	144	140	0	455	0	0				
87234														9474	0	6489	0	0	0	0	0	2418	552	15	3150	0	0				
87476														569	0	155	0	0	47	0	0	11	315	88	108	0	0	non construction LIP			
87579														4469		3056	0			1279		1	911	501					Payable to NOVO		
88231														21021	0	15358	0	2176	502	3874	0	623	2259	2781	2681	0	3915	Derivative	Mtg Repurchase Reserve		
88259														753	0	499	0	0	0	0	0	226	28	0	340	0	0				
88352														780		476	0	313				116	188	0			163				
88455														3431	0	16	0	0	0	0	0	633	2782	0	0	0	0				
88950														382	0	6	0	0	0	0	0	112	125	139	0	0	0				
89032														1238	0	0	0	0	0	0	0	307	931	0	0	0	0				
89135														1760	0	1551	0	0	0	0	0	33	176	0	1383	0	0				
89854														1057	0	361	0	0	0	0	0	576	120	0	277	0	0				
89957														1059	0	427	0	2	0	0	0	277	278	77	0	0	424				
90047														128	0	0	13	0	0	0	0	62	53	0	0	0	0				
90177														1480	0	373	0	117	34	222	0	0	1078	29	0	0	0	Unearned Profit RE Sold	Accrued Interest Payable - FHLB Advances		
90328														6204	0	4650	0	0	0	0	0	218	1030	306	1427	0	1946				
90337														6528	0	4962	0	0	0	0	0	510	1056	0	3615	0	0				
90579														4995	0	3401	0	0	0	0	0	17	1552	25	3293	0	0				
91615														411	55	55	0	0	0	0	0	69	287	0	0	0	0				
91754														8407	0	2540	0	84	0	0	0	4690	907	270	2444	0	12				
91950														856	0	726	0	0	0	0	0	66	64	0	726	0	0				
92144														55	0	0	0	0	0	0	0	55	0	0	0	0	0				
92676														10806		9554	0		2661			47	868	337			6490	Liability for Pension & Postretirement benefits			
92706														5219	0	4930	0	0	0	0	0	115	82	92	3489	0	555				
92902														58	0	20	10	0	0	0	0	5	23	0	0	0	0				
93244														1282	0	0	0	0	0	0	0	711	459	112	0	0	0				
93543														8112	0	4346	0	1738	0	0	0	1301	2174	291	1387	0	0				
93619	749	0	236	0	236	0	0	0	513	0	0	0	0									0									
94139														9573	399	6274	0	265	0	0	0	105	3194	0	4382	0	0				
94522														6232	0	5320	0	0	0	0	0	454	28	430	3152	0	490				
94755														603	0	293	0	0	0	0	0	140	0	170	0	0	0				
94858														778	0	389	0	0	207	9	173	171	198	20	0	0	0	ATM Suspense	CDAR-Incoming	Escrow Payable	
95051														14466		13646	0	9488				292	528	0			3613				
