"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
8462		0	1995	0	0	0	1996	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8631		1	401	1	0	0	400	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		
9357		0	3454	-266	264	0	4112	16	-640					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9		
9553		0	1201	0	0	0	1212	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
9807		0	28563	0	567	0	27996	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955		0	1813	0	2	0	1819	8	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
10250		0	3993	97	67	0	4734	41	-864					0	0	140	0	0	140	0	0	0	0	0	0	0	0	0	10		
10849		0	2932	60	10	0	2869	7	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11145		0	3707	223	19	0	2913	38	590					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640		0	2882	2	47	0	2966	133	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11837		0	994	0	0	0	1022	2	-26					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12030		0	13939	0	2940	0	11961	962	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12142		0	2043	60	22	0	2020	59	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12311	0		2177084	161635	85152	0	2121123	190826	0	0	5804	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15417	0	
12647		0	1117	30	2	0	1085	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
12946		0	30037	1000	266	0	25661	890	4000					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13103			22255	251	12	0	22073	81	0				0																		
13251		0	723	30	13	0	708	28	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457		0	115	12	0	0	103	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155		0	4022	20	2	0	3836	5	169					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14650		0	546	144	40	0	483	119	-2					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753		0	558	0	1	0	557	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865		0	5481	0	51	0	5435	5	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14977		0	637	30	4	0	603	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551		0	4731	0	10	0	4257	21	485					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17110		0	279	0	0	0	279	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147		0	221147	0	1289	0	223277	3419	0			0		245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	1302	
17259		0	199	43	2	0	172	18	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17950		0	5911	60	7	0	5845	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
17978		0	1437	0	0	0	1437	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18050		0	6451	150	41	0	6619	211	-148					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17		
18827		0	17847	659	66	0	14707	18	2433					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141		
18836		0	1670	69	48	0	1593	40	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18854		0	16377	1409	7	0	14734	23	250					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	
19356		0	1162	61	0	0	1014	8	95					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19936		0	4230	75	19	0	4479	28	-315					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19972		0	437	77	0	0	399	0	-39					0	0	-1	30	0	29	0	0	0	0	0	0	0	0	0	8		
20053			1712	120	9	0	1603	20	0																						
20633		0	2423	-159	8	0	3078	488	-16					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20857		0	2058	0	0	0	1960	2	100					0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	144		
21256		0	68	0	0	0	71	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359		0	480	12	0	0	468	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21658		0	2411	30	1	0	2381	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22048		0	3336	150	9	0	3465	143	-145					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22543		0	2145	-116	16	0	2273	179	151					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142		
22552		0	792	20	1	0	744	0	27					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
22730		0	1494	205	73	0	1353	137	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23456		0	2985	180	14	0	2559	7	239					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23504		0	75646	-2641	602	0	83507	5822	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-115	0	
23643		0	1460	60	56	0	1408	64	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
23755		0	2264	-50	143	0	2231	60	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24006		0	15096	15040	62	0	9296	6	-9296					0	0	0	0	0	0	0	0	361	0	0	361	0	0	0	1299		
24378		0	261	0	8	0	253	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24659		0	546	0	13	0	523	1	11					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949		0	6366	0	59	0	6312	5	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25357		0	6484	1820	407	0	6163	1556	-350					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
25647		0	3371	300	0	0	3086	15	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26765		0	47434	10030	119	0	34829	3749	6205					0	0	31	0	0	31	0	0	0	0	0	0	0	0	0	-1065		
27070		0	5856	160	1	0	5698	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200		
27548		0	11610	881	127	0	8713	519	2408					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27614		0	1658	-36	4	0	1362	15	343					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
27847		0	7660	91	506	0	7442	379	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
28013		0	41154	894	62	0	42617	2419	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28152		0	1487	44	0	0	1443	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28675		0	968	96	0	0	905	33	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28732		0	1132	65	2	0	1197	0	-132					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
29476		0	1326	171	3	0	1833	13	-668					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20		
29636		0	6397	448	217	0	5264	166	634					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17		
29878		0	17483	199	0	0	17294	10	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30052		0	442	20	0	0	422	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30502		0	11103	0	78	0	11360	93	-242					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30650		0	1250	0	0	0	135	0	1115					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
30810	0		8064000	2432416	445467	0	7374000	2119883	-68000	0	1064000			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25000	1698000	
31134		0	1607	120	38	0	1542	93	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31255		0	8683	367	53	0	8741	14	-464			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31657		0	1026	0	17	0	1011	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
31826		0	4302	406	14	0	3938	38	-18					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31835		0	1941	0	25	0	1974	58	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234		0	662	5	27	0	321	32	341					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32766		0	1189	80	0	0	1109	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32971		0	2987	28	16	0	2678	0	265					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33147		0	4610	130	2	0	4490	12	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67		
33259		0	11080	403	138	0	9928	1	612					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33370		8	149	8	0	0	141	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33839		0	103	0	0	0	103	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
33857			12210	638	17	0	11556	1	0				0																		
34434		0	2589	0	200	0	2730	693	352					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
34537		0	159715	30834	2452	0	113895	6345	18879					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555		0	2411	60	18	0	2514	41	-140					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	
34742		0	4929	0	1	0	5008	0	-80					0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0		
35057		0	2091	47	22	0	2130	12	-96			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35301	1000		120000	35000	0	0	96000	11000	0			0		0	0	0	0	0	0	2000	0	-2000	0	0	0	0	0	0	-7000	0	
35646		0	475	43	0	0	434	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
35879		0	888	0	1	0	909	22	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36456		0	2185	-650	8	0	2831	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
36933		0	3309	140	34	0	3159	24	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100		
37051		0	927	3	0	0	989	0	-65					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37341		0	1120	60	10	0	1067	17	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37435		0	15109	222	453	0	15109	675	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
37640		0	44266	1650	535	0	44168	2087	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659		0	524	28	1	0	509	14	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37949		0	2407	120	414	0	1874	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
38740		0	2708	120	4	0	2066	66	584					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
39327		0	3456	424	20	0	2624	64	452					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4		
39756		0	6559	600	140	0	6078	259	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40033		0	860	0	1	0	860	1	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
40499		0	47821	5245	342	0	45236	3002	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	
40855		0	1413	0	0	0	1413	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41553		0	702	102	2	0	643	0	-45					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
41629		0	2302	14	156	0	2117	142	157					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6		
41825		0	8113	-70	6	0	7330	20	867					0	0	9	154	0	163	0	0	0	0	0	0	0	0	0	-118	0	
42037		0	744	0	47	0	500	53	250					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42354		0	2387	246	1	0	2146	6	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
42372		0	3608	59	9	0	2627	11	924					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		
42420		0	133546	13273	1388	0	102906	11226	27205					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2480	0	
42448		0	27373	1148	314	0	25681	556	786			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42457		0	474	150	0	0	685	361	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43052			1266	60	4	0	1325	123	0																						
43351		0	5845	1200	46	0	4623	24	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43856		0	614	70	21	0	556	33	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
43959		0	934	75	2	0	830	53	80					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44040		0	4753	0	3	0	4753	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44433		0	7129	247	2	0	6880	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741		0	5319	152	48	0	4785	62	396					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		
44750		0	2151	0	3	0	2148	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
44929		0	1149	30	6	0	1142	29	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45038		0	1517	214	11	0	1916	1040	416			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
45047		0	2646	186	76	0	2680	200	-96					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8		
45056		0	478	0	0	0	478	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45430		0	835	14	5	0	821	5	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
45458		0	1531	-173	1	0	1872	5	-164					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		
45551		0	8112	400	29	0	9504	281	-1540					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540		
45560		0	15492	0	52	0	15444	124	120					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45775		0	986	0	0	0	974	0	12					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
46053		0	2945	143	140	0	2895	233	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
46941		0	1811	12	13	0	1839	53	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
47247		0	14165	600	16	0	8725	26	4850					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47500		0	4150	200	15	0	4254	6	-313					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-43		
48057		0	783	10	2	0	775	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48150		0	232	6	0	0	224	8	10					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
48374		0	12089	1450	316	0	11414	1196	105					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
48440		0	1705	0	0	0	1716	11	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49054		0	3284	0	7	0	3277	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49148		0	699	0	0	0	699	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49241		0	12431	0	171	0	9944	303	2619					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49652		0	2614	0	58	0	2888	332	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49858		0	1685	32	32	0	1621	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
49951		0	739	3	2	0	463	2	273					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
50144			592	20	22	0	570	20	0																						
50461		0	5195	100	0	0	5095	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253		0	12237	150	126	0	12062	101	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51356			178	60	4	0	114	0	0				0																		
51459		0	1487	0	14	0	1589	5	-111					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29		
51842		0	14902	0	90	0	14215	3	600					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52719		0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951		0	4010	568	266	0	3777	601	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
53051		0	700	0	0	0	700	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
54058		0	6784	0	124	0	8988	28	-2300					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54656		0	3874	-440	34	0	4344	64	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	
54973		0	69068	1018	2459	0	72216	6625	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	
55336		0	3874	373	78	0	3831	232	-176					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18		
55635		0	879	0	25	0	954	214	114					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55653		0	962	0	16	0	958	12	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
55970			6778	-143	0	0	6956	35	0																						
56258		0	2295	120	2	0	2582	9	-400					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56351		0	32003	1500	147	0	28647	791	2500					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56548		0	9013	-400	3	0	9413	3	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
56717		0	10660	152	214	0	10588	231	-63					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
57040		0	1702	0	0	0	1702	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57451		0	6297	245	2	0	4946	13	1117					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58225		0	2662	0	12	0	2749	99	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58243		0	84276	0	2112	0	77268	260	5156					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58355		0	518	23	0	0	504	9	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58551		0	2996	240	122	0	3143	509	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
58636		0	4857	135	106	0	4735	119	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20		
58757		0	1855	222	2	0	1888	257	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233		
58971		0	141009	4700	637	0	120839	1421	16254					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	
59316		0	17483	-1434	67	0	16999	615	2466					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16		
59352		0	6507	240	1	0	6266	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59370		0	4413	0	70	0	2503	20	1860					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
59754		0	900	417	0	0	455	39	67					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19		
60143	0		684000	70000	27000	0	610000	23000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7000	0	
60330		0	13082	834	485	0	12917	689	-465			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60545		0	2336	0	0	0	2336	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60554		0	894	30	0	0	868	4	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
60648		0	4697	0	64	0	4641	8	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61122		0	16905	848	151	0	14636	796	2066			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	
61355		0	17001	1053	301	0	21707	5583	-477					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-337		
61476			5521	961	0	0	4561	1	0																						
61757		0	5935	0	9	0	5926	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61832		0	1852	0	0	0	2315	18	-445					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
61953		0	558	260	2	0	673	377	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62044		0	412	118	0	0	261	0	33					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49		
62110		0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
62147		0	690	0	2	0	720	12	-20					0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	0		
63050		0	3321	150	9	0	3200	38	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63069			657792	96545	3486	0	599115	41714	360			0	3137																		
63201		0	2217	104	2	0	2133	22	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10		
63573		0	6841	30	0	0	6811	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
63733		0	10936	400	138	0	11819	148	-1273					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	
64150		0	2242	0	0	0	2242	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
64552		0	4566	201	7	0	4526	168	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64730		0	1367	13	16	0	2133	3	-792					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12		
65205		0	5386	104	0	0	5576	21	-273					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146		
65513	0		47	0	0	0	47	0	0					5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	
65559		0	4813	246	1	0	4572	6	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65858		0	15152	0	213	0	16314	599	-776					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
66154		0	1737	287	1	0	1451	2	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-156		
66275		0	6121	660	87	0	6048	674	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50		
