"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
1669																				0	849	2806	21525	508	536	0	0	0	2447	0	0	0	0	0	0	13969	0	918				
1856																				0	226	0	663	52	78	0	0	0	359	0	0	0	0	0	0	0	0	0	0			
2161																					2362	4316	17804		1284	660		377	1378					0		8464	0	0	investment in partnership		Deferred Loan Fees	
2732																				0	1369	1578	7888	0	2656	1938	0	0	2285	0	0	0	0	0	0	0	0	0	Right To Use - Lease			
2750																				0	240	0	3940	161	161	0	0	0	932	0	0	0	0	0	0	2607	0	0				
3252																				0	647	0	4991	545	776	220	0	0	3568	0	0	0	0	0	0	0	0	0	NP DDA Debits			
3458																				0	282	386	2726	105	140	0	0	0	517	0	0	0	0	0	0	1401	0	0				
3720																				0	326	2918	14785	294	333	0	0	0	1175	0	0	0	0	0	0	7117	0	2916				
3971																				0	3915	6888	37972	0	6939	4232	0	0	5156	0	0	0	0	0	0	15074	0	0	Total A/R from Holding Co or affiliate	Due from parent and affiliates - net		
4156																				0	478	285	9171	104	371	0	0	0	1388	0	0	0	0	0	0	5539	0	1110				
4231																				0	0	1735	7068	148	250	0	0	0	589	0	30	0	0	0	0	4494	0	0				
5069																				0	0	558	9062	2143	6479	0	0	0	2025	0	0	4336	0	0	0	0	0	0				
5135																				5	1285	1416	17570	734	897	68	89	0	6788	0	0	0	0	0	0	7184	0	0	Credit card clearing	ATM clearing		
5210																				0	4877	21633	133064	0	20933	13225	0	0	6702	0	0	0	0	0	0	72363	0	6556	Prepaid Pension			
5461																				0	4516	996	20127	969	2094	700	0	0	2976	0	0	0	0	0	0	9545	0	0	CRA Investment			
5751																				0	587	499	9721	0	658	328	0	0	2214	0	0	0	0	0	0	3850	369	1544	Receivable from Bond Security			
6039																					162	1047	7362	730	1757	559			2262					0		2134	0	0	Annuity Asset			
6329																				1010	1209	11464	46417	464	9542	7090			6683		89			0		14651	0	2868	UNPOSTED DEBITS			
7009																				0	0	176	16526	0	13020	0	0	0	3330	0	0	9837	0	0	0	0	0	0				
7045																				0	669	4677	7054	252	337	0	0	0	1371	0	0	0	0	0	0	0	0	0				
7072																				0	3035	2490	20650	369	4406	2557	529	0	1754	0	0	14	0	0	0	8965	0	0	Deferred Compensation	Deferred Commissions		
7456																				0	586	0	4251	0	291	171	0	0	1554	0	0	0	0	0	0	1820	0	0	HEALTH INSURANCE			
7634																				0	81	0	934	207	334	127	0	0	519	0	0	0	0	0	0	0	0	0	Late fees receivable			
8033																				0	1834	1267	7770	130	289	155	0	0	2619	0	4	0	0	0	0	1761	0	0	All Other Assets			
8462																				0	21	0	1270	0	3	0	0	0	1246	0	0	0	0	0	0	0	0	0				
8631																				0	347	719	3999	71	71	0	0	0	207	0	0	0	0	0	0	2655	0	0				
9357																				0	789	0	5743	921	3097	1935	0	0	1857	0	0	0	0	0	0	0	0	0	Suspense Acct			
9553																				0	2973	0	9952	209	332	123	0	0	2616	0	0	0	0	0	0	3002	0	1029	Nebraska Fund XV Investment			
9807																					8031	0	156699	762	2014				12775					0		38361	95518	0				
9955																				0	3067	186	4317	0	9	0	0	0	1055	0	0	0	0	0	0	0	0	0				
10250																				0	2843	0	6673	595	1000	0	0	0	2468	0	213	0	0	0	0	362	0	0	SBA Guaranteed Receivable			
10849																				0	575	1663	3918	225	496	0	0	0	1184	0	68	0	0	0	0	0	0	0				
11145																					1590	5493	19995	1347	3493		1325		1566	821				0		5074	0	2779		Great Lakes Capital Fund		
11640																				0	2550	4612	24868	617	2350	0	0	0	3899	0	0	0	0	0	0	11457	0	0				
11837																				0	109	2029	2667	0	150	0	0	0	379	0	0	0	0	0	0	0	0	0				
12030																				0	18220	2542	25784	235	900	389	0	0	2689	0	0	0	0	0	0	1433	0	0	Reclassified NSFs			
12142																				0	759	3144	12535	582	1031	0	0	0	1825	0	18	0	0	0	0	3023	0	2753				
12311	0	927844	443313	6841605	0	2130800	623471	0	0	639243	0	0	0	0	0	0	744982	876827	1078596		927844																		~Income Tax Receivable			
12647																				0	495	0	1835	363	422	0	0	0	918	0	0	0	0	0	0	0	0	0		0		
12946																				0	8747	30944	73923	1110	5465	0	0	0	12175	0	243	263	0	0	0	4089	12503	0	Prepaid taxes	clearing accounts-wires and GL	Interest rate swaps-FV adj	
13103																					8828	15941	70307	2757	24377				7437	12814				0		13724	0	0				
13251																				0	725	0	1596	66	72	0	0	0	258	0	6	0	0	0	0	541	0	0				
13457																				0	0	54	1254	0	0	0	0	0	272	0	0	0	0	0	0	928	0	0				
14155																				0	558	0	9460	471	506	0	0	0	3167	0	0	0	0	0	0	5229	0	0				
14650																				0	151	0	1980	0	253	133	0	0	157	0	0	0	0	0	0	1419	0	0	Unposted Debits			
14753																				0	181	156	1036	0	94	0	0	0	605	0	0	0	0	0	0	0	0	0				
14865																				0	1283	4438	26869	960	1735	0	0	0	7662	0	0	0	0	0	0	8000	1871	1880				
14977																				0	24	80	671	39	39	0	0	0	528	0	0	0	0	0	0	0	0	0				
16551																				0	2815	0	9547	217	280	0	0	0	1857	0	5	0	0	0	0	4595	0	0				
17110																					219	0	4077	1023	3671	1766			187					0		0	0	0	Investment Advisory/Trustee Fees Receivable			
17147																				0	41846	106722	752827	0	208243	0	0	0	89753	92753	0	0	0	0	0	215190	72580	18493				
17259																				0	375	0	3017	95	100	0	0	0	428	0	0	0	0	0	0	2114	0	0		0		
17950																				0	3535	12702	22627	403	911	450	0	0	5178	0	0	0	0	0	0	0	0	301	DFB Travelers Expense	Other assets	0	
17978																				0	436	0	1658	121	223	33	0	0	999	0	0	69	0	0	0	0	0	0	Accrued Late Charges Receivable			
18050																				0	3764	0	21832	1825	3646	0	0	0	3879	0	322	0	0	0	0	10543	0	0				
18827																				0	13371	7407	88846	4476	17357	0	0	0	13703	10113	0	0	0	0	0	20121	0	16887				
18836																				0	560	1461	8165	0	1239	627	0	0	478	0	0	0	0	0	0	4427	0	0	DEFERRED DIRECTOR FEES			
18854																					1238	5443	19682	1076	3930				9071					0		0	0	0				
19356																				0	505	0	4638	516	516	0	0	0	680	0	0	0	0	0	0	2937	0	0				
19936																				0	448	3816	13260	0	551	343	0	0	1888	0	0	0	0	0	0	6557	0	0	Prepaid Expenses			
19972																				0	33	406	6270	0	61	0	0	0	223	0	0	0	0	0	0	4107	0	1440				
20053																				0	458	450	3157	53	53	0	0	0	886	0	0	0	0	0	0	1310	0	0				
20633																				0	1571	3127	14490	1136	1463	0	0	0	928	0	0	0	0	0	0	7401	0	0	DUE FROM LIFE INSURANCE COMPANY			
20857																				0	1047	0	8542	233	403	0	0	0	6915	0	0	162	0	0	0	177	0	0				
21256																				0	59	0	540	24	24	0	0	0	84	0	0	0	0	0	0	373	0	0				
21359																				0	318	0	1218	67	176	109	0	0	539	0	0	0	0	0	0	185	0	0	Farmer MAc			
21658																					1149	173	6095	146	158				846					0		3170	0	599				
22048																				0	1166	0	10881	403	2690	0	0	0	1259	0	0	5	0	0	0	5766	0	0				
22543																				0	824	0	2735	379	851	0	0	0	1060	0	0	0	0	0	0	0	0	0				
22552																				0	778	0	2039	0	105	0	0	0	1156	0	0	0	0	0	0	0	0	0				
22730																				0	893	4524	11290	859	1070	0	0	0	1299	0	0	0	0	0	0	3504	0	0				
23456																				0	1095	0	6186	317	322	5	0	0	1669	0	0	0	0	0	0	3100	0	0	Stadium Builder			
23504																				0	104724	58877	642878	0	90497	39794	0	0	51697	0	0	0	0	0	0	282119	35963	19001	ACCRUED TAXES RECEIVABLE			
23643																				0	1761	0	9173	0	198	0	0	0	1076	0	0	0	0	0	0	3358	0	2780				
23755																				0	560	0	7853	186	466	0	0	0	1073	0	0	0	0	0	0	5754	0	0				
24006																				0	6070	22489	91126	8006	18698	9600	0	0	7371	0	0	0	0	0	0	32760	0	3738	CURRENT TAX RECEIVABLE TOTAL			
24378																				0	320	211	1094	0	302	0	0	0	261	0	0	0	0	0	0	0	0	0				
24659																				0	56	0	667	0	41	0	0	0	570	0	0	0	0	0	0	0	0	0				
24949																				0	1581	3134	17428	342	398	0	0	0	1811	0	0	0	0	0	0	10504	0	0				
25357																				0	4044	0	11903	321	886	297	0	0	6973	0	0	150	0	0	0	0	0	0	Bookkeeper rejects			
25647																					1315	1635	5403	299	1010				1443			711		0		0	0	0				
26765																				0	21176	0	116255	6558	12521	0	0	0	10485	0	0	4945	0	0	0	53023	496	18554				
27070																				0	7115	6680	49133	0	1599	0	0	0	2751	433	0	0	0	0	0	30988	0	0				
27548																				0	1930	14906	40479	1445	7576	0	155	5000	4136	0	0	743	0	0	0	11931	0	0		Low Income Tax Housing	SBA Fund	
27614																				0	1099	8331	21095	456	996	383	0	0	1975	0	0	0	0	0	0	8694	0	0	ATM Conversion Account			
27847																				35	2251	0	27526	1185	1488	2	0	0	4573	0	181	85	0	0	0	14599	0	4615	Deed Stamp Inventory			
28013																					50443	42155	287573	2181	7583	5147			17721					0		104839	0	64832	City and State Taxes			
28152																					641	0	7193	138	1698				1195	1560				0		3659	0	0				
28675																					1484	1631	4099	137	178				806					0		0	0	0				
28732																				0	162	1015	2825	0	117	0	0	0	495	0	0	0	0	0	0	1036	0	0				
29476																				0	637	374	5305	422	460	0	0	0	871	0	0	0	0	0	0	2963	0	0				
29636																				0	3015	29077	66791	3068	3871	0	0	0	4766	0	0	0	0	0	0	18883	820	6359				
29878																					2457	10472	27736	123	8862	140	5144		5945			725		0		0	0	0	Seat License, CRA Investment, Interest Free Loans	Additional Minimum Liabilty Pension		
30052																				0	122	0	293	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0				
30502																				0	4190	13552	28981	0	7622	0	0	0	3617	5630	0	0	0	0	0	0	0	0				
30650																				0	432	398	1495	0	279	0	0	0	386	0	0	0	0	0	0	0	0	0				
30810		28306	2327533	3790383		145867			75423	1288677					0		0	0	0																						Income Tax Receivable	
31134																					115	1051	3423	464	494				1087					0		676	0	0				
31255																				0	3707	0	27419	1831	2927	0	0	0	5394	0	0	0	0	0	0	13312	0	2079				
31657																				0	382	0	5413	0	224	0	0	0	753	0	0	0	0	0	0	0	0	4054	Prepaid - Other	Late Fees		
31826																					1817	1769	11799	435	1813	1070			1545					0		4855	0	0	Deferred Compensation			
31835																				0	1939	1563	19251	476	692	0	0	0	1776	0	0	0	0	0	0	12408	0	873				
32234																				0	2327	7986	17202	0	4776	0	0	0	2113	0	1474	0	0	0	0	0	0	0				
32766																				0	1989	0	2482	92	203	0	0	0	290	0	0	0	0	0	0	0	0	0				
32971																				0	1391	2722	16082	941	1079	0	0	0	1107	0	23	0	0	0	0	9484	0	299				
33147																				0	793	0	8358	287	1380	438	0	0	2733	0	0	0	0	0	0	2689	0	763	Other Investments - Annuities			
33259																				0	2125	6986	30945	820	3228	1055	0	0	2991	0	0	0	0	0	0	15615	0	0	PB Wyncrest LLC			
33370																				0	299	257	574	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0				
33839																				0	79	0	616	32	278	225	21	0	259	0	0	0	0	0	0	0	0	0	Primarily Negative Accrued FASB Tax Liability	Fiserv Reserve Requirement		
33857																					11299	0	20677	2266	2348				7030					0		0	0	0				
34434																				0	1045	0	6537	802	1725	0	0	0	1410	0	0	0	0	0	0	2357	0	0				
34537																					71255	123645	644146	41621	109503				45863	35240				0		278255	0	15625	Deferred Comp			
34555																					4427	0	15905	783	996				2875		118	1		0		7607	0	0				
34742																				0	3509	2419	20355	539	1334	0	0	0	2104	0	0	0	0	0	0	10989	0	0				
35057																				0	856	32	5627	250	711	0	0	0	1083	0	0	0	0	0	0	2187	0	758				
35301	0	410000	1054000	40466000	0	34466000	21415000	0	0	835000	0	0	0	0	0	0	644000	3057000	0		407000																		Collateral deposits, net			
35646																				0	1486	605	5691	0	126	0	0	0	324	0	0	0	0	0	0	3150	0	0				
35879																				0	1076	4934	14524	260	468	130	0	0	692	0	0	0	0	0	0	7354	0	0	ACCRUED TAXES			
36456																				0	299	1698	4425	297	297	0	0	0	1287	0	0	0	0	0	0	844	0	0	Note Receivable UniBanc Holding co.			
36933																				0	398	2893	9025	498	594	0	0	0	1399	0	0	0	0	0	0	3741	0	0				
37051																				0	590	0	1614	0	98	0	0	0	705	0	0	0	0	0	0	221	0	0				
37341																				0	611	0	2239	0	43	0	0	0	396	0	0	0	0	0	0	1189	0	0				
37435																				61	1210	12243	28421	2113	8796	4400	0	0	6172	0	0	0	0	0	0	0	0	0	Investment - Fed HTC			
37640																				0	14856	62436	216513	0	40528	0	0	0	16194	0	0	0	0	0	0	54065	0	28434				
37659																				57	50	0	2142	11	637	0	0	0	420	0	0	0	0	0	0	1035	0	0				
37949																				0	481	0	9434	0	153	0	0	0	1892	0	0	0	0	0	0	6908	0	0				
38740																				0	2120	4230	15107	406	532	0	0	0	1489	0	0	0	0	0	0	6736	0	0				
39327																				0	471	4382	30109	734	2575	128	1127	0	2130	0	191	0	0	0	0	20051	500	0	Other deposits	Annuity		
39756																					957	0	20236	828	1714				6185			316		0		7999	0	3381	0			
40033																				0	316	0	4084	163	836	636	0	0	217	0	0	0	0	0	0	928	0	1787	Deferred Comp			
40499																					28533	14149	195066		40601	14877			16948					0		87559	1871	5405	DEFERRED COMPENSATION PLAN			
40855																				0	849	0	2065	0	94	0	0	0	1122	0	0	0	0	0	0	0	0	0				
41553																				0	343	0	3074	51	51	0	0	0	806	0	0	0	0	0	0	1874	0	0				
41629																				0	1408	314	5997	0	2802	1032	1220	0	991	0	0	0	0	0	0	482	0	0	Low Income Housing Investment	Unrealized Gain/Loss		
41825																					1527	5304	17836	894	1613				2464					0		4945	0	1983	Other Assets	Health Insurance Reserve		
42037																				0	46	1184	4151	0	76	0	0	0	519	0	0	0	0	0	0	2052	0	274				
42354																				5	623	0	6875	158	163	0	0	0	1278	0	0	0	0	0	0	4811	0	0				
42372																				0	216	3805	12668	591	718	0	0	0	1288	0	0	0	0	0	0	6641	0	0				
42420																				1004	46394	72567	480795	14167	97628	24941			36914	45890				0		147855	69687	9750	Limited Partnership Investments			
42448																				0	8660	2038	45545	1982	3440	0	0	0	10669	0	310	0	0	0	0	20738	0	0				
42457																				0	616	0	1693	158	591	0	0	0	486	0	0	0	0	0	0	0	0	0				
43052																				0	2294	127	7653	31	446	0	0	0	458	0	0	0	0	0	0	4328	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	824	67	7744	252	417	0	0	0	3977	0	0	0	0	0	0	0	1281	1178				
43856																				0	1161	359	4006	221	750	378	0	0	203	0	0	0	0	0	0	1533	0	0	Real estate wires			
43959																				0	478	3266	10348	107	112	0	0	0	963	0	0	0	0	0	0	5529	0	0				
44040																				0	1393	5649	17070	251	305	0	0	0	3795	0	0	0	0	0	0	5928	0	0				
44433																					3443	3053	9885	719	1114				2275	80				0		0	0	0				
44741																				0	1459	2641	7586	488	808	0	0	0	2678	0	0	0	0	0	0	0	0	0				
44750																				0	1029	2542	9954	0	359	0	0	0	684	0	0	0	0	0	0	3552	0	1788				
44929																					616	0	4595	229	235				497					0		1442	0	1805				
45038																				0	219	3833	7189	0	159	0	0	0	903	0	0	0	0	0	0	2075	0	0				
45047																				8	598	0	2834	566	642	0	0	0	1594	0	0	0	0	0	0	0	0	0				
45056																				0	222	386	1577	143	143	0	0	0	826	0	0	0	0	0	0	0	0	0				
45430																				0	254	2380	6698	0	120	0	0	0	358	0	0	0	0	0	0	1971	0	1615				
45458																				0	2847	3238	11135	399	409	0	0	0	1700	0	0	3	0	0	0	2843	98	0				
45551																				0	6304	10580	50640	1248	5914	3876	0	0	10859	0	59	0	0	0	0	13893	0	3090	EFA Vendor Commissions	Investor Holding/Clearing		
45560																					14806	0	66279	10339	14282				7123					0		26011	0	4057				
45775																				0	934	2016	7990	0	207	0	0	0	497	0	0	0	0	0	0	4336	0	0				
46053																				0	2706	0	10860	324	444	0	0	115	1331	0	0	0	0	0	0	6048	0	331	Passport Prefunded Transactions	Interest Rate Swap	Right of use lease  Prior Lake	
46941																				0	285	0	5963	0	196	0	0	0	832	0	0	0	0	0	0	1742	0	2908				
47247																					7672	1375	44014	2368	12621				3188	305	294			0		19158	0	0				
47500																				0	681	916	21031	1701	1939	0	0	0	1215	0	0	0	0	0	0	16280	0	0				
48057																				0	621	1053	4781	85	85	0	0	0	1185	0	0	0	0	0	0	1837	0	0				
48150																				0	277	176	1512	31	31	0	0	0	263	0	0	0	0	0	0	765	0	0				
48374																				0	11928	0	65620	0	11095	0	0	0	13345	0	0	6708	0	0	0	28129	0	1123				
48440																				0	947	2153	8249	0	58	11	0	0	816	0	0	0	0	0	0	4275	0	0	Prefunding account			
49054																				0	2498	0	3952	0	297	0	0	0	1157	0	0	0	0	0	0	0	0	0				
49148																				0	284	138	2921	0	91	0	0	0	736	0	0	0	0	0	0	1672	0	0				
49241																				0	13234	5280	58254	1749	3433	0	0	0	4885	0	0	0	0	0	0	24414	0	7008				
49652																				0	1024	995	8519	81	92	0	0	0	1402	0	0	0	0	0	0	5006	0	0				
49858																				0	1082	228	6148	0	226	0	0	0	427	0	0	0	0	0	0	4185	0	0	Prepaid Service Contracts			
49951																				0	319	0	5256	0	415	0	0	0	1606	0	0	0	0	0	0	2916	0	0				
50144																				0	356	446	5047	0	169	0	0	0	345	0	0	0	0	0	0	3731	0	0				
50461																					0	1999	2700	35	35				666					0		0	0	0				
51253																				0	6295	0	22589	1582	5199	3151	0	0	5235	0	0	0	0	0	0	5860	0	0	Taxes			
51356																					0	0	223	46	46				177					0		0	0	0				
51459																				0	3144	670	11489	208	209	1	0	0	2619	0	0	0	0	0	0	4847	0	0	CDARS Outgoing RBP			
51842																					688	3233	12397	405	2950	2220			1571					0		3955	0	0	FASB 115 Sed G (l) Def Tax			
52719																				0	6402	29501	93837	0	57934	0	0	0	0	0	0	52841	0	0	0	0	0	0				
52951																				59	1305	2525	7788	158	222	0	0	0	3736	0	0	0	0	0	0	0	0	0				
53051																				0	5	0	454	0	30	0	0	0	419	0	0	0	0	0	0	0	0	0				
54058																					1801	542	7166		64				4759					0		0	0	0	Accrued Income Tax Receivable			
54656																				0	4664	0	32839	218	456	0	0	0	9602	0	0	0	0	0	0	13977	0	4140				
54973																					125164	112345	483335	9134	34857	21525			27136					0		183833	0	0	Prepaid Pension Benefit			
55336																				0	2355	3182	12474	1860	1974	0	0	0	2123	0	0	0	0	0	0	2840	0	0				
55635																				0	279	498	2527	288	1168	0	0	0	582	0	0	0	0	0	0	0	0	0				
55653																				0	310	122	932	0	84	0	0	0	416	0	0	0	0	0	0	0	0	0				
55970																				0	1333	3480	25329	1013	1198	0	0	0	1665	0	0	0	0	0	0	13451	0	4202				
56258																				0	8	0	6167	128	324	0	0	0	1628	0	0	0	0	0	0	4207	0	0				
56351																					30551	9544	130242	5759	15279	5240			15417					0		59451	0	0	Right of Use Asset			
56548																				0	3800	2348	17119	402	920	265	0	0	1846	0	0	0	0	0	0	8205	0	0	MoneyGram Reserve Account			
56717																				0	4233	8560	49406	0	6374	2965	1830	0	3213	0	0	0	0	0	0	22639	0	4387	FIXED ANNUITY INVESTMENTS	ROU Lease Assets		
57040																				0	282	1328	2985	85	85	0	0	0	1290	0	0	0	0	0	0	0	0	0				
57451																				0	1207	10149	22805	654	815	0	0	0	2842	0	0	0	0	0	0	7792	0	0				
58225																				19	1065	3070	13354	335	828	0	0	0	1132	0	70	0	0	0	0	6066	0	1193				
58243																					37413	23718	313811	5234	99318	19908			20818	61855	5391	5853		0		93481	39063	0	NMTC Receivable			
58355																				0	272	0	509	53	53	0	0	0	184	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	8646	0	686	156	254	118	2241	0	0	0	0	0	0	5207	0	512	WARRANTS	FHLB STOCK	Bankers Bancorp Stock	
58636																				30	1800	4150	20582	844	1681	727	0	0	2661	0	0	0	0	0	0	3518	0	6772	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																				0	2665	3112	11343	125	1206	1040	0	0	2091	0	0	0	0	0	0	2269	0	0	Agency Receivable			
58971																					15420	49694	205665		23308	7157			30630					0		86613	0	0	Pension Asset			
59316																				0	7924	23301	94123	7214	9817	0	0	0	7275	0	0	0	0	0	0	35528	1349	8929				
59352																				0	118	1715	11827	135	161	0	0	0	2111	0	0	0	0	0	0	7722	0	0				
59370																				0	268	1803	14891	294	436	65	37	0	874	0	28	12	0	0	0	8893	0	2617	Income Tax Receivable	Other Assets		
59754																				0	896	0	2450	664	1147	0	0	0	407	0	0	483	0	0	0	0	0	0				
60143		1146000	1135000	5772000		1728000	919000			358000					0		1377000	28000	0		1146000																		Pension plan assets			
60330																				0	981	2536	32927	2045	7275	0	0	0	3269	5038	0	0	0	0	0	10612	0	8254				
60545																				0	1113	477	3506	0	33	0	0	0	1883	0	0	0	0	0	0	0	0	0				
60554																				0	239	0	1932	0	93	0	0	0	986	0	0	0	0	0	0	614	0	0				
60648																				0	712	3959	14588	0	825	0	0	0	1904	0	0	0	0	0	0	6029	0	1159				
61122																				0	4490	11031	89026	3994	19618	1990	8620	0	6924	0	0	0	0	0	0	46963	0	0	Lease operating asset	Pension asset		
61355																				0	8909	11820	54410	2050	5157	1216	0	0	6904	0	0	0	0	0	0	21620	0	0	ANNUITY			
61476																				0	17005	5173	54650	269	2227	0	0	0	3748	0	0	1908	0	0	0	26497	0	0				
61757																					1520	1067	14478	245	408			160	1617					0		9866	0	0			Debit Card Settlement	
61832																				0	1826	6065	21800	302	504	0	0	0	2989	0	0	0	0	0	0	5382	0	5034				
61953																				0	259	0	937	0	114	0	0	0	564	0	0	0	0	0	0	0	0	0				
62044																				0	82	32	1896	339	1001	648	0	0	127	0	0	0	0	0	0	654	0	0	Due from holding company			
62110																				0	126	296	549	0	72	0	0	0	55	0	0	0	0	0	0	0	0	0				
62147																				0	326	0	2681	129	179	0	0	0	387	0	0	0	0	0	0	1789	0	0				
63050																				0	25	3849	13505	0	78	0	0	0	1808	0	0	0	0	0	0	7745	0	0				
63069	0	427762	879053	2914183	0	885071	529051	0	0	364366	0	0	0	0	0	0	104771	253160	0		427762																		Affordable Housing Investments commitment			
63201																				0	412	2447	7070	663	915	0	0	0	968	0	0	0	0	0	0	2328	0	0				
63573																				0	2995	3544	9710	425	1881	0	0	0	1290	0	87	0	0	0	0	0	0	0				
63733																					4148	11721	54790	803	6060	3654			6184		230			0		21409	0	5268	Insurance Annuity Asset			
64150																				0	1166	0	7504	0	900	0	0	0	1848	0	344	0	0	0	0	3590	0	0				
64552																					1284	0	16032		8844	2818			1015				2786	0		4889	0	0	Escrow/Foreclosure Advance			
64730																				0	550	4915	6566	0	160	0	0	0	941	0	0	0	0	0	0	0	0	0	OTHER			
65205																				0	912	4441	55248	880	1956	0	0	0	2999	0	130	0	0	0	0	31763	0	13177				
65513		375	0	3688	1111	1981				1332					0		0	0	0		375																					
65559																					0	13916	33967	819	1020				5919		101			0		13112	0	0				
65858																				0	789	2659	39964	2296	11363	5908	0	0	9309	0	0	0	0	0	0	14270	0	1574	Artwork			
66154																				0	1334	432	9967	604	939	0	0	0	1314	0	0	0	0	0	0	5948	0	0				
66275																				0	934	2017	9916	448	499	0	0	0	4969	0	0	0	0	0	0	1497	0	0				
66677																					6840	0	15431	340	3299	2306	144		909	61				0		4047	0	336	FHLB MPP - Lenders Risk account	OH Franchise Tax		
67142																				0	2394	0	4422	488	970	0	0	0	1058	0	482	0	0	0	0	0	0	0				
67151																				0	1709	0	9672	0	4435	0	0	0	3528	3090	0	0	0	0	0	0	0	0				
67209																				0	6422	9667	50861	0	11597	3624	0	0	4934	3780	0	0	0	0	0	18241	0	0	Operating Lease ROU			
67254																				0	0	0	137	0	98	0	0	0	39	0	0	0	0	0	0	0	0	0				
67656																					2458	16346	30480	1058	4209				4576					0		2891	0	0				
67870																				0	1173	2641	18641	378	1952	1480	0	0	1292	0	0	0	0	0	0	11583	0	0	AR - SBA GUARANTEE			
68671																				0	1084	0	3317	947	1549	0	0	0	684	434	0	0	0	0	0	0	0	0				
68756																					1751	0	20090	795	2966				5763	1839				0		9610	0	0	NSF Non Post Cash Items			
68831																				0	989	1488	5769	0	532	0	0	0	931	0	0	0	0	0	0	1829	0	0				
