"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
178244																																																																																																																																		152662	1668																																																																																																														
178356																																																																																																																																		139199	378																																																																																																														
178851																																																																																																																																		576581	4746																																																																																																														
179148																																																																																																																																		255247	2029																																																																																																														
179335																																																																																																																																		191407	1364																																																																																																														
179700																																																																																																																																		707410	5388	0	0	506877	7438	1820	5618	0	0	0	0	0	0	4950	161402	0	0	0	0	0	0	0	0	0	0	0	44064	13	2264	572	39004	7021	169284	270175	282534	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70926	35463	0	0	5672	29791	7021	169284	276385	313410	0	33857	138193	313410	506877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180144																																																																																																																																		132565	752	0	0	86209	6784	960	5824	0	2000	0	2000	0	0	1965	32517	11490	0	112	0	112	0	0	0	0	0	0	5550	0	0	0	5120	2925	40453	37386	57653	87	87	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2925	40453	37386	57740	0	8091	18693	57740	86209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180537																																																																																																																																		123546	1367																																																																																																														
180845																																																																																																																																		161791	1018																																																																																																														
181963																																																																																																																																		256092	1870	0	365	120338	23176	22160	1016	0	0	0	0	0	0	55229	35943	4502	0	0	0	0	0	0	0	0	0	0	4958	511	120	0	4327	78629	37079	87111	62092	57	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5542	2771	0	0	0	2771	78629	37079	87111	66903	0	7416	43556	66903	119973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182951																																																																																																																																		678006	5908	0	290	506070	36153	20784	15369	0	0	0	0	0	0	0	79442	5603	0	2000	0	2000	0	0	0	0	0	0	39510	321	2272	0	36492	24302	99083	190053	374969	0	0	0	0	0	0	0	0	0	0	0	0	283	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24302	99083	190053	390762	0	19817	95027	390762	505780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183668																																																																																																																																		905329	9730	0	213	766781	46760	20318	26442	0	0	0	0	0	0	35530	116027	0	0	0	0	0	0	0	0	0	0	0	27891	54	5499	0	21104	57446	147968	8768	715539	156	156	0	0	0	156	350	175	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18364	9182	0	0	0	9182	57446	147968	8768	729718	0	29594	4384	729718	766568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183770																																																																																																																																		666142	4352	0	0	485751	18287	3342	14945	0	0	0	0	0	0	7444	46863	0	6750	0	0	0	0	1328	0	0	0	0	41445	32	2392	188	34635	10818	67567	229468	334784	0	0	0	0	0	0	0	0	0	0	0	0	1023	205	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	336	168	0	0	0	168	10818	71619	229468	336631	0	14324	114734	336631	485751	3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183958																																																																																																																																		280680	3407																																																																																																														
184656																																																																																																																																		208941	575	0	0	91190	10977	1311	9666	0	0	0	0	0	0	22593	128625	0	0	334	0	334	0	0	0	0	0	0	6095	0	0	0	6095	23904	138625	17444	50585	1650	1650	0	0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23904	138625	17444	54741	0	27725	8722	54741	91190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184759																																																																																																																																		60426	414																																																																																																														
185251																																																																																																																																		23110	225																																																																																																														
185448																																																																																																																																		122942	311																																																																																																														
185859																																																																																																																																		865833	16010																																																																																																														
186221																																																																																																																																		1434808	11651	0	0	1246003	53840	41418	12426	0	0	0	0	0	0	25485	111291	33544	25500	809	0	809	0	1508	0	0	0	1508	91107	900	4125	227	82871	70034	129015	228497	1006826	73	73	0	0	0	73	703	352	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153115	76558	0	0	2824	73734	70034	135273	232945	1093083	0	27055	116473	1093083	1246003	1508	0	0	0	0	0	0	0	0	0	0	0	4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186548																																																																																																																																		173327	1562																																																																																																														
186717																																																																																																																																		900536	8989																																																																																																														
186744																																																																																																																																		1624101	14291	0	0	1552967	25879	14818	11061	0	0	0	0	0	0	74564	267934	24759	42106	0	0	0	0	0	0	0	0	0	72818	1657	4312	755	59618	92315	290796	153668	1038036	113	113	0	0	0	113	0	0	0	0	0	0	11265	2253	0	0	0	2253	43	43	0	0	43	0	0	0	0	0	0	0	271416	135708	0	0	0	19131	92315	290884	153711	1090748	0	58177	76856	1090748	1552967	81	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187648																																																																																																																																		25033	579	0	413	13520	5245	5245	0	0	0	0	0	0	0	420	2110	0	0	0	0	0	0	0	0	0	0	0	1961	0	0	0	1410	5665	2110	9166	8513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5665	2110	9169	8513	0	422	4585	8513	13107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187947																																																																																																																																		1972913	21081	0	127	1676342	28450	16453	11997	0	7500	0	0	0	7500	67026	254580	103218	244	769	0	769	0	0	0	0	0	0	86876	1649	9215	915	70889	85128	299960	261710	1279531	7989	7989	0	0	0	7989	0	0	0	0	0	0	3837	767	0	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	92834	46417	0	0	0	46417	85915	311538	261710	1388540	0	62308	130855	1388540	1676215	10186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188056																																																																																																																																		433534	2556	0	504	164182	205594	196745	8849	0	0	0	0	0	0	49853	2453	0	227	0	0	0	0	0	0	0	0	0	2989	0	543	0	2442	246899	11845	42536	136425	0	0	0	0	0	0	0	0	0	0	0	0	175	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246899	11845	42536	140190	0	2369	21268	140190	163678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188177																																																																																																																																		166156	417																																																																																																														
188430																																																																																																																																		522061	5069	0	660	358689	76512	63255	13257	0	0	0	0	0	0	3882	11554	0	0	0	0	0	0	0	0	0	0	0	25166	1966	4321	554	16017	69103	52172	154037	243099	280	280	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23159	11580	0	0	0	11580	69103	52172	154037	259115	0	10434	77019	259115	358029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188449																																																																																																																																		313447	2519																																																																																																														
188720																																																																																																																																		322831	1400	0	0	223142	13539	3648	9891	0	0	0	0	0	0	993	59170	17293	7145	2513	0	2513	0	0	0	0	0	0	19698	95	217	1058	16570	6152	71791	122943	133944	221	221	0	0	0	221	158	79	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6152	71791	122943	143889	0	14358	61472	143889	223142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188739																																																																																																																																		65789	673																																																																																																														
188917																																																																																																																																		184433	903																																																																																																														
189129																																																																																																																																		1155783	6559	0	0	725082	60226	43874	16352	0	238222	39608	199896	0	0	29976	100962	469	29182	0	0	0	0	0	0	0	0	0	53748	632	1691	5	46085	121915	320265	188030	531961	60	60	0	0	0	60	1227	614	0	0	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17571	8786	0	0	0	4825	150435	320265	188030	541199	0	64053	94015	541199	725082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189745																																																																																																																																		1191380	11243	0	0	1062752	39590	33575	6015	0	59667	0	58816	794	0	14140	147507	1569	46086	0	0	0	0	0	0	0	0	0	51622	116	3851	463	46123	52944	216189	138938	805395	0	0	0	0	0	0	975	488	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	1388	1388	0	0	1388	0	100625	50313	0	0	0	50312	52944	216189	140326	868552	0	43238	70163	868552	1062752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189950																																																																																																																																		138586	1423	0	550	69808	13078	8119	4959	0	0	0	0	0	0	47318	5552	533	0	3511	0	3511	0	0	0	0	0	0	6552	140	10	1	6127	55577	20916	921	63682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55577	20916	921	63682	0	4183	461	63682	69258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190563																																																																																																																																		272709	1011																																																																																																														
190648																																																																																																																																		259873	2052	0	0	197213	13532	6121	7411	0	0	0	0	0	0	30182	40841	0	0	0	0	0	0	0	0	0	0	0	6347	0	321	0	5850	36482	50997	14100	165023	486	486	0	0	0	486	925	463	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14923	7462	0	0	0	7462	36482	50997	14100	178176	0	10199	7050	178176	197213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190947																																																																																																																																		136164	1001	0	289	56936	28032	26417	1615	0	22242	22242	0	0	0	23153	3027	200	0	4331	0	0	0	0	0	0	0	0	3033	188	172	0	2673	72077	4814	14456	46688	49	49	10	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72087	4814	14495	48725	0	963	7248	48725	56647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190956																																																																																																																																		185116	1883																																																																																																														
191355																																																																																																																																		407584	3830	0	929	244075	24758	24513	245	0	0	0	0	0	0	13584	151398	30864	10109	0	0	0	0	0	0	0	0	0	6444	0	0	0	6436	38097	152060	67701	166575	0	0	0	0	0	0	302	151	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11711	5856	0	0	0	5856	38097	152060	67701	179791	0	30412	33851	179791	243146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191935																																																																																																																																		1214437	9575	0	286	783882	9909	8012	1897	0	100673	79192	0	21907	0	180465	28714	0	61734	0	0	0	0	0	0	0	0	0	26509	0	6913	8101	11495	273974	160549	176173	640263	2822	2822	0	0	0	2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22551	11276	0	0	0	11276	273974	185865	176173	658185	0	37173	88087	658185	783596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192147																																																																																																																																		523416	4804																																																																																																														
192558																																																																																																																																		548128	4579	0	696	323725	26527	23639	2888	0	0	0	0	0	0	93551	100678	13328	0	0	0	0	0	0	0	0	0	0	18724	238	1329	124	14733	118010	107036	112385	230260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8105	4053	0	0	0	4053	118010	107036	112385	239610	0	21407	56193	239610	323029	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192651																																																																																																																																		60688	524	0	0	43782	5093	4604	489	0	0	0	0	0	0	5155	6022	2116	2953	0	0	0	0	0	0	0	0	0	2393	0	148	0	1406	9759	8298	7639	36134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	180	0	0	0	180	9759	8298	7639	38302	0	1660	3820	38302	43782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192857																																																																																																																																		226590	2825	0	757	165442	19411	8428	10983	0	0	0	0	0	0	11024	58608	5424	0	0	0	0	0	0	0	0	0	0	5045	0	267	0	4778	19452	71719	24181	122696	364	364	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19583	9792	0	0	0	9792	27772	71719	24181	137382	0	14344	12091	137382	164685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193162																																																																																																																																		130756	1680	0	542	91008	12675	2160	10515	0	4732	4101	631	0	0	0	0	0	0	1570	0	1570	0	0	0	0	0	0	6377	144	130	552	5431	6405	15225	47459	63227	5500	5500	5500	0	0	0	0	0	0	0	0	0	190	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11905	15225	48068	63929	0	3045	24034	63929	90466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193537																																																																																																																																		144350	1366	0	313	100272	7627	1755	5872	0	0	0	0	0	0	1226	31483	12128	0	5081	0	5081	0	0	0	0	0	0	6291	5	232	129	5925	4041	44126	29368	72650	215	215	0	0	0	215	365	183	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	305	0	0	0	305	4041	44490	29833	74918	0	8898	14917	74918	99959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193649																																																																																																																																		309910	1656																																																																																																														
193809																																																																																																																																		2246911	8436	0	0	1838887	16849	7379	9470	0	0	0	0	0	0	72429	52912	46340	127569	0	0	0	0	0	0	0	0	0	77269	0	12278	0	57617	80169	74660	880230	1049591	17366	17366	0	0	0	17366	353	177	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182679	91340	0	0	12931	58485	83362	74660	893161	1155481	0	14932	446581	1155481	1838887	2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2815	0	0	0	0	0	0	0	0	0	0	0	0	0	
194440																																																																																																																																		273537	1892	0	0	167727	23636	0	23636	0	0	0	0	0	0	44187	18432	834	110	0	0	0	0	0	0	0	0	0	7371	0	0	0	6077	44187	42068	85799	106578	281	281	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44187	42068	85799	110611	0	8414	42900	110611	167727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194570																																																																																																																																		183734	1311																																																																																																														
194936																																																																																																																																		198682	2815																																																																																																														
195111																																																																																																																																		1336953	8003	0	0	1150675	53948	41461	12487	0	0	0	0	0	0	61815	166326	28	15406	0	0	0	0	0	0	0	0	0	89127	86	5766	190	70493	104847	184579	87074	964638	0	0	0	0	0	0	6135	3068	0	0	0	3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42466	21233	0	0	898	1772	110817	184579	90475	987653	0	36916	45238	987653	1150675	6306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195157																																																																																																																																		59077	412																																																																																																														
195456																																																																																																																																		97343	754	0	0	67662	7001	6306	695	0	0	0	0	0	0	3019	3454	996	0	3940	0	3940	0	0	0	0	0	0	5072	148	260	14	4650	10146	14085	20306	53860	50	50	50	0	0	0	325	163	118	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10314	14085	20306	54692	0	2817	10153	54692	67662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196752																																																																																																																																		143227	1414																																																																																																														
196800																																																																																																																																		1340291	9266																																																																																																														
197142																																																																																																																																		393615	2687																																																																																																														
197254																																																																																																																																		51146	499																																																																																																														
197302																																																																																																																																		588027	4326																																																																																																														
197478	380089	0	0	0	0	0	0	10630	10630	0	0	0	20726	20726	0	29924	0	1631157	136206	5047	0	0	0	0	0	0	0	0	107382	107382	0	0	0	0	0	101714	0	0	276353	55271	4278	0	0	50993	0	1017	3822062	0	706567	85224	0	349923	26	271394	0	24577	0	0	24577	0	0	0	0	0	24577	0	137223	5047	0	0	0	0	0	0	0	983	0	205835	12618	0	0	0	0	0	0	51683718	0	2371297	10103861	6047258	4425514	251581	0	25000	73745	10625	0	0	0	953	1682	35	0	0	0	1169458	836798	0	2414997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185917	0	0																			0	0	0	0																																																																																										
197759																																																																																																																																		456065	4288	0	0	346266	8217	5104	3113	0	0	0	0	0	0	23744	52565	500	1000	15448	0	15448	0	0	0	0	0	0	24466	75	2565	251	17055	29877	77540	84958	264421	700	700	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8151	4076	0	0	0	4076	29877	77540	84958	277311	0	15508	42479	277311	346266	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198073																																																																																																																																		103117	936																																																																																																														
198149																																																																																																																																		636196	4682	0	0	471244	30952	19432	11520	0	0	0	0	0	0	53405	128883	5653	675	601	0	601	0	0	0	0	0	0	41166	216	2971	165	33963	73053	146919	77053	364200	870	870	0	0	0	870	328	164	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22953	11477	0	0	0	11477	74972	146919	77053	394037	0	29384	38527	394037	471244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198251																																																																																																																																		251399	2336	0	0	208685	10425	5902	4523	0	500	0	0	500	0	10044	49839	48	1781	0	0	0	0	0	0	0	0	0	13015	19	3778	0	6892	15965	61770	23896	155212	361	361	0	75	0	286	58	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20106	10053	0	0	0	10053	15965	61874	23896	168682	0	12375	11948	168682	208685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198961																																																																																																																																		179787	1730	0	333	111813	28385	20431	7954	0	0	0	0	0	0	10859	9363	12874	0	3824	0	3824	0	0	0	0	0	0	6853	12	296	0	6013	32347	21437	59279	69085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10525	5263	0	0	0	5263	32347	21437	59279	74564	0	4287	29640	74564	111480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199137																																																																																																																																		187536	475																																																																																																														
199351																																																																																																																																		235750	2050	0	0	171844	18227	13227	5000	0	3730	2985	0	745	0	16366	0	15540	0	0	0	0	0	0	0	0	0	0	16577	601	537	0	12408	33179	9752	51585	143591	510	510	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33179	9752	51585	144101	0	1950	25793	144101	171844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199436																																																																																																																																		280915	2806	0	216	210839	11160	4669	6491	0	17616	2613	1147	15977	0	4060	27430	10943	0	10890	0	10890	0	0	0	0	0	0	9290	0	0	0	8091	11342	45958	67119	164914	220	220	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11342	45958	69423	165134	0	9192	34712	165134	210623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199463																																																																																																																																		625201	7496																																																																																																														
200378																																																																																																																																		9363719	80883	0	0	7503312	283728	239848	43880	0	328405	0	181015	114203	44028	44433	143491	0	306494	0	0	0	0	0	0	0	0	0	749705	35325	25658	6477	508431	331556	398617	2983680	5108988	8496	8496	6822	0	0	1674	937	469	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769819	384910	0	0	0	384910	338378	398617	2983680	5653977	0	79723	1491840	5653977	7503312	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200435																																																																																																																																		887225	11532																																																																																																														
201254																																																																																																																																		162433	1423	0	0	137131	3762	1493	2269	0	0	0	0	0	0	9109	25237	2710	1000	0	0	0	0	0	0	0	0	0	7558	17	517	0	7024	10619	28764	9836	118341	64	64	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13805	6903	0	0	0	6903	10619	28764	9900	126035	0	5753	4950	126035	137131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201834																																																																																																																																		2489944	27057	0	629	2135627	175590	170016	5686	0	0	0	0	0	0	160033	101474	30174	18662	0	0	0	0	0	0	0	0	0	119276	0	9393	0	109883	335162	118880	250907	1825246	3103	3103	0	547	0	2556	3781	1891	0	243	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	9760	9760	0	0	9760	0	191273	95637	0	0	11623	83917	335162	119670	273018	1949586	0	23934	136509	1949586	2134998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202514																																																																																																																																		318380	6986	0	3923	245016	11177	3237	7940	0	4992	4992	0	0	0	25883	0	13926	0	1384	0	0	1384	0	0	0	0	0	5011	0	0	0	4965	34112	7940	91655	193486	1163	1163	0	0	0	1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5902	2951	0	0	0	2951	34112	7940	91655	197600	0	1588	45828	197600	241093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202541																																																																																																																																		218235	1409																																																																																																														
202907																																																																																																																																		14875694	63650	0	0	8950994	205687	88703	116984	0	1104019	1349598	3797	0	0	2645147	822195	25383	0	0	0	0	0	0	0	0	0	0	1399329	33568	23663	5994	622376	4117518	1020185	3383620	6329477	17273	17273	0	0	0	17273	38776	19388	0	0	0	19388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999349	499675	0	0	0	499675	4117518	1020185	3383620	6903575	0	204037	1691810	6903575	8950994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203043																																																																																																																																		428618	3271	0	0	350236	13121	10314	2807	0	0	0	0	0	0	26173	28746	415	0	7788	0	7788	0	0	0	0	0	0	29015	0	33	0	25480	36732	42172	81868	265167	190	190	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12699	6350	0	159	659	5532	36732	42379	82527	279536	0	8476	41264	279536	350236	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203052																																																																																																																																		98275	764																																																																																																														
203575																																																																																																																																		78868	290																																																																																																														
