"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
31255	42	0	318	107	CONF	269	1244	744	410	759	0	0	0	0	0	false	0	0	0	0	175	8	0	580	69	115	150	201	0	180	0	0	0	0	-92	0	-464	0	0	0	Other mortgage loan income	PF ICS income	PF Lockbox/ PF Sweep Fee/CDARS Fee Income	Item processing	Computer support contracts											
31657					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
31826	100		102	13	CONF				218			0	0	0	0	false	25	0	0					591	55	486	90		308	38	0	0	0	0	17	0	-17							Other Taxes (Franchise, R/E, & Other)												
31835					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
32234					CONF							0	0	0	0	false		0	0												0	0	0	0	-58	0	341																			
32766					CONF							55	0	0	0	false		0	0												0	0	0	0	0	0	0										Stocks transaction									
32971					CONF							0	0	0	0	false		0	0												0	0	0	0	-294	0	265																			
33147					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
33259					CONF							0	0	0	0	false		0	0												0	0	0	0	-612	0	612																			
33370					CONF							0	0	0	0	false		8	0												0	0	0	0																		CECL adjustment				
33839					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
33857	145		6		CONF				162			0	0	0	0	false		0	0				355	622							0	0	0	0										OTHER PROFESSIONAL FEES			CAPITAL INJECTION FROM HOLDING COMPANY									
34434					CONF							0	0	0	0	false		0	0												0	0	0	0	-352	0	352										Amount contributed to the subsidiary institution from parent holding company as a result of ECIP									
34537					CONF			5875			5834	0	0	0	0	false		0	0		3984			35342		9865		7934			0	0	0	0		18879					Loan Swap Fees/Gains		Other	Employee Relations		Other										
34555	46	3	116	72	CONF				108			0	0	0	0	false	17	0	0	10	115	19	6	519	37	332	13	63	226	16	0	0	0	0	140	0	-140	5		30				BANK OWNED LIFE INSURANCE EXPENSE												
34742					CONF							0	0	0	0	false		0	34												0	0	0	0	0	0	-78																CD Interest Correction			
35057	0	0	0	0	CONF	0	0	0	101	0	0	0	0	-96	0	false	0	0	0	0	34	0	166	407	0	0	95	88	0	0	0	0	0	0	0	0	0	0	0	0				Software					Reclass Unfunded Lines Reserve to LIabilities							
35301	0	0	0	0	CONF	397000	266000	222000	427000	175000	0	0	0	0	0	false	0	-56000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	Fee Revenue received from Affiliates	Software Service Fees	Fees for securities lending transactions	Fees for transaction processing services	Fees for professional services						In March 2023, the Financial Accounting Standards Board (FASB) issued ASU 2023-02, Investments - Equity Method and Joint Ventures (Topic 323): Accounting for Investments in Tax Credit Structures Using the Proportional Amortization Method, which expands the use of the proportional amortization method to other types of tax credit investments, regardless of the tax credit program from which the income tax credits are received. We adopted the new standard in the second quarter of 2023, effective January 1, 2023, for renewable energy production tax credit investments under the modified retrospective approach	Effect of adoption of new accounting standard ASU-2023-02 effective Jan 1, 2023 (Accounting for Investments in Tax Credit Structures Using the Proportional Amortization Method)				
35646					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
35879					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36456					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
36933					CONF							0	0	0	0	false		0	0												0	0	0	0																						
37051					CONF							0	0	0	0	false		0	0												0	0	0	0	65	0	-65																			
37341					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
37435					CONF							0	0	0	0	false		0	0												0	0	0	0	-1793	0	0																			
37640	2428	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	844	0	0	5512	0	8611	0	1816	2482	0	0	0	0	0				0	0	0																
37659	3	0	9	0	CONF	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	0	16	103	7	0	18	29	0	14	0	0	0	0	0	0	0	0	0	0																
37949					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
38740					CONF							0	0	0	0	false		0	0												0	0	0	0	-439	0	584																			
39327					CONF							0	0	0	0	false		0	0												0	0	0	0	-613	0	452																			
39756	463				CONF		140		600			0	0	0	0	false		0	0					512		434					0	0	0	0	0	0	0			591	Other Operating Income - Reserve for Security Losses	Lease Rental Income		Other Operating Expense - Reserve for Security Losses	General Travel & Expense	Other Insurance Expense										
40033					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
40499	2018				CONF					1805		1296	0	0	0	false		0	0		1105			4882		5544					0	0	0	0		0									Software licenses and amortization		Capital Contribution from parent holding company									
40855					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41553					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
41629					CONF							0	0	0	0	false		0	0												0	0	0	0	-130	0	157																			
41825	302				CONF							0	0	0	0	false		0	0		94			1918		466			327		0	0	0	0	-686	0	1021																			
42037					CONF							0	0	0	0	false		0	0												0	0	0	0	-250	0	250																			
42354					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
42372					CONF							0	0	0	0	false		0	0												0	0	0	0	-996	0	924																			
42420	2826	7		285	CONF							146649	0	0	0	false	1732	0	0	604	2422	213	452	4626	1009	14201	159		4035	1767	0	0	0	0		27205			16	643							Acquisition Activity									
42448	804	0	217	39	CONF	470	0	0	0	0	0	0	0	0	0	false	174	0	0	47	0	57	112	2208	216	3264	118	0	1655	336	0	0	0	0	-935	0	786	44	0	0	LOAN DISCOUNT															
42457					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43052					CONF							0	0	0	0	false		0	0												0	0	0	0																						
43351					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43856					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
43959					CONF							0	0	0	0	false		0	0												0	0	0	0	-200	0	80																			
44040					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44433					CONF							0	0	0	0	false		0	0					623			173	240			0	0	0	0	0	0	0																			
44741					CONF							0	0	0	0	false		0	0												0	0	0	0	-325	0	396																			
44750					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
44929	16		42	7	CONF				61			0	0	0	0	false	8	0	0		36	11	66	230	16		34		185	74	0	0	0	0	0	0	0							(Franchise) FIT #4460001												
45038	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	289	0	111	250	0	0	0	0	0	0	0	-327	0	416	0	0	0																
45047					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	-96																			
45056					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
45430					CONF							0	0	0	0	false		0	0												0	0	0	0	-8																					
45458					CONF							0	0	0	0	false		0	0												0	0	0	0	271	0	-164																			
45551					CONF							0	0	-1540	0	true		0	0												0	0	0	0	0	0	0												Amount of ACL on off-balance sheet credit exposure which was included in Total ACL at 1/1/23		Detailed explanation for RI-E, 6.c.(1).  This amount ($1,540) reflects the amount of allowance for credit losses on off-balance sheet credit exposures.  This amount was included in the total allowance for credit losses at 1/1/23					
45560	1235				CONF	804	160		2243			0	0	0	0	false		0	0		377			841		180		674			0	0	0	0	-1338	0	121				Debit card fee income	Letter of Credit Fees		Computer software												
45775					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
46053					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
46941					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
47247	336		137	170	CONF	832	163	422	652	412		0	0	0	0	false	43	0	0	44	263	12	272	1201	80	115	155	467	191	65	0	0	0	0	-5135	0	4850	36	1	84	Sponsor Bank Fees	Derivative Gain (Loss) - IRLC	Miscellaneous Income	New Loan Expense	Credit Report and Filing Fees											
47500					CONF							0	0	0	0	false		0	0												0	0	0	0	192	0	-313																			
48057					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
48150					CONF							0	0	0	0	false		0	0												0	0	0	0	-10	0	10																			
48374					CONF							0	0	0	0	false		0	0												0	0	0	0	-641	0	105																			
48440					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49054					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49148					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49241					CONF							1479	0	0	0	false		0	0												0	0	0	0	-3397	0	2619										Capital infusion from JBI, holding company									
49652					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49858					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
49951					CONF							0	0	0	0	false		0	0												0	0	0	0	-273	0	273											0								
50144					CONF							0	0	0	0	false		0	0												0	0	0	0																						
50461			17	13	CONF	4	19	376	12	31	197	0	0	0	0	false		-3	0					128	23		36	4		22	0	0	0	0	0	0	0	16		8	Commissions -International & LC Department	Other Income	Non interest income from subsidiary - Villa Tuscany Real Estate Inc	Auto and Travel & Parking	Business Development and business meals	Subsidiary VTRE Property Tax & Operation Expense						CPA true up the tax account for tax return filing				
51253	0	0	0	0	CONF	89	48	0	323	0	0	764	0	0	0	false	0	0	0	0	0	0	519	437	0	0	0	0	0	277	0	0	0	0				0	781	0	Cash Surrender Value of Life Insurance	Fee Income-Originations for Secondary Market		Loan Expense			Loans from Holding Company									
51356	6		18		CONF							0	0	0	0	false	8	0	0			3	18	5	9		41		18		0	0	0	0				1	1																	
51459					CONF							0	0	-111	0	false		0	0												0	0	0	0	0	0	0												Transfer from ACL to ACL Unfunded Comittments							
51842					CONF							0	0	0	0	false		0	0				305	310					203		0	0	0	0	-437	0	600																			
52719	0	0	0	0	CONF	0	0	0	15848	5493	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	21019	0	0	0	0	0	0	0	0	0	0	0	0				Management fee	Allocated depreciation expense											
52951					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
53051					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
54058	123				CONF	377			166			0	0	0	0	false		0	0					562							0	0	0	0	1913	0	-2300				Star Income			Star Charges												
54656	288	0	87	20	CONF	0	0	0	582	361	0	0	0	0	0	false	116	0	0	25	208	34	71	1068	120	578	89	17	0	126	0	0	0	0	0	0	0	0	2	33				Holding Company Fees	Debit Card Expense				0							
54973					CONF				3078			1317	0	0	0	false		0	0		3380		907	7029		3656					0	0	0	0										Software Maintenance			Additional Paid in Capital									
55336					CONF							0	0	0	0	false		0	0												0	0	0	0	-110	0	140																			
55635					CONF							4000	0	0	0	false		0	0												0	0	0	0	-114	0	114										Capital Contribution through purchase of stock									
55653					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
55970					CONF							0	0	0	0	false		0	0												0	0	0	0																						
56258					CONF							0	0	0	0	false		0	0												0	0	0	0	400	0	-400																			
56351					CONF				1715			8421	0	0	0	false		0	0		745			1455		4784				1452	0	0	0	0	-2054	0	2500							software expense			Capital Contribution									
56548					CONF							0	0	0	0	true		0	0												0	0	0	0	0	0	0														Sch RI item 9 includes a $243k prior year tax expense reversal posted Q2-2023 to adjust for overstated year end 2022 federal tax liability					
56717					CONF							0	0	0	0	false		0	0												0	0	0	0	50	0	-63																			
57040	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
57451					CONF							0	0	0	0	false		0	0												0	0	0	0	-783	0	1117																			
58225					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58243	2156		367	245	CONF	927	752	731	4997			0	0	0	0	false	483	0	0	47	1240	102	201	4571	269	2523	464	5112	454	392	0	0	0	0	-3768	0	5156	306		1133	Management fee revenue - JWI	Management fee revenue - JFG	ICS One-Way Sell Fee Income	Software expense												
58355					CONF							-200	0	0	0	false		0	0												0	0	0	0	0	0	0										Interest									
58551					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
58636					CONF							0	0	0	0	false		0	0												0	0	0	0	-302	0	0																			
58757					CONF							0	0	0	0	true		0	0												1248	359	0	0	0	0	0														Call report being resubmitted due to reporting the sale of the insurance agency on the wrong line of schedule RI.			Sale of Insurance Agency		
58971	3691				CONF	2082			6370			0	0	0	0	false		0	0		1148			6173		6357		3324			0	0	0	0	-16972	0	16254				Rent Income			Software Expense												
59316					CONF							0	0	0	0	false		0	0												0	0	0	0	-2011	250	2216																			
59352					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
59370					CONF							0	0	0	0	false		0	0												0	0	0	0	-1570	0	1860																			
59754					CONF							0	0	0	0	false		0	0												0	0	0	0	-67	0	67																			
60143					CONF	41000	30000	21000	131000	82000	45000	0	0	0	0	true		0	0		23000					139000					0	0	0	0		0					Intercompany income	Commercial loan commitment fees	Letter of credit fees	Outside processing fee expense	Software expense	Intercompany fee expense					Line 2 above includes an additional item that exceeded 7 percent of Schedule RI 7.d. - Other defined benefit costs of $(30,000)					
60330	0	0	0	0	CONF	0	0	0	450	0	0	0	0	0	0	false	0	0	0	0	505	0	283	0	0	2563	0	377	368	362	0	0	0	0	0	0	-465	0	0	0				INTERNET BANKING												
60545					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
60554					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
60648					CONF							0	0	0	0	false		0	0												0	0	0	0	0	0	0																			
61122	254	2	77	205	CONF	0	0	0	298	0	0	0	0	0	0	false	163	0	0	-8	617	57	194	1576	96	1986	460	326	338	226	0	0	0	0	-2155	0	2066	40	250	252				Contract labor												
